http://movie.douban.com/subject/2154859/	大明宫词
(5星)	 道具服装真太牛了！现在那个什么密屎简直弱爆了。            
(5星)	 不解释。。            
(5星)	 小时候好喜欢的            
(5星)	 就這樣把《大明宮詞》給看完了。37集，說長不長，說短不短，青春、帝皇、權利統統都是雲烟啊！            
(4星)	 华美精致。            
(5星)	 小时候看的，国产电视剧第一名~            
(5星)	 小时候看的时候就感觉真的很美很文艺            
(5星)	 如诗如画。            
(4星)	 音乐美啊            
(5星)	 李小婉李少红巅峰之作。            
(5星)	 薛绍啊！！！！            
(5星)	 初中的时候爱死了这部片子～            
(4星)	 周迅一眨眼变陈红的时候应该很多人都想报复社会吧………………            
(2星)	   没看懂其实。            
(4星)	 好小的时候看的了。。。            
(5星)	 对比出现在的李少红多没节操            
(4星)	 小时候好喜欢            
(NA)	 嗷嗷小时候觉得薛绍可帅了！！！            
(5星)	 完美，曾经的最爱            
(5星)	 绝对的神剧，超越时代了（不要跟我说什么篡改历史、戏说神马的）            
(5星)	 她说：“我只剩下你一个亲人了。”于是她的亲人便逐一离她而去。            
(5星)	 记忆中古装题材电视剧里最美的一部。            
(5星)	 诡异风什么的╮(╯_╰)╭            
(NA)	 未婚男子千万别在街头对少女灿烂一笑。。。            
(4星)	 诗般的台词，挺特别的。因为此片从此爱上精灵一般的周迅，还有赵叔            
(5星)	 补            
(4星)	 李少红当年的风格美的不可方物，究竟还是要一个时代的气韵来撑啊            
(5星)	 看完后就记得薛绍。            
(NA)	 陈红是美。            
(4星)	 还不错～～打发时间蛮好            
(4星)	 华丽到有点腻……            
(5星)	 有诚意的作品是可以被人感知的，谢谢用心创作艺术品的人            
(5星)	 果断五星            
(4星)	 歌很好听啊            
(5星)	 莎翁式的台词，充满了神话的悲剧宿命感，又有遥远年代的神秘庄严感。            
(5星)	 韵味无穷！            
(5星)	 希望周末前听完~~~            
(5星)	 薛绍太帅            
(5星)	 台词好美好美            
(4星)	 那个时期看到这样拍摄手法的电视剧就觉得好好看啊~现在也觉得好看。            
(5星)	 我就是喜欢薛绍的那个衣裳            
(5星)	 童年就被这个哀怨的风格弄得不明所以。如今重温，看懂了也泪流满面。            
(4星)	 陈红好漂亮哟            
(5星)	 那个长相守的故事，真的会有吗？            
(4星)	 我妈妈也爱看。            
(3星)	 让我知道了什么是词藻            
(5星)	 ❤            
(5星)	 因为新出的原声碟 重新想起这部经典电视剧  在我心里  它是一部全面诠释盛唐的最佳影视剧  爱煞内里莎士比亚般的台词            
(4星)	 薛绍与张易之仿佛是一个躯体下的两张面孔，一个忠诚与自我囚禁，一个背叛与自由放纵。            
(3星)	 年轻的周迅 年轻的公主            
(NA)	 小时候最爱看 我靠我靠我娃娃凸(゜皿゜メ) 靠！  大叔帅死了！！！！！！！！！！！！！！！！！！            
(5星)	 三位女主都是五星            
(4星)	 优美优雅的台词有没有，高中还是初中看的？            
(NA)	 大唐版莎士比亚            
(5星)	 过了这么多年想起来还觉得经典，李大妈，你怎么拍出新红那种东西！！！！！！！！！！！！！！！！            
(5星)	 我最喜欢的一部~很莎士~            
(5星)	 最爱的李少红应该是这个样子            
(5星)	 逃不开疲惫过后最终的远行            
(4星)	 周迅的太平很经典，换人后面的剧情，就没看过了            
(5星)	 你看这一江春水 看这满树桃花 看这如黛青山 都没有丝毫的改变。重隔十年再看，依旧是最爱。 渺渺如烟。可知我怎会遇见你。            
(5星)	 最喜欢的电视剧，没有之一。            
(5星)	 可以说最喜欢的一部电视剧，音乐和美术还有台词都给人深刻的影响。            
(4星)	 曾经评价最高的电视剧，那个台词啊，大爱。            
(5星)	 优质国产电视剧            
(5星)	 莎士比亚风格的台词实在是太牛了！            
(3星)	 从此我知道了吃饭biaji嘴的男人是找不到好老婆的，找到了也得被老婆给处理了。。。            
(5星)	 现在再看的时候发现 里面的莎士比亚体确实做味搞了点～            
(NA)	 世人羡煞了这样的长相守            
(4星)	 李少红走的就是唯美路线。。。            
(5星)	 以前幼稚没看懂，好片，为了台词也要再看一遍，周迅演的太平很灵            
(NA)	 服装&amp;最后一段畸恋            
(5星)	 美极。居然在国产连续剧中闻到了莎士比亚的味道，觉得好不可思议，还有那听得我死去活来的OST，这部电视剧对于我的审美取向有一定的影响。            
(5星)	 真是奇葩啊。。专门找来贺兰氏跳的翻云覆手看，好美啊~~~            
(5星)	 台词巨银镯 但是很好看            
(5星)	 心目中最精美大气的连续剧。大唐风华如何都不为过啊……            
(5星)	 我对于你只是场意外 你对于我却是一场爱情            
(5星)	 我要择么办？            
(5星)	 曾经 狂恋            
(5星)	 周迅好灵~            
(3星)	 因为周迅 总要加一颗星的            
(4星)	 一部非常优美而深刻的文学作品，虽然和历史相距甚远，仍让人回味无穷！            
(5星)	 台词，服装，配乐，布景，演员，都非常非常的喜欢、            
(5星)	 赵蜀黍，你现在咋介么奔放了捏？？？            
(4星)	 薛绍美似妖，还能记起，一声姑姑，一句告白。            
(3星)	 情節蠻有意思的，臺詞吐槽無力！            
(4星)	 小时候看的时候一直觉得气氛很诡异            
(5星)	 我毫不犹豫的打了五星！！！国产电视剧中我最喜欢的，甚至是所有电视剧中我的最爱。强调一下，不是所有 喜欢 大明宫词 的男人都是 玻璃！！！！            
(5星)	 我至今為止  還能夠回憶起來太平和薛紹在熱鬧集市里的初次相遇的那個場景，周圍熱鬧無比，但是在那一刻仿佛一切都靜了下來，那是最美好的相遇，但也是日後最傷感的回憶。            
(4星)	 台词很唯美~            
(NA)	 权利vs情感            
(4星)	 经典。            
(5星)	 无可救药的文艺腔。            
(5星)	 台词有点酸，不过很不错            
(NA)	 海报丑            
(4星)	 一开始觉得台词很造作，后来慢慢喜欢了            
(5星)	 怎么这么美，这么美的片啊            
(5星)	 大爱！！            
(4星)	 当时看到这部剧的时候对周迅和台词很讶异。            
(5星)	 两个星期 终于看完了，听完了。大部分是听的~很多地方不符合历史，但还是阻止不了喜欢此剧 对此剧的感情。剧中，太平的一生都是坎坷的，剧中56个主演最后死了55个？这也难怪，一辈子，身边的人有仇的没仇的亲的不亲的都不在了，那是怎样的一种悲凉和寂寞。恐怕只有另一个世界，才是最后的向往。            
(4星)	 莎士比亚式的纠结台词和处处“唯美” 心态抛开还是好看的 赵文瑄可真是一个帅叔            
(4星)	 太平啊，你年少时候怎么那么可人儿。            
(5星)	 认识了周迅才知道什么叫古灵精怪 还有那时候我为什么会觉得赵文瑄还不错？？啊啊啊！！！            
(5星)	 看了很多遍也不厌倦            
(5星)	 太文艺了~~我最喜欢的国产电视剧~~            
(5星)	 听着黄雅诗的「陪伴」一曲想起此剧，实在经典！大学时还和室友特地重温了一次。            
(5星)	 绝唱            
(4星)	 深宫幽怨 高中时候的片 那时觉得台词挺美 现在回头看觉得有些过了             
(4星)	 李少红 难道就停滞在这部剧的水平上了么？？？            
(4星)	 长安月下，一壶清酒，一树桃花            
(4星)	 只看薛绍            
(4星)	 看了都不记得了            
(NA)	 十年前看的时候，没有看懂。十年后再看，感慨万千。所有看过的电视剧中最经典最值得收藏及回味的。            
(5星)	 年幼时候色彩缤纷的梦            
(5星)	 李少红最擅长捕捉的就是画面感。            
(5星)	 长相思。            
(5星)	 十年大明宫            
(4星)	 腔调拿的那叫一个足            
(5星)	 超级喜欢            
(5星)	 和妈妈一样喜欢的电视剧            
(4星)	 没有勇敢的女人，只有怯懦的男人            
(4星)	 前半部特别好看            
(5星)	 唯美到极致~            
(5星)	 最好看的大陆电视剧            
(4星)	 李少红            
(NA)	 小时候超爱啊。现在又在放了            
(5星)	 周迅的灵气。            
(5星)	 完美至极            
(5星)	 没看完。。台词经典            
(5星)	 你蓬松的乌发涨满了我的眼帘，看不见道路山川，只是漆黑一片。            
(NA)	 总是会想到魏国夫人沉入水中和切手指的那两幕，跟了我好多年了。            
