http://movie.douban.com/subject/2153527/	新白娘子传奇 新白娘子傳奇
(5星)	 啥是经典，经典就是把你忽悠到幻想自己就是白娘子，无所不能，甚至比孙悟空还能~他偶尔客串一下秃驴法海~阿弥陀佛，善哉善哉......从小看到大，陪伴我成长，这个幻想咋还不消失......只能说中毒太深，你个孽畜~            
(2星)	 看过一点，觉得很搞笑，不喜欢            
(4星)	 夏天的回忆啊~~~~            
(5星)	 童年的经典电视剧啊... 千年等一回...             
(NA)	 这两天电视老重播            
(5星)	 啥也不说啦            
(3星)	 我的童年啊            
(5星)	 小时候最爱看的电视啊。            
(5星)	 还能再经典点吗 哈哈            
(NA)	 ^_^中国版的 家有仙妻            
(4星)	 小时候简直不知道看了多少遍。            
(4星)	 管他怎么说 童年时候就爱这玩意儿            
(5星)	 哎呦喂~百看不腻的经典            
(5星)	 西湖的水我的泪            
(NA)	 太经典了 尽说唱的~            
(5星)	 我们共同记忆中的拉片～            
(5星)	 最近又重温了一下 呵呵 虽然有些情节和表演有点肉麻~~ 不过美就是美 不容置疑啊            
(4星)	 最近又开始重播- -现在看起来觉得好萌啊            
(NA)	 小时候迷死了。            
(3星)	 儿时的回忆            
(4星)	 遥远的小时候。每天必看的电视。            
(5星)	 寒假在重播啊~~~~~            
(5星)	 现在再看，有不同的感觉。            
(NA)	 日复一日 打开电视 天天看时时看 谁能受我            
(3星)	 从小爱到现在 叶童其实也很有女人味的 只是演男人演到大家都忘了            
(NA)	 经典冷笑话集            
(5星)	 越来越觉得这电视剧强了，世界观也异常完整            
(5星)	 太喜欢了，一辈子的回忆~~            
(5星)	 初中时看的经典连续剧，白娘子太经典了            
(5星)	 小学的时候。看过的最早的类les片。            
(5星)	 恩，苏州最美的两位都是妖精            
(NA)	 读小学的时候每天吸引我放学早点回家的动力。。。话说还是不错的。。。            
(5星)	 我要去断桥寻一寻            
(NA)	 。。。            
(4星)	 我喜欢小青我喜欢小青……            
(NA)	 雨天为陌生人撑一把伞            
(NA)	 无数个冗长的暑假呀。            
(5星)	 小时候每年暑假都放 放一遍我看一遍            
(5星)	 永恒的经典。            
(4星)	 啥话都不说了            
(5星)	 啊……西湖美景，三月天内，春雨如酒，美如烟内！有缘千里来相会，无缘对面手难签，十年修的同船渡，百年修的共枕眠。            
(5星)	 是个人应该都看过吧绝对的经典            
(5星)	 经典！！            
(5星)	 迷上的第一部，纪念纪念。            
(4星)	 哈哈哈~ 哈哈哈西湖美景》》》》            
(5星)	 小时候的回忆，经常因为看这个不想练琴～            
(4星)	 小时候为了看这部片，偷偷开电视，差点从床上掉下来。记忆犹新啊~            
(5星)	 每个暑假必看的东东！            
(5星)	 哇哈哈            
(5星)	 我的大美女            
(5星)	 小学的时候..            
(5星)	 无法忘怀的童年记忆。暑假和寒假就是这么“啊啊啊~啊啊啊~西湖美景，三月亭内”过去了。            
(NA)	 小时候的经典。            
(NA)	 我到现在我都爱看 白娘子真美            
(4星)	 小学每年放假都要看，和奶奶一起            
(5星)	 经典            
(NA)	 白娘子，小时候怎么看都 看不腻啊啊啊~~            
(4星)	 年少时的美好回忆            
(5星)	 百看不厌            
(5星)	 这可是我小时候的最爱啊            
(5星)	 回忆了            
(3星)	 难道就没有一个真男人了吗？            
(5星)	 看到了已经记不起的许多片段            
(NA)	 第一部记得的电视剧            
(5星)	 她头上那一坨到底是什么东西？            
(5星)	 经典~呀……            
(5星)	 从小到大不知道看了多少遍了~经典o(∩_∩)o...            
(3星)	 千年等一回 , ,,千年等一回 等一回 ,千年等一回 我无悔 ,是谁在我耳边说 爱我永不变 ,只为这一句 ,断肠也无怨 ,雨心碎 风流泪 ,枉缠绵 情悠远 ,西湖的水 我的泪 ,……            
(5星)	 女神级别 闪闪发光            
(5星)	 历史的记忆...            
(5星)	 经典咯~            
(5星)	 哇            
(5星)	 回忆，对美丽的女子最初的概念就是白娘子这样            
(5星)	 讨厌许仙            
(5星)	 经典哈，可以当苏杭的宣传片了。            
(4星)	 赵雅芝和叶童都演得很好，我还专门买了歌带呢            
(5星)	 童年最爱            
(5星)	 ......看过了100遍，100遍！            
(4星)	 叶童真爷儿们            
(NA)	 印象中是小學看過的 當時沒哭死我            
(5星)	 我儿时的最爱            
(5星)	 还有比这更经典的吗?..没有！            
(4星)	 我不得不承认曾经我多么热爱它，虽然现在看来弱智到不堪。但叶童演技也太好了吧！许仕林中状元册封那一节，真正的潇洒不凡气宇轩昂啊。            
(5星)	 童年回忆……            
(NA)	 歌不错，当年从舅妈那找来磁带听            
(NA)	 无数个暑假 无数遍重播            
(5星)	 那阵子铅笔盒，床头，书包，都是她的贴纸            
(5星)	 我和我妈都很喜欢的，也看了好几遍。            
(5星)	 千年等一回。真经典。            
(4星)	 每年暑假都有也             
(NA)	 我的一整个童年呐~            
(5星)	 大爱赵雅芝……            
(4星)	 看了好多遍啊...我都会演了            
(5星)	 我童年的美好记忆啊~            
(5星)	 从小看到大。赵雅芝实在是大爱啊~            
(5星)	 印象好深刻。觉得赵雅芝一直好美。            
(5星)	 经典吖~            
(4星)	 MSN每天都提示我“想知道赵雅芝年轻20岁的秘密吗”，可见当年之深入人心，影响至今。            
(4星)	 儿时的记忆。            
(5星)	 影响过一代人的电视剧，不管如何嘉奖都不为过的。            
(5星)	 如此经典            
(5星)	 小时候的经典 百看不厌恩            
(5星)	 再看剧情有漏洞，许仙还是典型的中国男人。油嘴滑舌，表面正经，内里风骚，闷骚。            
(5星)	 经典中的经典！            
(5星)	 绝对经典的剧！            
(NA)	 但它还是会被我远去            
(5星)	 .. ..            
(NA)	 千年等一回，等一回～～～～            
(5星)	 没有原因 就是五☆            
(5星)	 ～            
(NA)	 够电视剧            
(4星)	 希望未来的孩子们还能看看这个电视剧，我们小时候最深记忆之一            
(NA)	 那时总是很疑惑，为什么要找用女生演男生。很长很长的疑惑之后，开始欣赏，尤其是许仙每次轻轻摇头后，娓娓开唱            
(5星)	 简直里面的台词都要能背下来咯~            
(4星)	 这个看过不下于十遍            
(5星)	 小时候很喜欢看的            
(5星)	 最永恒的经典。            
(5星)	 每年暑假各地方电视台都会滚动播放。            
(4星)	 永远的赵姐姐……！            
(5星)	 四川台~贵州台~            
(5星)	 T_________T            
(NA)	 小时候打死也不愿意相信许仙是女生演的，还有就是赵雅芝的美的确很能打动人，当时不少小孩子喜欢一边伸着中指和食指挥舞着一边用嘴“呼呼”的配音。。。。。。            
(5星)	 懂事之后每级都不肯放过的~            
(5星)	 以前天天中午跟一帮傻孩子看。            
(5星)	 80后的孩子谁没看过？？            
(5星)	 看过最多遍的电视剧啊！            
(5星)	 看到许仙一家吃饭，永远觉得肚子饿...            
(5星)	 人生的第一部电视剧            
(5星)	 谁没有看过。。            
(NA)	 小时候心中的女神            
(5星)	 狂恋。。。            
(NA)	 少年时候的梦想啊            
(4星)	 千年等一回            
(5星)	 小时候天天看百看不厌            
(5星)	 小时候的最爱            
(5星)	 小时候学白娘子，整院子都追着跟我演，无哈哈！            
(5星)	 小时候大爱            
(NA)	 小时候            
(5星)	 小学时候每年暑假四川卫视都要放            
(5星)	 最经典~！！            
(5星)	 有人没看过吗？？            
(5星)	 有理由不推荐吗？            
(5星)	 百看不厌            
(NA)	 经典到看20年都看不腻            
(3星)	 呵，小时候看的了，四星也可以的            
(4星)	 经典中的经典啊            
(5星)	 超爱的~~~            
(NA)	 貌似欢喜团圆的结局，其实完全是彻头彻尾的悲剧。我要的是人间的厮守，而非天庭中相逢不如淡淡一笑。 可是他们说，人间美好是片刻，厮守又如何。            
(4星)	 里面的歌很好听。喜欢小青……            
(5星)	 赵雅芝绝对的美人啊。            
(NA)	 永远的经典            
(5星)	 我小時候和奶奶一起看的。            
(4星)	 无比强大啊。。。叶童骗了我一整个童年。所以倚天出来的时候吓了一大跳。            
(3星)	 趙大媽還是狠漂亮的            
(5星)	 史上看过最多遍的电视剧。还特地买了原声听。orz...            
