http://movie.douban.com/subject/1856299/	宫 궁
(NA)	 喜欢信  喜欢这样的男子 只喜欢这样的男子            
(4星)	 我妈很喜欢那个王子同学。            
(5星)	 没事就翻出来看看前几集~~~~浪漫的一塌糊涂             
(NA)	 （_______________________________________）            
(NA)	 偶尔看看肥皂剧还是不错的，生活不能老是一本正经，逗乐也是生活的重要组成部分。            
(5星)	 真是一个善良勇敢的小姑娘~向申彩静姐姐学习~            
(4星)	 以前超级喜欢律王子。很迷人呐~~~~            
(2星)	 谁没有无知过...            
(2星)	 我无语 这样的垃圾片也能把女猪捧红            
(4星)	 小时候喜欢，所以多以颗。            
(5星)	 律很好，但无论现在将来，彩京都爱信一个。            
(5星)	 我承认..我曾经被他深深的吸引了            
(3星)	 律的长相，信的性格！            
(4星)	 扣掉的是主人公自说自话的烂台词..和最后面结尾的拼凑剧情.....            
(3星)	 &#39;除非东海填平，长白山磨平&#39;...这两样哪样是你们棒子的啊？            
(NA)	 经典韩剧            
(3星)	 真的很一般            
(4星)	 喜欢律的微笑            
(NA)	 意淫偶像剧之伪经典            
(4星)	 初中时候 我和我妈都特爱看···            
(5星)	 当初也超迷呀~现在又想看遍~            
(4星)	 谢谢你，和我相同感受。            
(4星)	 当年……            
(4星)	 ☆俊男美女☆精緻華美☆編劇的逗趣☆剪輯            
(NA)	 韩剧的又一顶峰嘎嘎            
(3星)	 要不是律帅...            
(4星)	 美腿男~            
(2星)	 就记着朱智勋很帅了            
(4星)	 很经典            
(4星)	 前面都好，后面太长了            
(4星)	 初二 五一假期看的.. 那个时候 姐姐真的熬夜看它的....            
(4星)	 信穿着白色西装，靠在夕阳下的门边……原来我是看过一些韩剧的啊            
(3星)	 还蛮好            
(4星)	 至今为止看过最精美的韩剧~            
(4星)	 谁都有王子情节~~            
(4星)	 说实话这是我最喜欢的韩剧之一啊 很喜欢尹恩惠~还有男一男二 初二的时候和妈妈一起看的 她比我还激动 其实觉得剧情挺美好的 又没有一般的韩剧那么矫情             
(NA)	 若干年后只记得金正勋             
(3星)	 难得认真的韩剧。            
(NA)	 好久以前就看过了，觉得金正勋抬阴柔了当年爱死他了，他就是个漫画美型男~~~            
(5星)	 唯一有好感的一部片子。            
(NA)	 马大姐的最爱            
(4星)	 老稀罕金正勋了。            
(4星)	 宫1比宫2好看。            
(4星)	 高中 大家都迷            
(4星)	 一开始是因为男主角不够帅，后来谁知道是越看越帅的类型呀~~！！深v领可以穿的那么好看的男人，不愧是模特出身~！！            
(3星)	 依然看不下去。。跟韩国人眼光不同            
(4星)	 看的最全的棒子剧。            
(5星)	 我最爱的一部电视剧 。。。            
(4星)	 律王子            
(4星)	 还好~            
(3星)	 王子好看。            
(5星)	 为了那一屋子的泰迪……            
(4星)	 高三記憶,愛上尹恩惠的劇,作爲新人,加一星鼓勵鼓勵XD            
(5星)	 是什么时候，你不经我的允许进入我心里，让我心中隐藏的阳光一股脑的散放出来，每天我的心脏好像出了故障般，想多了解你一点，想多见你一次，为了你，傻傻地笑。你把我变成这样一个傻瓜。            
(3星)	 。。            
(5星)	 孽缘？命运？看得我好纠结呀……            
(4星)	 开始喜欢尹恩惠            
(3星)	 我是衝着尹恩惠去的。初中時看劇照覺得律其實更有愛，不過看完后還是覺得信的魅力其實更大些啊（…）。嗯，又是棒子劇（悲摧臉）。            
(NA)	 一开始喜欢律。。后来就喜欢信啦。。            
(5星)	 在这世上如果有抓住不放的姻缘，便会有不得不放的姻缘。            
(NA)	 高考完看得我多激荡啊，我的小王子啊，要到天堂一定要走过地狱之路哟，现在我无法面对了orz            
(4星)	 只看过一遍              
(5星)	 律。            
(3星)	 看到一半，不想看了。            
(1星)	 意淫的有点过了，表演的也太过了，演技生硬，而且最搞笑的是他们在宫里打那个像高尔夫的球时还说，据说高尔夫就是我们韩国创造的~~~哈哈哈，笑死了，连偶像剧都要这么意淫全世界人民啊~            
(3星)	 反复的煽情，莫名其妙的纠结，导演难道想不出更棒的噱头吗？            
(5星)	 某一段岁月里，真是很喜欢呀。            
(4星)	 四星全送律王子            
(4星)	 很喜歡這部韓劇，雖然現在已經看不下去了，但是當時真的大愛這部劇，雖然朱智勳會被永久封殺，可是還是喜歡那個身材超棒、眼神憂鬱的男人            
(5星)	 不管是信还是律，都是王子。            
(4星)	 内些追韩剧的岁月。。。            
(4星)	 再看一遍！！            
(4星)	 女主角很漂亮            
(3星)	 2500万年后，这四位请不要再相遇了……            
(4星)	 算是经典            
(NA)	 少数几部看了好几遍的韩剧，一直觉得信王子比律王子好，这不明白为什么彩京不选信王子呢？！            
(3星)	 其实只要不讨厌对方的话，两个人在一起是可以日久生情的。感情是能够培养的。有时候爱情不是爱情，而是命运。            
(4星)	 06年的片,我09年末才看......            
(3星)	 布景太寒酸了            
(NA)	 为啥我看韩剧总是喜欢第二男主角呢（ps除了有宋承宪之外），后来这个朱智勋吸毒了，我才长叹一口气：原来我看人很准滴            
(5星)	 看过2遍，很喜欢。。。。。            
(NA)	 今年突然才开始看这个片子。跳过了中间知道他两在一起了。就行了            
(5星)	 超爱，，看的次数，，自己都忘了。。可能有很多剧都比它好，但就是对它情有独钟            
(4星)	 刚上大学那会儿看的，很喜欢的韩剧，尹恩惠很可爱，信很内敛。            
(3星)	 看看就得了            
(4星)	 里面的teddy熊很可爱 有点烂尾            
(5星)	 我家勋勋            
(5星)	 二王子啊            
(3星)	 小金金~~~啦啦啦            
(4星)	 哎哟哟~可怜的律王子啊，即使是2500万年后还是要等她呀~T.T            
(3星)	 信的漫画造型比真人好多 律真人感觉很温柔 不像漫画里面 那么狡诈            
(3星)	 律王子很帅……金正勋怎么经常演反派啊，5555            
(3星)	 中学的时候总争吵喜欢律多一点还是信              
(5星)	 当年那个迷啊            
(5星)	 3年前居然看得眼睛都哭肿了            
(3星)	 老套啊 为了尹恩惠看的 太拖拉了 看了几集吧            
(4星)	 勛之後就半消失狀態了...真可惜            
(5星)	 每个女孩心中都一段王子与公主的童话            
(NA)	 表示喜欢信~ 当时初一时，考期末考试居然还和旁边的姐姐传小纸条~ 内容不是作弊~~而是讨论这个韩剧……我囧！            
(3星)	 teddy比较可爱            
(3星)	 我和妈妈一起看的，我看不下去了，老妈竟然看完了。            
(4星)	 男主像我哥哥。。。            
(3星)	 不就是宫嘛。            
(4星)	 题材新颖啦~尹恩惠+金正勋啦            
(3星)	 么么唧唧             
(3星)	 情节是老套的，尤其是宫廷的斗争，不太喜欢。不过看到信不善于表达爱的时候的受伤还是心痛。从一开始觉得信好丑到后来也慢慢喜欢了~不过还是金正勋帅！！！            
(3星)	 我不要被狗血淋死..尽管律很可怜..            
(4星)	 伴随我度过高三时光~~            
(3星)	 建议压缩成10集，人物情感还好，宫廷纠纷也太幼稚了吧。。。            
(3星)	 快高考时，每天晚上都会趁着妈妈睡着才能看。。            
(5星)	 这部电视剧是继《夏娃的诱惑》之后，我最爱看的一部了！从彩京同信君结婚之后，就很希望他们能够真心相爱，可是信君对彩京的态度忽冷忽热，成为观众最关注的焦点！其实信君慢慢爱上了彩京，只是自己没有察觉，直到两人发生误会，这个过程虽然坎坷但很美妙！            
(3星)	 还行 人物都漂亮的            
(3星)	 律王子。            
(4星)	 華麗麗的衣服和可愛的小熊            
(4星)	 33.这个故事教会了我们。哪怕是偷听也一定要把话听完整。            
(4星)	 就是这个让我喜欢尹恩惠的            
(4星)	 朱智勋真是越看越好看            
(3星)	 当时被金正勋迷得五迷三倒的            
(NA)	 你妹啊！            
(3星)	 节奏有点慢    朱智勋很帅            
(NA)	 《宫》    律君挺好看的哇            
(5星)	 堪称完美的电视剧~重温ing~            
(4星)	 突然想到N年前看过这部..很久没看韩剧了思密达.这部算不错了思密达.            
(3星)	 喜欢唯美的画面和里面的音乐，很搞笑，但剧情一般。            
(4星)	 喜欢里面的王妃   的衣服             
(3星)	 纯属吃饱饭没事做看的！~            
(3星)	 剧情如果剥去宫廷的背景，其实就是一个传统韩式恋爱剧。。            
(5星)	 灰姑娘式的爱情总是打动人的            
(4星)	 想当年在我们系掀起了一股热潮啊            
(NA)	 JKH 我爱            
(4星)	 也是結局吸引不了我            
(4星)	 制作精良            
(4星)	 看完过的三部韩剧之一，后半段开始有点无力            
(4星)	 结尾好虎头蛇尾。。            
(4星)	 看过的，为数不多的偶像剧。后半段太拖了            
