http://movie.douban.com/subject/4904661/	绯闻女孩  Gossip Girl  Season 4
(4星)	 虽然编剧曾狗血地让B和DAN一起过，但后来还是用摩洛哥的王子来配女王B。不过B最后对C说的那句：离开你用尽了我全部的力量。真是让人泪奔啊。美剧的魅力在于，越到后面，你越会感觉物是人非，而主角们由此不断成长成熟。            
(3星)	 坑爹啊，为了BC撑到现在。。。            
(4星)	 这。。你们还是都回到最初吧。。。            
(NA)	 chick flick            
(4星)	 这个剧居然撑到第五季了。            
(4星)	 B&amp;C            
(1星)	 哈哈哈哈哈哈哈哈哈我真是嫌弃死我自己了。            
(4星)	 比前一季好吧，因为知道一点新片的消息所以没那么馋~the fall is coming soon~            
(1星)	 我没看            
(3星)	 Happily never after.            
(2星)	 再追第五季就自挂东南枝去。            
(3星)	 最后一集让我多给一星 期待下一季serena的grow up 我被BC虐得不行了 得放开一下            
(3星)	 看在blake的份上，我还真把你看完了。。。nomore滚床单！            
(5星)	 勾心斗角玩起来！            
(3星)	None
(NA)	 最后一集 泪流满面             
(3星)	 NYC...            
(3星)	 勉强三星 我好仁慈 看到最后好想吐...            
(3星)	 此剧走到现在已经是乏善可陈。希望编剧早些写完，导演快点拍毕。无聊的感情线，就在几位主演外加几个酱油间胡乱转换。除了用钱堆出的奢侈品其他什么都没有看到。B和D之间最有普通的正常情侣的感觉。可惜编剧没有给出下文。下季写？谁知道！本季最后B又无可救药的选择C。真的对她很失望，没出息。            
(3星)	 最后一集简直就是卖情赚人气啊 啧啧啧            
(3星)	 养个眼。。             
(NA)	 这季几乎没有little j            
(4星)	 那啥摩洛哥王子比英国王子有爱多了。。。            
(NA)	 blair还是和chuck在一起吧，真的！            
(1星)	 请将这部剧砍了吧            
(3星)	 编剧到底是要闹哪样？？            
(3星)	 就算是个时装片也太挑战人的忍耐力了啊喂            
(2星)	 太牵强了这季。            
(3星)	 肤浅+狗血。。可我还在看- -            
(NA)	 没完了还－－            
(NA)	 作为一个没有弃剧习惯的抖M，表示多狗血的剧情都能坚持下来。反正无非是一帮小孩日来日去，觉得没意思之后就陷害来陷害去。。            
(4星)	 无力吐槽。。已经完全是因为无聊而想看看美女帅哥什么的才看的，什么时候能结局啊。。剧情反反复复的            
(NA)	 第四季的伏笔啊 要等很久了吧            
(4星)	 最开始和最末位都各虐了我一次，哭得梨花带雨的。 无可否认的是，这季是编剧最差的一季，但是也同样是最多金句对白的一季。观看的中途，一度从BC饭转成了BL饭，可即使是这样，还是会依旧感动于BC的爱情。结局很难受，但是也非常的喜欢，除去狗血的避孕棒，算是个既童话又现实的ending了吧            
(1星)	 真他娘的够了！            
(3星)	 我都不好意思说我看完了            
(5星)	 唯有BC才是真爱 BC党力求合体！！！            
(3星)	 后面的有点扯吧。。            
(3星)	 赶紧更新            
(2星)	 彻底弃了，幼稚的不行。            
(2星)	 太狗血了，散了吧！            
(3星)	 沒看完            
(NA)	 是什么让我看到现在啊            
(3星)	 编剧越发的只求结果不求过程的想法难以接受            
(4星)	 在真爱面前幸福不算什么 B是个又傻又脆弱的女孩            
(5星)	 wow~            
(NA)	 想看也没得看了。。。老美你们有需要这么计较咩！            
(3星)	 剧情乱死            
(3星)	 越看越。。 就这样吧。。            
(NA)	 Chuck and Blair      Blair and Chuck            
(NA)	 忒费脑子了我草            
(3星)	 实在看不下去了，越来越狗血！~            
(3星)	 要不要这么狗血。。 J化妆化得就像中毒了一样有没有！！！            
(4星)	 我这么的爱B~            
(1星)	 happily never after. when we stop n look  who we r ..each day we see how far we r ..how far we still have to go            
(NA)	 心疼王子啊！！！B不要给我吧！！            
(2星)	 表示只是为了看衣服。。。            
(NA)	 朋友 恋人 敌人 朋友 恋人 敌人 朋友 恋人 朋友 原来这就是轮回啊            
(4星)	 除了阴谋诡计外，角色们陆陆续续都成熟了许多。            
(5星)	 片中的人物在成长，B&amp;S的气质也在成熟呢...            
(4星)	 Beautiful things only grow to a certain height, and then they fall and fade off.美好的东西不会无限美下去，最终韶华将逝，美丽不再。《The beautiful and Dammed》            
(2星)	 messsss            
(NA)	 一群感情至上的年轻人，为了爱情可以没有亲情，甚至友情。。。不过又有多少人可以这样奋不顾身呢？            
(4星)	 看到B和D在一起~我很高兴            
(3星)	 关键是华服吸引我，小女孩的心机啊，也挺具有杀伤力的            
(3星)	 这季狗血比较多 看完也不觉得煎熬            
(2星)	 狗血剧看来每个国家都有。            
(2星)	 混账脑残编剧开始编派Dair了...含辛茹苦看了4年，就在15集后戒了!! S彻底被毁+B穿西装好惊悚+D有杀错没放过+C万年不变+N-您呼叫的用户已浮云...即使VJ滚蛋也不能改变我的决定。华丽丽研读TB原著系列去也~            
(3星)	 sb剧情            
(2星)	 两颗星，一颗给B，一颗给C。            
(5星)	 第五季BC会在一起了吧？！明明是真爱啊！！编剧你妹的！            
(3星)	 本以为可以因为EVA看完一整季GG...谁知EVA戏份只有四集，又要华丽丽地弃剧了..如何忍受那狗血的剧情？！ps:BGM很赞，字幕组给力- -·            
(4星)	 尼玛！！！！！！！！！这么混乱！！！！！！！！！！！            
(4星)	 XOXO            
(3星)	 变得只看Queen B和Dan了            
(4星)	 一团乱。。            
(2星)	 编剧你就继续凑对吧！！~都快凑烂了！！~            
(3星)	 看着玩            
(2星)	 B&amp;D都出来，看不下去了，弃之            
(4星)	 为此我还无聊的search了一下可不可能住在upper east的hotel...            
(3星)	 我是有多无聊。。。            
(NA)	 追GG的日子好开心            
(4星)	 让人又感动又扯淡又累的一季啊            
(5星)	 ！！！！ 我的最爱啊啊啊！！！！            
(NA)	 17集末 C终于明白 当整个世界都崩塌的时候 只有B是唯一能够了解他的人            
(3星)	 唉。我承认，我肤浅，我一开始就是冲着俊男美女，华美的服装，率性而为的年轻人去的。但是故事发展到后面，除了她们的妆容越来越浓厚，关系越来越乱之后。我很想建议导演何不来个群P啊他们。。看到有点失望的美剧            
(5星)	 s的潇洒随性，b的精致高雅，她们二人都是让人心醉的女人。            
(5星)	 别人的故事            
(4星)	 是要每个人都配一遍吗= =……            
(2星)	 第一季以后，服装是越来越奢华，while 剧情是越来越难以入目了。谁再跟我说它是青春版的Sex and the City 我就跟他拼了。            
(NA)	 女主角的衣服永远没有重样的。。。。永远千篇一律的误会都会在一集的最后几分钟解释清楚或者奇迹般的就解除了。。。只是感觉他们好像真的张大了。。。            
(4星)	 作为一个男同胞，我也不知道当时为什么就看上了这个GG ,呵呵，也是当时大学生活无聊，不过一看就真的看进去了，然后就这样和班上的女同学聊着。第四季出来了，看了大部分，觉得少了点什么。也许是因为毕业了，少了点那个心情，但是我还是愿意看完，代表着一个过去！            
(NA)	 谁说泰勒·摩森季末回归的？！大骗子！            
(NA)	 这季很不错 期待下一季            
(1星)	 着实很无聊！衣服还挺好看的，你们那点破事儿真无聊的很！            
(1星)	 低智商到这种程度，让我觉得我们战胜美帝国主义，终于还是有点希望了。            
(4星)	 看得我笑死~C和B这对 纵欲疗法 哈哈哈 还有N和D基情啊 jenny就是个打酱油的            
(5星)	 看完了好他妈忧伤啊！！！！第四季完结我的大学四年也要完结了！！！！gossip girl陪我走过了大学四年啊！！！！！            
(5星)	 从第一季一直追到第四季，喜欢S的直率大气，也喜欢B的聪明机智；喜欢N的阳光帅气，也喜欢C的霸道深情；喜欢D的干净清澈，也喜欢V的真性情……还有让人又爱又恨的little J……我们的青春有时候真的充满了各种八卦，无聊却又自得其乐，现在想想，都是年轻的纪念和代价，都已经云淡风轻了。            
(2星)	 这一季让我好崩溃啊，cccccccccccccccccccc            
(4星)	 Chuck Bass, I love you!            
(NA)	 xo xo gossip girl！            
(3星)	 俊男美女，十分养眼            
(5星)	 上东区纵情声色的花花公子也明白了什么叫做担当。            
(5星)	 为什么B C还不在一起啊             
(3星)	 与我的生活相距甚远，当个消谴娱乐娱乐！！            
(3星)	 比season3 好看。很爱Blair的Moschino连衣裙，以及摩纳哥小王子。            
(4星)	 冲着满目琳琅的美物。            
(4星)	 B&amp;C            
(3星)	 我受不了B和D搞在一起了。。。            
(NA)	 喜欢S的妈妈，第四季更精彩了。。            
(3星)	 等到月底才出新的，哎呀衣服真是好看，剧情也还好，就是太乱了，很多让人难以理解的事，还有就是应了我朋友的那句话：美国人对性的理解让我无法理解~~            
