http://movie.douban.com/subject/1477894/	我叫金三顺 내 이름은 김삼순
(5星)	爱死阿三了~~还有郑丽媛
(4星)	元彬很帅。。。。
(4星)	喜欢三顺~
(4星)	姐弟恋，这个弟弟也太帅了吧！！
(5星)	搞笑的～
(4星)	挺欢乐的。
(5星)	哦呀，三顺啊，你是我的榜样
(5星)	我要一杯拿铁，请帮我放很多糖浆。
(5星)	去爱吧,就像从来没有受过伤害一样;跳舞吧,就像没有被注视一样;唱歌吧,就像没有人聆听一样;工作吧,就像不需要金钱一样;活着吧,就像今天是世界末日一样……
(4星)	张老师说的，三部励志电视剧之一。虽然有些晚了却还是在看。看到时候，一直想她。
(NA)	喜欢三顺这样的女孩儿。
(4星)	我要减肥
(NA)	三顺
(5星)	超级喜欢的电视剧，三顺啊，就是我的范儿~
(5星)	去爱吧，像不曾受过伤一样
(NA)	虽然拖沓，但是还算是记忆清楚的韩剧
(5星)	长腿叔叔
(5星)	&gt;&lt;俺喜欢过玄彬
(NA)	最喜欢的一部韩剧！
(4星)	超级爱他拜见岳母的那里，不管看多少次都笑翻！这就是我的笑点所在啊！
(NA)	小彬彬帅啊
(NA)	三顺
(NA)	当它，一个希望的火种。
(5星)	就是喜欢三顺
(NA)	最爱三顺
(4星)	玄彬真是帅死了。。。
(3星)	完美无罪。剧情过于脱离现实。没人能拒绝女2号那样完美的女人。
(NA)	辞职后桂林看的
(3星)	电视剧 
(4星)	有意思~
(NA)	很搞笑、很浪漫、百看不厌、看了N遍了、(*^__^*) 嘻嘻……
(NA)	 我叫金三顺 
(5星)	我好喜欢三顺姐..特别是性格..玄彬也很帅的嘛
(NA)	嗯`男女主角都很可愛`
(NA)	周末有空，又看了一遍。感觉台剧《败犬女王》和这部差不多。爱，需要真心。只要付出就好，没有回报也无所谓，大不了再伤心一次。失恋，也是生命的一部分。没有什么大不了的。
(4星)	电视重播热剧
(4星)	没到三十岁，体会不到嫁不出去的感觉，觉得青春就是会永驻……三顺姐，这些我都不理解。但是一件事——爱就要付出真心，这是我也想说的话……
(5星)	肥婆！凭什么玄彬给你！！！
(5星)	还是会常常重新看
(4星)	取个心地善良的老婆
(5星)	我爱三顺
(5星)	三顺最高！小三更高！爱情课。
(4星)	哇哈哈。你很坚强。
(NA)	喜欢纯纯的爱恋,更喜欢阳光有孩子气的帅哥~~
(NA)	喜欢里面很多有意思的台词
(5星)	 玄彬 不说老。。。
(4星)	呵呵。。
(3星)	爱情啊 爱情 除了爱情 韩剧还有什么？
(4星)	我叫金三顺
(4星)	看了N遍，还是喜欢。看这部片子，让我喜欢上金善雅，然后去尽可能地搜了她的作品来看。她的喜剧效果是自然的，目前看到的亚洲女演员几乎无出其右者（不含夸张表演者）。另一方面，玄彬的表演还是不够入戏，无法看出他对金三顺的爱恋来，总觉得勉强。
(5星)	玄彬帅哥哥—3—
(4星)	很童话..
(NA)	还挺好看的 ^_^
(5星)	接吻后两人都很心虚啊，哈哈
(4星)	有玄彬谁不喜欢。
(5星)	超励志
(5星)	三顺也是灰姑娘模式啦...~
(NA)	虎头蛇尾的韩剧代表
(5星)	看了会中毒的韩剧
(NA)	只爱这里的玄彬~~
(4星)	不是每个金三顺女士都能找到玄彬的！
(NA)	三顺的脾气和我好像0 。0
(5星)	最爱
(NA)	 我叫金三顺 
(5星)	完美的阿三！五千万！三顺说这世界上有三种东西是无国界的：音乐，艺术，食物！
(NA)	玄彬。。。帅。。。
(NA)	三顺啊
(3星)	喜欢女二!!!
(NA)	最爱最爱~！！
(4星)	三顺姐姐很霸道，也很真。姐弟恋貌似都是这么搭的
(NA)	喜感~
(5星)	太喜欢三顺了。
(NA)	欣赏
(NA)	有人说我长得像柳熙珍～ 很可爱的哦~
(NA)	爱情
(NA)	熙珍。长发。瘦美。
(5星)	到现在为止最喜欢的一部韩剧~~~·也是影响最深的~··很羡慕她，可又觉得不是遥不可及~~只是，并不是每一个三顺都能遇见理想中的三石，这样的男人，不觉得太少了么？不会觉得有点不正常么？
(4星)	很有爱的
(5星)	唯一很喜欢的一部韩剧
(5星)	很喜欢三顺的工作
(5星)	很多话还是很让人动心的。
(5星)	伟大的三顺！
(NA)	乖死了~~~阿3 3顺
(4星)	玄彬真的很帅，剧情还不错吧。最重要是，这个碟是我亲爱的朋友从武汉千里迢迢带到昆明的，哈哈
(5星)	唯一一部不是太纠结的韩剧
(5星)	金三顺 就是我的楷模 
(5星)	看了三遍的韩剧……
(NA)	我叫金三顺
(5星)	玄彬太帅，尽管这样的故事在现实中没可能
(5星)	oh 我最爱的三顺
(5星)	老处女的春天。
(NA)	高考之后的那个夏天……
(5星)	很喜欢的一部韩剧，不只因为那些年龄、身材、姐弟恋制造的笑料，更觉得这是韩剧中少有的努力刻画女性心理的佳作。
(5星)	很韩国式的思维和搞笑，不乏经典
(NA)	“剩女”的人生，也可以出现奇迹。
(5星)	玄彬这里面还真是……非常俊
(NA)	其实谁都可以拥有幸福的
(5星)	祈祷每个金三顺 都能遇到她的阿三吧 还有 三顺不傻 其实她很聪明
(NA)	因为女主角和我的好友特像，，，
(5星)	每一天都努力去爱吧
(5星)	看过很多次
(4星)	不屑的韩剧还是总有这样一部可以打动人的~
(4星)	哈哈～
(5星)	我们全家都喜欢看的片子，从我到外婆都被那个女人打动了。我也像像她一样，做一个美丽又强悍的女人~
(NA)	爱就爱了
(4星)	加油，三顺！
(4星)	看了N遍有N种不同感受＾
(4星)	有一个傻大姐
(5星)	跟你从头到尾完整的看完了。不容易。
(NA)	大爱大爱大爱
(5星)	非常喜欢
(4星)	三顺看着汽车站牌是的字流泪时我也感动了
(5星)	剧情有点牵强，玄彬很帅。
(NA)	忠哥一上课就拿这片子说事儿...
(4星)	大家都叫我三顺。。。其实，我不就胖点嘛。。。
(5星)	百看不厌！
(NA)	崇尚三顺的精神
(3星)	还蛮热闹的。
(5星)	``````相当有意思。
(NA)	玄彬真帅。。
(5星)	看过7遍,以上
(5星)	到目前为止，我最喜欢的韩剧
(3星)	05年12月.小鱼家.
(5星)	好吃，好词
(NA)	三顺~~~呵呵
(NA)	过去疯狂迷恋韩剧的日子
(3星)	一般
(5星)	胖子的理想
(NA)	d 
(5星)	太喜欢三顺了~~
(5星)	去恋爱吧，象从没有受伤过一样~
(4星)	这样的爱情可能么？请给我希望
(5星)	哎呀呀，每一次和你分开……
(4星)	让爱和勇气教会我面对
(NA)	超级爱这片~~于是觉得玄彬比元彬帅
(4星)	好玩
(5星)	我最爱的韩剧
(5星)	看了不知道多少遍了
(5星)	去爱吧,像不曾受过伤一样去生活吧,就像今天是末日一样
(4星)	金三顺
(5星)	大爱。
(4星)	让胖胖的女孩多了份自信
(NA)	我喜欢三顺
(5星)	令我欢笑和泪水夹杂的电视剧
(5星)	可爱的女人
(NA)	每次看都会有不一样的感受，在爱情的路上这是对我影响很深的电视剧……以后有男友不管他是不是喜欢看韩剧，都要让他看看……
(5星)	有些方式就意味着爱情
(5星)	若是不能纤瘦美好，起码要活的像三顺一样。
(4星)	纪念我爱过的小玄子。
(3星)	我叫金三顺 韩剧 
(5星)	同样看过好多遍还会笑的电视剧
(NA)	唯一喜欢的韩剧
(4星)	很喜欢她的坚韧。
(NA)	喜欢玄彬~`
(4星)	为何我有那么多肉，但没有成为那么幸运的女生~哈哈
(4星)	生活吧...
(5星)	我也要去三顺毕业那个学校读书。有没有人想一起去？
(5星)	小玄同学那时最帅了
(4星)	谁说灰姑娘就不能有好结局？
(5星)	韩剧  我叫金三顺  韩国  爱情  玄彬  喜剧  电视剧  连续剧  三顺  Korea  
(5星)	经典啊!女人不仅需要长相,还要有坚韧不拔的精神,当然,身材也很重要
(5星)	非常的喜欢啊
(4星)	哎,从这部片子起,韩国女人强起来了~~
(NA)	三顺  我爱你
(5星)	后来有朋友改名为三棍｀｀
(NA)	喜欢这个胖MM~更喜欢她的帅老公
(4星)	爱美食，更爱花美男
(5星)	喜欢这样坚强的女主角，喜欢这样勇敢的女主角，她知道她要什么，面对自己喜欢的人和喜欢自己的人，她没有退缩，没有轻易的把爱情拱手让人~~~而且，玄彬好帅好可爱的说~~~
(NA)	馋！！！！！！！
(2星)	飞上枝头新一代.
(5星)	我要认真的人生！
(4星)	想胖就胖，想瘦就瘦真好
(4星)	很精彩的韩剧
(4星)	像三顺一样善良 坚强~~
(4星)	从 蓝色生死恋 和 美丽的日子 后异常厌恶韩剧的我还是喜欢上了这部 好吧  我是喜欢振轩了 虽然这人脾气不好 长的也不出众 
(NA)	很少看韩剧,这个还不错!有连妈妈都称赞的帅哥~
(5星)	妈，，我真的是三顺麽。。。
(5星)	可以看的韩剧的其中一部 男猪脚确实包揽了所有该有的萌点
(NA)	看过很多遍还想看的一个韩剧
(4星)	HOHO ~搞笑的，其中经典的也很多，有值得借鉴的地方
(NA)	暑假在家 老妈常看得不亦乐乎。不看韩剧的我瞟过几眼 ，觉得还不错。
(4星)	很搞笑.
(5星)	第一次想成为甜点师
(4星)	挺有意思的，只是结局不是很理想！~
(5星)	三顺啊
(4星)	不论什么时候看都会让你开心起来
(4星)	寄托媒介啊~
(5星)	看!
(NA)	有些时候会想起三顺。想起三顺的不肯让步。
(NA)	女配角不错..
(5星)	小玄玄啊！！！
(5星)	我的最爱~(近期)~玄斌~
(5星)	每次看都会忍不住笑
(5星)	各得其所
(5星)	才发现这个这么好看
(3星)	灰姑娘的故事，我是不信的
(4星)	励志女人的私房碟
(4星)	灰姑娘的故事
(5星)	韩剧前三。
(4星)	三顺，名字不土。
(4星)	她的推荐很8错~
(4星)	唯一喜欢的韩剧
(NA)	男主角好帅哦~
(5星)	  被喜欢的女子吸引
(3星)	如果.我是说如果.是熙真和真贤在一起,多好.原谅我,比较喜欢王子和公主在一起~~~~
(4星)	因为这部片子，给自己喜欢蛋糕找到了理由，胖胖的也还不错
(4星)	我对比较搞笑的连续剧才有爱。
(NA)	我好喜欢最后一集三顺在公交车站看到的广告牌上的那段话。
(NA)	2007.2
(NA)	喜欢~
(5星)	这真是一个美好的爱情故事。我指的不是结局美好。而是看的人都明白故事里要告诉大家的真相，爱情的真相。
(5星)	金善雅 / 玄彬
(5星)	我最爱的一部韩剧。去爱吧，像不曾受过伤一样 跳舞吧，像没有人欣赏一样 唱歌吧，像没有任何人聆听一样 干活吧，像不需要钱一样 生活吧，像今天是末日一样 
(4星)	遇不上好男人的理由：又帅又好又没结婚又有钱又对我们有兴趣还不花心的男人是同性恋。
(NA)	比较喜欢的韩剧之一
(NA)	喜欢蛋糕师金三顺，希望有她的坚强与乐观，以及对自己的珍惜。
(5星)	总觉得太...
(NA)	这个让人心疼的故事
(5星)	养眼。给人以幻想的灰姑娘故事。韩国一向擅长。
(4星)	和妈妈一起看，妈妈喜欢三顺
(4星)	胖胖的三顺很可爱，非典型的王子与非公主童话故事。
(NA)	看过部分而已
(3星)	第三者。
(5星)	爱情中的励志  励志中的爱情
(4星)	我好喜欢三顺的胖手手啊~
(5星)	这里面玄彬演得太那个了``最喜欢的
(NA)	每个人都可以有幸福
(5星)	就是喜欢金三顺。即使她貌似脾气不好。
(4星)	不错 得
(5星)	My lovely Samsoon~
(NA)	三顺阿...给人力量呢
(3星)	还算好看.这是我完整看过的最后一部韩剧.这之后对韩国的影视剧就再也提不起兴趣了------无论美女多美,帅哥多帅,于是我又回归日剧了.果然,我的呼吸又顺畅起来了.*^_^*
(4星)	肥人代言人
(5星)	去爱吧 像不曾受过一次伤一样
(4星)	曾经 被韩剧淹没过~
(5星)	台词极佳
(4星)	很可爱~男主角也很帅~huhu~
(4星)	花痴一回
(4星)	可爱的三顺，帅气的玄彬 ^ *
(5星)	甜点
(4星)	南京影视频道每晚17：30开始。第一部基本完整看完的韩剧，赞其不拖沓。
(4星)	说实话不喜欢这个肥女人
(5星)	假如生活欺骗了你，爱情伤害了你，请你也要更坚强地活下去！
(4星)	喜欢~
(4星)	很帅的DD
(5星)	近期难得不令我厌倦的韩剧
(4星)	韩国式童话，让人相信奇迹的存在
(3星)	还行，不过不太喜欢这个风格的女子。呵呵。
(5星)	烘焙，是一种自我的心理治疗。
(4星)	女人啊,,就要对自己狠一点,HOHO.
(5星)	三顺~~~~你的人生好彪悍~~~~
(4星)	现实的爱情，有点爆笑，有点难以理解．
(5星)	很有趣~
(NA)	想过三顺的生活，可以做美味的蛋糕
(NA)	非常感染人一个片子，让你觉得苦中有乐，眼泪中含笑。
(5星)	她明白自己追求的是什么
(NA)	爱吧 像没有受过伤害一样
(5星)	很好玩
(4星)	我喜欢郑丽媛和Daniel~~玄彬长得好帅~~
(NA)	更喜欢女配角郑丽媛和男配角Daniel Henry
(4星)	爱上男主角。还是做梦的年纪
(5星)	最喜欢的韩剧，百看不厌
(5星)	最爱的韩剧，没有之一。演员选得好，演得好，可搞笑可深情；场景选得好，可唯美可真实；剧情编得好，可好笑可深刻；配乐配得好，可轻松可煽情。这不是灰姑娘的故事，三石能遇到三顺，简直赚翻了；这是一本教科书，女人要有事业，有尊严，有自信；这是一个哲学命题，人知道终究会死，可也要努力地活。
(4星)	我认为这是非常非常经典的韩剧。
(4星)	目前个人觉得最好的韩剧
(5星)	可以挽救心情的一部片儿
(3星)	这种灰姑娘的剧情真是残害了我国广大的看啥信啥的又认不清自己的姐姐们
(3星)	我觉得是玄彬最好看的时期。
(5星)	看过的韩剧里面比较有思想的一部，很多台词不错
(4星)	怎么办现在已经花痴惯了秘密花园里的锥子脸了再看以前的样子竟然会觉得“啊好蠢萌”~！
(5星)	玄彬那时就是梦一样的男子啊~
(5星)	永远的三顺和振轩~美好的记忆
(4星)	看一万遍都不会腻的韩剧
(5星)	三顺真好命。
(NA)	【2005-06-01】
(5星)	给我无聊的寒假两管鸡血
(4星)	玄彬真的好帥啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈阿哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
