http://movie.douban.com/subject/5031441/	家，N次方
(3星)	 看了万有引力就挺喜欢白百合的╮(￣▽￣&#34;)╭            
(3星)	None
(4星)	 还不错哦呵呵            
(4星)	 挺好的            
(3星)	 从17集开始看的，从河北看回北京，本着有始有终的原则给看完了……最后4、5集完全戳中哭点，在办公室哭的一塌糊涂，哎……            
(NA)	 结尾宋丹丹演的一惯的挺好啊。。            
(4星)	 两个美女打满分呀～            
(NA)	 为咩我看到栗子姐老是想起陈慧珊呢            
(3星)	 我怎么越看越喜欢白百合跟任重呢~~~~            
(3星)	 断断续续的看完了。差了很多集，但是不影响观看和剧情，除了齐齐太闹腾了点，羊又没什么演技可言。。。恩。。剧本也就那么回事吧，现实生活中还真没见过离婚两三次各自再重组一N次方家庭的。。有点超越生活的意思。            
(4星)	 看的我稀里哗啦            
(5星)	None
(5星)	 无论追求的是什么，最终能永远接纳你活着包容你的总是你的家人。这部剧是最近看过的国产剧中最好的一部。任意一集都无赘述，30集我从容看完，并无快进。            
(5星)	 所谓快乐，就是一家人在一起，一直在一起。            
(4星)	 乔乔还是乔乔，金燕有点惊艳，齐齐也能辨识，宋丹丹真是好演员，朱雨辰快了不得了啊……            
(4星)	 整个就医“乱伦”～还行吧。            
(5星)	 3个聪明女人，有点意思            
(3星)	 栗子姐的处世哲学 还是很深刻的            
(5星)	 人要是活成赵雯那样真的不知道还有什么意思，有家才有爱。            
(4星)	 哭死了%&gt;_&lt;%，珍惜吧，起码我们还能无所顾忌的爱。            
(3星)	 宋丹丹演任何电视剧都是一个腔调。倒也不妨碍电视剧本身的好看            
(5星)	 这剧也太虐心了，泪腺根本不受控制了……P.S.栗子姐从外形到内在都是我的菜=3= 赵宝刚太硬，表演太冷静了……            
(5星)	 台词很经典，人物很牛逼            
(4星)	 圣玛丽大学没有经济管理系            
(3星)	 薛之荔是女神 令人动容的亲情 伟大的爱哟 歌颂真善美哟 有正面价值总是好的            
(5星)	 反面人物居然都有我年少无知时的影子，正面人物又都是我那么喜欢的牛X人物， 第一部迫不及待3天看完的国产电视剧，共鸣深刻回荡中。            
(NA)	 赵宝刚！演技够烂的啊！还有那个冰窟窿啊！像刘德华了不起啊！            
(4星)	 整部剧关于所有人的爱情或者亲情，我都算淡然。但是赵雯从茉莉出来一个人在车里哭的稀里哗啦我也哭了。那种心里空不踏实的感觉，我太过了解。突然觉得我也不知道自己想要什么了            
(4星)	 我是喜欢白百何才看的~ 那对比较有意思             
(3星)	 特想知道最后栗子姐怎么和楚牧在一起，可结局并没有告诉我。            
(3星)	 陪我妈看的，上哪找这么乱得家去啊哎呦            
(3星)	 1，就爱看他们一帮人掐架。2，赵雯你能别这么假么。3，齐齐不是凡人呐~。4，栗子姐卸人关节的那招真狠。            
(3星)	 一群无所事事的人演的一部无所事事的片子，正适合我这种在现实生活中不努力爱生活，爱自己的人，宁可旁观别人的人生。30年后会怎么样。真是一部没有启迪的片子            
(4星)	  全宿舍不喜欢赵雯是怎样 全宿舍爱死了齐齐也            
(5星)	 两天拿下，没跳看，人精啊一个个            
(4星)	 相比栗子姐的完美，更喜欢齐齐的敢爱敢恨。就是赵雯其实也挺让人心疼的。            
(4星)	 揭底的时候处理略显粗糙 回避了很多合情也合理却不合适上电视的内容 使结尾处理多少有些单薄 故减一分            
(3星)	 其实还挺烂的 但是有我喜欢的朱雨辰~            
(5星)	 西格玛            
(NA)	 一定要拍第二部！ps，周浩长得真像海口某咖啡馆老板            
(4星)	 好喜欢栗子姐。            
(4星)	 哎。总之恼人心的三次元            
(4星)	 直来直去            
(5星)	 笑点和泪点都很多的电视剧，又哭又笑的。            
(4星)	 不要羡慕栗子姐，姐只是个传说             
(4星)	 赵宝刚对女人的期望值一直比较高呢。虽然情节不符现实，但是感动了我是绝对的。            
(5星)	 最近看过最好看的一部大陆剧~            
(5星)	 最近迷国产            
(4星)	 看的心里很温暖！今年到现在看过最好的电视剧。            
(NA)	 未来是属于靠谱富二代的。。            
(5星)	 没想到会这么好看，特别是栗子            
(5星)	 里面的每个人物即使是自私自利的，也没法让人真正痛恨起来，反倒最讨厌薛洋            
(4星)	 栗子姐偶像啊！！！！！！！！！！            
(3星)	 朱雨辰在里面演了个SB呀            
(4星)	 家…            
(NA)	 我竟然看完了。            
(5星)	 亲情至上            
(3星)	 女性人物浓墨重彩~            
(3星)	 看不下去啊看不下去            
(3星)	 喜欢栗子姐 和周浩            
(4星)	 主要看栗子姐            
(4星)	 栗子姐是完美的女子。            
(NA)	 一个烂演员可以坏一整部戏。            
(5星)	 乐呵我家好几个晚上~~            
(5星)	 《家有儿女 》成人版 那个东京热能给这故事拍个升级版么？            
(4星)	 挺喜欢赵宝刚的电视剧的，有自己的态度。只有耍贫，没有说教，但让你自己在心里掂量和选择想成为哪种人。            
(NA)	 我还看得起劲呐怎么突然就剧终了~            
(3星)	 我都多久没这么仔细的看过一国产电视剧了。。            
(3星)	 我也看过            
(3星)	 会有续集吗？怎么悬念这么大呢？            
(5星)	 不错             
(4星)	 楚牧这种角色就像《京华烟云》里的姚木兰，谁演谁讨喜，可以入选中国电视史最讨喜角色TOP5了，啊，好讨喜            
(4星)	 赵宝刚的脸真是从头到尾都是一副哭丧的表情            
(4星)	 比裸婚好看。            
(5星)	 这个真心是最近最好看的片子！剧本都胜过奋斗了！虽然是前半场偶像剧后半场琼瑶剧的解决了两对姐弟兄妹恋～但是的确编的还蛮顺的，而且人物也表现的很饱满～            
(4星)	 恩，还不错，有蛮多道理值得一学的~            
(3星)	 丹丹姐我爱你            
(3星)	 楚牧薛洋还真是基情满满，栗子姐和齐齐像一对腐女，一块腐完了，各领一个帅哥回家去了。其实薛洋这个角色别扭也不能光赖贺刚演技问题，关键还是他对装嫩没经验，有点过头了。MD宋丹丹的角色简直神话一样的存在啊！介编剧绝对是曹雪芹的粉丝，曹先生写女人来体现男人，编剧用男人来膜拜丹丹姐，赤果果            
(4星)	 星星属于高露美女。            
(4星)	 无论你如何，家还是在的            
(4星)	 这种电视剧一定要全家老小一起看才有气氛。。。。每天两集伴随我度过了借宿生活PS:薛洋那个演员演的实在是假。。念台词和动作都极其假。。。            
(NA)	 那个吉米还挺耐人的,呵呵            
(3星)	 小怪物挺出彩的。            
(NA)	 现在要做女人，要嘛就要做齐齐那样的牛逼祸害，要嘛就要做赵雯那样的贱人！！            
(5星)	 哭了好几次。家的温暖，可能离我太遥远了。童年的阴影逃不掉。另外，我喜欢栗子姐。            
(4星)	 哈哈  最爱齐齐了  结局有点儿假~            
(3星)	 还行吧，最后还是比较煽情的。我其实希望齐齐能多cosplay点其他人物的。最爱达子！            
(4星)	 我还是最欣赏赵雯..不过她的结局也很真实,的确会没有朋友~但是她只最知道自己要什么的,也是很有能力的~            
(5星)	 好看死了！！！            
(2星)	 看了一半， 情节安排得太刻意太作了。另外木头脸Mr.Cool以及笑容永远僵在脸上的Ms.Perfect这两位的表演也太不自然了，台词功力更是无时无刻不泛着八九十年代男女兵的味道            
(4星)	 一颗星给结局。            
(4星)	 栗子姐姐是女神！！！！            
(4星)	 编剧五星，很有诚意。            
(5星)	 国产电视剧中可以一看的好片子            
(4星)	 喜欢乔乔。越来越喜欢那种            
(5星)	 赵宝刚这部比《奋斗》之类的好看多了。赵导亲自上阵出演大家长            
(3星)	 终于给看完了。。。。            
(4星)	 赵雯就是未来的你。            
(2星)	 面对一编剧脑门被夹，演员一副挫样儿还演富二代，没皮没脸的女人最后居然成功上位的电视剧就算是两星都有看完的冲动啊。实在是太可乐了！所以我们老师才说现在的编剧都是傻逼呢，整个儿一价值观错位颠倒。就那包子土鳖样儿还演帅哥富二代呢，真是就指着这笑话活了啊！            
(3星)	 演员是实在不敢恭维！！！我妈还一定要看！！            
(NA)	 好看            
(4星)	 三十集居然断断续续看了很久。刚看时是挺乐呵，但忒不靠谱，我心说导演你就忽悠吧，没想到后来剧情渐入佳境。尤其是最后几集十分给力。有三样东西，很贵，也很难买到。一是责任，二是信任，三是快乐。种的是因，结的是果。理解万岁呵，家家都有本难念的经。我觉得这世界还是公平的。             
(5星)	 原来最伟大的还是丹丹姐。花了3个晚上看完了让我又笑又哭的这部剧。除了最后那个粗糙心痛的狗血结尾，其他力荐。镖跟靶的每次分离，都是为了能够再一次回到靶心，所以…等待…             
(5星)	 真不错哎。我喜欢楚牧，也喜欢薛之荔。            
