http://movie.douban.com/subject/2210031/	仙剑奇侠传
(3星)	 胡歌傻x 刘亦菲花瓶 阿奴变成天然呆 拜月成了阴阳人 晋元奔放乱入 只有月如性格较完整且演员比较到位 所以三分基本都是给月如和安以轩的            
(2星)	 岂有此理            
(5星)	 再怎么拍也不可能超过仙一得            
(5星)	 只恨剧中逍遥太弱~            
(1星)	 我只能说幸好没有玩仙1不然肯定会瘫软的……            
(3星)	 安以轩啊安以轩。            
(5星)	 李逍遥潇洒，和月如天生一对。            
(2星)	 求你们不要再改编往日的经典了            
(NA)	 游戏比电视来的好            
(3星)	 音乐不错            
(5星)	 那个时候，我反反复复，看了多少遍，多么的喜欢月如和唐钰小宝~~            
(4星)	 胡歌。            
(3星)	 林月如死的那段哭得。。            
(4星)	 記得躲在櫃子里靈兒摸逍遙喉結的時候，小心動            
(4星)	 执子之手，与子偕老。我喜欢林月如。            
(5星)	 这部最好看....            
(5星)	 这部好看些            
(3星)	 给你的爱一直很安静            
(1星)	 毁掉了游戏在我心中的神圣地位...             
(3星)	 有点儿傻            
(NA)	 记忆中的初中            
(5星)	 这个五星是给game的..,,            
(4星)	 那啥那啥，拜月叔叔把双手这样合起来就能发波了……            
(3星)	 特技比较假，但感情戏不错。胡歌很符合我的想象。            
(2星)	 没办法，改编不是我的茶            
(4星)	 比于仙三，还是更爱这个            
(3星)	 喜欢林月如和酒剑仙。。            
(NA)	 这版还是可以看的。高三，在沙市。            
(4星)	 老早之前看的了 我就是无比喜欢第一部 大家都多嫩。            
(4星)	 还可以吧 最喜欢的是男二和女二这一对  主要是片头片尾曲我大爱啊            
(3星)	 本来是喜欢灵儿的我 看了之后就喜欢月如了            
(4星)	 为了小彭同学看了几集，不知道怎么的不想看下去了            
(4星)	 质量倒是其次 这部电视剧的重要意义在于使得中国人对于电脑游戏得印象有了很大的改变            
(2星)	 作为仙剑奇侠传的重视玩家，这个电视剧拍的算是对原作的一种亵渎。不过好歹算看的过去吧。            
(3星)	 不知道有没看过1/10。只是忽然想表白：唐钰小宝，我好喜欢你！            
(3星)	 无爱就是无爱啊。。。            
(4星)	 让我告诉你什么叫做爱            
(4星)	 虎头蛇尾是我国电视剧的传统。。            
(1星)	 去你妈的B刘亦菲。            
(4星)	 初二迷的剧. 爱极了这演员阵容.            
(5星)	 胡歌帅的一塌糊涂~结局我哭的一塌糊涂···            
(NA)	 三天时间完成道可道，不足道。            
(5星)	 我还是比较喜欢林月如。。。            
(4星)	 喜欢唐钰小宝，喜欢彭于晏。            
(NA)	 音乐不错            
(4星)	 当年好喜欢唐玉小宝~~            
(NA)	 前面几集最爱             
(5星)	 看得我哭得稀里哗啦~~~~            
(4星)	 至少有几段感动到我了。而且对比三的雷点和脱离游戏，我觉得这至少是部正常的电视剧。——宿命。            
(2星)	 除了演员漂亮布景漂亮以外，没什么好看的，角色莫名其妙，剧情空洞无物，台词很受不了。比仙三差远了。            
(NA)	 月如，对着电视哭，眼窝总是太浅，阿桑的一直很安静，就这么离开。            
(3星)	 瞎扯            
(NA)	 想当年 我还那么喜欢过            
(4星)	 仙剑 1,安以轩            
(5星)	 很青涩，很自然            
(5星)	 绝对经典。对于安以轩扮演的林月如，大爱。            
(4星)	 玩游戏时喜欢灵儿...            
(3星)	 音乐不错，故事感人            
(5星)	 唉,我心中永远的经典            
(4星)	 比起仙三 我觉得很好很好了            
(4星)	 仅仅当作电视看还是可以的            
(3星)	 有些改编的还成……            
(4星)	 还慢喜欢胡歌的！~            
(4星)	 给你的爱一直很安静，来交换你偶尔给的关心。            
(4星)	 那一个充满美好回忆的寒假呀……            
(5星)	 你是永远的逍遥哥儿～            
(5星)	 挚爱的经典游戏。。。            
(3星)	 唐钰小宝噢，无比怀念仙剑95版!            
(3星)	 还是游戏好啊...            
(3星)	 38            
(2星)	 结局还不错            
(3星)	 最有感情的游戏。为了游戏去买了正版的盘一口气看完。其实，挺衰的一部剧...            
(4星)	 “唐钰小宝，”我就是这样爱上彭于晏的。            
(5星)	 角色，音乐，青春时代的经典            
(1星)	 看不下去 没有游戏的感觉            
(3星)	 那时候大爱安以轩啊            
(5星)	 超级爱~            
(5星)	 ~~forever。。~李逍遥。。~            
(3星)	 真是要命  当时就是喜欢看            
(3星)	 胡歌太符合李逍遥了。。我的月如啊！            
(4星)	 胡歌啊~~~太符合了!            
(4星)	 神话就是神话最美的是能和全班一起看。。。            
(4星)	 李逍遥和你的小虎牙            
(NA)	 结局我竟然哭了  之前玩的盗版游戏也很入迷            
(4星)	 整部剧里最喜欢的，是阿奴那一声凄厉的叫喊，那一声，我忍了好几集的眼泪终于给掉下来            
(NA)	 我爱刘亦菲            
(3星)	 歌都很好听，而唱歌的那个其中一位已经仙逝了。安以轩两眼距离实在太大            
(5星)	 与回忆有关。。。            
(3星)	 从98版玩到仙剑四……灵儿、亦菲            
(5星)	 就为了一个人看的...            
(NA)	 喜欢唐钰小宝            
(3星)	 游戏哦            
(2星)	 我少年时的梦啊,就被这部电视剧给这么糟蹋了!本来想给1星,完全看在刘亦菲形象与我心中的灵儿相符的面上,勉强多给1星!            
(4星)	 “既不回头 何必不忘？既然无缘 何须誓言 今日种种   似水无痕  明夕何夕 君已陌路”             
(5星)	 灵儿，逍遥哥哥~            
(2星)	 这部的导演和编剧让人记恨一辈子。二星是献安以轩的出色表现            
(5星)	 唐玉小宝很可爱的e            
(3星)	 为了小时候的回忆,游戏好玩点            
(NA)	 林月如死了以后就不想看了            
(2星)	 。。。。            
(5星)	 道可道，非常道            
(4星)	 演得很好            
(5星)	 最爱。！            
(4星)	 对电视剧其实很挑剔的 但这部却莫名的让我感动 也许是仙剑系列在心里的感情太深了·····这是一部给仙剑迷的好礼物三个人的爱情 内容很俗结果却令人心痛，现实中何不是如此呢            
(5星)	 准备再看一次！！电视删掉很多也。。            
(4星)	 其实没有看完            
(4星)	 还是更喜欢安以轩，胡歌好帅            
(5星)	 比起仙三的选角好得多得多，还是很不错啦TAT            
(3星)	 胡歌...胡歌...帅的类...            
(4星)	 唐钰小宝            
(5星)	 喜欢安以轩演的林月如 音乐也很好听~            
(NA)	 胡歌 大宇的摇钱树啊            
(4星)	 看胡歌。。真帅。。。&gt; &lt; 狂像漫画人物！！            
(5星)	 五星给当时粉嫩的胡歌（PS胡歌啊~~~你怎么老的这么快！！！！）和修改的很不错的刘晋元和莫一兮~~            
(4星)	 没办法..谁叫他是仙剑            
(4星)	 唯一一部让我联想到《七夜雪》的电视剧。不像是演绎。            
(5星)	 虽然很挫，但是我就是喜欢            
(4星)	 还是挺不错的呀            
(NA)	 剧本写得太烂，编剧文字功底太差            
(5星)	 很有游戏的感觉  看的时候居然哭了            
(4星)	 说实话我起初是不怎么喜欢啦，自喜欢上大胡后，俺才去看完的~看得挺伤心的说            
(3星)	 。。。            
(1星)	 天哪            
(NA)	 麻油看完呐，可惜啊~~            
(4星)	 不要用大脑想的片子，三天看完，看之前不喜欢唐钰小宝，月如，看完后觉得这两人不错。            
(NA)	 想起来已经有十多年了   想起来08年的夏天是六周年纪念    心中相信 还有很久很久吧            
(4星)	 童年时候到现在最爱的游戏，每年暑假还是要玩无数次，            
(5星)	 胡小帅在我心中永远就是那踏剑而来的逍遥哥哥！            
(4星)	 好笑的笑死人，感动的哭死人            
(4星)	 李逍遥。            
(NA)	 纠结啊用这个标签但整体感觉还是不错的 希望我能重新改编这个电视剧……            
(1星)	 日            
(4星)	 算不錯了，不管遊戲里還是電視劇里，就是喜歡林月如。            
(4星)	 当年很风靡            
(NA)	 几年来 最喜欢的一部电视连续剧 剧情编排紧凑有度 故事内容引人入胜 游戏一直没有玩过 是个遗憾            
(5星)	 再看一遍越来越觉得好。            
(2星)	 把游戏原著改得面目全非！            
(5星)	 歌很好听            
(1星)	 说实话，真是糟蹋经典。刘亦菲就不该出来演戏……什么“风好大，又有人误会我了”，“哦，我要死了，原来这就是爱！”我cao！导演脑袋简直被门挤了            
(4星)	 仙剑的感动不是一两句话说得清楚的，95那代仙剑人都了解。电视剧最后剪了的几集让剧情有点莫名其妙，不过玩过仙剑的人还能明白。            
(NA)	 插曲都好好听~            
(NA)	 好看~            
(4星)	 永远的仙剑            
(3星)	 还是比较喜欢游戏            
(4星)	 那么那么多的回忆            
(5星)	 尽管之前很多争议，但是看了之后觉得还算不错。没想象中那么差啊。            
(4星)	 一段美丽的爱情悲剧。编剧在《仙剑奇侠转》游戏的基础上，增加了很多爱恨情仇的矛盾冲突。本剧的核心是真情，这方面表现的相当不错。            
(4星)	 服饰精美,化妆精致,帅哥美女,挺喜欢的            
