http://movie.douban.com/subject/1456579/	海绵宝宝 SpongeBob SquarePants
(NA)	 好好看噢~~笑点超棒的~~  弘扬真善美，讽刺假恶丑            
(4星)	 你会发现，如果你能像海绵宝宝那样思考，生活该多美好            
(5星)	 傻傻又可爱的小海绵，它会一生平安幸福！            
(5星)	 大爱！！            
(5星)	 海绵宝宝典型的抽风似的传奇人物~            
(5星)	 call me the first            
(5星)	 可爱~            
(5星)	 这辈子就靠他活着了            
(4星)	 颜色的配比真好，尽管故事经常弱智            
(5星)	 最近超爱！！！            
(5星)	 我爱黄色小方块            
(5星)	 充满想象力的动画  大爱~~            
(5星)	 开朗、纯真，总是充满激情            
(4星)	 陪我度过艰难的赶考岁月            
(5星)	 感谢海绵宝宝给我带来的欢乐！            
(5星)	 人“老”了，却越来越喜欢看《海绵宝宝》了            
(5星)	 I am， caption！            
(5星)	 爱。            
(NA)	 喜欢            
(5星)	 好玩~            
(5星)	 超喜欢~~~~~~~~            
(5星)	 他让我有种想捏的迫切愿望~~            
(5星)	 我永远都不会忘记，第一次见你时的惊喜，当时的我有多久没有那样大笑过？            
(5星)	 恶搞之王，恶搞得很自然，恶心得很自然，老少咸宜得很自然，而且也通过小事件教育了我们            
(5星)	 哈哈            
(5星)	 神经质的搞笑。            
(3星)	 喜欢这喜感的SB            
(5星)	 好看！哈哈～            
(5星)	 海绵宝宝有一句话，虽然我没有翅膀，但是我的朋友可以让我飞翔，因为是水母帮他飞了起来。小蜗，就是蜗牛小窝的原型哦            
(4星)	 很有创意、小孩看不懂、大人的动画            
(5星)	 想像他一样~~保持天真的表情            
(5星)	 看过N遍            
(5星)	 好喜欢海绵和他的朋友们啊            
(5星)	 海绵宝宝！！！！！            
(4星)	 很可愛啊．．．            
(5星)	 喜爱疯子黄色小方块            
(5星)	 非常喜欢            
(5星)	 我要入住 菠萝房            
(5星)	 央视配音版也很贱的。            
(5星)	 巨好            
(5星)	 真的 不要觉得幼稚 它只是有些歇斯底里 有些精力充沛 有些不合时宜 有些黑色幽默 有些不知所云 有些天马行空 有些婆婆妈妈 有些无厘头  它无法用好孩子甚至大人的行为法则去衡量去理解 强烈推荐“大人” 看 因为少儿不宜 因为它是块海绵 黄的            
(5星)	 我是海绵宝宝~派大星~章鱼哥~蟹老板~泡芙阿姨~珊蒂~            
(5星)	 跟着。。。            
(5星)	 大爱~            
(5星)	 哈哈哈，黄方块儿~            
(NA)	 章鱼大哥一定是水瓶座，菠萝房的梦想            
(5星)	 章鱼哥~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~            
(5星)	 最爱啊~            
(5星)	 好喜欢章鱼哥 啊！！！！！            
(4星)	 我…… 这是不是最近在电视上唯一能看到的外国动画            
(5星)	 派大星是海綿寶寶最好的朋友            
(5星)	 很有意思~            
(5星)	 美国式幽默            
(5星)	 愛~            
(5星)	 海绵宝宝 !!!            
(5星)	 超爱~            
(5星)	 海绵宝宝绝对是神一样的存在···            
(5星)	 派大星和章鱼哥~呵呵~~现在仍然觉得很好看呢~            
(4星)	 我承认我喜欢这个黄色方块物体            
(5星)	 现在哪个台还播海绵宝宝~~~？            
(5星)	 每年看几遍 最近又再重看            
(5星)	 难得中文版的配音也这么不错!前段时间天天守着少儿频道，我们家人都无语了……            
(5星)	 洗碗儿擦方裤衩儿。            
(NA)	 我最爱的宝贝            
(5星)	 我 最 喜欢 的 动画片 之一。            
(5星)	 像海绵宝宝一样热爱工作            
(5星)	 我和我娘的每日爆笑半小时            
(5星)	 喜欢~            
(5星)	 我准备好了！！！！！！！！！！！！！            
(4星)	 hi ~ 章鱼哥~            
(5星)	 我爱~            
(5星)	 地位悬殊.            
(NA)	 蛮可爱的            
(5星)	 百看不厌啊~~            
(5星)	 近年看过的最好的动画片，以后跟自己小孩再一起重温！            
(4星)	 向海绵宝宝的乐观向上精神看齐            
(NA)	 无心力搞章鱼哥            
(5星)	 是我笑点太低吗            
(5星)	 我要当蟹老板            
(5星)	 太喜欢了            
(5星)	 海绵宝宝！！好喜欢你啊~~~~            
(NA)	 喜欢台湾版的海绵宝  声音很搞笑             
(5星)	 太喜欢了太喜欢了            
(5星)	 喜欢喜欢喜欢~            
(4星)	 整体架构不错，人物性格卓越，再加上一些天马行空的桥段            
(4星)	 好看            
(5星)	 大爱大爱 ~            
(5星)	 ！！ 我准备好了 我准备好了...            
(5星)	 我最爱海绵宝宝！！！！！！！！！！！！！！！！！！！！！！！！！            
(4星)	 曾经有一集让我笑得爬在地上，一旁的6岁的堂弟看着我，很费解。这更加坚定我的一种想法，有些动画片是给很小的小盆友看的，有些动画片是个大小孩看的。            
(5星)	 有点白痴 但很轻松            
(5星)	 海绵宝宝，简称海宝            
(5星)	 我准备好了  我准备好了  我准备好了~~~            
(5星)	 长大以后最稀饭之一            
(4星)	 看过一点……            
(5星)	 聊闲的宝宝～～～            
(5星)	 非常非常的爱！！！            
(NA)	 还需要adj.？            
(NA)	 给成人看的吧,,,            
(5星)	 My God...            
(5星)	 派大星是我丈夫~            
(4星)	 水平参差不齐，有些集真的很好            
(NA)	 总是被忽略的小蜗~喵喵的~            
(5星)	 海绵宝宝~\(≧▽≦)/~            
(5星)	 央视的配音太绝了~~            
(5星)	 呵，经典的海绵块             
(5星)	 太可爱了~~好喜欢啊            
(5星)	 我爱它~它热爱工作~热爱生活~热爱朋友~            
(5星)	 I love it!蟹老板和匹老板有一集玩反间很腹黑啊~http://space.tv.cctv.com/video/VIDE1236955558424621HOHO居然被我找到了！！小朋友看了这集会对世界失去希望！            
(5星)	 好好好好好。。。。。。。            
(NA)	 大牙缝~~(*^__^*) 嘻嘻……海绵宝宝~~            
(5星)	 太喜欢了！！            
(5星)	 章鱼哥太搞了。。。            
(5星)	 我爱这块黄色的小海绵            
(5星)	 爱死派大星            
(5星)	 让人爱不释手的动画片            
(5星)	 俺想吃蟹黄堡~！            
(5星)	 看的是央视国语版，喜欢            
(5星)	 spongebob, squarepants. spongebob...squarepants!            
(5星)	 最爱粉红！            
(5星)	 不是世界上所有人都喜欢海绵宝宝，比如说章鱼哥            
(5星)	 可爱的海绵宝宝。。。            
(5星)	 想像力极棒, 超爱海绵宝宝.            
(5星)	 派达星~小蜗~章鱼哥~蟹老板...            
(5星)	 ！！！！            
(5星)	 单纯的可爱            
(5星)	 让人幸福的动画片片片（回音）~~~            
(5星)	 我！稀饭！海绵！宝宝！            
(NA)	 哈哈哈哈            
(5星)	 海绵宝宝……            
(5星)	 鲍勃不仅仅是拍给孩子看，引孩子发笑的呆呆的一块海绵。他，一个平凡的小生物，和你一样，和我也一样，都有压力，都有麻烦，都会遭冷眼，都会被不公平地对待，但是，鲍勃仍能说，我准备好了，并且，给所有人带来欢乐。            
(5星)	 ==============33333333333333333===============            
(5星)	 我儿子。。            
(2星)	 过了这个年龄段了            
(5星)	 虽然不明白一块海绵有啥厉害，不过，看了一集之后，就中毒了~！            
(5星)	 我爱你 我也爱派大星            
(5星)	 派大星，我们去抓水母吧。            
(NA)	 nice and cute spongebob boy with his funny freaky friends...            
(5星)	 TAT我要嫁给海绵宝宝！            
(5星)	 我爱海绵宝宝            
(5星)	 太搞笑了~喜欢海绵宝宝是肯定的，但是也非常喜欢蟹老板~~中文配音真的非常经典！！            
(NA)	 超爱看            
(5星)	 黄方块 随意变形 和好朋友到处闯祸 惹事            
(5星)	 35级 怪才乐队            
(5星)	 超喜欢！            
(1星)	 我是很喜欢这个形象 但这动画片实在很囧。            
(5星)	 sponge bob告诉我什么是专业，嘎嘎！            
(5星)	 贼是个爱。。。。            
(4星)	 每次听到纯真善良的海绵宝宝大喊“章鱼哥~~”，我就想开心地笑。最想做的事：“我想把我最好的朋友章鱼哥介绍给每个我认识的人！”太可爱啦！            
(5星)	 小朋友们爱海面宝宝，我爱海绵人鲍勃！            
(5星)	 呵呵呵呵呵呵额呵呵呵呵呵            
(5星)	 傻得可爱            
(5星)	 配音超级好！！！            
(5星)	 很可愛。。            
(5星)	 我准备好了!我准备好了!            
(5星)	 我很黄 还很方            
(5星)	 我的最爱            
(NA)	 不错 原版的应该更好            
(5星)	 我最愛            
(5星)	 跟阿启一起看的             
(NA)	 稀饭稀饭            
(NA)	 我爱很2但很快乐的派大星            
(5星)	 我想说，配音版本让我更着迷。善良又乐观，积极又努力，单纯又勤劳，他是最佳玩伴也是最佳雇员，他的名字叫Bob，是个人傻心地好的温柔家伙。            
(5星)	 仅次天线宝宝 但5星            
(NA)	 有意思。无厘头的海绵bob、滑稽的章鱼哥。            
(5星)	 爱爱爱            
(5星)	 我的最爱            
(NA)	 看过几集，有的很搞笑。Limo很喜欢。            
(4星)	 可爱可爱呀~~spongebob！            
(5星)	 我操！我超喜欢章鱼哥！            
(5星)	 最爱            
(5星)	 还有60几集找不到，讨厌            
(5星)	 鍾意寶寶扭訝，扭訝            
(5星)	 看了就完了            
(NA)	 我很纳闷，我们为小孩子的想象力做了些什么？            
(5星)	 虽然很白痴，但是很搞笑，简单            
(5星)	 嗯，可爱滴~~~            
(5星)	 最喜欢 海星了。            
(NA)	 SpongeBobSquarePants ~SpongeBobSquarePants ~SpongeBobSquarePants ~SpongeBob~~~SquarePants~~~~~~             
(5星)	 大爱~~            
(4星)	 画面好看，到处都是冷笑话            
(5星)	 喜欢！            
(5星)	 又囧又雷人。偶尔很冷。好看啊好看啊好看。            
(5星)	 派大星的配音巨搞笑            
(5星)	 海绵宝宝我喜欢你！            
(5星)	 大爱！！！            
(5星)	 我爱海绵宝宝！            
(NA)	 可爱的荒诞的。。。无边无际            
(5星)	 可爱的海绵宝宝。            
(5星)	 哈哈哈哈哈哈哈哈。。。。喝喝喝喝喝喝。。。            
(4星)	 谁住在深海的大凤梨里~海绵宝宝~~~~            
(5星)	 可爱的小方块=333=            
(5星)	 相信你会喜欢他的            
(5星)	 ~~~喔~~~~            
(5星)	 这个不用讲~大爱！            
(5星)	 大爱！！太搞笑了！            
(5星)	 我也想去比基尼海滩            
(5星)	 我一直觉得海绵宝宝很大智若愚             
(5星)	 我要改个名字不叫海绵宝宝，宝宝海绵好了，然后改叫海绵宝宝，从此过着幸福的生活。            
(NA)	 我看的是少儿频道放的，和邻居家的小孩一起每天追着看，我妈说我怎么总是喜欢看小孩看的东西，可是我觉的真的很好看啊，它让我每天都有大笑的时间~~~            
(5星)	 超级好看的,有想象力.夸张,搞笑....强力推荐!!            
(5星)	 太好看了，完全应该给成人看的。            
(5星)	 多亏了海绵君，让我在紧张的学习压力中能好好的放松自己；多亏了海绵君，让我放声大笑，敞开心胸；多亏了海绵君，我变得越来越脑残！            
(5星)	 最喜欢的~            
(4星)	 看睡着过，，哈哈。            
(5星)	 一部经典            
(5星)	 怀念童年。            
(5星)	 我最爱的海面宝宝，傻人有傻福，单纯天真的海绵宝宝，永远都那么幸运。            
(4星)	 最无厘头的卡通小子            
(4星)	 -。- 这种不适合买碟一口气看完            
(5星)	 海绵宝宝 好可爱呀o(≧v≦)o            
(5星)	 喵~            
(5星)	 现在特别特别喜欢！            
(5星)	 喜欢他到 我都这么大个子了 买了好多他得周边产品。。。            
(5星)	 到这边看过的动画哈哈..我记得那时候15岁..也是大爱啊!!!            
(5星)	 就是好看！！            
(5星)	 傻得可爱            
(4星)	 我准备好啦~我准备好啦~~            
(NA)	 卡通片，不幼稚            
(NA)	 喜欢海绵宝宝~            
(5星)	 6星            
(3星)	 OTL吾震慑于裤头村的设定！            
(5星)	 童♥年            
(4星)	 cute ～            
(5星)	 海绵宝宝真可爱~            
(4星)	 不用动脑，人有变傻倾向            
(5星)	 我的至爱&lt;海绵宝宝&gt;啊~            
(5星)	 O(∩_∩)O哈哈~比基尼海滩裤头村            
(2星)	 我觉得很神经            
(5星)	 欢乐大工程            
(5星)	    海绵宝宝万岁！！            
(5星)	 派大星咋能傻的这么可爱呢?!            
(5星)	 好玩死了，特别特别好玩，及其非常以及相当好玩            
(5星)	 我~准备好了..我~准备好了..            
(5星)	 好想吃蟹黄堡            
(5星)	 看完了我也虚无了            
(4星)	 只看过几集就已经让我留下深刻的印象，相当搞笑。            
(5星)	 海大星和章鱼哥~~            
(5星)	 很幼稚也很搞笑！            
(5星)	 寒假时合肥大街上到处都是拿着海绵宝宝气球的小孩，可爱            
(5星)	 “看~一块嚼过的口香糖~”“我是派大星。。。”            
(5星)	 ~爱~            
(5星)	 喜欢海绵宝宝。（我反幼了- -）            
(5星)	 章魚哥！哦，不！            
(NA)	 XDDD            
(5星)	 我准备好了！我准备好了！            
(NA)	 我的章鱼哥~            
(5星)	 超Q            
(5星)	 我应该像海绵宝宝那样            
(4星)	 章鱼哥...            
(5星)	 大愛            
(NA)	 余果果              
(4星)	 享受无尽的想象力!            
(4星)	 哈哈哈哈哈哈哈哈哈哈            
(5星)	 最最喜欢。            
(5星)	 听不懂啊 ……            
(5星)	 大大大大大大爱！            
(5星)	 里面其实富含了人性的真谛~寓教于乐            
(5星)	 我的爱爱爱爱爱爱爱爱爱爱爱爱爱爱爱            
(NA)	 傻的可爱。            
(5星)	 很可爱的海绵~            
(5星)	 英文原版的要比汉译的好不知道多少~~汉译总是很别扭~~            
(5星)	 永远的海绵宝宝             
(NA)	 08-09，湖北 一个不知愁为何物的工作的生活的可爱的小人儿            
(5星)	 洗碗擦儿方裤衩儿...把我笑死了~            
(5星)	 唯一的遗憾是，自己小时候没机会看到。            
(5星)	 我要搬去bikini海滩跟他们一起住            
(NA)	 原来这是个动画系列，为什么我看了电影才知道呢？就像辛普森，看了电影都笑死了，然后才知道原来是个系列动画还已经出了好多季-_-            
(3星)	 表情丰富的海绵一只。            
(NA)	 大爱。。可以让自己很开心~            
(3星)	 =v=```            
(5星)	 我的最爱哈。            
(5星)	 洗碗擦儿？方裤衩儿？谁翻译的，给我站出来？看我不把你打成波普儿的。            
(5星)	 可爱拉~            
(5星)	 要，   死            
(5星)	 我准备好了！我准备好了！            
(5星)	 大可爱~~            
(NA)	 真的不写就不会出现在首页诶            
(4星)	 我准备好了，海绵宝宝             
(5星)	 还没看全呢~~~~~~ 想看~~~~~~~~~            
(5星)	 最近非常喜欢的一部动画!因此也特别喜欢这个角色(也包括派大星和章鱼哥!)看到相关的东西就好想买...在我心目中俨然有超越龙猫之势!(不过麦兜的地位还是不可动摇的!)            
(5星)	 很喜欢这个黄不拉几的孩子~~~~            
(5星)	 the biggest fun            
