http://movie.douban.com/subject/4294119/	婚姻保卫战
(4星)	 好看！            
(4星)	 2010-08-28;挺好的电视剧。我的感想：丈夫就应当对妻子诚实，省得妻子多想。            
(3星)	 间歇性花痴综合症之任重嗷。。！要不是为了看他跟他外甥郭小洋，这剧还真是没劲到一定地步了。。。ps赵宝刚是成语大王。。。            
(5星)	 很有爱~            
(4星)	 黄磊最可爱            
(4星)	 其实是女人大作战            
(4星)	 ★★★☆            
(4星)	 不结婚是对的            
(5星)	 生活课 - 受益非凡 - 好好用我的人生消化消化            
(5星)	 哈哈 很逗唉~ 突然发现原来电视剧还是有点看头的。            
(3星)	 1.这里面脸长个高的表演都不自然，台词更是别扭。2.说他贴近生活吧，又觉得他太在意台词了。整个全是贫货。3.而且啊。赵宝刚导演的连续剧里的角色再怎么不济，大家也多是有钱人。4.嫁人就嫁许小宁，如果我是女强人。&gt; &lt; 越看越累成为我现在看连续剧的病了.            
(5星)	 贫来贫去，越吵越瓷实            
(3星)	 挺逗的，贫嘴贫的像是《奋斗》和《青春》，以后也得找个能跟我贫的，不然会不会闷死.......哈哈哈            
(2星)	 我还是不大能适应，男煮夫，尤其黄磊老师演男煮夫。。            
(NA)	 黄磊老师太文艺了 虽然做饭会好几个菜系 可演生活片 还是觉得感觉差着 看袁立拿着鸡毛毯子追打黄磊 太好笑了            
(4星)	 虽然贫的够呛，不过还算贫得有道理。            
(3星)	 伪小资的上层建筑。除了黄磊觉得其他角色都有不可爱的时候，杨丹整个儿自我膨胀            
(4星)	 闹闹腾腾的婚姻生活烦死了..            
(4星)	 黄磊，你太神了！！！演太到位了.....我被你彻底萌翻~~~            
(4星)	 就适合全家一起看。            
(5星)	 我要当个好丈夫            
(4星)	 黄磊各种萌            
(3星)	 没一个讨人喜欢的角色，台词也贫到让人讨厌的地步。            
(4星)	 2010-08-16~09 物质部分为了做插入式广告和偶像剧路线，很假；情感部分还是蛮真实的            
(NA)	 嗯…闲得无聊 当奋斗续篇看  顺便看能不能打消我想结婚的念头            
(4星)	 许小宁我爱死你了！！ 赐我一个许小宁啊啊啊啊啊。            
(NA)	 有些台词真费劲，哈哈~            
(4星)	 说话真好玩，我爱袁立。            
(4星)	 总算看完了            
(4星)	 就喜欢满耳朵的京腔贫嘴            
(4星)	 挺搞笑的。            
(4星)	 这年头难得有能看的国产剧            
(4星)	 这个台词啊 一套套的都~            
(4星)	 挺有意思的，但是小资了点            
(4星)	 黄磊的台词功力过人，马艳丽实在是不行啊            
(3星)	 主要是看居家男和抠门男那两对儿的，至于佟大为和马伊琍又是没事找事儿的装逼路线，不待见啊            
(NA)	 向许小宁致敬！            
(3星)	 一堆大人在一个美好的童话故事里玩过家家的游戏            
(NA)	 20100828戏倒是有，不过赵宝刚越来越说教了，我发现自己现在看不了奋斗，见不得陆涛那样，刘金山真是有戏的人            
(3星)	 没太仔细看 觉得婚姻神马的跟我也木啥关系 (⊙_⊙) 我娘反正是乐得够呛。。            
(4星)	 可喜欢兰心儿“老公”“老公”的喊了~~~            
(3星)	 作為一個恐怖片編劇寫出的東西，有什麽奇怪的多半也就不奇怪了。在看了三分鐘杜拉拉的調情戲和一分鐘的兮兮提威8之後，我只能把原本的兩星加成三星，即使那個照著李小冉整容沒整好的常小小和馬豔麗說臺詞如此地彆扭。            
(4星)	 婚姻的宗旨就是互相理解            
(4星)	 许小宁和老袁都是好男人            
(NA)	 跟风看了一集半            
(3星)	 台词如同说戏贫过头，植入广告每十秒闪一下眼            
(3星)	 看不下去 兔！            
(3星)	 喜欢黄磊~            
(4星)	 赵氏风格~就是爱看你们贫~~~佩服这些演员们 大段大段的段子啊~太能背了~            
(3星)	 期望值太高~许小宁郭小阳最可爱~            
(3星)	 高空抛物，乱扔垃圾。            
(5星)	 我跟我媽說我想看這個電視劇，應該蠻好看的~結果我媽問我是因為我喜歡劉金山那個胖子嗎？我……我說我只是覺得這部電視劇應該會蠻則勁的……            
(1星)	 这台词我真没法忍。。。            
(4星)	 从奋斗，我的青春谁做主到婚姻保卫战，三部曲完全都是耍嘴皮子！            
(3星)	 有点失望~            
(4星)	 靠谱不靠谱，只有自己最清楚。            
(5星)	 休了再娶一次呗 反正离婚不要钱            
(4星)	 台词很新锐，还是比较好看的。            
(5星)	 真实、衔接、平凡。            
(4星)	 好电视剧！            
(4星)	 中产阶级和新中产阶级的婚姻和价值观  陆涛  新的你            
(4星)	 喜欢黄磊，习惯了赵宝刚的贫嘴剧。            
(4星)	 黄磊好呆            
(3星)	 为什么这个电视我也看过。。。            
(5星)	 挺轻松的            
(4星)	 一颗星给黄磊            
(4星)	 一起看过。。逝去了！！            
(3星)	 黄磊是个亮点，可我看了一集就不想看了，特别害怕看这种揭示现代婚姻内幕的电视剧。            
(4星)	 有话就要说，要沟通。            
(3星)	 暑假在家陪我妈看的电视剧No.5            
(4星)	 赵宝刚出品有保障~~~            
(2星)	 难道婚姻没有孩子什么事情？这哪是婚姻阿，只不过是延续了恋爱的问题而已            
(5星)	 哈哈哈哈哈哈，好看            
(5星)	 看见主席和老常就开心，看见杨丹(一XX)和李梅(也一xx)就不太舒服。这个戏因为黄磊而精彩。            
(3星)	 之所以打三星，全是因为佟大为和马伊琍这对贱人            
(4星)	 其实对于我来说接受这方面的东西，还是太早~╮(╯▽╰)╭            
(4星)	 真心觉得逗阿，袁立忒水灵了,看见孟广美就犯恶心！            
(4星)	 有点意思，总起来看还可以，老钱是够抠的，一场由不信任引起的危机            
(3星)	 扭曲的价值观            
(3星)	 后面的剧情就乱了= =不好看            
(4星)	 语言太哏了            
(3星)	 那一段时间，因为奋斗热而兴起的一批80后题材的小夫妻生活成了津津乐道的话题，婚姻的维系，还是需要彼此的共同经营。            
(5星)	 去年看的了，只看黄磊、袁立这一对。            
(3星)	 一部正常智力水准的家庭剧偶像剧已经变得难能可贵了            
(4星)	 还是比较有意思的！和粑粑一起看的！            
(4星)	 黄磊也可爱了~            
(3星)	 李梅一点都不可爱。            
(5星)	 好            
(3星)	 虎头蛇尾是不是所有电视剧的通病            
(4星)	 真心贫 不过在家吃着西瓜嗑着瓜子看还挺欢乐的            
(4星)	 有点作            
(3星)	 又是全满贯的喜乐会结局，继续蒙人吧你            
(NA)	 从我的青春谁做主以后赵宝刚的水准就一直在下降            
(3星)	 里面的小孩儿不错            
(4星)	 老了連電視劇都看了            
(2星)	 弃。            
(3星)	 算是有一搭没一搭地看了一半            
(3星)	 不行            
(NA)	 台词又空又虚，就像我们以前写的思想汇报。。看了俩集赶紧用House漱漱口。。            
(4星)	 吵架吵得很有哲理。            
(NA)	 如果婚姻都需要打一场两场的战斗来保护。那结婚做什么呢            
(3星)	 我和伪中年老妇女一起看的。。            
(3星)	 看的时候觉得还好，看完觉得无聊            
(5星)	 挺喜欢许小宁这范的~~            
(4星)	 为数不多的还算靠谱的国片。            
(4星)	 生活有趣的生活，总是让我们充满希望。            
(4星)	 花了多少天，才看完            
(2星)	 如果你手头有个需要坐着挺长时间才能完成的活儿，开个小窗口偶尔瞄两眼家装服饰美人之类的好选择，色彩养眼            
(5星)	 真实自在的家庭剧            
(5星)	 许小宁是五星男人啊，小白其实很有心计            
(4星)	 小夫妻小日子过的            
(4星)	 很喜欢。就是为什么马伊琍总演事儿事儿的角色？            
(4星)	 还是讲的蛮在理的~            
(NA)	 挺好看的，过年节目            
(5星)	 精辟婚姻生活。            
(4星)	 电视剧真的只是电视剧。            
(5星)	 其实四星 但为了纪念是第一次和大宝一起看的电视剧 所以打五星            
(4星)	 请你和我一起看看这段话——“你比如说兰心吧，她可能会有这样或者那样的问题，但是我们俩一块共同经营这么多年的相濡以沫，是谁也替代不了的。我反复问过自己很多次，如果啊，我现在有造化，跟另外一个女人，用同样长的时间也形成了这种默契，又怎么样呢？我不是已经拥有这种幸福了吗？何必舍弃苦心经            
(NA)	 一家人在一起的感觉就是好呀            
(4星)	 一贯的风格 一贯的写实 一贯的吸引人 延续奋斗 没有坏人 只是我们的角度不同            
(4星)	 有些话说的挺有道理的。            
(3星)	 有点絮叨。。            
(3星)	 台词太话剧了，亏得有这些演员            
(3星)	 都是有钱人的生活            
(3星)	 依然是各种意淫加上贫气的台词            
(3星)	 贫            
(4星)	 婚姻维稳百科全书，说的是追求生活的金领们的扯皮事儿，咱追求生存的人看看也觉得挺逗。台词是此剧最大的特色，但也是最大的缺点。除了黄磊说的比较自然（也肯能是角色性格的缘故），其他人怎么看都像在背书            
(4星)	 太贫了~            
(3星)	 李梅同志绝对是理智女的典范 黄老师已经彻底没有文艺范儿了 不过许小宁很可爱～            
(4星)	 拼台词            
(4星)	 看过再多别人的生活，自己的该怎么过还是怎么过。。。就当一乐和吧。。。            
