http://movie.douban.com/subject/1830590/	康熙王朝
(5星)	 百看不厌            
(4星)	 初中的寒假            
(NA)	 对孝庄的喜爱多于康熙            
(5星)	 太赞了，中国就应该多出一些这样的好片子            
(4星)	 陈道明是真正的演员            
(4星)	 tv            
(5星)	 必须推荐！            
(5星)	 我居然有二月河的签名···            
(5星)	 里面人物的言行举止，剧情设置都很有深意。随着生活经历的增长，会觉得这里面很多东西都越来越有意思            
(5星)	 和爸爸一起看的            
(4星)	 那时候很喜欢，还特地买了小说来看。            
(NA)	 打工时，半夜收工回家看的。明白很多多东西            
(5星)	 很不错，特别陈大叔开始演以后，你可以从中明白许多            
(5星)	 很赞这个 虽是断断续续看的            
(5星)	 陈道民啊。。。偶像啊超赞哦~            
(5星)	 康熙皇帝             
(4星)	 场面更恢宏 所以没有雍正的细腻 演员的演技和雍正王朝的也远远不在一个档次上            
(5星)	 陈道明帅的......            
(4星)	    喜欢这个皇帝...            
(5星)	 五顆星給陳道明            
(5星)	 曾经我可以背下这部剧陈道明所有的台词。纪念我曾经那么疯狂迷恋这个叫陈道明的男人。            
(5星)	 学习历史，思考生活            
(5星)	 很经典,十大功            
(NA)	 超赞 超赞 Mr. 陈。。。            
(5星)	 宝日龙梅你qb朕            
(5星)	 看了一遍又一遍..还是觉得很好看            
(5星)	 中国难得的一部历史大剧            
(NA)	 陈道明和斯琴高娃的表演无可挑剔  史诗级的电视剧            
(4星)	 不错的，不过不喜欢陈道明现在            
(5星)	 皇帝真不是一般人的差事，当一个决策者要独自面对困难，不受干扰，很难，要为了国家大义舍弃的东西有谁能扛住！别老想着儿女私情了，要知道人最开心的时候就是当专心一件事情，一件有意义的事情的时候是他最满足最幸福最开心的过程！            
(5星)	 演的太好啦！            
(5星)	 TMD不给五星怎么可以            
(5星)	 那首歌怎麼唱的 我真的好想再活五百年            
(5星)	 真精彩            
(5星)	 明            
(3星)	 不属实            
(NA)	 这个这个看的绝对不是一遍两遍～～～相当精彩啊！！！            
(5星)	 绝对经典，反复看了好几遍。            
(5星)	 里面每个人的演技都很棒            
(4星)	 荡气回肠            
(NA)	 大爱            
(NA)	 爱陈道明            
(1星)	 严重的篡改历史，孝庄是死后谥号，一句我孝庄太搞笑了，康熙不杀鳌拜是鳌拜身上的刀疤，而不是鳌拜写了个隐字，抓鳌拜演的太烂了。电视剧就是电视剧。。            
(5星)	 “孙儿！从此以后，这天有你来撑！这地有你来踏！这全天下的人都是你的子民！你放心吧！”            
(5星)	 这个片子颠覆小小年纪我对忠奸的看法            
(5星)	 喜欢陈道明的特别气质...            
(5星)	 又是我喜欢的两个演员。。。            
(5星)	 明帝，斯琴高娃的演技没的说很多陈道明的临时加戏与发挥都是神作，爱死他了            
(3星)	 通过这部电影认识了两个人。他们都很不容易。            
(5星)	 非常不错的历史剧。。康熙的女儿真是太悲惨了，被迫和亲，娘受欺负，还好老公对她不错，可后来老爹又将她变成寡妇。。。唉，人生哪。。            
(NA)	 在十一二岁是迷迷糊糊的看了，惭愧惭愧。            
(5星)	 经典。            
(3星)	 觉得有一些不是很符合历史，但是还不错            
(4星)	 俩老戏骨。            
(5星)	 戏骨啊  两大戏骨啊            
(5星)	 即使不忠于历史，但却阻止不了它好看的事实。            
(5星)	 好看！真的好看！            
(5星)	 我喜欢这些宫廷剧            
(NA)	 经典——            
(4星)	 陈道明演得很好啊            
(3星)	 话说我不喜欢这种电视剧            
(5星)	 明叔厉害~            
(NA)	 一直喜欢陈道明那种帝王魄力            
(4星)	 自强，理智，决断，一个高明的政治家，一个无奈的自私者，一个年近七旬仍满怀激情，邀劲敌来世再战的雄才大略的英雄。葛尔丹那家伙也挺可爱的。            
(3星)	 宝日龙梅，是你强暴了朕啊！            
(5星)	 经典中的经典啊经典            
(5星)	 很好 非常好            
(5星)	 陈道明和斯琴高娃演的太好了！当然也是二月河写的好            
(4星)	 我还想再活500年            
(5星)	 我爱看历史篇            
(5星)	 就是爱明叔!            
(4星)	 我真的还想再活500年。啊~~~            
(5星)	 演的不错             
(5星)	 陈道明！有范儿！            
(5星)	 最欣赏的古装片，很精彩            
(5星)	 虽然二月河的历史小说...            
(5星)	 陈道明。            
(3星)	 2.5分。惊悚地发现，居然比《雍正王朝》分数高？！怎么评的啊orz……一部散发着泥土芬芳奴性十足的商业电视剧，女性角色的刻画更显得狗血无比。            
(5星)	 听cdm和sqgw说台词，似大珠小珠落玉盘            
(NA)	 明叔大好            
(5星)	 超喜欢，看了很多遍还想看。            
(4星)	 霸气！            
(4星)	 这是不同于张国立、张铁林的皇帝，这是一个搞战争的皇帝~            
(5星)	 可能是我到现在为止最喜欢的一部历史剧~~~            
(3星)	 “我孝庄……”，唉~《戏说乾隆》的姐妹篇            
(4星)	 演完这部戏陈道明就从皇上的身份出不来了            
(5星)	 特别爱小时候的康熙！那个聪明可爱的劲~~            
(5星)	 看了好多遍            
(5星)	 有种东西叫做气场......            
(5星)	 深刻            
(NA)	 很有气魄            
(5星)	 我爱陈蜀黍～～～～～～～～～            
(5星)	 明叔萌到爆            
(5星)	 随时捡起来看两集都觉得异常过瘾~            
(5星)	 能说什么呢，经典。。。            
(3星)	 因为陈道明，盲目一下，给3分            
(5星)	 经典大戏            
(5星)	 http://www.douban.com/pics/sth.gif            
(NA)	 每次看到兰齐儿摔了父亲送她的玉兔，都会哭个不停。容妃到后来很不识相，才落得个悲惨地步。喜欢台词，觉得每一句话都很稳重，让人回味无穷。            
(5星)	 很不错的历史剧~            
(5星)	 从此爱上陈道明            
(NA)	 挺喜欢看的 尤其是蓝齐儿            
(5星)	 康熙是我最喜欢的清朝帝王，孝庄也是我最喜欢的清朝皇太后。 斯琴高娃和陈道明真的演的很好~感觉很棒！！！还有那首主题曲，真的很配这部电视剧，很有气势！            
(5星)	 陈道明是全中国女性的偶像            
(NA)	 康熙，孝庄，苏麻，伍次友。。。            
(5星)	 很好看的宫廷剧！            
(5星)	 好吧，忽略一些白痴错误和雷人片段，此剧还是说得上是一部好剧            
(5星)	 实力派             
(5星)	 非常喜欢，气质不凡，淡定从容            
(NA)	 经典            
(4星)	 这片有陈道明还是增色了不少，但是对比雍正王朝还是差了不少            
(4星)	 喜欢陈道明            
(5星)	 康熙牛掰   孝庄 牛            
(5星)	 尊重历史的好片。            
(5星)	 喜欢跟妈妈一起看电视的感觉不知道以后还有多少这样的时光了            
(5星)	 有空再看一遍吧。            
(5星)	 在家跑步时看了两遍。经典！            
(5星)	 对我当年考古代史非常有用~            
(5星)	 做为中国人不可不知道的一段历史陈所演的康熙感觉到了45岁老年之后就渐渐倾向于容易发火，动不动吹胡子瞪眼的脾气，不知是故意这样演还是已经陷入角色中了            
(4星)	 不要迷恋哥，哥只是个传说            
(5星)	 最好的电视剧之一            
(4星)	 喜欢小康熙~            
(5星)	 看过不下六遍，还是觉得好看。            
(4星)	 陈道明不帅？！ 斯琴高娃不美？！            
(NA)	 和妈妈看的电视剧            
(NA)	
(5星)	 当时我在班里成天唱他的主题歌，初中啊！            
(5星)	 很不错的片子            
(4星)	 为这片子奉献了一把眼泪==            
(5星)	 陈道明是神            
(5星)	 “把什么都看得透透的”            
(5星)	 爱死陈道明了。            
(3星)	 不清楚自己看过多少满清胡皇的剧            
(4星)	 这个完全可以算是正史了~~            
(5星)	 看了不只一遍，现在好像已经是第五遍了。还记得第一次播放的时候还在高中，对着父母说这是历史必须看可以帮助学习。            
(5星)	 很棒            
(5星)	  看了很多遍 最中意的历史长片            
(NA)	 演员功底深厚            
(5星)	 中国大陆的历史正剧-------无出其右者            
(5星)	 算是经典了            
(NA)	 陈道明不愧中国一哥。。。            
(4星)	 老实说，斯琴高娃演得太用力了…和宁静版的孝庄两极化…            
(4星)	 =            
(4星)	 这个叫康熙帝国阿……不要想当然的叫康熙王朝……            
(3星)	 呃，有很多明显的错误，例如，孝庄是死后的封号，生前不可能知道，  -_-|||不过还算不错了，陈道明演的很好            
(4星)	 陈道明真不错真不错            
(5星)	 记得小学时好喜欢看啊            
(5星)	 真的很好看，很经典            
(5星)	 中学时期就看过它，那时还比较朦胧，很多东西都还不懂。前段时间看完它，确实认为它是一部非常优秀的电视剧，无论从演技的似真、台词的华丽和情节的扣人心弦到现实的实用性（我比较注重实用性，能让自己学到很多东西）都是非常好的一部电视剧，希望大陆能出些这样的电视剧！            
(5星)	 lanqi格格            
(5星)	 前次看的早都忘得差不多了，想重看            
(5星)	 恢宏历史，且听我娓娓道来            
(4星)	 皇者风范            
(5星)	 康熙时期中国已经开始落后了，不过底子厚，还是一流强国。            
(5星)	 他首先是皇帝，其次他才是一个父亲。            
(5星)	 这才是陈道明 发全力透彻的戏嘛            
(5星)	 道明大叔~~            
(4星)	 我是帝王控。            
(5星)	 陈道明 哪怕70岁 也一定是个帅哥            
(4星)	 1、宝日啊，你可是强暴了朕，是死罪……2、朕寂寞……3、死的前晚和魏东亭躺在一张床上            
(4星)	 看好多遍了……            
(5星)	 好看            
(5星)	 明叔的演技不是盖的！当然还有斯琴高娃            
(4星)	 美化了帝王，但是还是喜欢。            
(5星)	 看了好多遍，恢弘的气势            
(4星)	 我是来赞美陈道明和斯琴高娃的。斯琴高娃纯女王。不过似乎有个很严重的错误，孝庄是谥号吧喂？！囧rz            
(5星)	 足够经典，做臣子最担心的便是功高盖主，做皇帝有太多的无可奈何。。。            
(5星)	 很经典 但我讨厌替清朝歌功颂德            
(5星)	 经典。陈道明啊！！！O(∩_∩)O哈哈~            
(5星)	 陈道明太型了！！康熙也太型了！            
(5星)	 我真的还想再活五百年            
(5星)	 很好的电视剧，还有为了那 向天再借五百年 五星            
(5星)	 大家都了解。            
(5星)	 最爱陈道明            
(4星)	 很好看的历史片             
(5星)	 好看~陈道明的魅力呀~            
(4星)	 不用任何道理，它改变了我。            
(5星)	 初中时和老妈一起看，喜欢陈道明也从这部剧开始。            
(5星)	 这是一部经典的片子。陈道明不错            
(5星)	 关键是陈道明            
(NA)	 我家陈道明啊……这是一部让我为之倾倒的电视剧，这部电视剧我看了好多遍，剧本读了好多遍，把他的形象深深刻在脑海里。这部剧开启了我对清朝的兴趣，奠定了我对康熙的认知，就是陈道明的样子            
(5星)	 那个时候还是蛮喜欢的            
(4星)	 戏说的成分毕竟多了些,还是给4星            
(4星)	 王气 霸业 囊括万千气象            
(5星)	 陈道明在戏中的帝王气度，令人心折。            
(5星)	 很好看！孝庄不简单。            
(5星)	 陈道明！说明一切            
(4星)	 康熙身边人的起伏升降更能反映时代与康熙本人.            
(4星)	 额。            
(5星)	 都怪陈道明，害我对康熙仰慕至今，怎么都没法客观            
(5星)	 我最爱的康熙王朝……            
(NA)	 觉得比雍正乾隆了都要好看，有气概。            
(5星)	 反复看  不断成长            
(5星)	 绝对牛逼            
(5星)	 大爱。            
(1星)	 猴子瞎扯            
(4星)	 当看到康熙老年时众臣说的那番话时，我心潮澎湃的哭了。康熙，再活500年。            
(4星)	 虽说是历史剧，但里面许多历史细节却为人诟病，成为最大败笔。            
(5星)	 特别好看的历史剧~            
(4星)	 看了一遍又一遍。            
(5星)	 这个片子我就不说什么了，看了就知道什么不是好不好的问题，是有多好的问题            
(5星)	 权力            
(5星)	 喜欢这剧情.与历史均为吻合.喜欢这样原汁原味的.有魄力的男人啊.孝庄一个有勇有谋的女人.但她唯一没有的是野心.一生都在尽心尽力辅佐皇上.            
(4星)	 每次听到斯琴高娃如雷贯耳般大呼：“我孝庄！”的时候，我就忍俊不禁。            
(5星)	 这个电视剧应该是我最喜欢的古装了，陈道明就是帝王气质            
(5星)	 经典的来！            
(5星)	 最爱看的历史剧，没有之一。            
(5星)	 看过好几遍了啊···真怀念            
(4星)	 我真的好想再活五百年~~            
(NA)	 很不错的哦            
(5星)	 老爸陪我看的连续剧            
(4星)	 看完了此片，开始不喜欢两大主演了。。。尤其是万人迷明叔            
(5星)	 这个皇帝 佩服！！            
(5星)	 目前为止我唯一反复看过的电视连续剧.不论它是否完全符合史实,但作为文艺作品,人物刻画得很成功,很经典.很喜欢它片头片尾的歌.里面的孝庄的一句话让我当时很受触动.那是当吴三桂反了以后,暗地里帮助他造反的他的儿子去向孝庄请罪,孝庄沉默了很久后,说:&#34;你有罪,但你没有错.&#34;            
(5星)	 每播必看            
(4星)	 当时多迷来着。            
(5星)	 啥也不说了，每播必看            
(NA)	 很喜欢            
(4星)	 结尾感觉有点急 不像前面的风格            
(5星)	 8岁登基，14岁亲政，69岁归西。很久没看如此长的连续剧了，但是这部是一口气看完的，拿起来就放不下，陈道明已经将康熙演得出神入化了，帝王君临天下的气势，他是发挥得淋漓尽致了。孝庄真是个了不起的女人，赞叹！            
(5星)	 如果全部尊重史实的话，值得大力推广。            
(5星)	 陈道明...喜欢疯了            
(NA)	 看多少遍都成。            
(5星)	 陈道明演的太好了            
(4星)	 陈道明最后那个模样好像跟历史书上的康熙画像有几分相似            
(5星)	 大爱，看了很多遍……            
(5星)	 央视实力派演员的史诗性巨作，都是格外大气，震撼人心的！            
(4星)	 反正最后一集看的我哭得稀里哗啦            
(5星)	 个人认为最精致的一部历史剧            
(5星)	 陈道明..            
(5星)	 看史剧，还是大陆拍的好，尊重史实，也够大气。            
(5星)	 优秀的历史剧，有的台词比较雷，受大片感染了。            
(NA)	 经典            
(5星)	 陈道明！！！            
(5星)	 很喜欢，有力度。            
(5星)	 道叔永远是我的最爱            
(3星)	 最雷人的那句：宝日啊你强暴了朕！            
(5星)	 经典~~~            
(4星)	 帝王之气无人比拟，同时帝王也是最孤独的，有其难言之隐            
(5星)	 巅峰之作了。            
(4星)	 拍的不错，爱上康熙搓手的动作。噢耶！~            
(5星)	 为明叔吼两句~~恩 康熙王朝真的很经典！            
(5星)	 喜欢,从那一刻开始            
(NA)	 康熙和她身后的三个女人成就了这部历史大戏,值得一看,还能顺便了解下历史......            
(4星)	 霸气！            
(4星)	 陈道民 很帅。。。            
(5星)	 少年康熙，才勇俱备血泪史            
(5星)	 演活了。老戏骨好片子。            
(5星)	 crazy about that~            
(NA)	 道明叔叔真是帅            
(5星)	 初一时追得死去活来的电视剧，那时候上语文课都被老师点起来，“昨天看的什么内容啊，多晚睡的啊？”全班都知道我爱这剧，有陈道明在，还能说什么            
(5星)	 赞            
(5星)	 陈道明不愧是陈道明            
(5星)	 很不错~            
(5星)	 朝廷台拍王朝片还是有一手的，不过多拍了就烦了，还是第一部好            
(4星)	 我真的还想再活500年——            
(5星)	 很好看            
(5星)	 很喜欢的历史剧            
(4星)	 就是喜欢小明。。            
(3星)	 还行吧，不说太多。            
(5星)	 我真的还想再活五百年~            
(4星)	 小康熙演得好，老康熙演得更好。            
(5星)	 相当经典！可典藏的剧。            
(3星)	 拍得挺好            
(5星)	 很有风范            
(4星)	 狂爱陈道明。他竟然开法拉利F430，真有钱。。。呜呜。。。            
(5星)	 《向天再借五百年》：看铁蹄铮铮踏遍万里河山 / 我站在风口浪尖紧握着日月旋转 / 愿烟火人间安得太平美满 / 我真的还想再活五百年            
(5星)	 大爱陈道明            
(NA)	 陈道明            
(NA)	 不错            
(4星)	 现在想起来真是笑点一堆囧RZ不过还是很好看＝艸＝            
(5星)	 这个片头片尾都超稀罕            
(5星)	 主题曲好，片子更好O(∩_∩)O~            
(2星)	 严重不符合史实，片面强化皇帝的正面形象，用“慷慨”的辞藻骗人            
(5星)	 迷上明叔 从此剧开始            
(5星)	 王者之风 百看不厌            
(5星)	 斯琴高娃版的孝庄啊，经典！陈道明版的康熙啊，经典！            
(4星)	 人生在世，谁主沉浮            
(4星)	 如此优秀的历史剧很少见            
(4星)	 全集一起看过一遍            
(4星)	 我还想再活５００年　            
(5星)	 蛮灵的            
(4星)	 不是我喜欢的，但是真的很好看！            
(5星)	 这部拍得太经典了            
(5星)	 陪爸爸看得            
(5星)	 我喜欢陈道明！！！            
(5星)	 这个 真好 全是好演员            
(2星)	 非常不喜欢，尤其不喜欢斯琴高娃和陈道明，默            
(4星)	 一代帝王~~不过电视剧就只能给四星了。            
(5星)	 陈道明演的太好了！            
(NA)	 8.8分,国产的好电视!            
(5星)	 我爱陈道明！！！！！！！！！！！！！！            
(5星)	 没话说            
(5星)	 钟情陈道明            
(5星)	 传世经典！            
(5星)	 实力派！            
(5星)	 陈道明就是那种可以不做动作，但一个眼神就演绎出感觉的实力派            
(5星)	 丰功伟绩，千古一帝，可帝王无情，帝王寂寞呀...            
(5星)	 老戏骨撑起来的经典电视剧和电视剧也不一样啊明叔赞啊            
(4星)	 这种类型的剧看的不多这部 我很喜欢            
(3星)	 喜欢李楠            
(NA)	 居然看了三遍...            
(5星)	 喜欢陈道明...            
(4星)	 孝庄是死后谥号好嘛。陈道明演技真不是盖的。各主角配角演技也都相当不错。            
(5星)	 陈道明呀陈道明～            
(5星)	 又一部经典~            
(3星)	 拍的聽差的            
(5星)	 初中时光里令人感动的电视剧，向老天再借五百年            
(3星)	 还行吧，但是没有原著写的好            
(NA)	 真好看啊～            
(5星)	 不错。。不错。。            
(3星)	 好多纰漏            
(5星)	 大气。            
(5星)	 经典中的经典，看了四五回了            
(NA)	 不要看第四遍            
(4星)	 我真的还想再活五百年。            
(4星)	 康熙王朝            
(5星)	 真得太喜欢这部戏了 算是我有史以来到目前为止最喜欢的一部历史剧了 也因此喜欢陈道明            
(5星)	 经典片啊            
(5星)	 跟爸爸妈妈一起看的 很经典哦            
(NA)	 在《闯关东》之前最喜欢的电视剧。            
(5星)	 大陆拍正剧真是一绝啊，小香港小台湾都没得比！陈道明和斯琴高娃演的太好了不知以后还有没有这么天时地利人和的好电视剧！最近又在重温了~~            
(5星)	 清宫剧里的最有水准的电视剧            
(5星)	 不得不重看的一部            
(5星)	 看过两遍  每每在电视上看到  还是会看            
(NA)	 霸气            
(1星)	 朕，朕你妈啊！整部电视剧有几个人格健全的人？？？？            
(NA)	 陈道明是一个很牛逼的演员~            
(NA)	 看完了，还想再看一遍，但是雍正王朝和乾隆王朝还在诱惑着我。            
(5星)	 陈道明和斯琴高娃，我觉得没有演员能再演出这个效果~            
(5星)	 明叔~~            
(NA)	 康熙如果再活500年就不会有乾隆和慈禧两个败家子了。            
(NA)	 最后雍正写得真帅            
(5星)	 陆陆续续看了很多遍            
(5星)	 为了补补历史……            
(5星)	 不容易看到这么好的古装电视剧了！极度鄙视那些不知所谓的现代古装剧！            
(5星)	 好看的历史~            
(3星)	 个人感觉一般，原著写的那么好……居然拍成这样……            
(5星)	 二月河的..一个朝代的变迁.历史永远让人缅怀            
(5星)	 hsy食堂二楼...            
(5星)	 当时买了一个DVD看它，全家人都看，我家还第一次出现这样的场面，不得不佩服陈道明演的确实好！            
(5星)	 强大            
(5星)	 瑕不掩瑜~            
(4星)	 有气势，有感觉            
(4星)	 看清宫戏是个爱好。陈道明和斯琴高娃的演技，厉害啊。            
(5星)	 强@            
(5星)	 气象万千，扣人心弦            
(5星)	 不用说了，经典            
(5星)	 父母与我都喜爱.大气.            
(5星)	 非常好看的帝王戏！尤其喜欢陈道明的演技，超赞！！！            
(4星)	 说得过去            
(4星)	 喜欢陈道明，也喜欢斯琴高娃，也许是他们的气质真的很适合吧。            
(5星)	 演的太好了。            
(5星)	 看过很多遍,最近又看了一回.感慨很深.孝庄太后果然是有主见得第一人,人员关系太强劲了.康熙,做人狠,为了达到目的,什么都可以做,几乎到了没有一点人性得地步.不达目的誓不罢休.            
(4星)	 扮师爷,聪慧机智,巧舌如簧;演帝王,则运筹帷幄,气质天成.永远支持道明兄^_^            
(NA)	 大智慧大气魄            
(4星)	 好看的 气势磅礴            
(5星)	 绝对的好戏            
(5星)	 康熙一直是我最喜欢的皇帝`。            
(NA)	 演技，剧情，皆好。            
(NA)	 多喜爱啊            
(4星)	 陪家里人看的 看看与围城与雷雨不同的陈道明            
(5星)	 喜欢小皇上            
(5星)	 很中意青年康熙~很好的片儿            
(NA)	 大爱的电视剧之一~            
(5星)	 值得细细品味            
(NA)	 嗯。。。历史大片。。            
(NA)	 我真的还想再活五百年。            
(NA)	 很喜欢的几部清朝剧之一            
(NA)	 苏麻喇姑到底爱谁？            
(4星)	 道明哥...            
(5星)	 经典的经典，震撼的震撼！！道明叔叔，你实在是至高的境界！！！            
(5星)	 影帝            
(5星)	 因为康熙真的是很棒的皇帝；真的是很棒的电视剧            
(4星)	 我喜欢的风格            
(NA)	 喜欢            
(5星)	 道明还是很有个性的            
(5星)	 是男人就好好看看这片子            
(5星)	 我喜欢，CCTV4最近又在播，再看一遍            
(5星)	 陈老爷子外加康熙爷子，一切尽在不言中            
(NA)	  陈道明             
(NA)	 正说历史            
(5星)	 演员出色，结构严谨            
(4星)	 能学东西            
(4星)	 康熙王朝，雍正王朝，乾隆王朝，这几部，唯有这一部我看了好几遍            
(5星)	 我爱清朝史            
(5星)	 大气，有魄力，人性感动，非常喜欢！            
(4星)	 治心之术，治人之法            
(5星)	 演员我喜欢，故事我也喜欢~~~~~            
(4星)	 还不错啊 很好的历史剧            
(5星)	 我真的还想再活五百年            
(4星)	 演技派的演绎成为国内历史片的经典            
(4星)	 又一部经典帝王片。。。。            
(5星)	 陈道明是我的偶像,很喜欢他的戏,这部戏非常经典,歌也很好听            
(5星)	 陳道明+斯琴高娃=皇帝+皇太后絕配            
(NA)	 帝王之气，溢于言表！            
(NA)	 特别喜欢看             
(NA)	 康熙帝国            
(NA)	 喜欢陈道明            
(NA)	 很不错~~~但历史也很残忍啊 ~            
(5星)	 这么长。。追累死了。。            
(4星)	 陈道明演技很好！片头曲和片尾曲超好听滴！            
(4星)	 大气的清王朝，历史题材，却不失富丽。很好很强大~~~            
(NA)	 很好            
(NA)	 喜欢康熙,当个皇帝太不容易了!            
(3星)	 老爸老妈都很爱看的片子，我也就跟着看喽，其实还不错．．            
(3星)	 有点罗嗦            
(5星)	 我的最爱            
(5星)	 爱康熙……嘻嘻            
(5星)	 了不起的一代大帝            
(4星)	 好看!            
(NA)	 时时让人感动，时时让人震撼。            
(4星)	 很经典的历史剧！            
(4星)	 不错            
(5星)	 难得经典的电视剧！            
(5星)	 全角度展现千古一帝康熙的一生，陈道明和斯琴高娃的加盟，最大程度的保证电视剧的精彩，经典。            
(NA)	 古的            
(NA)	 大气 恢宏            
(NA)	 很喜欢的一部电视剧。            
(4星)	 除了 我孝庄 其它都还算精良诶            
(5星)	 “我孝庄” “我笑，我装”            
(NA)	 康熙王朝             
(5星)	 老陈继《围城》后又一扛鼎之作！            
(5星)	 百看不厌，看了N遍            
(5星)	 很喜欢的一部剧            
(4星)	 老公很喜欢的连续剧之一            
(3星)	 恩恩。            
(NA)	 历史的张力            
(5星)	 前面很精彩 后面很压抑            
(3星)	 我真的还想再活五百年.            
(5星)	 从此,喜欢陈道明            
(NA)	 很喜欢的一部            
(NA)	 很有气魄！            
(2星)	 粗糙，基本上这部剧毁了我对陈的好感            
(4星)	 现在的人们往往更愿意通过电视来了解历史，但却对真相迷失，我喜欢这部电视剧。            
(NA)	 陈道明,真够范儿            
(5星)	 充分展现康熙皇帝和陈道明的个人魅力            
(4星)	 很不错            
(5星)	 True Monarch, but true Empire?            
(NA)	 恢弘大气            
(5星)	 大男人不好做            
(5星)	 里程碑。            
(5星)	 陈道明的表演很地道            
(5星)	 我最爱的皇帝！！！！            
(5星)	 可以在中国电视剧史上留下一笔的佳片            
(NA)	 有点印象，似乎看过很久了            
(2星)	 病态的反战，到了卖国的地步            
(5星)	 陈道明最经典的作品是围城   最辉煌的角色是康熙   每次都想看的电视剧   喜欢的没的说  比肩三国            
(NA)	 我看过            
(5星)	 喜欢啊喜欢啊！最喜欢的电视剧，除了橘子红了，就是它了！            
(5星)	 百看不厌            
(4星)	 不带这么表扬雍正的......            
(NA)	 这是内地剧中少有的、可以吸引我看多遍的电视剧，以后还会再看的。            
(NA)	 经典！            
(5星)	 政治，男人，迂回            
(NA)	 还行。            
(5星)	 真的还想再活五百年!            
(5星)	 看过这片后，爱上陈道明。            
(5星)	 不愧 是千古 一帝  真是  牛            
(NA)	 崇拜康熙            
(5星)	 好看　            
(NA)	 太经典了!            
(NA)	 一直看，但是一直没有看全，一定再找机会重温，千古一帝啊            
(5星)	 康熙是我最喜欢的帝王            
(NA)	 看了十几集左右 还行的            
(NA)	 高中时守着中央１２看的，晚上的老片新看            
(2星)	 只有一个字 烂            
(5星)	 帝王史诗            
(4星)	 太帅            
(5星)	 喜欢陈道明!            
(5星)	 穿越看多了，花痴四四八八十三十四的看这个可以解毒。            
(5星)	 超好看,还有雍正,戏说乾隆            
(5星)	 非常好看            
(5星)	 陈道明            
(NA)	 大气势,君王的气势            
(5星)	 拍的很好，也是最爱的电视剧之一～～            
(4星)	 演员表演出色            
(4星)	 难得的历史剧            
(5星)	 很好的学政治斗争的片子            
(4星)	 只看了一部分            
(5星)	 二月河的小说　电视剧　两者都很好            
(4星)	 好看            
(4星)	 没有太仔细看            
(5星)	 看过很长见识            
