http://movie.douban.com/subject/4217513/	就想赖着你 就想賴著你
(3星)	 昱霆好可爱啊！！！            
(NA)	 剧情很无聊。可是言承旭真的 帅到 爆            
(4星)	 今天被店员说，小姐，你侧面和Ella好像噢#%@#!&amp;%$            
(3星)	 以前一直不待见言承旭，现在看看，真是不笑的时候很man.笑得时候好可爱呢~            
(NA)	 我一看到你我就想着道明寺；我喜欢那个可中，当然了，只喜欢这部戏里的形象；ella啊，我连黄晓明都忍了，怎能忍不了你呢？            
(5星)	 难得的每天两集追着看，我又青春了一把。            
(3星)	 言承旭还是很帅，哈哈。台剧中还不错的片子            
(3星)	 就为看穿衬衫的言承旭。 我是衬衫控。            
(5星)	 这个故事告诉我们，永远不要因为外貌低估一个女人在感情关系里的竞争力。///五星都给言承旭。演技进步好多！（ELLA功不可没。）            
(5星)	 恩 难得不拖沓 很轻松            
(5星)	 台湾幼稚片，但是轻松就好！            
(5星)	 想当年我是小朋友的时候，言承旭超红的····演的有够假，但是还是浪费掉三天的时间忍不住看完了····            
(3星)	 看了这个.就花痴了哈哈..            
(3星)	 好吧言承旭什么的。。还是觉得帅。。            
(NA)	 nc完毕~            
(3星)	 陈紫函特别突兀，ella还是那么夸张，阿旭牙还是那么白。            
(3星)	 有幸福的感觉。            
(NA)	 好看诶!!!推荐啦!!我爱小小彬！偶像剧可以让人立刻变少女，come on.baby!!言承旭好帅！太可爱了&gt;&lt;            
(5星)	 很搞笑~            
(4星)	 内个，真的挺可爱的            
(5星)	 唯一不让我觉得狗血的话说ELLA的演技在我意料之外            
(4星)	 偶尔偶像剧中毒下            
(3星)	 言承旭！！！要不是有言承旭~说实话 情节蛮老套的            
(4星)	 不知道为什么，就觉得进步了            
(4星)	 又一次重新喜欢上言承旭啦，好帅，哈哈，偶尔花痴一下也不错~~要像杨朵一样善良、乐观和真实！这样才会有幸福            
(3星)	 我又是跳着看的。。。。。            
(4星)	 哎哟，言承旭好可爱的说。决定喜欢小言。            
(5星)	 旭应该是难得的把偶像剧演成神品的人。。            
(4星)	 难得看完偶像剧~入戏了。            
(4星)	 感觉不错            
(5星)	 言承旭怎么还是那么帅啊            
(1星)	 开始抱着消遣的心态看了开头还可以 越来越体现了台湾偶像剧那种一点不切实际的烂剧情= =            
(NA)	 偶像剧            
(5星)	 就像赖着你。candy sweet            
(5星)	 看完心情好好好。跳过中间的十几集都没问题            
(3星)	 周末宅家看完了这部偶像剧，挺傻的，就乐一乐。。            
(NA)	 想看小小彬            
(NA)	 单单是看着言承旭的身体 穿着各种款式的衬衫已经足够了 张勋杰在我们的爱里和此出戏是完全不同的style 但ella 还是ella 真想问句何德何能呢 羡慕呀            
(4星)	 言承旭演技提高不少咧，舞会水池边的无声的哭泣，我全为你哭出来了            
(NA)	 在外面从天黑熬到天明。            
(5星)	 终于看到偶像剧的曙光了            
(NA)	 都怪我妈啦 在备考的人边上看什么偶像剧嘛            
(4星)	 言承旭10年你的容颜未曾改变~和第一次看道明寺一样的感觉！~            
(2星)	 演卉凡的那女的,太恶心了吧,一把年纪了,还演偶像剧            
(4星)	 言承旭很可爱            
(5星)	 -v-看的好开心……感觉编剧是个很温暖的人吧，连小小配角都有很好的归宿。            
(4星)	 断断续续看完了 喜欢言承旭穿衬衣的造型丫            
(3星)	 陪着老妈看完这出～。大呼：变态好多啊。。。。顺便，有一种配音叫做——听不下去            
(4星)	 很夸张！很水！            
(4星)	 ella那搓卷毛看的我很不爽哎~            
(3星)	 看完突然很喜欢Jerry了额。。            
(3星)	 言承旭也好帅            
(4星)	 不看凄美的爱情片，改看言情喜剧总该行吧。提倡不流泪，不折损爱情福报。            
(4星)	 言承旭闪耀！            
(3星)	 完全因为小小彬 小小彬太cute了            
(5星)	 很温馨搞笑哈哈            
(3星)	 有一种感觉无法抗拒 有一种缘分无法强求 有一种爱叫作成全 有一种悲伤叫作回忆            
(3星)	 台剧总是看不完。。前面可以看            
(5星)	 其实，我还蛮理解杨朵的。伤害，只是因为谁都不想欺骗，不想伪装，不想掩饰，不想为难。就算那一刻的放手，让某种未来过站不停。超爱看Ella吵架。她好可爱呀。一二三四，清心寡欲，二二三四，无欲则刚，三二三四，丢脸是小，四二三四，赔钱是大            
(NA)	 ……别问我为毛看这个            
(3星)	 言师弟太萌了捶地！            
(3星)	 如果你喜欢言承旭，就一定要看，爱帅哥，没办法。            
(4星)	 言承旭 好可爱            
(4星)	 衬衫男..！！！！！            
(NA)	 生活需要这样轻松的喜剧，老少咸宜~            
(2星)	 无语凝噎 偶像剧也撩动不了我的心了 看到17集弃            
(4星)	 还不错，就是情节发展我不喜欢，没看完            
(4星)	 我爱的，在很久以后，依然很爱——那个棱角分明，笑起来却羞涩不堪得男人            
(5星)	 呼呼 尊經典~            
(3星)	 Ella.            
(4星)	 言承旭还是好帅喔            
(3星)	 言承旭怎么像骷髅。。            
(3星)	 不是垃圾劇，何必說的這麼不堪。我覺的不錯啊，言承旭我看到歡樂了，姐花癡了。呵呵，張勳傑，我一直都滿喜歡            
(3星)	 那个不是言承旭。绝对不是。我一定是看光眼。            
(3星)	 我看到了众多韩剧拼盘= =@            
(5星)	 其实我很喜欢啦。特别特别喜欢啦。这么纯粹的爱情。好喜欢言承旭呐。我中毒啦。            
(1星)	 看不了这种调调了            
(5星)	 在豆瓣毫不避讳的喜欢上言情偶像剧~            
(1星)	 一颗星给JERRY。只看了第一集合最后一集。            
(4星)	 不错  话说我对这部剧一直都不充满期待  只是无聊去看  结果看到了卖点  不错的一部剧   大家不妨看看吧   能够让人全身心放松的一部            
(4星)	 言大帥哥的笑顏啊啊啊啊啊。            
(3星)	 很好 不费脑            
(4星)	 到底是拍丑了还是拍可爱了~~            
(3星)	 笑。            
(5星)	 看了心情大好。我爱项大律师！            
(3星)	 超爱杨朵，短发干练长发又有女人味。Ella夸张的演技也还OK啦。言承旭不再是只会靠甩东西表现愤怒的偶像派演员。扮演小磊的钱韦成一直是大爱！总的来说各种喜爱，但基于剧情，只能给三星。另外，广告植入太厉害。            
(NA)	 有找到自己的影子 呵呵            
(NA)	 我强撑了N集终于撑不下去了 娘啊             
(4星)	 可以一直看到完的偶像剧！            
(5星)	 偶像剧我喜欢的呀，啊哈哈哈哈言承旭是我的偶像剧王子            
(4星)	 因为这部，爱上言承旭，哈，，不过，这部的剧情模式有点像韩国的&lt;咖啡王子一号店》这部剧的败笔我觉得是那个陈紫涵。。。很假···            
(4星)	 言承旭在這裡簡直是萌到極點....&gt;&lt;            
(3星)	 幾個月前看的……言承旭還是蠻可愛可愛的            
(3星)	 后面太拖，大扣分            
(4星)	 看看，觉得言承旭没有印象中的讨厌了，果然岁月是男人最好的良药            
(3星)	 ella不错，编剧太搞了，实在看不下去了...            
(4星)	 喜欢那个姐姐~还有，为什么不管言承旭演什么我都觉得是道明寺-----！？            
(NA)	 看了之后真的很喜欢Ella和言承旭哦，他们两个演得好好，而且超有个人魅力！            
(4星)	 熬夜看完这部剧 言承旭+Ella 这对组合不错啊 表演真实自然 尤其是看到言承旭超可爱的一面 嗯。。。。现在的心里也只能适合看些轻松温馨搞笑的片子了            
(5星)	 花痴了 我            
(4星)	 为了证明我不是花痴，所以给了四星...其实我想说言承旭从某个角度看还挺可爱的...好吧，其实剧本很marketing....            
(3星)	 因为MI去TW，又见到jerry，虽然流星花园都没看过，但很多年之后竟然发现他无敌顺眼，找了部他的偶像剧看，除了jerry还真是没啥好看。            
(4星)	 言承旭和ella很新鲜的组合。言承旭还是专心演戏的好~剧蛮轻松的，就是很简单的爱情喜剧。嗯……张勋杰和陈紫函有点格格不入            
(3星)	 喜欢言承旭，剧情比网上传递剧透还老套。可是制片方却深谙，吸引女性观众就是偶像剧的王道。            
(3星)	 无聊又不想动脑的时候看看此类的轻松泡沫剧倒也还不错            
(NA)	 感觉Ella和Jerry的吻戏怪怪的            
(4星)	 哎呀，我就是容易被这种白烂的童话故事感动到。。。不过难得有部看了5分钟没有点叉的台湾偶像剧。。            
(3星)	 其实我觉得还是演姐姐的那位更有意思，顺便一提里面有刘力扬            
(4星)	 没有太多台剧的令人吐槽桥段，并且有笑点，没有揪心的情节，起伏不大还让人一直觉着温暖幸福（哀家单身太久内伤了- -）。又大概是哀家和ELLA一样发型- -所以：有好感……            
(4星)	 言承旭言承旭 呀            
(4星)	 言承旭还是很帅滴~陈紫函跟这戏太不搭了，台湾偶像剧里惊现琼瑶女主角的感觉。            
(NA)	 好搞笑，结局好甜蜜            
(5星)	 原来我还没有错过太久看偶像剧又哭又笑的年纪。            
(3星)	 由于盗版的猖獗，我已经看完了哈哈哈哈。虽然剧情有脑残，结局有点仓促，不过ella还是不错嘀。            
(4星)	 暴龙新作，哈哈哈，我有感动到，连着三天看完，刘力扬的《礼物》有惊喜，暴龙腼腆可爱又爱吃醋，喜欢喜欢~            
(4星)	 看到羽平和卉凡，心里很难受。尤其是卉凡和羽平说她不要分手的时候。我哭的很伤心的。            
(2星)	 百无聊赖又上不去网的easter假期，不知怎么就百无聊赖的看完了它。。。室友小姑娘给我的。。。我要出去走走啊，不要赖在家里啊，怎么可以那么宅呢！！！            
(NA)	 原声带好听  言承旭哪 很帅            
