http://movie.douban.com/subject/3609075/	蜗居
(2星)	 艹 贪官开陆虎，死掉没屁股 我们纳税人白花花的钱都进了你们的口袋里了  我实在受不了这个跳轴和接戏上面的穿帮百出，当背景声音听好了......这部戏里唯一正常的角色—海藻他妈，宋思明个大贪官简直人渣，说起谎话来连眼睛珠子都不带转的，艹            
(4星)	 有朝一RI(......囧)~你能成为一个有出息的女孩！            
(3星)	 曾经我是小贝，但最后，我想当的是宋思明            
(3星)	 这部电视剧讲了一群女神的圣斗士。            
(NA)	 感觉还是喜欢小说．有想象空间            
(4星)	 難得!            
(4星)	 基於我個人沒有正確的道德價值觀所以我覺得很多都說得挺對的，不能說是輸出錯誤價值觀，周圍就是這麼操蛋你還能怎樣？情勢逼人。不過张嘉译怎麼除了在半路夫妻里演了個好男人外怎麼其他的角色不是流氓就是混蛋呀OJZ|||            
(NA)	 不看或看了吧,也都知道.我们买不起房.我们这一代,又有几个小孩买得起房呢?倒是谁说的,他们都在犯错.不就是个正常的生活环境么.自己挣自己挣.            
(NA)	 太可怕  会教坏小孩子 虽然现实 虽然可理解  但不能认同和接受  认同就完了            
(4星)	 看完《蜗居》以后感想挺多的 人生活吧 不能总想着未来 因为我们现在生活的当下 就是我们应该努力应该奋斗的蓝图 人一辈子 难免做错事 正因为我们年轻 我们可以改正 可以重头再来 机会是自己把握的 明天一切都会好起来的 会好的！            
(4星)	 故事告诉我们贪慕虚荣都没有好下场~            
(NA)	 三星半吧。。文章变身寸头男 还是有点俘虏了我的心啊！！            
(3星)	 你们给的评价太高了            
(4星)	 只能说在现如今的社会中，任何一个女人，也应该包括男人，有几个能经受起如此诱惑的？当然，大部分人还是在自己奋斗的，是因为那种诱惑不是每个人都有机会碰上，并且去面对滴~~~            
(3星)	 唉 其实也不怎么            
(4星)	 看到小贝崩溃的那一刻~~心都碎了~~~~            
(5星)	 除了郭海藻比较nc，其它都不错            
(4星)	 嗯。            
(3星)	 一个卖逼，全家受益。            
(3星)	 中国城市化问题之：平胸长腿学生妹推倒手册            
(3星)	 确实是恐怖片            
(NA)	 秘书是个没有官职但权利很大的角色            
(4星)	 虽然是在上海拍的，也是拍的上海的故事，但演员大多是北方人，口音上总觉得怪怪的。另外，海藻的扮演者，实在是太平淡了——长相和演技都是。不过，总体来说，还比较真实，能引起观众共鸣。台词也写得很经典，六六作为一个女作家，还是蛮深刻的，没有流于情感的宣泄。            
(4星)	 是女人都会喜欢宋思明的吧            
(4星)	 真的是很现实            
(1星)	 狗烂片，物质的眼睛            
(5星)	 令人激动的超5星！简直是时代标本！六六居功至伟 大段大段经典台词绕梁三日回味无穷            
(2星)	 没见过这么歌颂道德沦丧的 浮躁            
(4星)	 三个毕业生找了一间空教室看的，看完了天也黑了，我们都郁闷了。。。            
(2星)	 就因为海藻的发嗲 从3降为2星            
(5星)	 好看啊             
(5星)	 留一颗星，给内心更好的那部！            
(5星)	 凡是被广电总局禁播的就不是烂片            
(5星)	 看完了，他们都对，生活在这个社会是非对错如何取舍？！说蜗居是垃圾 ，骂编剧的，请闭上你的鸟嘴！（蜗居 深刻的 有营养的 现实的 揭人伤疤的 揭社会伤疤的 揭某些人伤疤的 。。。想哭 想骂 都海萍那样了奋斗还有个屁用啊？！ ）            
(NA)	 跟风- -            
(4星)	 看得人瘮得慌~孙书记的角色是愚民而狗血的~            
(3星)	 看了一半...            
(3星)	 艺术手法，表现现实生活的残酷。。人的本性。以及人生的选择。。包括现实的无奈。            
(5星)	 看到最后，泪流满面，人性有多美好，人生又有多绝望。都是为了爱，也都是为了生活。            
(NA)	 小三嘛,就是个余数,who cares~还想九浅一深呢,四舍五入就有你份.~哈哈哈            
(3星)	 超现实，超痛苦            
(4星)	 看到24集，罢休了            
(3星)	 房子是一个人本能的安全感的需求            
(4星)	 不是一两个字说得清楚            
(4星)	 人活在社会上，就像一只小小蜗牛，那么渺小那么脆弱，老天爷无意的一脚就很有可能把你置于死地。而，我们是在多么坚强而自以为快乐地活着。人生短暂地我想，做一个快乐而美好的人。尽管，这世界如何，主观上我比这世界大的多。            
(3星)	 这部电视剧我算是追着大众的脚步看完了，我不理解的是为什么他们要对着LV对着哈根达斯垂涎，如果是我，我宁愿多买几本书，几张CD，多看几次演出。在一个大城市里房子究竟意味着什么，难道租房子住就不好么？？？我可不愿意在一拼搏的开始就被一套房子压着，有的吃有的穿，有的住，不就挺好的么？            
(4星)	 其实宋思明并不坏。            
(NA)	 弃之            
(3星)	 奋斗个毛啊            
(3星)	 依旧是结局很假打的内地片...越到后面越没劲。只有前面10集左右还行...            
(4星)	 终于耐下性子看完了 结局很郁闷             
(1星)	 小贝每次安慰骚逼连WOW都不管了，马上离开电脑，真不现实            
(5星)	 错误的爱比深切的恨更可怕，更麻烦。            
(4星)	 她收获了人生中最重要的一堂课：成长的洗礼 却丢失了自己的“鱼眼睛”——郭海萍演得实在是太好了 海青雄起。            
(2星)	 看到第二集就看不下去了 太真实就会感觉不真实--            
(4星)	 没看完  日剧看多了一到10集以后就没心思了            
(NA)	 2009 社会热点            
(1星)	 偶的天哪！！！这里边的人何一个贱字得了啊！做个贱人不难，难的是做了贱人还要从中寻求真理！！佩服！人至贱，则无敌！            
(4星)	 自作孽 不可活            
(2星)	 骚逼妹妹与傻逼姐姐的故事。            
(4星)	 如果没有最后两集的说教此片不出《渴望》之右            
(2星)	 不怎么好看，蹩脚的演员，还有东拼西凑的台词            
(3星)	 这剧已经评烂了吧，还能说什么呢？这一切的结局何尝不是那个贪字，钱财、权利、情感，贪得无厌啊，要的总比自己拥有的多，在一些大风浪后，有人开始珍惜，有人就会是失去。这些人身上总有我们的影子，于是我们又担忧又警惕，也行有窃喜            
(NA)	 给我一个姐姐不会浪费小贝            
(3星)	 不是每个小三都能遇到宋思明。。不是每个女人都能有海藻的运气。。            
(3星)	 宋思明演技真不错，海藻演的太嫩。宋思明老婆和她朋友的对话，每次都很经典。            
(NA)	 就是喜欢老男人。            
(5星)	 喜欢最后结尾的结论            
(5星)	 Online            
(4星)	 活该啊，可怜的女人！            
(NA)	 对这样的题材就是不感冒            
(NA)	 很深刻的反映了现实生活中的一些问题。            
(NA)	 华谊兄弟威武！            
(NA)	 擦，海藻＝烂角色＋烂演员。可惜的小贝文章了。。哪找去啊！！            
(3星)	 演技不太行。            
(1星)	 suck fuck             
(4星)	 我还是喜欢那个叫卓越的小孩            
(4星)	 最单纯最无辜的是小贝，那种爱到极致又离不开的痛苦，赵池，你知道么。不知道你在伤心绝望的时候是否会重新想起我，想起我对你的爱。            
(NA)	
(NA)	 看了沒幾集 不願看了 這麽長的電視劇 好無聊啊 也就大概内樣了 扭曲的價值觀 傳達的信息是錯的！不喜歡！            
(4星)	 生活就他妈的是一场悲剧~            
(NA)	 看完.第一次紧跟天朝娱乐潮流成功.            
(4星)	 前9集正常，后面乱搞            
(3星)	 后期剪辑太不负责任了吧？！穿帮镜头太多了！！！            
(4星)	 房子是一场无法拒绝的恶梦            
(4星)	 真揪心，但不推荐看。            
(5星)	 09年最好的电视剧之一，仅次于《人间正道是沧桑》            
(1星)	 彻彻底底被恶心到了，我豆瓣的第一次一星，当之无愧！            
(4星)	 不能说夸张，很真实，真实到可怕。无疑原著很棒，但我喜欢这些个演员，都演的很有神气。海清和文章，太给力了你们。            
(3星)	 看到20集之后放弃！我突然想起小时候住过的单身宿舍            
(NA)	 因为真实，所以残酷。            
(3星)	 三星给小贝和文章.            
(4星)	  很现实             
(4星)	 只是觉得小贝很可怜            
(4星)	 每个女孩都想要一个芭比娃娃，每个少女都想要一支口红，每个妇女都想要一套房子....            
(1星)	 这TM什么价值观？要当婊子就不要立牌坊！            
