http://movie.douban.com/subject/4894070/	黎明之前
(5星)	 我最喜欢的两位仁兄，张晞临和任正彬，他两饰演的齐佩林和孙大浦两位处长同学太有喜感了，就像相声里两位一捧一逗，让这部紧张、悬念、残酷的谍战剧总能让人有轻松地时刻。一个圆滑狡诈，一个傻得可爱，偏偏是秤不离砣，焦不离孟。有他两在，永远不觉得那么沉重，总有让人捧腹的地方。            
(5星)	 被刘新杰迷住了            
(5星)	 觉得超越了潜伏 节奏很紧凑 男猪脚很帅 结局的歌儿是勇敢的心电影原声吧 能这么用吗~~~            
(4星)	 029周汉亭女大学生都是败笔，丁三除了最后一下之外其余时间人物动机一直有问题。如杜皮所说它不如潜伏之处就是刘处长太被动。为八局一朵花加一颗感情星，撒哟那啦的时候我哭了。            
(5星)	 再好看北京台你也别六集联播啊，身体受不了。。。。            
(5星)	 推荐。            
(5星)	 鸡冻，这是我长这么大看过的最好的国产电视剧啊！            
(3星)	 恩。。比四星低一点点。。刘新杰这人除了人缘好啥用没有啊。。。            
(4星)	 扫看完毕            
(5星)	 过瘾            
(5星)	 同为碟战片，黎明之前比潜伏剧情缜密得多，节奏紧凑得多，逻辑性强得多。            
(5星)	 啊啊~被吴秀波萌到了~            
(5星)	 水手是心理学天才！吴秀波是戏剧专业人才！还有，做人最关键是人缘要好，否则会像李伯涵那样死得很惨。            
(5星)	 我都想打十颗星了            
(5星)	 全剧堪比&#34;特工教科书&#34;.第28集,顾晔佳临牺牲前与刘新杰的对白非常感人,堪称最纯的心灵之恋.            
(4星)	 有新意，八哥也不少。以及吴老师那句“刘新杰其实就是八局的女人”想了很久。。。。。。真的很久。。。。。。。= =            
(3星)	 这次吴秀波顺眼多了  海清实在是不像清纯滴25岁小学老师 整个故事虽有不足 但比追捕好了千百倍             
(5星)	 真的好看，结局太棒了。看电视剧从来没有过的满足感。            
(5星)	 这是我目前看过的最好的国产剧，没有之一。它让我感动，它让我想到很多东西，它让我百感交集。另外我觉得，吴秀波可能要取代段奕宏成为我最喜欢的中国男演员了。            
(5星)	 沦陷之前……            
(4星)	 好看！            
(5星)	 秀波超man，，片尾曲太有feel~            
(5星)	 第五星给刘新杰            
(4星)	 镜头很不错。简单利索，没有废镜头，而且对故事的讲述有很大帮助            
(5星)	 蛮好看的- -            
(4星)	 爱吴秀波这种沉稳隐忍范儿。            
(5星)	 借用@旷野牧歌的评价，“有办公室政治，也有办公室友情。一个人，做人的成功失败，有时候关系到的甚至是生命的存续——比如李柏涵。一个人，他的胜利，某种程度上也不是绝对的个人成功，而在于有多少人愿意放水——比如刘新杰。” 为了吴秀波同学，哦不确切地讲还是为了刘新杰同志，挥霍一个五星吧~            
(5星)	 好看            
(5星)	 第一集镜头摇晃得让人有点晕……我竟然把三十集都看完了……这部剧蛮有意思，都不按常规走，悬疑点一直都很密            
(5星)	 中国电视剧的里程碑！            
(NA)	 太TM精典了，强烈推荐哦，不看后悔啊。            
(4星)	 难得我居然看这种剧没笑场。还不赖，挺好看的，比潜伏强。            
(1星)	 看前后两集即可。            
(NA)	 前面有点松 20集以后太赞了！除了海青以外的女人都好好看！阿九的媳妇 卫主任 还有小秘书们 都好好看            
(5星)	 少见的精彩之作，故事、画面、台词、表演。            
(5星)	 比《潜伏》好看。吴秀波真TM帅啊~            
(5星)	 《潜伏》之后看到的为数不多的优秀谍战剧            
(4星)	 最后一集~嘿嘿~            
(5星)	 又一部看得停不下来的片。刘新杰好可爱- -            
(5星)	 电视剧版的“天黑请闭眼……”            
(5星)	 破绽还是有一些的 没事儿就倒叙解决困境真他妈的讨厌 人物塑造基本成功 值得一看的碟战剧            
(NA)	 李伯涵真是空间分析的高手            
(5星)	 潜伏之后又一部值得看看的谍战连续剧。            
(5星)	 整部电视剧里面最精彩引人的演员就是吴秀波，笑起来有点像周星驰的孩子气，沉郁起来有点像陈道明的老练，将刘新杰这个角色一点点的演的鲜活起来，像一朵徐徐开放的鲜花， 到艳丽怒放的时候，观众已经看得欲罢不能，爱到极致！            
(4星)	 更喜欢潜伏，不过这个也很不错            
(5星)	 剪辑太棒了            
(4星)	 编剧是高手            
(5星)	 我要说: 真他妈好看!某些地方让我想到了些许经典bl小说···            
(4星)	 认识了吴秀波。            
(5星)	 刘新杰和不同的人说话时候语气和音调都是不同的。水手没有传说中的那么厉害亦或者是演员的功力不够。孙大浦傻的可爱。谭忠恕是个优秀的战略家，特工人员。何秀凝与周汉亭死的众望所归。壮哉阿九。后来换的女秘书绝对是家里有人，这么多不必要的场合让她出现，完全是浪费观众时间。长的还不如乔清晨了。            
(5星)	 爱死刘新杰了            
(5星)	 刘新杰穿着皮风衣,黑色礼帽,灰蓝色衬衫+黑色皮领带,太帅了!!!!!!            
(5星)	 挺不错的片子  刘新杰我怎么越看越有味道            
(4星)	 很好看            
(NA)	 用周末周日看掉，节奏好，表演亦好。除了皮皮下载，不太清晰。            
(5星)	 推荐！            
(5星)	 鼻子常常很酸。沙扬娜拉。            
(5星)	 编剧看三国 也看Lie To Me 很过瘾            
(5星)	 終於播完了~這片子不是一般的好看。情節越往後越精彩。大愛吳秀波！！            
(4星)	 慕名看看            
(5星)	 精彩！！！            
(5星)	 刘新杰不是耳朵坏了，是眼睛坏了，找了明显三张多的当女朋友，海清只是演了个不漂亮的花瓶。            
(5星)	 好久没看到能让我萦绕心头的电视剧了。！            
(5星)	 目前为止大陆谍战剧最高水平，到位了。            
(4星)	 好有基情哦！！            
(5星)	 男主角是越看越帅呐~但是千万别看他剧外的造型。。。            
(4星)	 我D太傻。。。            
(4星)	 历史已经忘记了所有人。            
(5星)	 恩。非常不错的片子。看到25了。但还是忍不住去翻了翻30集。杯具。            
(5星)	 虽然有着《潜伏》的背景与架构，但紧张度相较潜伏感觉过之而无不及。情节紧凑，几条线串起来有时让人喘不过气，最后共党置之死地而后生的结局虽然有点出乎意料，但还是让人爽了一把。国党的表现也让人折服，各处都是狠角色，个人非常喜欢谭忠恕一角，的确让人敬佩。林永健与孙红雷一样，小眼睛大能量。            
(5星)	 好看，好看            
(5星)	 觉得比潜伏还好看，风格不同，各有千秋，我更喜欢黎明之前这种风格，男主很帅，演得也很不错。配角也演的很好。            
(5星)	 很好看，看的很过瘾，意犹未尽，和潜伏有的一拼             
(5星)	 同样是优秀作品 美剧制作手法 更丰富的角色数量 但感觉配角太出色 以至于与主角平分秋色 该打五星 但这样一来 《潜伏》则应该是五星半了            
(5星)	 超五星吐血推荐！不好看的来打我            
(5星)	 最后一集也太刺激了！好看！            
(5星)	 这部戏现在只记得两个关键词了~~~1：吴秀波。2：好看。            
(4星)	 春晚萌上吴秀波了。。。            
(5星)	 寒假无聊居然发现了这么好的国产剧，紧凑节奏快，神级结尾，潜伏什么的弱爆了……            
(5星)	 小咩推荐的，3天没出门儿看完了。确实不错，剧本，演员演技，都值得推荐，回味。            
(NA)	 业务素质和心理素质最好的难道不是宋敏仪吗？！            
(4星)	 这四颗星给吴秀波。吴帅哥真是耐看型。            
(4星)	 现在的谍战剧都走群戏路线啊             
(5星)	 很好看耶            
(5星)	 演员出色，剧情精到，结局够亮。            
(5星)	 当年看是因为美大叔和腐成一把刀的剧情            
(5星)	 确实好看，不过表现手法让观众处于中立，所以就不存在有高潮迭起            
(4星)	 华语悬疑剧的模范生。            
(5星)	 几大男主演得很好。最后一集精彩。两天三夜看完的。            
(3星)	 但还是差那么点            
(4星)	 在去南极的旅途中看的，前2集表现平平，后来渐入佳境。剧情也是，演员的表演也是。相比《潜伏》，本剧的节奏会稍慢一些，人物刻划没有那么精到，气氛更为松弛，感觉更像推理小说，真实感弱一些，更多是看情节和诡计的设计。最后几集比较精彩。            
(5星)	 吴秀波太帅了            
(5星)	 我操！也太好了吧！！能多给几个星么？我都沸腾了！            
(4星)	 结尾弱            
(NA)	 水手说，我希望葬在一个风景美丽的地方，墓碑上面不需要刻上名字。向所有为了民族解放而奋斗终身的人致敬！            
(4星)	 都是有信仰的人！帅 气！            
(4星)	 真不错            
(5星)	 中立 精彩 表演更是亮点 不可多得            
