http://movie.douban.com/subject/5031426/	真相
(5星)	哇靠~~终于不是拍手念口号扮热闹的傻逼剧了，终于不用再看陈豪那张破脸了，终于不用一边吐槽一边自虐了，所以TVB是终于有以剧情和演技取胜的觉悟了吗？陈展鹏good！！！
(4星)	三年来，第一次看完全部的电视剧，剧情里面因为有侧重的讲述律师，所以将警方办案的部分缩减至最低，其实如果加入律师犯法的案例，会更精彩些。年轻时也看壹号皇庭之类，如今大了，再看就可以看出好多问题。剧情到了后部，几乎又走回了之前的老路。格局小的问题，的确是一个问题。
(4星)	不是很过瘾咧
(3星)	結尾太倉促了吧。。
(5星)	可惜不是大团圆结局，不过这部戏里杨怡真的很有型，陈展鹏真的很帅~大家都是朋友的结局还是很不错的。
(4星)	还行，不过怎么看怎么觉得结局好基友！
(4星)	前面三分之二的部分算是一部寡味的香港法律科教片，让我知道了原来香港法院审理某些案件时陪审团是来自于民间的各个不同阶层和年龄的群体之类的，直到最后的三分之一部分剧情才终于看到了最熟悉的悬念和高潮。至于演员，大都表现中规中矩，第一次看陈展鹏饰演男主角，并无惊艳的感觉。总体评分三星半。
(NA)	争哥结局未睇~
(4星)	明明有几个案子铺展那么好，为什么结尾那么草率，太不给力了。不过仍是近两年看到的比较好看的港剧。
(4星)	每个案件配角都大牌警杀那里几个律师被审好帅啊，结果这么快就完了，大c死我就知道，不死一两个tvb结不了剧现在，黄浩然以前电影处处见他就是那么个可有可无，现在tvb到处见他依然可有可无
(4星)	结局真烂尾，谁都不选什么的最讨厌了
(4星)	没想到一下就看完了
(4星)	好久没看TVB，这部质素还真十分不错，不拖沓不狗血不造作。
(4星)	TVB难得有惊喜，前半部分一般，后面几个案子挺出彩～
(5星)	杀警那个案子好看
(3星)	每个案子都猜到“真相”之主犯
(NA)	1，全剧所有人的手机铃声都一样...2，后五集是改琼瑶编剧了？
(4星)	 难得好剧
(3星)	沉醉于keith病房外的一侧头。剧情本身因观众的上帝视角而少了惊喜http://www.tudou.com/playlist/p/a66885i88943796.html
(4星)	搜这个的时候居然发现搜“真相”搜不到，要搜演员才出来。。。唐诗咏很美啊，杨怡这次也不错，好吧我是TVB粤语原声控= =~~
(3星)	结局 让人很失望
(4星)	结尾仓促了 其他都很好看
(4星)	当属TVB近年难得好剧，剧情有亮点，缺憾在感情戏太薄弱..
(4星)	妈的，在豆瓣里搜索“真相”没有这个词条让我添加，添加之后又未通过说已存在。原来《真相》在豆瓣里是敏感词！！！
(4星)	最喜欢的还是那宗陪审团参与的案子，视角独特。真相似乎永远不是表面上呈现的那样。
(5星)	追完
(4星)	好看！情节比怒火好，这么快看完好失落-.-
(4星)	不错，感情戏比较少，所以专业成分相对多一点，但是和英美剧比起来还是少点味道。可能因为很多案子的剧情走向太过明朗，也就是说太非黑即白，这样让里面的律师角色选择立场时太过容易了。法庭辩论戏比英美剧也稍弱，那种唇枪舌剑的激烈程度还不够多。不过整部剧的节奏不拖拉，角色性格塑造也算鲜明。
(5星)	暑期無聊正好打發時間..算是最近還不錯的港劇了...
(NA)	果然是今年最好看的TVB剧O(∩_∩)O~
(NA)	总之就是一句话，你看到的不是真相。。。还有一句，爱之深，恨之切。
(4星)	杀警案还蛮紧张刺激
(5星)	拖拉咗地
(5星)	比怒火街頭好看捏
(4星)	17,18集最精彩 
(4星)	有点虎头蛇尾
(5星)	真的好好看！与同是法律题材的怒火街头完全不是一个风格！怒火更热血一些，真相更冷峻一些。E和W都很优秀，杨怡最终谁都没选，开放式的解决也更加令人回味。毕竟两个男主角都如此优秀，编剧选了哪个都会犯众怒，所以如此处理确实令人觉得高兴！总之，是部好剧，推荐大家看咯！
(4星)	陈展鹏@_@
(4星)	近年来少有的好看港剧！
(4星)	虽然有些烂尾，但是仍旧是今年最棒的。港剧的风采已不是当年啦。最喜欢胖子妈当陪审和卓少爷被诬陷这两段
(NA)	最近都很迷这类型的剧。谁还有推荐不。不限地区。港台日韩欧美均可。
(4星)	搅基好欢乐~还不停地喊人家少爷。。。
(4星)	后面满精彩的，可是结局是神马XD
(4星)	真相只有一个 
(4星)	TVB始终贯彻男人不老不捧的原则，次次都中！原本是打算一集弃的，结果 EP02开始变得有趣了，一直到传说中的烂尾，其实还好啊~p.s，终于，杨怡也有不雷的时候，唐诗咏也有雷的时候了= =
(5星)	杀警案一出  五星打定了
(4星)	剧情都算唔错了窝..
(4星)	还我大C来！
(4星)	居然是这样的结果.. 记住一句话：并不是所有事情都是非黑即白的
(3星)	搜真相这两个字是搜不到条目是的!!阮兆祥真是肥腻的好笑死了..还是黑道是王道啊= =
(3星)	在TVB的律师类的电视剧里不算出彩的吧，但是在TVB这一年的电视剧里算是好的了。小生小旦相继离巢，也不知道TVB的电视剧以后怎么拍……要我说其实喜欢keith多一些，总wallace很不真实。
(4星)	Mavis你为毛不选Keith嘛~
(4星)	配角都很大牌，但感情戏有点怪，好生硬，还不如没有，挺扣分的。
(4星)	剧中的香港人维权意识真强！动不动就喜欢告来告去。。。
(4星)	是不是所以电视剧都是虎头蛇尾的 
(3星)	真相最后5集太难看了！不是马国民我真的看不下去了！编剧从20集换了吗？还不如将前一个案子编得更复杂一些放到最后~~
(3星)	陈展鹏的颜太奸了好不好，让人无法投入有木有！马明居然最后一星期才出现打酱油= =|||
(4星)	片名居然被河蟹了。。。
(3星)	陈展鹏终于扶正了。杨怡那小鼻子也太坚挺了，还说没整过。没有人觉得，喝货应该和大C一起吗？？
(5星)	TVB刑事题材难得的佳剧，角度广，挖的深，换批新面孔挑大梁，不错
(3星)	开端完全没兴趣，中断在转台时发现还可以就追了，后期又有点无聊了。
(4星)	港剧其实都差不多一个样子。这部也没差，还出现了些经典电影的桥段。看粤语和看国语简直天差地别啊！港剧一定要看粤语才够味!
(4星)	马国明很出彩。在此算是一个很悲伤的故事。
(5星)	TVB年度最佳了，原来走眼了…师奶陪审团段落碉堡…吐槽句，福伦跟王爷最后还是没有好结果
(3星)	喜欢阿Keith同埋大C~~~~
(4星)	除了结局有点狗血，全剧还是不错的。期待第二季。
(3星)	居然陈展鹏转当男一，怎么看他怎么不像好人。突然想起之前的学警系列，杨怡那时演的还是少女，现在转眼就熟女了，岁月不饶人啊。
(4星)	这里面的律师是不是管得太多了还包免费查案啊！
(4星)	要不是冲着有唐诗咏，也不会苦苦撑到最后啦！不过的确是越来越精彩，但没想到等来的是这个结局。她在里面用的铃声都是《最美丽的第七天》的主题曲，好怀念！短发造型好好看！
(5星)	看得畅快淋漓，不带拖沓的。优质港剧一部，又是自己中意的题材。昂~My Lawyer Dream~
(3星)	感情戏=0
(4星)	本是冲着马国明去的。没想到节奏紧凑剧情专业甚有诚意。只是始终不喜陈展鹏。
(5星)	大C死得太惨
(3星)	开始好看，后面就喇叭腔了。。。
(3星)	1.关于“真相”的解读，让我这个读法律的都觉颇有收益。如此应当更重视程序的价值，如此也应当更摸着自己的良心去进行判断与结论。2.因为这部戏喜欢陈展鹏和唐诗咏，角色的设计与演员的演绎都有感染人的因素。3.我看的最完整的电视剧了。之后又要戒一段时间电视电影开始啃书。
(5星)	和怒火街头差不多好看吧，一个搞笑一个严肃，三个人都当好朋友其实挺不错的，唐诗咏和马国明真是悲剧
(5星)	有续集咩
(4星)	3：6：1吧。按全局精彩比重评。
(2星)	烂尾，近年来的TVB剧烂尾现象极其严重！！！
(4星)	杨怡快瘦没了，黄浩然和马国明可爱。
(5星)	cases都很专业，且难得一部TVB戏里男一男二我都喜欢啊
(4星)	原來律師分那麼多種的
(5星)	每个案件都有让人眼睛一亮的“黄金”配角些。必须力荐！！！
(4星)	TVB最近难得好看的片儿啊~~
(4星)	结尾也太开放式了吧？不过还成。
(4星)	小三那个案件的确比较无聊，黑警没达到我的预期，但的确是TVB近期比较专业的剧了。只是越到结局就越无法脱离TVB的窠臼，狗血，最近是很流行让女二死是不是。。。马明真的演得很猥琐。。
(4星)	不拖沓，剧情不烦冗，突出重点，蛮不错
(4星)	好剧！！TVB捧陈展鹏是对的！！ 
(4星)	黄浩然还需要磨练啊~~
(5星)	竟然好好睇！！！！！！！！！！！！！！！
(4星)	大C好造孽啊
(4星)	剧情设定挺好挺紧凑的！总结陈词查证神马的有亮点！！
(4星)	TVB你给我继续保持啊！！！不要再出狗血剧了！
(2星)	TVB的片子什么时候变得故事不故事，爱情不爱情。。。不伦不类！真TM失望。
(4星)	好好看·~~~可是大C死的真的好惨呐~~~~。结局应该让keith和Mavis在一起啊~
(4星)	祥仔和阿田就是用来搞笑的。
(5星)	杨怡演技简直是突飞猛进，演的太好了，绝对可以独当一面了。陈展鹏好帅。哈哈
(5星)	爆好看- -本来讨厌Keith的 哈哈哈巨喜欢啊现在
(5星)	點解Mavis最後冇同Keith一起啊......會唔會有下集呢？
(4星)	四星完全是因为陈展鹏..
(4星)	开头没《怒火街头》吸引人，但是越看越好看。Keith和谦少很帅~~
(5星)	好看诶，每个case都精彩！只是最近好看的TVB都是律政题材啊~ ps：大C真是坎坷透了QAQ... 
(4星)	有结局等于冇结局
(4星)	好看好看 意犹未尽啊
(4星)	难得追完！！！！最后烂尾了亲！
(4星)	最喜欢的一对CP怎么结局那么惨，大C呐~胖子好逗……
(5星)	陈展鹏以前都演特别坏的坏人，这次终于转“正”了，正面角色更加犀利。杨怡一直都是精干女人。唐诗咏很漂亮。
(5星)	太好看啦
(5星)	Keith啊~Mavis果然没和任何一个在一起，这尼玛坑爹结局。最后一个案子也太伤心了。25集太短了~
(5星)	好啊
(4星)	好久没追tvb剧了，那天用ipad看奇艺的时候才看到。看了三天，追到今天正好放出大结局。近期比较好的一部剧吧，虽然还是有tvb那些弊病
(3星)	陈展鹏太帅了！粤语教程之法律剧。
(4星)	第10集，第一次看tvb的法律戏里关注了陪审团这个题材。以前忽略了陪审团里原来也可能有墙头草，有可能固执己见，等看到最后判决出来，我居然tm被这种追求和探索真理的烂俗剧情感动了。我感动的是探索真相和追求正义的精神永远不应该过时。最喜欢陪审团这part，推荐这部剧。
(3星)	中间那段陪审团的戏很好。比较好的解释了陪审团制度。
(5星)	大C你死的好冤。。。
(4星)	结局好仓促，期待马国明上庭的戏份嘛~居然自杀了。胖子爱情圆满，主角就没happy ending~等着拍续集呢~
(3星)	剧情很简单 黑警案件整个过程其实看的挺惊心动魄的 结果案件告破缺让人很失望 有点敷衍了事 原来高质量的港剧是不是很难再见了 唉
(4星)	多少年没看tvb剧了
(5星)	真相！！！！！！！！！原来只存在TVB中..
(NA)	难得追部剧 越后越无瘾
(5星)	staff無敵~！主配太有愛！特別是配角！看了之後覺得自己的性格真的要改了。。不然 就是肥仔這樣了。。。第六七集看许绍雄对肥仔说的话还有clayton在立法会大楼前对徒弟说话看哭了
(3星)	哪里特别了？
(3星)	结局一星，坑爹啊~
(3星)	无男主角
(4星)	大c死的真不值得。。。多希望wm在一起啊。
(5星)	难得的佳作
(3星)	我觉得前面比较好耶。。。到后面没那么紧凑没那么有吸引力了
(3星)	终于正经看了个港剧！
(4星)	总算一气呵成。杨怡已能独挡一面不入五强说明这个世界根本没什么公平。
(3星)	中规中矩，可惜了没有心仪的演员，难怪不是八点档的主打。
(NA)	马帅为嘛总演坏任啊!!!!
(NA)	虽然今年才过半 但几乎可以肯定这部是今年的最佳了
(3星)	不知道是看多了这种片子还是怎么的，没有新鲜感。诶
(4星)	案子还挺有时代感，钓鱼执法，扔鞋，蕾丝边什么的，演到杀警案就该收尾了，后边结局太弱了
(4星)	結局也太坑爹了！！！！
