http://movie.douban.com/subject/1790376/	巴黎恋人 파리의연인
(5星)	 一个灰姑娘的童话故事，一段二男一女的三角恋情。童话色彩演绎现代灰姑娘，法国现场拍摄，突破破韩国历史收视率56.3%的的记录，并被评为韩国最受欢迎的电视剧！《巴黎恋人》成功的抓住了每位女性心中总希望上演一出灰姑娘的童话故事的心理，以超豪华的场景和阵容为电视机前的万千观众圆了一次童话梦。泰英是在法国留学的工读生，生活拮据，一日看到某户聘请家务小时工，泰英遂去应征。该户的主人名叫启舟，是一大型汽车公司的老总，泰英通过管事人的面试，开始在启舟家干活，几天下来工作还算顺利。由于泰英拖欠房租多时，被房东扫地出门，只能            
(NA)	 因为它我喜欢了李东健            
(3星)	 第一遍 很好 看完第一遍再不想看第二遍            
(4星)	 王子和灰姑娘的故事.巴黎好漂亮喔.            
(5星)	 完美            
(5星)	 棒棒!!第一部大爱的韩剧!!            
(2星)	 不觉得朴信阳是师奶杀手欸。。            
(NA)	 够可爱~            
(3星)	 没想像中那么经典,但女主角很美            
(4星)	 东建啊。。伤心的总是你。。            
(NA)	 平凡的女孩，便利贴还有立可拍的笑容            
(5星)	 很经典。            
(5星)	 我觉得韩启柱这类男人真的太少了，有点接近极品。            
(5星)	 美女！            
(5星)	 曾经非常喜欢的电视剧～还搜了很多男主角的片子～            
(4星)	 朴信阳……又是个成熟老男人……            
(1星)	 我最看不下去的韩剧之一。男猪，很丑。女猪，更丑。还都万人迷，我去吐了。            
(3星)	 没有俊男靓女，郁闷，男的太丑女的太老            
(5星)	 我最最喜欢的韩剧            
(5星)	 这是我最喜爱的一部电视剧，没有“之一”，而是“唯一”            
(3星)	 男主还行，女主整容痕迹太重了。男配挺帅气的嘛！            
(3星)	 娘亲爱...            
(4星)	 原来真的有人眼睛会微笑。            
(5星)	 哈哈，犯花痴的对象，就是喜欢那样的男人！            
(1星)	 讨厌男主角，戴眼镜的那个            
(4星)	 凡是你认为精彩的韩剧，建议只看一遍，把最美好的印象留在心中即可。这部电视剧尤其如此，经不住电视台的轮番播放，我现在看到它一点感觉都没有了。只想说这个社长还不错。            
(4星)	 他们最后到底怎么了            
(4星)	 巴黎恋人            
(2星)	 为了那号称很像我的发型的女主角去的 结果既听见了怪怪的法语 又发现怎么可以所有主角都不怎么好看            
(5星)	 喜欢这个事业男人认真去爱的样子!爱他!            
(NA)	 朴信阳弹琴唱歌那段 真无敌 浪漫的要死              
(5星)	 经典韩剧中怎能少了这部~~~            
(3星)	 额。。女主角太嗲，男主角太老，故事不太真实，巴黎不够浪漫。。。我还真挑剔            
(4星)	 剧情比人物好看，男猪的性格比外貌有魅力！            
(NA)	 偶超喜欢女主的发型~            
(4星)	 这个老姑娘最终抱得男人归，这个世界上还有什么比这更让人开心的事情。            
(5星)	 经典结婚形男人啊~~~            
(5星)	 也是我很喜欢的电视，看了一遍，感觉女主很可爱。。。            
(3星)	 童话。            
(NA)	 看的不全 但也很喜欢 因为里面女主角性格非常好            
(NA)	 好看 但已经很久没看了 很怀念            
(NA)	 很经典的韩剧  不过男主虽然很有涵养但是不太帅啊  还是张东健帅            
(4星)	 我媽媽喜歡·但女主角的眼皮太假了~            
(3星)	 能碰到一个这么爱我的有钱人，简直是一种奢望            
(NA)	 北京卫视天天播来着            
(NA)	 喜欢  喜欢            
(2星)	 主角长太丑            
(NA)	 慢慢优雅            
(3星)	 只爱前5集            
(NA)	 好哇还记得我们一起讨论这部剧的日子吗            
(5星)	 最美的邂逅            
(NA)	 男主角的好弥补了他的脸……             
(4星)	 也是很不错的哦~~~~            
(4星)	 妈妈很喜欢看            
(4星)	 灰姑娘的故事，虽然情节转变有点不顺，但是做做美梦遇到这样子的人还是可以嗒，最后的结局挺出乎意料的哈，有意思            
(3星)	 剧情一般，不过歌挺好听。            
(4星)	 挺喜欢的~            
(NA)	 。。。。原来我看过那么多部韩剧了。。            
(NA)	 从此喜欢成熟的男子.            
(4星)	 喜欢男人把一箱钱扔进游泳池的魄力            
(NA)	 恋人三步曲：No.1            
(NA)	 是你的就是你的，也许在下个转角……            
(4星)	 男二号倒在雨中的样子恰到好处很销魂。            
(NA)	 巴黎恋人             
(5星)	 入门韩剧~~            
(4星)	 老套路，现代版灰姑娘            
(NA)	 朴信阳 ，很喜欢的韩国演员            
(5星)	 总会同情男二号            
(4星)	 多看几遍也不厌 但是李东健还有女主角太假了            
(NA)	 双飞很爱。            
(5星)	 当时很喜欢呢。。。            
(NA)	 巴黎恋人            
(3星)	 男二TT！            
(5星)	 居然喜欢里面的朴信阳了            
(NA)	 浪漫 唯美 感动 塞纳河畔，我马上就来见你了            
(3星)	 三十多岁的男人和女人的故事，实在看的没什么感觉。            
(4星)	 女友推荐，让我立志的            
(NA)	 相信“缘分”，更相信“默契”            
(4星)	 苔玲还蛮逗啊场景挺美的啊让我超级爱巴黎咯~            
(5星)	 经典好剧            
(NA)	 还好            
(5星)	 最最喜欢的一部韩剧 从他开始接触的韩剧 或喜或悲 但是总忘不了这部片带给我的惊喜 想找一个韩社长这样的男人来保护自己 到什么时候都不会放弃 现在我找到了 不像韩社长那样有钱 但是却和他一样 保护着我!~~~~谢谢你            
(NA)	 很不错            
(4星)	 喜欢她梦想成真            
(4星)	 演员都挺丑的，但编剧好            
(3星)	 梦幻般的麻雀变凤凰~~~~~~            
(NA)	 坚强的女人总是很好看            
(3星)	 童话般的开始，童话般的结束            
(NA)	 想去巴黎            
(5星)	 wow~ 非常的喜欢这部戏 看了好多遍了呢 说多一句 穿袖口衬衫的男人真的很有味道呃            
(3星)	 要是能换个男主角就好了            
(NA)	 华丽的,看吧.            
(3星)	 我们听力课的教材。所以全看了。            
(NA)	 好看的            
(NA)	 2005年.很好看.            
(NA)	 good            
(NA)	 2004年            
(NA)	 超喜欢 叔叔 嘎嘎            
(4星)	 宁愿相信灰姑娘的故事～～            
(4星)	 其实只是陆陆续续看了点，大致知道剧情！但是这部片子是我同学最喜欢的一部！            
(3星)	 刚开始看还觉得蛮好看的,可看多了觉得太繁琐了            
(5星)	 特殊的感觉...            
(5星)	 每个人都有自己的梦            
(4星)	 灰姑娘的故事～男主角虽然不帅但是很有气质，西装男。女主角还算可以。ost也不错            
(NA)	 很值得玩味的一部韩剧            
(4星)	 为什么灰姑娘总是要那么低声下气？            
(4星)	 看之前是拿来消磨时光的，看着看着觉得挺吸引人哒，难怪收视这么高= =然后，朴信阳大叔挺赞的            
(3星)	 和浪漫满屋剧情太相似了            
(5星)	 恋人系列里 还是这部经得起考验            
(4星)	 值得一看的韩剧~！            
(NA)	 曾经那么迷韩剧            
(4星)	 朴信阳，远远的就能感受到他的光芒四射……            
(NA)	 最早认真看完的一部作品 让我对韩剧印象发生天翻地覆转变的作品            
(4星)	 风格不错，开开心心...            
(NA)	 学校电脑房看的            
(3星)	 比较喜欢朴信阳的那段自弹自唱...世界上哪里有灰顾娘？哪里有王子？            
(5星)	 虽然没啥 但是好看             
(5星)	 启柱&amp;修赫 更喜欢前者            
(4星)	 小朴在上面还是挺帅的啦!            
(5星)	 非常经典了            
(3星)	 看了这部片子，让我认识并喜欢上了李东健，无论他是邋遢的大叔，还是贵气的少爷，都很迷人.....感叹，他真的是适合穿白衣的....            
(3星)	 看的时候觉得不错。。看完后回想觉得一般~            
(4星)	 经典套路            
(5星)	 仅看过的两部韩剧之一，另一为皇太子的初恋，感觉巴黎恋人相当好看，百看不厌，虽然很长，但并不觉得冗长；虽然故事复杂，但并不觉得繁杂。至少在我看来是我看过的最好的韩剧，哈哈（总共就看过两部，汗，呵呵）            
(4星)	 女主角笑起来很好看            
(5星)	 超经典！！朴社长加油~~            
(NA)	 多纯的爱情剧，看过这个，其他的爱情剧就没意思了            
(NA)	 沒看全            
(4星)	 经典的灰姑娘~~换个女主角会得多！            
(NA)	 好一个现代灰姑娘的童话故事。喜欢朴信阳的微笑，充满着温情。            
(NA)	 女的很善良，但是不聪明．男的很聪明，也很有钱，而且爱上她之后，总是想办法尽量使她免受伤害．            
(NA)	 想去巴黎 想遇见白马王子            
(3星)	 不喜欢李东健            
(NA)	 没看多少,主要是男女主角长得~~呵呵            
(3星)	 嘿嘿。那个小眼睛的男人            
(4星)	 标准的韩剧模式            
(NA)	 灰姑娘的故事            
(2星)	 女主角演戏真做作，男主角的气质还不错~            
(3星)	 不喜欢姜苔琳，不过通过这部片子认识了帅帅的李东健。            
(5星)	 这部电视剧让我喜欢上金正恩和李东健!            
(4星)	 上大学时候和宿舍的大家一起看过来的，里面有很的经典台词和经典场面，会被韩国娱乐节目引用，朴信阳是个很有魅力的小个子男人，呵呵            
(4星)	 喜欢里面的歌,,很喜欢...おそばの前に....            
(3星)	 对这种爱情的向往             
(4星)	 男主角太有型了！            
(4星)	 不錯,傻大姐有夠傻得可愛。            
(5星)	 灰姑娘的梦            
(3星)	 这戏收视率破50哦，感觉一般般啊，主题曲特好听。2010.12.11            
(4星)	 里面的任务挺愁，但故事很好            
(NA)	 编剧很厉害~~~~结局是很架空的感觉~~            
(3星)	 金珍恩太老了            
(NA)	 男生的关心可以这样            
(NA)	 美丽            
(NA)	 现实中是不可能的，很多时候有钱人看也不会看穷人一眼，更何况是爱。            
(4星)	 喜欢              
(NA)	 经典啊            
(4星)	 其实只是很正常的韩国偶像剧，但是，就总有那么些细节，让普通变得不平淡            
(NA)	 典型的灰姑娘的故事。不过比较喜欢男猪脚，这个不帅却很可爱的男人。            
(5星)	 喜欢，就是喜欢            
(NA)	 246            
(NA)	 看过最多遍的韩剧，超喜欢那个戴眼镜有酒窝的男主角。。。            
(NA)	 还行吧            
(NA)	 看过一部分，觉得又很意思，有点幽默加悲剧的感觉！先是觉得很好笑，后又觉得很感人。            
(5星)	 搞笑，温馨，美好            
(NA)	 并不出众的两个人，剧集倒是很好            
(NA)	 男主角不帅，也能看下去。            
(3星)	 刚开始不是特别喜欢,但重复看过几遍,越看越喜欢.            
(5星)	 我好喜欢这部片子~~~            
(NA)	 good!!!!!很令人羡慕的爱情……            
(4星)	 不错,幽默            
(5星)	 韩国收视率第一，超过浪漫满屋            
(4星)	 又一个灰姑娘的故事,向往,尽管男主角不算帅            
(NA)	 女主角很像我徒儿            
(5星)	 社长大人一把年纪了还这么可爱。            
(5星)	 这个我最喜欢            
(3星)	 李东健颓废的样子很不喜欢,女主角实在长得很讨厌的样子.            
(4星)	 缘！还有就是喜欢女主角的坚强！            
(3星)	 前面挺热闹            
(NA)	 巴黎恋人            
(4星)	 很喜欢里面的歌曲。。            
(4星)	 一开始，嫌男主角不够帅。但是，这么个性能干很快就变得超有魅力。只是结局有点郁闷。原来女主角是个幸运的灰姑娘。现在貌似是个一直想要麻雀变凤凰的灰姑娘。动机不纯啊。不过，看来很厉害。搞不好就成超级名编剧。与启柱可以搭了            
(5星)	 特定的时间,特定的人,有了特定的感情            
(3星)	 一般            
(4星)	 很好看~~好朋友爱朴新阳爱疯了！            
(3星)	 和莫在上海炎夏的记忆            
(NA)	 李东健李东健李东健            
(NA)	 好看            
(5星)	 爱.            
(5星)	 永远看不腻！            
(4星)	 哈哈,还行,唯一看完的韩剧,歌不错            
(4星)	 韩社长啊呵呵，喜欢这样的男子还有男二号，换了发型狠不错            
(4星)	 喜欢他充满自信骄傲的走路的样子，提醒自己也要这样子！            
(NA)	 超赞            
(3星)	 原本牟姐一直叫嚣着经典超好看,但后来看了之后,除了开头那段每天守电视机的让我激动了一下,后面的部分disappointed me...            
(4星)	 前面一直都很好，结局怎么这样？            
(NA)	 没想到，我还是蛮喜欢大叔类型的。            
(NA)	 巴黎恋人            
(5星)	 经典剧集,感人并且激励人            
(NA)	 06            
(2星)	 普通韩剧            
(NA)	 还是喜欢修赫            
(NA)	 真是好看~            
(NA)	 ......我终于遇见了你，虽然有些晚。            
(3星)	 不喜欢女主角            
(4星)	 这个男人很man。            
(4星)	 如果女主角换演员的话，就是5星……            
(3星)	 灰姑娘的故事            
(NA)	 一般            
(3星)	 情节蛮老套            
(2星)	 没有太大的感觉，如果有，不是喜欢            
(4星)	 还不错            
(5星)	 好想好想好想好想嫁给像朴信阳的人~~~            
(2星)	 虽然非常喜欢朴信阳，但是女主角在里面有点唯唯诺诺的感觉，不喜欢            
(3星)	 女主角很有气质            
(3星)	 巴黎恋人            
(5星)	 不看一定会后悔            
(NA)	 喜欢让人轻松的一切            
(5星)	 看了蛮多遍　　却任然还想再看一遍　　哈哈！            
(4星)	 迄今为止，我最钟爱的韩剧。            
(NA)	 华丽的场景和服装造型.            
(NA)	 read it over third at least,have learned off it lines            
(3星)	 又一个灰姑娘的梦            
(NA)	 电视放过的..顺便看了哈的...            
(2星)	 有点印象            
(NA)	 东健,帅哥,可惜那个女的好象不怎么喜欢他            
(NA)	 怎么说，不是我喜欢的类型            
(4星)	 哈哈大叔！            
(NA)	 同样是灰姑娘的故事，同样完美的结局。剧中的大龄女青年，善良而且有一双爱笑也爱哭的眼睛，她被两个优秀的男人爱着，也在爱与被爱之中痛苦难过。为了自己的爱，她不忍心伤害爱她的人，却不想贪心地享受别人的付出，果断地拒绝；为了自己的爱，她勇敢执著，坚信真爱无敌，面对压力和阻碍，她承受着痛苦也咬牙坚持！最后他们幸福地走到了一起！因为是真爱，所以一切都值得！            
(4星)	 麻雀变凤凰式的老套子            
(3星)	 ..            
(3星)	 n个电台放过了都            
(3星)	 女主角的皮肤真差也不好看            
(3星)	 金正恩整容过分了            
(3星)	 看到一半兴趣骤减～            
(NA)	 童话爱情            
(3星)	 不怎么喜欢里面的人不过还是跟着电视看了大半～～            
(NA)	 邂逅巴黎            
(5星)	 这是我最喜欢的韩剧 喜欢傻傻的男主角 当然,最喜欢的是女主角了,喜欢她面对爱情的勇敢,为爱情的付出. 这是让我很感动的剧集.            
(3星)	 男女主角太丑            
(5星)	 老套的三角恋（……或者是四角恋？）但是韩国人的唯美和巴黎的浪漫，让它成为了一部还不错的电视剧。总之，我喜欢。            
(5星)	 我本来就是的俗人嘛            
(4星)	 喜欢她的那句，求你让我发大财！            
(4星)	 两位男士真的都是很优秀啊！            
(4星)	 最后不太明白            
(4星)	 其实书写的不错            
(4星)	 很激励人            
(5星)	 坚持            
(3星)	 还ＯＫ啦...但记得那时才看完李东健演的新娘18岁，超不习惯他在这部里的忧郁压抑的角色。            
