http://movie.douban.com/subject/6110548/	对我说谎试试 내게 거짓말을 해봐
(4星)	 前几集的搞笑剧情比较好玩，后面就是感情戏了。不过吴允珠的打扮倒是深得我心。            
(3星)	 完美男人好么！理想型得太假了！理想型得好口水~~花痴鸟！！！            
(4星)	 看了这部剧，搞了个棒子机，还喜欢上尹恩惠的发型！            
(3星)	 社长大叔遇上脱线女 当搞笑看看还不错啦~            
(3星)	 尹恩惠的穿衣搭配            
(4星)	 近期看过的韩剧里面算好看的，情节还算正常。。。            
(2星)	 男主的声音不好听 我可是声控            
(5星)	 恩惠穿衣打扮可以参考，辛德瑞拉的故事在继续着就算了……男主可不可以不要那么帅那么有品那么有钱……            
(4星)	 我觉得姜叔的演技真的需要提高了，有点儿做了，总感觉很刻意的在耍帅。            
(5星)	 尹恩惠还是不错滴            
(3星)	 俗套的剧情+我爱的尹恩惠~            
(2星)	 纯粹为了看尹恩惠的穿着            
(4星)	 尹恩惠  我多喜欢这个女人的。从《宫》开始            
(NA)	 尹恩惠现在那个皮肤啊。。。发质惨不忍睹了            
(3星)	 尹恩惠好看好看好看，你还记得金钟国吗。诶……。            
(3星)	 尹恩惠啊 喜欢里面的衣服            
(1星)	 前几集还比较搞笑，后面没意思。            
(3星)	 生活需要韩剧            
(3星)	 恩惠xi。。。            
(1星)	 看第一集就看不下去了            
(4星)	 剧情还能看得下去。但尹恩惠不漂亮，特别是那两颗大板牙超级难看，气质还挺土的。这个角色适合李多海演，人漂亮，天生就带喜感。            
(3星)	 小秘书很萌的……            
(5星)	 姜GG把帅气优雅的玄社长诠释得很出色哦，尹MM也蛮可爱滴。            
(4星)	 男主的秘书。。萌翻我了。。            
(3星)	 大龄女生阴差阳错遇到真命天子，看来脸皮的加厚是关键。            
(3星)	 越往后越难看。。尹恩惠倒是越往后越瘦            
(NA)	 谎言成就了一段爱情，深爱他无法撒谎            
(NA)	 不怎么好看，秘书好可爱~~            
(3星)	 慢是慢了点。。。            
(3星)	 既弱又雷。            
(2星)	 男主西装上永远出现的小花………… 你不知道卖萌很可耻么            
(4星)	 成俊好帅啊            
(4星)	 就是，典型的灰姑娘爱情故事~            
(4星)	 喜歡尹恩惠！衣服也很好看！            
(1星)	 编剧很重要            
(3星)	 男主角的声音太不好听了。尹恩惠我喜欢～ 看韩剧就是心情不好的时候最适合了。            
(3星)	 尹恩惠的衣服都很好看。其他，无感。            
(NA)	 男一号好像尔康有没有XDDDDD            
(NA)	 难看            
(2星)	 感情发生得莫名其妙啊            
(3星)	 尹恩惠的形象很讨人喜欢            
(2星)	 配乐和剧本仿佛还是有才华的。拍摄太潦草，演员太囧。            
(3星)	 这部剧真的很无趣，但是姜志焕摇可乐瓶的样子真的好好笑。            
(3星)	 还是被感动了。不过这种剧情，为了面子而作出那么多无聊的事，随后再为这些无聊的事付出惨痛的代价，又莫名其妙获得了平反。最后，两人成就成了吧，姑姑也应允了，却还要摆摆标金。这种剧情真的是蛮狗血的，编剧是怎么想的呀？汗。。            
(2星)	 剧情好狗血。。            
(3星)	 好喜欢尹恩惠。            
(1星)	 纯属泡面剧。。            
(3星)	 前面还行。后面一般。整体无厘头。            
(2星)	 完全没情节            
(4星)	 就冲尹恩惠            
(2星)	 姜志焕不来电            
(4星)	 16集的韩剧真少见啊，居然没有节外生枝的演男二如何想追女一的。男一的西装穿得太有型了！跟妈妈看的电视剧，度过了生日的夜晚，也算是纪念意义了吧            
(2星)	 太扯了，看不下去            
(3星)	 开始还好,后面就一般了,服饰也一般            
(4星)	 很有爱~            
(4星)	 没看过韩剧的我直接就看栽了。。。一夜没睡啊没睡啊没睡啊！！！！熬着看完了！！！！！            
(3星)	 前10集还行，后面就完全韩剧的老套到不行的情节，15集没看完，弃。            
(NA)	 尹恩惠越来越可爱了            
(4星)	 为了每天看这个都要提前好好学习！.......            
(4星)	 反正韩剧基本上都是用来花痴的，剧情简单老套也没关系啊，重点是尹恩惠还是那么可爱啊，嘎嘎            
(3星)	 後面比較好看 前面不知道在幹嘛= =。恩惠該試試拓展戲路了。            
(NA)	 女猪脚的衣服啥品牌，挺好看的。。            
(4星)	 又是一个灰姑娘的故事，可惜现实中缺的不是灰姑娘，而是精灵婆婆             
(NA)	 对我说谎试试            
(3星)	 我承认这部剧我没看开头没看结局——大概一共看了一半？不到一半？记不住了，但是感觉一般呢，反正也还没开始下载，弃吧。            
(3星)	 有佳句而无佳篇。看到豆友的评论：男主的严肃与无厘头之间的转换，让人无所适从。——不过我就是爱幼稚的熟男。            
(3星)	 就这样 一般般。            
(4星)	 韩剧偶尔,看看挺开心的,男主角有点韩版张家辉啊,不过为啥比张帅多了且比较有味道呢?他弟弟也不错啦.            
(4星)	 恩惠演的越来越好了 编剧脑残。。。            
(2星)	 后面就变得很没有意思了            
(3星)	 最后那三集就是为了拖时间么= =            
(4星)	 真的是冲着恩惠来的。男一男二都让外貌协会失望了。。。。。剧情老套。            
(NA)	 小江看着多不要下班了 所以我也看看呗  非韩文OST有主意到 虽然 有那个背背背 囧            
(4星)	 前半段五星后半段三星            
(2星)	 我还是一个会看偶像剧的人那！            
(4星)	 正太小秘真有爱~~            
(3星)	 算是“婚姻幸福”的宣传片            
(3星)	 各种鸡肋！不和谐！            
(3星)	 生平第一次追韩剧的说            
(3星)	 虽然剧情很脑残，可是~我还是想说~韩剧里的男主角总是对女主角有那么包容，执着，热烈的爱啊~仿佛任何阻碍 难题都无法阻挡~~（愁            
(4星)	 哈哈哈。不知道为什么突然觉得这个电视还阔以。哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈            
(4星)	 还不错。。            
(3星)	 看到12，我已经尽力了，偶尔看一部韩剧，发现剧情跟三年前没有多大差别            
(3星)	 男2 的戏少到可以做跑龙套了 桑心 后面看不下去了 有点无脑            
(3星)	 789集比较好看，后面就大俗套了。男一男二都死难看，还是小秘书可爱。最爱尹恩惠抱着老爸狂哭那段：今年的花谢了，明年还会开，可是，属于我的花，没有了啊没有了…… 可乐之吻那段也很有趣            
(4星)	 缺了點兒甚麼。但不知道是甚麼。            
(2星)	 真心不好看……老套的情节设定……男主的演技不错。男主的助理照着曾少宗整的一张脸。男主的前任照着江一燕整的一张脸。鉴定完毕。            
(NA)	 坚持了好久还是看不下去。            
(3星)	 越看越想快进            
(3星)	 无聊            
(3星)	 编剧太烂~            
(2星)	 我Ｘ你妹哦，本来好好的，最后一集把我弄得吐血，好吧，我承认编剧确实以为看的人都是傻Ｘ            
(3星)	 一开始还蛮清新的 好景不长 很快换了个编剧 之后每一集都像恶俗的方向坚实地踏出了一大步。。。            
(NA)	 韩国这种16集偶像剧都一个模式            
(3星)	 后面越来越不好看。。。            
(2星)	 烂阿烂。            
(3星)	 我就是想问问，那个男演员跟马景涛是同门师兄弟么？            
(3星)	 哎~总体来说伊恩惠演技不错的。男主角的大叔气质也不错的。就是后面纠结的情节又回到韩剧常有的老套剧情了。。。哎。。。。。。还是前9集好看。男女主角儿单纯的爱情。加入女2和男2的爱情后的情节就是大家都懂的情节了。。。哎。。。韩剧看多了的通病吧            
(2星)	 韩剧真是老套路，真没什么意思            
(3星)	 俗套的剧情 么什么特别出彩的地方            
(2星)	 正统人设，各种酱油帝。            
(NA)	 见过这么帅还可爱的小秘书木有？！            
(4星)	 时过情迁 这个世界很残忍            
(NA)	 …            
(3星)	 诶。年纪大了。果真看不了韩剧啊            
(2星)	 虽然本来就是当消遣看的 但是这一部无聊到我连消遣都想消遣 太无聊了吧也            
(1星)	 真特妈难看，都不知道自己是凭借着怎样的毅力追下来的==除了尹恩惠和姜志焕的湿吻以外，此片一无是处...            
(3星)	 冲女主角看的，剧情有点儿扯⋯⋯大部分情节快近处理，小部分情节又重温了下            
(2星)	 最爱摇可乐！！！剧情老套。            
(4星)	 纯粹的爆米花肥皂剧。嘛。。。虽然很欢乐。。。            
(3星)	 有钱就没有做不到。。。。            
(2星)	 如果真想看就跳着看，实在太浪费时间了。            
(4星)	 两个好演员，不给力的剧本，但总的来说，还是挺好看的。            
(3星)	 看完之后决定把四星再改成三星 浪费我感情            
(3星)	 小秘书好萌~            
(3星)	 本来想给4星。。。看到后来又开始绕啊绕的就减一星= =            
(3星)	 在我生病挂点滴的苦逼日子里  是你治愈了我  谢谢 - -            
(3星)	 10集，不追了，越看越看不懂，男主没意思。喜欢女主和男二又怎样？            
(3星)	 我是有多无聊。。用两天把16集看完了。。            
(3星)	 其实挺没意思的            
(3星)	 呜啊，两个都算我认识还不错的演员，为毛剧本这么脑残啊？？剧本啊烂透了，到底是哪个呆瓜编剧啊？女人的自尊心啊…不过这剧中的说的普通话真囧啊，像谷歌说的一样。。。我觉得应该是瞄准中国市场准备出口鸟。以前那些韩剧里都是和日本合作滴，现在换china鸟。我都不知道为什么坚持看下去啊！            
(3星)	 第三集来自上海的全先生说，在我的故乡也有这样的海。。。当时我就凌乱了。。。胖友弄南汇宁啊。。。            
(5星)	 我想说~男二好像玉泽演....秘书很可爱~            
(3星)	 很喜欢尹恩惠~  男一好难看。。比较喜欢男二。。後半部分太扯蛋了！！            
