http://movie.douban.com/subject/2154096/	士兵突击
(NA)	 班长啊……班长啊……            
(5星)	 至今为止，我个人看到过的最好的电视剧！            
(5星)	 同人！搞笑！感动！激励！            
(1星)	 搞不懂为什么豆瓣er这么喜欢，令我对豆瓣er的档次没有信心了            
(5星)	 小城，小今，缠绵悱恻的一段爱情故事。            
(5星)	 中！！！            
(5星)	 男人！            
(5星)	 典型的中国男人剧！粉好～ 粉强大～            
(5星)	 啥也不说了，军事电视剧之最            
(5星)	 很想坚持做什么事儿            
(NA)	 JQ无处不在!吴哲大好!!!            
(3星)	 比较喜欢袁朗。。。            
(5星)	 最纯粹的感情与感动            
(5星)	 姐姐们说嫁人就要嫁许三多那样滴~~~            
(5星)	 我喜欢的电视剧不多啊，我爱连长！            
(5星)	 励志剧            
(5星)	 &#34;好好活就是做有意义的事,有意义的事就是好好活.&#34;            
(NA)	 喜欢            
(4星)	 生活,事业,心态,挫折.            
(NA)	 不抛弃，不放弃            
(3星)	 貌似最近很红的            
(NA)	 看不下去了，维持到16集            
(NA)	 军中真有像许三多这号动物么？不过挺感人倒是真的——看之前兵真不是人当的。生活就是解决问题，我也得找到自己——看之后            
(5星)	 中国j家。。。但是更有魅力。。。            
(NA)	 很好很强大，我爱老七啊。            
(5星)	 让我和乔想起我们的高一七班，哭得死去活来。            
(NA)	 08.2.21            
(5星)	 so good~!            
(5星)	 太喜欢，太喜欢····真的是太喜欢拉！！！            
(3星)	 忘了            
(5星)	 经典~我爱袁朗！            
(5星)	 把他给我拉出去毙了！            
(5星)	 不抛弃,不放弃!            
(5星)	 难得的电视剧。喜欢里面的很多人物：木讷真诚的许三多、敢于直面自我的成才、冷峻却富于情感的老A袁朗、热情善良的班长史今、聪明的研究生吴哲、很男人的连长高城……            
(5星)	 史班长——萌就一个字，我就说一次            
(5星)	 太赞啦!!!!!很男人            
(5星)	 看了很多遍，翻来覆去的看。完美的人际关系。。。            
(5星)	 不知道现实中怎样，聪明人有聪明活法，笨人有笨活法，乍看来是挺有道理的。两条不同的路，未必就是聪明人走到前头。或许可以说，聪明人就是知道自己比别人笨在哪里，反之亦然。            
(5星)	 段段~~            
(5星)	 有那么点荡气回肠            
(5星)	 常相守是一种考验。随时随地。一生。            
(NA)	 连长才真是许三多吧。。。袁朗呢，更像以前访谈里和那个谁一个班的中戏的段奕宏            
(5星)	 有意义就是好好活，好好活就是做有意义的事！            
(5星)	 不止好！            
(NA)	 嫁连长！让班长班副为我终生不娶！            
(5星)	 震撼            
(NA)	 不抛弃，不放弃            
(5星)	 萌翻了。。。            
(NA)	 我对中国军队题材不太感兴趣，不管它有多么的特别            
(4星)	 中国的热血和励志题材只能从军旅发挥            
(5星)	 不放弃  不抛弃            
(5星)	 好!            
(NA)	 男子气概            
(5星)	 青春的热血喷张我们正年轻 我们在路上            
(4星)	 TvT..我靠!!!!!!!!!!袁队!!您这是要萌死老子吗!!您就一国产剧男配角还不是一号二号您有必要萌到这地步嘛!!!有必要这么逼着我爬墙嘛!!!!7爷您迅速的把厮一口吃了八!!!要不您被厮一口吃了八!!快快快麻利儿的!!            
(5星)	 塑造自我的突击.            
(5星)	 我爱袁朗！！！！            
(5星)	 热血青春            
(5星)	 许木木~~~~~~~~~~            
(5星)	 三多，好样的。            
(5星)	 绿叶远比红花耀眼            
(5星)	 不抛弃,不放弃,我想我魔障了.            
(5星)	 狂迷狂迷狂迷            
(NA)	 电视剧 大陆            
(5星)	 多么好的片子，没有女人，只有男人间同志间战友间伟大的情感，持续yy有利身心健康            
(4星)	 不知道说什么好 反正就是好            
(NA)	 你说非常好，看看吧。好的，我会看的，因为你说好。            
(4星)	 看一半看不下去了            
(5星)	 只有男人的片子。不抛弃，不放弃。奋斗才会有的人生。            
(4星)	 能看了魔障到不吃不喝，却越来越感觉到精气神的电视剧！            
(5星)	 看第一集就套大了．            
(5星)	 不是实在，事情就该这样，该怎么样做就怎么做，人简单点儿多好            
(5星)	 全是搞笑爷们            
(NA)	 说实话看了没多大感触。。。            
(NA)	 我喜欢高城            
(4星)	 我并没有看第二遍的习惯，不知有些人是怎么想的。当然，戏还是值得推荐的，起码能让人接着看下去。            
(NA)	 在看            
(4星)	 这是一部男人的戏。许多人从史今退伍开始不爱看的，从元朗出现开始惊喜的，伴随连长嬉笑怒骂的。我是从三多从五班调回三班开始觉得没劲的。            
(4星)	 兵王是如何练成的            
(4星)	 认真生活,做有意义的事情.可惜是理想主义境界。哲学家，脾气可爱的看起来变态的大好人。很多很多渐渐就会明白的道理.为什么放弃,因为战场上没有这么完美.为什么踩碎别人的梦想与希望,因为需要在最绝望的时候做出最大的努力.聪明的人反而不能成功,因为想太多计算太多,太患得患失,迷茫也就更多,路也更长更曲折.            
(5星)	 简单来说就是...牛。真牛。无比牛。p.s. 连长啊...连长啊...连长啊...嗷嗷~~            
(NA)	 啊没辙，直接被袁朗迷住了．．．．            
(NA)	 有人叫我去看的..            
(5星)	 让人有强烈的参军欲望，尤其是加入特种部队，这是信仰和理想的吸引            
(5星)	 袁朗，你就从了哀家吧。            
(5星)	 中国最喜欢的电视剧，老康的。            
(4星)	 我喜欢 武六一            
(5星)	 难得也要追一回潮流            
(4星)	 不放弃不抛弃。如果这六字真有意义。            
(5星)	 什么钝感，根本就是傻么......            
(NA)	 当这个社会被“色男”冲击着的时候，还要有《士兵突击》拯救了我。            
(5星)	 不抛弃，不放弃伟大的作品，印证时代，记载变迁。            
(5星)	 喜欢            
(5星)	 从心里开出花            
(NA)	 一天半看完的，带劲，特别是里面的几个人特帅。袁朗、史今            
(5星)	 这是个男人的世界            
(5星)	 哎呀妈呀~太好看了~太喜欢了!            
(5星)	 中国大陆最佳连续剧,励志偶像剧的典范！            
(5星)	 没看完，头尾都没看            
(5星)	 做有意义的事。            
(NA)	 这是我最近看完的不多的电视剧之一            
(NA)	 对白            
(5星)	 怎么还有电视剧？            
(5星)	 火星冇女仔。            
(5星)	 国产电视剧成就男性角色最多            
(NA)	 不是一个感动，励志，能概括的。兰小龙说每个人都应该找到自己的自由。赞同。在剧本里，他也是这么写的。一定要在寒假里再看一遍            
(5星)	 &#34;日子就是问题叠着问题&#34;            
(5星)	 我喜欢袁朗            
(5星)	 话都让人说完了。            
(5星)	 超级赞！            
(4星)	 一晚一集            
(4星)	 不错的片子            
(NA)	 不用多说了吧~            
(5星)	 小心别让日子把你们给混了            
(5星)	 也成“兵”迷了 有个乌托邦总比没有好            
(4星)	 不知道该给什么标签。除了许三多以外，其他角色都挺喜欢，尤其史今。不信有这么傻的人，尤其不信这么傻的人还有这么好的运气，能被欣赏，能被提拔，能有那么铁的哥们，不信。            
(NA)	 震撼，喜欢，很喜欢···            
(5星)	 基情四射钢七连。            
(5星)	 很棒            
(5星)	 动容            
(NA)	 非常好            
(5星)	 今天刚刚看完，很感动            
(3星)	 最后几集没看，没兴趣看下去了            
(4星)	 561，袁朗，吴哲，高城，史今...排名不分先后            
(NA)	 有中国气派，有内涵            
(4星)	 中国大陆            
(5星)	 一部令我感触颇多的电视剧            
(4星)	 也许是军校毕业的缘故，哭的心疼            
(5星)	 成人的童话，久违的男人血性            
(5星)	 &#39;只&#39;打了五星中是因为我不喜欢许三多.            
(5星)	 竟然看哭了～            
(5星)	 看了五集感觉不错            
(5星)	 士兵突击是07中国大陆电视剧的一个里程碑式的剧集。看第一集，就发现它与众不同的地方，非常真实。在过去都是教条式的英雄剧里，它显得很特别，于是，这种类似邪典的电视剧，在07异军突起。成为男人女人都爱看的剧集。            
