http://movie.douban.com/subject/1764730/	浪漫满屋 풀하우스
(4星)	 壮妞儿  这个我也看过哟~            
(5星)	 rain            
(4星)	 我妈都爱看。说明每个女人骨子里都喜欢浪漫啊~            
(4星)	 我记得有一场是rain站在窗子前面的全身镜头，霎时间我明白了什么叫黄金分割。            
(4星)	 算是好看的剧            
(5星)	 欢乐啊欢乐            
(5星)	 最初喜欢RAIN的原因~            
(5星)	 喜欢            
(3星)	 不知道看过了几次，啥语言的都有了～            
(3星)	 其实还蛮好看啦            
(3星)	 不爱看，但跟着各地地方台看完了。            
(4星)	 以前好喜欢看的            
(4星)	 感动少了点，喜剧，很喜欢乔妹子，RAIN很可爱            
(4星)	 我想有一间自己的大房子、然后我们一起吃早饭、周末一起打扫卫生、只要和你在一起、            
(1星)	 一星给宋慧乔的美貌……            
(4星)	 想當年我還yy過rain和宋慧喬。。            
(5星)	 我觉得是我能接受的为数不多的韩剧之一            
(3星)	 在RAIN莫名其妙红了很多年后我才看的这部电视剧。要不是宋慧乔。我估计我就弃剧了。不过我喜欢男二号。哎呀呀。好多电视剧我都喜欢男二号啊。            
(3星)	 消遣泡泡剧            
(4星)	 韩剧的经典，百看不厌~            
(4星)	 宋慧乔好漂亮！！！！妈妈也喜欢的韩剧~~            
(4星)	 话说我当时还是觉得很温馨浪漫滴~            
(3星)	 这片被多少电视台轮过啊，疲劳轰炸的结果就是Rain的小咪咪眼都能恍惚成几分帅气            
(3星)	 我喜欢宋慧乔            
(5星)	 可爱的要命            
(4星)	 好像那时候开始喜欢宋慧乔 -V-            
(4星)	 很久以前看的 反正那时候挺喜欢的            
(4星)	 我爸喜欢宋慧乔！！            
(NA)	 哟哟哟            
(4星)	 还买盘看            
(4星)	 宋慧乔的婚纱愈发显现了她短短的小腿。            
(4星)	 我总脚着宋妹妹赶的时候特别好，蓝色生死恋算是韩剧悲情系码的代表作，浪漫满屋之后韩剧都变欢乐了，而且男女主特别喜欢签个协议，从吵吵闹闹中萌发爱情的小苗苗~            
(4星)	 乔姐惊艳嘛~            
(4星)	 宋慧乔经典之一=。=            
(4星)	None
(3星)	 still被迫陪着猫娘看的            
(NA)	 我最待见的一部韩剧            
(5星)	 高一            
(NA)	 雨长得很难看 凸            
(2星)	 真心不喜欢 rain好丑            
(NA)	 哈？不是很喜欢看呢。。。            
(4星)	 一改韩剧一贯慢得无法忍受的节奏的印象。            
(4星)	 大学时四个男的窝宿舍里看            
(4星)	 巨蟹配天蝎~            
(3星)	 其实，我就是喜欢宋慧乔····            
(2星)	 最看不下去的韩剧之首            
(5星)	 很好看很好看啦            
(1星)	None
(4星)	 励志啊。            
(4星)	 那种霸气的男人孩子气起来什么的最有爱了~            
(2星)	 那时还是小清新好咩！况且况且况 宋慧乔笑起来肉肉的很可爱！            
(5星)	 不解释            
(4星)	 好剧。虽然我不是很爱。            
(5星)	 这个15岁时看的。我脚得其实当时看来还不错            
(5星)	 宋MM很可爱，RAIN你还能再别扭一点吗            
(4星)	 三只小熊            
(4星)	 最爱吖Rain笑起来皮皮の样子哈~ 太可爱了！            
(2星)	 沒意思,主角不吸引我.沒看下去.            
(NA)	 延边卫视正在播出~还是原音思米达~是不是因为延边人民是朝鲜族阿鲁~=O=            
(4星)	 小时候喜欢            
(NA)	 看过的韩国片远不及日本的多啊            
(5星)	 我妈看了有3遍以上。。。            
(NA)	 RAIN真的太恶了            
(4星)	 还行吧，好像是我看的第一部韩剧            
(4星)	 原声好听，乔姐好看            
(3星)	 rain好难看            
(4星)	 只看乔妹啊            
(5星)	 韩剧还是拍这样清新自然的好些。            
(3星)	 看宋慧乔的。喜欢命运            
(5星)	 韩剧的轻喜风格由此诞生，定位找准了，什么都好办。            
(5星)	 宋慧乔！！！            
(3星)	 看过的为数不多的韩剧            
(4星)	 经典            
(4星)	 韩剧里是不是没有如此欢快的呢，生病期间和老妈看的            
(3星)	 乔妹妹            
(4星)	 唯一看完的            
(5星)	 脑残粉路过！            
(5星)	 花了一个白天和晚上以及凌晨又重温了一遍。想念夏天。            
(5星)	 很少看韩剧，不过这部差不多是最喜欢的            
(4星)	 Rain超萌的笑+美美的乔MM            
(3星)	 播了多少遍我都没看完。            
(5星)	 泡剧            
(5星)	 观看的过程是痛苦的，但确实是一部好剧啊……            
(5星)	 超级喜欢饭桶之说            
(4星)	 喜欢宋慧乔 哎 姐弟恋            
(NA)	 年少无知..还喜欢了一段时间男主..            
(4星)	 N年前看过的产物，突然想起来 =o=             
(4星)	 后来好拖沓            
(NA)	 那时候无所谓俗套神马的            
(3星)	 孤男寡女独处一屋。。。不牵个小手对个小眼神擦出个爱的小火花才怪！！！            
(3星)	 我妈爱看……            
(4星)	 年轻的时候，看这部片很欢乐。            
(3星)	 看了一办 后半部分 男猪喜欢女主了 就不怎么待见            
(5星)	 韩剧之先祖啊             
(3星)	 乔妹。唉。都想变成妳。。            
(3星)	 个人讨厌。            
(2星)	 那几部含具的配音都出自同一波人，把癌症说成炎症的那一波            
(5星)	 太喜欢 不解释            
(NA)	 被看了            
(3星)	 还是挺好看的            
(4星)	 浪漫，满屋。            
(4星)	 前面好看            
(3星)	 演员漂亮。宋脸好看，RAIN身材好看。            
(5星)	 好吧，这个真的很棒。            
(4星)	 宋慧乔，你那么美            
(4星)	 超级经典的韩剧~            
(3星)	 是一部看得还算完整的韩剧            
(4星)	 想起大学一起看韩剧而逃课的日子            
(5星)	 相对而言 这部片子 不太纠结以前各地卫视都是不断重复播放 所以也都是一致断断续续的看 终于连贯的吧所有都看完了  太经典了 宋慧乔啊 rain居然有这么可爱  那个一脸无辜的表情太贴切了            
(3星)	 超拖沓            
(5星)	 高中毕业的后韩剧盛宴。            
(5星)	 我看过的唯一从头至尾的韩剧，觉得好浪漫            
(NA)	 我居然看过.我脑子进水了我            
(3星)	 这个感觉不多。。。            
(5星)	 rain在这里好可爱 尤其是最后从宋慧乔被子里 钻出来的时候 啊。。。            
(NA)	 电视那样子的不停的播，于是无可避免的看过了。            
(NA)	 俗的典范            
(4星)	 如今知道现实的分量还是很重很重的……            
(4星)	 没有恶毒的女2，没有绝症，没有车祸，可爱的一对，俺要求不高，这挺好。            
(3星)	 既然说看了一个，不如把我所有看过的韩剧都写上（2）            
(3星)	 原来我年轻时还看过这个....哎...高中哪..年轻呀            
(3星)	 又是跟我娘一起看的             
(4星)	 单纯觉得这两人很配            
(NA)	 经典韩剧            
(3星)	 一点木有觉得宋慧乔好看。。。。。            
(5星)	 FullHouse、你予我多少忘却的回忆、            
(5星)	 好吧 我承認TVB播的那段時間超迷rain的 哈哈            
(3星)	 比较成功的韩剧            
(5星)	 Rain            
(3星)	 当时电视播的时候觉得好看，两个人像大孩子。            
(4星)	 对吧，我还是大笑过的            
(NA)	 高三看到被老师骂的偶像剧            
(4星)	 不知为何过了这么多年，记得唯一的话，是韩智恩说，“你，由我来守护”。            
(3星)	 ····            
(5星)	 剧情6了点~            
(4星)	 宋慧乔太漂亮了，必须给四星。。。            
(4星)	 好看 三只熊            
(4星)	 我更喜欢男二~            
(4星)	 我记得，常常是电视放到哪里我就看到哪里；一起来无理取闹也好            
(4星)	 俗套的故事，美丽的宋慧乔MM。            
(NA)	 大飞会很喜欢            
(4星)	 你懂的 经典之作呀            
(5星)	 唯一一部喜欢的韩剧……            
(4星)	 哎，多少年前了。            
(4星)	 韩剧转折之作 当年被R迷得死去活来            
(5星)	 乔妹真是相当当的惹人爱~            
(3星)	 额……            
(4星)	 几年前            
(3星)	 宋慧乔还是瘦一点好看 =w=&#34;（←被踢飞……）《情定大饭店》里太肉了撒 &gt;&lt;《秋天的童话》里也很丰满 =3=（偶就不待见Rain～所以给了三星 囧）话说偶妈对韩剧的热情比偶高很多 |||            
(4星)	 当年的经典呀~~ 乔妹~~~~~~~~  一扑哒~~~            
(NA)	 早了的…还不错拉            
(4星)	 它让我也知道了 怎样的女生才会让人爱才会反败为胜。            
(4星)	 初中三年级，在《斗鱼》看完之后，我们开始看这个。姜彤同学真是造福天下的好同学。            
(NA)	 好久以前看过的，话说小的时候            
(NA)	 因为这片子，专门去学了很长时间的韩语，发了疯的我的小头脑            
(5星)	 除了这个片子，我不喜欢rain了            
(4星)	 服装比剧情好看            
(5星)	 台词我都能背下来。            
(4星)	 很少看韩剧 这是看过之一 虽然有点久了 不过还是很喜欢两位主角在里面的表演 RAIN真的很可爱            
(3星)	 其实我看不大懂，明明都说了真心话，为何男女主角还是要分开，然后牵牵绊绊~~~~哇，看不懂看不懂            
(1星)	 看了2集，女主角实在太愚蠢且没有自知之明。男主角收留她，做事还唉声叹气，学不会聪明，整个大妈样。不想再看下去，女主角实在没药救的感觉很严重。现实中真有这种白痴女吗？不能理解。            
(4星)	 高三的新年 纪念一下            
(4星)	 没有完整看过，暑假好多台都放，顺便看看，rain的性格啊，真是可爱。            
