http://movie.douban.com/subject/2997325/	我的团长我的团
(5星)	 强            
(4星)	 灰色压抑的片子，流着眼泪却笑着看完的电视剧。            
(5星)	 男人的主角戏            
(4星)	 只能说还不错，演员们都是我喜欢的，感觉没有《士兵突击》演的精彩            
(1星)	 太烂了            
(5星)	 不看不是男人啊...            
(5星)	 09.8.9演员演的好，剧本题材新颖，一部好电视剧。太喜欢像龙文章这样的领导了，哈哈，嘻哈吵闹间体现真兄弟情义。有好几处看的我有种触电的感觉，很爽。9分            
(5星)	 有点抽象            
(2星)	 别扭，别扭            
(4星)	 男人戏，让人明白在逆境中，精神和理想是最重要的。            
(5星)	 很震撼，很好            
(4星)	 你要让我来啊,谁tm不愿意来            
(5星)	 好看　非常的　又幽默            
(4星)	 能看得出编剧的良苦用心，他试图去说明一个深刻的问题，一个不少人不敢提及的话题，只是，限制太多了，节奏太慢了，抛去“士兵突击2”的炒作，这部戏的受众还是少数            
(4星)	 还行            
(NA)	 看了还想看，尽管结尾不太满意            
(5星)	 懂了很多，谢谢            
(NA)	 看的我迷瞪的              
(4星)	 一群瘪犊子的情深深雨蒙蒙。像小品剧，哪有功夫打仗啊。还有内个烦啦嘴可真损〜〜〜            
(4星)	 龙文章太过了            
(NA)	 王大治捐献《团长》主创签名纪念T恤义拍，义拍款项将全部用于幸福时光希望二小的建设，欢迎有兴趣的朋友关注。http://tieba.baidu.com/f?kz=607612832            
(3星)	 炒作的太厉害 看起来很难懂 拍的很辛苦 效果不怎么样 属于吃力不讨好一类的片子            
(5星)	 沸血            
(5星)	 事情该有的样子            
(4星)	 就是逃脱不了这些人们啊啊啊啊……扑到            
(NA)	 还是不错的正面描写国军抗战            
(5星)	 我们都是历史的炮灰……            
(4星)	 是这个电视剧让我知道了国军远征军的故事，真相是不能被淹没的~            
(5星)	 其实叙事很好很成功～只不过因为一场抢播大战，毁了一部可以好好欣赏的片～            
(3星)	 看过一部分，看不下去，太意识了。。太抽象了。。连我不熟悉那段历史的都知道。。太扯了。。。不过演员我都喜欢就忍着看了些，最后觉得，还是看别的吧            
(5星)	 25-和尚出场：统一战线万岁（扔出假手榴弹）            
(4星)	 剪掉冗长的对话会更经典。。。            
(5星)	 这是一个疯狂的故事，我被深深感动....            
(4星)	 不浮躁，耐心点，你就能品出它的珍贵与不寻常。            
(5星)	 哭抽了            
(2星)	 看了这个片之后再看刺陵，有一种打了预防针的感觉            
(3星)	 完全是冲着邢师座去的，咬牙看完全集。            
(NA)	 中国男人            
(NA)	 好的不得了            
(NA)	 我一宿看完的电诗剧。我喜欢那个四川妓女，不是因为高挑美丽，是时代，是命运，是造就，是没有结果的结果1            
(2星)	 失望到死            
(4星)	 一部真实版的销售教科书            
(NA)	 我的特性吧。。比较偏重战争题材的啊             
(5星)	 看完这部电视剧　让我哭的像个女孩子的同时学会了如何做男人．            
(NA)	 只看了一半 后面一半不知道什么时候看完~            
(4星)	 到后面就太假了，而且根本就不是杜聿明的部队么            
(4星)	 在没有耽美的日子里,啦啦啦            
(4星)	 我的袍泽兄弟            
(3星)	 期待过高，不自觉与士兵相比。            
(5星)	 好            
(3星)	 团长里面的死啦死啦太过火了，后来看不下去了。还是书里比较合适            
(5星)	 我最喜欢的小太爷的片子            
(5星)	 比士兵突击更加男人的男人戏，了解了中缅边境上的抗日战争，客观地表现了国军在那场战争中的作为（炮灰团严格上还是属于国军的）            
(2星)	 我觉得吧，这么久都没有让我继续看的欲望，这剧离烂片也就没多少距离了。            
(5星)	 基情四射            
(5星)	 不是无聊才看两遍的            
(5星)	 喜欢的风格，国军有性格            
(3星)	 打仗的士兵说话跟书生一样            
(4星)	 喜欢不辣 喜欢迷龙            
(NA)	 你要让我来呀，谁他妈不愿意来。哪个犊子才不愿意来呀。            
(4星)	 不错            
(5星)	 已经不可能再消遣了哪怕从来都拿电视剧消遣OTZ            
(3星)	 唯一一部使我失去耐性的强片！            
(5星)	 比中国兄弟连真实            
(5星)	 一段几乎不被记忆的历史，用一种诙谐幽默的语言方式记叙表达的战争历程。。。。            
(4星)	 一听见枪声我脑袋就疼虽然一直在死人，但从未像豆饼死的时候心里那么难受。            
(4星)	 中国终于有这样的电视！            
(5星)	 我一口气看完的，震撼之余，也觉得太过神秘主义，缺少随和感和厚重感。。。总之，不错，很不错，期待类似的作品！！！            
(NA)	 岂曰无衣 与子同袍            
(NA)	 挺不错的，可我还是更喜欢李云龙            
(5星)	 这部戏绝对绝对应该受到更多的关注和好评，因为它真的很勇敢，在电视剧这个过于大众的娱乐形式里试图讨论战争、生命、死亡、灵魂、人性等等一系列的课题。龙文章是我见过的最富悲剧色彩的人物，他是孤独的，疲惫的，但又无法停歇的一个陀螺，他支撑着一个团，但无人支撑他            
(5星)	 康导士兵之后又一力作，虽然备受争议，不过争议大才说明红了么！            
(NA)	 不好看            
(5星)	 其实书比电视好看            
(5星)	 迄今为止认为国内最好的三部电视剧，《大宅门》、《与青春有关的日子》、《我的团长我的团》            
(NA)	 失望的电视剧，若不是有我钟爱的演员这电视剧我死活也看不到第十集以上。故事情节不够严谨，拖沓。不知道再说什么。            
(5星)	 他们想打胜仗，快想疯了～～他们很勇敢～～但也很软弱～～            
(4星)	 还不错呢            
(3星)	 看了一半就不想看了，不知道在演什么。不过历史还原做的确实不错，那些装备很真实。            
(5星)	 喜欢贫嘴。            
(3星)	 除了节奏拖沓，明显为了凑剧集而水分太大之外，没什么缺点            
(5星)	 语言很幽默，剧情很精彩，场面很壮观，喜欢它！            
(NA)	 千年没有过的溃败，被你们拯救，被你们感动，因你们而重生！            
(NA)	 不知道为什么有人抨击；有着精神力量的片子，自己会被深刻的感染。在这个缺乏精神信仰的时代，它显得比华丽时装爱情剧要有深度的多了。            
(4星)	 断断续续的看的，开始很讶异，后来很敬佩，再后来有点不忍再看，到现在也没有勇气去完整看一遍            
(3星)	 剧情有点让人费解。。。还有一些台词莫名其妙。。。            
(5星)	 因为经历过 所以感恩            
(NA)	 还不错            
(5星)	 不辣太牛逼了            
(3星)	 说实话，不太好，适合阅读，不适合观看。249估计一时写high了，老康拍的时候多收一下会更好也说不定。            
(NA)	 舅舅的描述曾让我捧腹大笑，但缺乏耐心看下去            
(5星)	 中国人爱安逸，为了安逸，死都不怕了。            
(5星)	 无言的不错            
(5星)	 旗正飘飘，马正萧萧，枪在手，刀在腰……            
(3星)	 看了一点，太拖了，想卖的贵点也不能这么干啊。            
(NA)	 一直看 一直笑看完电视疑惑甚多看小说一直看 流泪了            
(5星)	 回家不积极，脑子有问题～～            
(5星)	 一针见血的剖析了中国文化            
(5星)	 电视剧除了部分有些抽风，剧情有点拖拉，结局和书相差太远外，其他的还是不错的，呃，我绝对是褒义······喜欢所有的演员，很经典            
(5星)	 极端主义和精英主义            
(1星)	 看了几眼，演得真做作啊！看不下去！            
(5星)	 虽然后面有些拉踏，但也应该是国内这类题材怕的最好，特别是里面的军歌非常有激情！            
(3星)	 如果团长也是三十多集，也许就有潜伏的感觉了。 去掉水份多留干货，看点也还是有的，像剧里人物一样跳跃莫名其妙。第3、7、8、38看着还好，要不全剧剪成水浒式人物版挺好，师长、团长、迷龙、烦啦、 阿译...。名字好听，禅达、南天门。看全剧不如看所谓的泄露的片花。迷龙的大秧歌，机油澡后妖斗十足的炮灰，回家不积极脑子有问题，豆饼许三多，总有那么点用的阿译，袍泽兄弟。            
(4星)	 套着战争外衣的武林外传偶尔也能笑出了眼泪            
(4星)	 应该有这样一部描写战争的电视剧，尤其在中国。战争不光是振臂一呼应者云集，战争不光是谈笑间樯橹灰飞烟灭……            
(5星)	 本剧着重人物塑造...看完之后总觉得还没看完，故事内容好像简简单单，但又让人觉得不那么简单，每个人物都让人喜欢，真的喜欢，因为让人感觉都是有血有肉的活人。。。            
(NA)	 249+康师傅=坚决要顶~            
(5星)	 就是觉得他们适合在一起！            
(3星)	 终于看完。人物鲜明而情节拖沓。说不上喜欢。            
(3星)	 虽然很多硬伤，但我喜欢里面的对白。            
(5星)	 喜欢，特喜欢。看过这片喜欢上死拉死拉，不喜欢烦拉了。            
(NA)	 我可以抵挡袁朗的神秘诱惑，我可以无视周尚文的博大冷峻，却彻底败给了龙文章的妖孽猥琐，想想都囧……            
(NA)	 ＂团长＂的表演越来越炉火纯青了，赞！记住历史，记住那群最可爱的人！            
(4星)	 一个团的编制，总是只能见到几个人。            
(5星)	 被夸张放大的人物个性，是如此的真实和滋味莫名。。。。            
(3星)	 失望啊。貌似被剪了            
(4星)	 愤青之死            
(3星)	 这个电视的确不怎么样            
(4星)	 小太爷。..            
(NA)	 开始看头几集没什么感觉，越往后看越吸引我了，吸引我的是那份龙文章的那份执着、用心，以及炮灰团每个人之间的嬉笑怒骂、兄弟情深。            
(4星)	 喜欢贫的男人，不轻易将内心示人            
(4星)	 好看，方言也不错昂，值得一看            
(5星)	 今年来唯一一部能让我做电视前头等着看的。            
(5星)	 視覺角度：國民黨軍隊            
(5星)	 没看到士兵突击,但是看这剧一眼就沦陷了....            
(5星)	 我為炮灰圖高唱凱歌！            
(5星)	 台词相当经典~打算放假买本书来看            
(5星)	 看的下去是一件不容易的事情，甚至于让孟烦了找回他的魂。所以，这是一部招魂的故事。            
(NA)	 从柏杨的《异域》开始            
(NA)	 两天看完。一如既往的男人戏，一如既往的喜欢看。虽然表面装着无奇。            
(5星)	 撇开历史不谈，光是写好这么多人物就很不容易了。而且兰小龙应该是写话剧剧本出生的，语言具有戏剧色彩也是可以理解的。有时候也不要太苛刻了，除了有点长，还是一部很好看的电视剧            
(3星)	 感觉过于做作，为了深刻而深刻，反而显得肤浅。剧情过于拖沓，完全可以在25集以内把故事给讲清楚，却有连绵不绝的43集。开播前的大肆宣传造势大大抬高了人们的心理预期，所以失望是在所难免            
(NA)	 小太爷我。。。            
(4星)	 有些失望            
(5星)	 给五星是希望更多的人能够欣赏到这部电视，说真的，这部电视不仅仅是历史剧，更应该说它有种直逼人心的力量，什么是事情本来的样子？            
(NA)	 中国电视剧从来没有过的。            
(5星)	 好经典~人物鲜活节奏经凑真得很好看！~~            
(4星)	 就是略显拖沓了一些，不过能让我们关注那段历史就是它的骄傲之处            
(5星)	 如果说士兵讲的是对人自身潜力的开发，生活的态度，这些都是我们能够控制的因素。团长则是更深层次的思考，关于炮灰关于众生更多的是不可控力之下。            
(2星)	 看了5集，不行，跟士兵突击差远了。太磨叽了，感觉看着浪费时间。            
(NA)	 追着这一群人            
(5星)	 别有意味            
(3星)	 一群大男人成天坐在一起说群体相声。。            
(1星)	 烂剧一个，简直不知道编剧的人生观是怎么样的，剧情里冲满着矛盾、自私、盲目无主的人生观点。人物写的更如是，没有一个亮点，到处都是混混及无赖。编剧想以此揭示人性，简直是妄想。还想拿到国外去？别丢国人的脸了。            
(4星)	 黑色幽默，对白很过瘾。。            
(5星)	 我喜欢里面的大部分人，剩下不喜欢的也不讨厌。            
(4星)	 另一种态度            
(5星)	 看成了魔怔了            
(3星)	 比较真实，不过扯淡太多，看不下去了……            
(NA)	 只看了30集            
(5星)	 我觉得很他妈的爷们            
(NA)	 段奕宏帅！            
(5星)	 即使不喜欢许三多这个人物，但仍是近年来看过最喜欢的国产电视剧，没有之一。            
(5星)	 很棒的一部电视剧，幽默、感人、震撼            
(5星)	 《我的团长我的团》则把人的处境推到一个极端的境地，这种极端主义的立场其实不过是简单化的另一种表达，把处境简单化，简单到没有选择的余地。这时，所触及的问题也就推到极端，极端主义的方式也许使问题在封闭的逻辑中变得清晰，同时也会因此过滤掉了所有复杂关联，使问题变得简单。            
(4星)	 安静的看。            
(4星)	 很好看，看了有感触            
(5星)	 还不错的电视剧            
(4星)	 历史，其实永远也无法还原            
(4星)	 四星半            
(NA)	 很值得看哦，呵呵！            
(4星)	 剧情比士兵突击差了点            
(4星)	 中国鬼死于漫不经心和听天由命            
(5星)	 一个贱兮兮的团长给了一群半死不活的溃兵---“希望”。好几处对白催人冷汗。整体也好玩、有料、不做作。最主要，各位爷个性鲜明，宜唱宜骂，妖孽团长更是Multilingual，七荤八素的，猪肉炖粉条来了~~            
(5星)	 剧情生动，人物丰满，尤其思想颠覆正统            
(4星)	 实在没法坚持看完，后面没啥意思了            
(5星)	 非常喜欢 非常感动            
(4星)	 电视剧不常看的 直到遇到了这一部            
(5星)	 走啊，我带你们回家            
(5星)	 我什么都没有放下，我只有我的回忆，我的灵魂，以及我的思绪。不慷慨激昂，不壮怀激烈，而依然是一张说话不饶人的嘴，一个清楚真相的脑袋，一颗明知了无希望，却不得不为的决心。            
(5星)	 不喜欢孟烦了，但是不得不承认，我最像他。            
(5星)	 终于看完了。。。希望兰小龙的下一部不要这么长。。。            
(4星)	 给四星是因为没拍完            
(5星)	 盗用别人的一句话：士兵突击体现是梦想与自欺欺人，而团剧则表现了现实与灰飞烟灭。宁可在残酷中心竭，不愿在虚伪中矫情            
(4星)	 貌似我还是比较喜欢看这种战阵片！很可爱，还是推荐一下            
(NA)	 比《士兵突击》好多啦，一部是让人恨铁不成钢的迂笨，一部是让人摸不到底的精灵。我的团长我的天啊，我们的云南，他们的战争。不是那个年代的人，不说那个时代的事，因为我们有诸多的不理解。不想挑刺了，因为已经很难看到这样的电视剧。            
(NA)	 喜欢烦了            
(NA)	 喜欢它源于喜欢士兵突击，不过两位主角换人了，对比两个不同时代的军队，里面诠释的不仅仅是战争            
(5星)	 一部走心的电视剧，喜欢他的一切。除了结尾。            
(5星)	 对于一个有一年零四个月没有看过电视剧的人来说，着实被感动了一把……            
(5星)	 国军其实也很有血性~            
(4星)	 还可以!            
(3星)	 不错！炮灰兵不炮灰            
(5星)	 用了一个礼拜给看完了，很好看，真的，笑着看，笑完过后就是撕心裂肺的痛，捂着嘴巴哭，眼泪不断。喜欢烦了，团长，啊译，不辣，豆饼，迷龙，兽医，董刀。我希望这些人都能够活下来，一个大团圆的结局，而日军竹内就是被活剐的料。            
(5星)	 烦啦烦啦小太爷            
(3星)	 相当凑和            
(5星)	 不论它拍成啥样、被表扬或者被批评，叫几代人记住这段历史，这才最重要。            
(5星)	 它制作得可能不是那么精美，但正是这样的残缺和遗憾，让梦想又一次照进了现实。            
(5星)	 值得记一辈子的故事～值得记一辈子的人～            
(5星)	 让我每天看到三更半夜的电视剧,看的我眼珠子发直,头脑发沉,依然不舍得关电视,我爱张译!            
(4星)	 印象深刻的是，对于战争惨烈的描述，对人性的细致而深入地刻画，它讲述的虽然是国军的抗战，但又绝不仅止于战争。龙文章、孟烦了之人的境遇某种意义上是那些理想濒于幻灭的人面临的永恒困境。            
(5星)	 超越士兵突击，讴歌中国军魂            
(5星)	 越看越感觉到伤感了，悲叹我的中国！            
(5星)	 就是喜欢            
(3星)	 装            
(5星)	 http://www.douban.com/review/1882552/            
(5星)	 泪~~又搞笑，又感人,最后的一段很感人呀！！            
(5星)	 战争，生命，青春，人生交织在一起的伟大诗篇            
(5星)	 炮灰~~~            
(NA)	 哈哈……我的大爱。            
(5星)	 我把它当恶搞片来看了.            
(3星)	 不是很喜欢            
(NA)	 风格混合的很好　也会让人感动            
(4星)	 看得我快心如止水了（…）            
(4星)	 节奏是拖沓了点，但是瑕不掩瑜，精彩的对白和演员表演，依然值得一看            
(4星)	 复活的理想            
(4星)	 虽然有点贫,不过我还是挺喜欢的.炮灰也可以变得这么有个性,有志气.虽是拍60多年前的事情,但却提醒着今天的我们:怎样去活!!            
(3星)	 电视剧没有小说好看，想讲的太多，却束手束脚            
(5星)	 电视剧有很多不尽如人意之处，但是让我有了看书的想法，还有演员都不错。            
(NA)	 感觉没想象的那么好，不过我还是坚持看完了            
(4星)	 古来征战几人回            
(4星)	 很多地方太拖沓 能剪掉十集会不错            
(5星)	 伤....            
(5星)	 战争的残酷，人性的真实与震撼。生命的坚强与软弱，死亡的恐惧、生命卑微的幽默。            
(NA)	 本人觉得还是蛮好看的，特别是台词有搞笑。。虽然与历史有些不太实际，毕竟是电视剧，能到这层度已经不错了。也毕竟是国产电视啊~~~            
(3星)	 憋着，就不高潮。胡编乱导。。。            
(3星)	 我快进了，嗯。但坚持看完了。            
(5星)	 N年来再一次让我激动感动的电视剧            
(NA)	 失败者最后的飙狂            
(3星)	 剧情漏洞比较大，战争场面比较差            
(NA)	 最平庸的人，也有人性激发那一刻，有时候一瞬间，就能完成蜕变。看到他们能激发这种蜕变            
(5星)	 很喜欢。            
(4星)	 很好            
(4星)	 太惨烈了，男人片。看的为数不多的战争片，在最后救援赶来时赚走了我为战争片流的为数不多的眼泪。            
(3星)	 和士兵突击比差远了，都是假设性的战争场面...有点无聊            
(3星)	 想要说的太多,情节过于冗长.            
(3星)	 颠覆传统的战争片            
(3星)	 从中段开始看，也没看全～结尾应该狠惨烈把            
(5星)	 它的境界早已经超出了“好看”的范畴。            
(NA)	 我看过全集，都什么事情，好像是个回忆录，http://www.youkukk.com/youkudsj/youkugcdsj/3095/            
(5星)	 挖掘人性深处的极品之作            
(5星)	 语言艺术!!!我死顶!!!            
(3星)	 士兵突击我愿意给5星。但团长实在是剧情太薄弱了，我承认我没看完，也没多大的劲想去看完。台词写得不错，但这又不是说相声喽，怪怪的。可惜了一群好演员，这群士兵突击里走出来的男人们，还是味道十足的可爱劲。            
(5星)	 恨不此身付当年            
(5星)	 无力感始终贯穿            
(5星)	 值得记住            
(NA)	 由于拍摄过程中,人员的伤亡,引起了国内很多人的关注,我也因为这个而一直期待并且至放映以来一直关注。说实话，这个电视剧给我的感觉是冗长，其实剧情挺简单的。居中太多的“废话对白”，孟凡了那种对话，除了让我想到北京人的话捞以外，就是觉得太罗嗦烦人，以致到后来发现每个人其实都很话捞，这就又问题了，这肯定是导演对剧本的要求，为什么呢？难道是为了增加剧集数好卖个价钱给电视台，而增加对白又可以最低限度的缩小成本？龙文章的演绎和《士兵突击》中老Ａ一样——烦人，对白太多，而且都是些无用找抽得对白，很难想象这就是当代            
(5星)	 红日是看着好评去看的，结果烂得一塌糊涂，团长是听着差评去看的，结果出乎所料，除了有些时候的拖沓，还算是一部好片，毕竟是电视剧，不是电影..这里是战争，不是讲故事..            
(NA)	 上联：烦啦烦啦下联：死啦死啦横批：烦死啦            
(4星)	 看了一半，没时间看了。。片儿是不错，就是他妈太啰嗦了，傪水太多了。。。总体感觉华谊他们找到了一条对的路，他们也义无反顾地走下去了            
(4星)	 比《兄弟连》差，所以只能4星            
(5星)	 作为电视剧，这部就是精品～            
(5星)	 这戏太磨人，磨到最后，发现自己的心早已绞进去了。真真的痛。            
(3星)	 真的只是还行，不能和士兵突击比的。或许是有太高的期望了。重复，拖沓。            
(3星)	 不太现实 不喜欢死啦死啦            
(4星)	 有点拖沓，总体不错            
(2星)	 极度缺乏真实感 龙文章的痞子表演每次看到就想吐            
(NA)	 我其实只是看过片段，我爸爸非常迷的，整日整夜的看，像是上瘾，爸爸说是算拍的不错的，我想现在男士都比较喜欢这部作品吧。。。虽然是看了片段的我，因为其中的角色很感动，那个很爱老婆的男人和团长给我印象很深，震撼的感觉，很幽默的方式拍出了当时的艰苦，导演很聪明。。            
(5星)	 我们从来都没有不怕死的人。            
(4星)	 放两个日本兵进来，时刻保持警惕            
(5星)	 原先给四星，但是这种穿越人心的魔幻主义作品给多少星都不过分            
(4星)	 王八蓋子滴~            
(5星)	 我覺得值得力推，居然有人說不好看            
(3星)	 感觉一般, 虽然很多人说好.            
(5星)	 真的是很好的剧            
(5星)	 国人都该看一看，让沉静的血脉有一刻是沸腾的，不做什么，只要沸腾过就算值。跟江苏卫视终于看完了在昨天半夜一点半，最后几集一直在哭，但情节又紧张有时候哭不完就接下来看下头的了，所以有点郁闷，有泪不能尽情流啊，继兄弟连哭后几年，再次让我哭的战争戏            
(5星)	 也许这是个转折            
(3星)	 不清不楚,不明不白.剪辑应该被拖出去枪毙.            
(NA)	 看了一半，比较恶心，看不下去了。            
(5星)	 除了很多拖沓的地方以外，很好            
(NA)	 不是很喜欢这个。。说教太多 基调沉重 而且段郎在里面也不是非常销魂了。。放弃之            
(4星)	 人性、拖沓、做作            
(5星)	 站在另一个角度对战争的诠释 不是正规军的屡战屡胜 而是一帮“破烂儿”们在战争中真实的炮灰生活 我没看过《士兵突击》 但我非常喜欢《团长》 只看了几集没看明白的亲们 一定要坚持看下去 一定会有惊喜            
(3星)	 心中已经有个模板，所以看什么都不对，但是这个片子算不错的了～            
(4星)	
(5星)	 国产剧中的精良之作，电视剧中的电影            
(5星)	 第二遍看了，现在看又有不不同的感受，她在某一时刻说的好像也是我们生活的年代，不仅仅是过往的沧桑，更有我们应该品读的人生！            
(5星)	 深情是啰嗦出来的            
(3星)	 内容精神还是值得宣扬的，形式太冗长，语言太拗口，不好打动吃快餐的现代人            
(4星)	 题材不错。可惜导演水平太差。            
(2星)	 失望            
(5星)	 我真的不想流泪，shit，为什么总有人给我们不该有的希望            
(4星)	 国产剧，继续努力！            
(NA)	 段奕宏爱死你了，没有女主角的戏不能称之为戏，还好，它不像戏。            
(1星)	 这部片子,编辑和导演都当自己是哲学家,而把我们观众都当傻子,一句一句莫名的旁白,一句一句自以为是的心理说明,难道他们生活的状态非得要说出来我们才看得懂吗?那我们还看什么表演?里面的演员一个比一个表演过了头,看上去的表演全部像故意装出的,没有一处地方让人产生共鸣或者感动..康洪雷脑袋这回生锈了,拍这部电视剧压根没有准备好,只是想趁着名气捞一把,真希望他能学学陆川,不为拍片而拍片.&lt;士兵突击&gt;是我非常喜欢和欣赏的一部电视剧,多少人看了会感动会流泪,但&lt;团长&gt;我只能说是一部垃圾片,题材很好,编得很            
(5星)	 看完后我被梦魇了            
(4星)	 还是更喜欢《士兵突击》…            
(NA)	 总是忍不住就笑了又忍不住哭了~            
(NA)	 作为一个看了若干遍士兵突击的人灰常想看这片,特别是少了三多            
(NA)	 与子同袍  岂曰无衣            
(5星)	 没忍心看完            
(4星)	 笑点很多，结局，有点失望吧！            
(4星)	 美中不足，剧情拖沓            
(5星)	 让人愿意呆在电视面前的一部电视剧。            
(5星)	 很久没有看过这样震撼内心的一部电视剧了。            
(4星)	 题材不错，演员也可以，但似乎太冗长了点，相比士兵的横空出世，团长还是弱了些我喜欢刘威葳这个康剧的亮点            
(5星)	 零点首播 顶好结局太马虎了 不知道有没有后几集流出            
(4星)	 好好活着是为了什么？            
(NA)	 终于看完了还是纠结啊            
(4星)	 没完整看过            
(4星)	 你到底想说啥？            
(4星)	 我喜欢孟烦了的啰嗦 喜欢迷龙的简单 团剧是一股力量 凝结然后如春笋般冲破那堆战火～            
(4星)	 还行！但看的半半拉拉的！            
(4星)	 还没看完，不过很喜欢这群爷们想念这种狂野            
(4星)	 20集前进度实在太慢，剪辑得也很失败，孟烦了和团长絮絮叨叨的对话让我忍不住想快进。            
(5星)	 非常man！            
(4星)	 09年第一部完整看完的电视剧            
(4星)	 电视台版本被剪的有点烂。一边敢论文一边以一天8集的速度看完。硬伤也有，可是还是让我想哭却哭不出来。            
(5星)	 我看见天下第一的戏子，他们声称如果太较真，他们在背井离乡的第一天就会死去，可他们天下第一，他们用百劫不死百毒不侵的一条烂命在唱他的大戏。他们同时嚎着二人转，梆子，京剧，川剧，黄梅戏，花鼓戏和广东戏，因为在被迫的有难同当中，我们混淆不清的不光是口音和小曲，还有我们的灵魂。            
(5星)	 喜欢~~            
(3星)	 有些地方其实很好，但实在太拖沓了，拖了很多集            
(4星)	 结尾啊，处理得好马虎。书的结尾好。话说近年一些据小说改编的称得上优良历史战争剧，到后半程就衰了。原作最后在新时期下不可避免的悲情都不可避免地被忽略了。            
(5星)	 实际上没看完。。。            
(5星)	 我们多少次和炮灰团一样毁在上峰的反复中...闭上眼就会看到炮灰团的弟兄们            
(5星)	 迄今为止我所看过的最牛的电视剧，揭示的不仅仅是当时那场战争的真相            
(5星)	 不说啥了!怎么可能不好看!            
(5星)	 中国的楚门            
(4星)	 推薦觀影：無論拍攝的好壞，單這段歷史就值得了解與緬懷！風雲起，山河動，黃埔建軍聲勢雄，革命壯士矢精忠。            
(3星)	 看了30多集，实在没兴趣了，述说那个慢。。罗嗦。。。            
(5星)	 强烈等待中~            
(4星)	 就是对老a队长很难以释怀，所以继续接受那么多在《士兵突击》里的原班人马创造的新角色~            
(4星)	 怀念有许三多的&lt;士兵&gt;.            
(5星)	 此剧风格十分多样，从没见过这样的战争片            
(3星)	 一部仓促的戏，虽然它拍得很久。            
(2星)	 看了一遍不想再看了            
(NA)	 看了一大半，个人觉得没《士兵突击》好看            
(5星)	 兰小龙            
(5星)	 如果，完整的拍完了，该多好。。。            
(5星)	 记住，没有什么事情是理所当然            
(4星)	 书比剧好看 结局更真实  剧按书拍 不错了            
(5星)	 腾冲行前重温，勾起了关在LA小窝里独自昼夜看片的记忆。            
(4星)	 一部优秀的电视剧，给四星，因为可以更好            
(3星)	 。。。毕竟还是不如士兵            
(5星)	 喜欢各地的方言，喜欢放开的表演，喜欢那段不为多人所知的历史，从此对于军装有了一种偏好            
(3星)	 待3月2号，团长的播出！            
(5星)	 爱惨老            
(5星)	 小太爷            
(NA)	 唉            
(3星)	 觉得比士兵突击差远了。            
(3星)	 段奕宏啊啊啊啊 。            
(5星)	 经典的战争题材的片子,人物的个性鲜明            
(5星)	 拍戏过程那么艰难，超期待……            
(4星)	 虽然磨叽了点，不过还是很感人的。            
(5星)	 不只是后续哦~            
(3星)	 原班人馬,很是期待            
(5星)	 虽然没小说震撼，还是不错的            
(5星)	 电视台的是赶不上啦，守着驴子看~~            
(NA)	 张译             
