http://movie.douban.com/subject/5377708/	北京爱情故事
(4星)	 这两天看北爱看的我天昏地暗的~~~~            
(3星)	 又是一部关于爱情与面包的电视剧。故事里有人为了真爱死去活来，有人为了金钱背信弃义。但说到底，不论男女，每个人都有选择自己生活方式的权利。            
(NA)	 我喜欢老吴，要是老吴和沈冰在一起就好了。            
(3星)	 看见杨幂就烦            
(2星)	 另一版《奋斗》，唉！            
(4星)	 这个真是太现实了            
(4星)	 结局。。。哎            
(2星)	 编剧陈思成，你剧本土死了好么。。。。。。导演陈思成，廉价胶片么。。。。。。演员陈思成，就不说了。。。。。可惜了李晨            
(3星)	None
(4星)	 林夏.            
(4星)	None
(2星)	 看了最后两集 然后看的百度剧集介绍 感觉就是扯淡            
(4星)	 真的是为了一座城市去看的电视剧。。。            
(NA)	 暂时看了一半 也就认同个叫伍媚的姑娘 那种死去活来的从初中开始爱 爱到为地位钱分手 都特么不会哭的死去活来啊 还真特么当感情是儿戏来拍 把现实当童话写么 神马时候现实和理想变成好基友了 这片就有价值了 后续再补充评分。。            
(5星)	 有五+么！！！！！！！！！！！            
(4星)	 看完结局非常不喜欢 。。。            
(NA)	 班老师说的好：这部戏很难得，里面居然没有一个人物是我喜欢的。夜景控表示纯是为了看后海的小夜景啊~有空还要去！            
(4星)	 前11集都很欢乐，后来就沉重了，不过成长也就是这样吧。比那些穿越剧有营养地多。后来看花絮才知道陈思成不错呀，又是编剧又是导演还主演来着，这人以后前途无量啊。估计张歆艺这次是真要火了，演的角色性格很讨喜，演技也很棒！沈冰这样的女孩估计现实中很难找到吧，石小猛那样的人渣还是处处都在的。            
(4星)	 (*￣︶￣)y 这个电视真不公平,就因为陈思成是导演加编剧,就希望全世界的人都他妈原谅疯子,我操哦!真心疼石小猛,一看到他就心口疼.林夏是个好姑娘.哎            
(4星)	 终于看完了，有点小失落。            
(5星)	 我喜欢张歆艺。。。看了她好几部剧了。。。            
(3星)	 反正一扯上商战我就觉得不真实了，可能是我太低端了......最后还不错，就是陈思成吧，怎么看怎么眼熟，不解释。            
(5星)	 煮么办！！！结局这么屎我还挺爱看的！！！李晨！！！！我是为了你才看的啊！！！！！！！！！！！！李晨！！！！！！！！！！            
(4星)	 姐为数不多看完的连续剧~~~虎头蛇尾。。。            
(4星)	 也许我心中还愿意存在一个童话，只是现实却残酷地微笑着将其打碎。我不是沈冰，我也不想做林夏。            
(3星)	 没共鸣..            
(4星)	 很多说也说不清的事，讲也讲不明的情            
(4星)	 为了杨幂也要给4颗星！ 特别喜欢她演这种跟本人一个德行的角色！            
(2星)	 目前觉得，套路太老。富二代打败屌丝。纯洁姑娘被愚弄。杨幂那张死脸能不能啊。。ps，看完后补充，什么玩意儿。            
(4星)	 再见青春，再见美丽的疼痛。            
(3星)	 但愿一切美好都不是意淫的假象，但愿一切失望都只是烂眼的剧情。佟丽娅好假。            
(4星)	 爱情的路上，没有人会在原地等你。当你选择放弃的时候，就该意识到可能会永远的失去。            
(4星)	 不喜欢这个孟烦了啊！杨幂很讨厌啊！卫铁民还是好看啊！陈思成导演可以啊！结尾很康导啊！还有和顺啊腾冲啊！            
(3星)	 人生得一林夏足矣。。。            
(4星)	 喜欢疯子。喜欢丫头。            
(2星)	 陈思成真自恋导致电视某些情节和结局简陋的拍摄让我略愤怒            
(2星)	 我想说不能因为电视剧你就把配乐和镜头弄的那么烂把=。=            
(5星)	 你了解我吗？我自己都不了解我自己            
(1星)	 第一集看到幂幂出来，我就没继续了，肉扯肉扯的。。。            
(3星)	 时间是一直在这儿的，流逝的是我们自己。            
(5星)	 昨晚大结局了，这几天有时间写个评论好了            
(4星)	 不错  真心不错            
(5星)	 北京 爱情 故事            
(4星)	 再见 青春 再见 美丽的疼痛            
(5星)	 拍得不错，就是看着士兵突击里的人又来演这个，感觉挺好的，有些地方很真实也很感人            
(4星)	 1.陈思成还成.2.吴魏这么好一人可惜是共产党派来的,侧面说明陈思成是有多顾忌广电的审查么.3.函数太丑了,倒是衬出其他人都挺美,尤其是林夏和武媚.4.我的脚指头都看不上凤凰男.5.珍惜青春和感情,别回避成长.            
(NA)	 看了四五集就不想看了，不过里面音乐品味倒是和我相似，哈            
(4星)	 看见陈思成的脸就来气啊。。。            
(3星)	 北京.......爱情.......吴狄....沈冰.            
(4星)	 要我是男人，就娶林夏那样的好姑娘，其实，我也是个好姑娘啊！            
(5星)	 作为一个脑残粉必须得给5星~            
(4星)	 我也想要个大药瓶子。。            
(3星)	 终于恶补结束了这个片子～喜欢林夏，但是也不是很喜欢⋯⋯喜欢小伍，但是也不是很喜欢，总之，这是一个并没有塑造出很出彩人物的电视剧，同时也没有什么太有新意的剧情，比较喜欢第一集，然后就开始走下坡路，不紧凑啊不紧凑！            
(4星)	 只爱林大夏和她的大药瓶子。            
(1星)	 台词那儿北京了？爱情那儿感人了？ &#34;这部片子价值观很扭曲，编剧要说，1富二代你们败家去吧，最后你还是比别人强。2拜金女向钱看吧，实在不行还有人要。3穷小子认命吧，怎么折腾都是输家。4工作努力的人没有好结果。演员太假，台词太做作。一点大都市纸醉金迷的感觉都没有，拍得北京跟石家庄似的&#34;            
(3星)	 一年后沈冰醒来失忆，只记得跟小猛的感情，伍媚从国外回来，大药瓶子料理完老婆的后事找到林夏，好吧2已经有了嘎嘎嘎嘎            
(4星)	 说实话 张译的演技实在太烂了 这剧除了吴魏和伍媚的造型以外 还是挺让人看得下去的            
(NA)	 最后那个长镜头还有点意思 但是拜托别再相约晚上一起念诗了好吗！！            
(3星)	 不知道为什么，总感觉台词不够味儿！然后，张歆艺真是和姚笛长一模一样啊！！！            
(5星)	 戳心            
(3星)	 大概是习惯了这些人出演那些深沉的、载重量大的故事，看他们表演这么单薄的故事有点不适应。三个兄弟之间的对手戏可圈可点，虽然我不太喜欢这故事本身。另一件郁闷的事：四道疯的和顺啊，因此剧又得变得拥挤了。            
(3星)	 结尾过分拖沓和不切实际。            
(2星)	 爱情故事太扯。男人没一个正常。剧情各种突兀。因为北京才看的。。。            
(3星)	 跳到最后一集，无语……我只想看李晨            
(4星)	 29、31            
(4星)	 里面的妹子大多不错            
(5星)	 特别喜欢林夏和伍媚，坦率可爱又让人心疼，男猪喜欢疯子,迷死他那邪恶却犯着天真痴情的眼神，陈导真幽默~~~~ps看到杨幂就想起她的鸭嗓和嫩牛五方脸，忍不住要快进~~~            
(2星)	 虽然我好几个朋友都推荐我去看，但是看到第4j实在看不下去。。。表演太夸张。。。。内容好老套。。。故事好狗血。            
(5星)	 五顆星是給張譯、李晨、邢佳棟、陳思成、張歆藝、佟麗婭。            
(5星)	 五分打给陈思成            
(5星)	 喜欢极了，上瘾了，呵呵~~            
(4星)	 演员阵容很好，演技也很到位，就是编剧都后面有点太过于刻画“报复”心理。个人比较喜欢四位女主角的表现力。            
(4星)	None
(5星)	 至少现在看完觉得真不错@@@！            
(5星)	 作为一个资深小说迷，程峰满足了我对浪子回头的一切幻想，以前不喜欢汪峰之类的，带点忧伤青春的歌，。现在开始热爱。            
(5星)	 我觉得我还是比较适合大陆剧···美剧那种幽默我真心看不懂。。。            
(5星)	 诚意之作，必须五分。每个人看北爱都能看出不同的味道，价值观什么的从来都不是单一的。谁规定高富帅哪怕浪子回头到最后还是要下地狱？谁规定凤凰男奋斗到卖女人的地步到最后还能夺回失去的爱情？一切都是有代价的。看这剧高富帅和凤凰男的结局不是重点，重点是人心。疯子用真心打动沈冰，这是爱情。            
(5星)	 爱情从来就不是等价交换，爱情是愿赌服输，是血肉模糊。            
(5星)	 陈思成给他们心中的爱做了一个自己内心的解释，那洁白的百合花，再也不会醒来了。            
(5星)	 十年，每个人都在成长，面对庞大的现实冲击，每个人都会巨变的必然下，有多少人还能坚持当初那些老掉牙的美好            
(4星)	 作为一部国产青春剧，中规中矩，尚可一看            
(4星)	 后半段比前半段精彩 前半段简直是又臭又长又狗血             
(5星)	 又是一个青春无法安放的故事。。。            
(4星)	 哈哈哈哈，真的太好笑了            
(3星)	 这个世界还是属于高帅富的。。。            
