http://movie.douban.com/subject/2989755/	命中注定我爱你 命中注定我愛你
(3星)	又是在隔寝看的，其实不是我的Style,但这是看了会暂时忘却烦恼的片。即使它很假，但搞笑，童话，就够了。贴下“江户川阿布@闭关修炼中”的评论：其实从来不喜欢看肥皂剧的，但是临毕业了，发现现实社会是现实的残忍，突然喜欢上看了，因为可以麻醉自己还可以给自己希望。而且，很多年都没有被什么书，音乐，电影之类的感动的哭了，但是今天看了一天，不知道哭了不知多少回，大概是因为自己有点像欣怡吧。后面几集比较无聊。
(4星)	第一次一星期一星期的追台湾偶像剧。不是有多么好看。只是喜欢这种温馨的调调。被这拖沓的结尾彻底雷到。
(NA)	如果一切爱情都是命中注定的，那我们能做似乎只有等待~！但愿一切美好和我们希望的事情都是命中注定~！
(3星)	就看了一点点
(3星)	便利贴女孩的转变
(NA)	雅 俗 共 赏
(4星)	我啥时候也开始狗血了。0 0
(4星)	越到后面越闷
(4星)	台剧终于有所长进的感觉。
(3星)	唉 還是一樣啰嗦得不得了...
(3星)	便利贴与强力胶的不同人生~这标题不错~比那个kuso的名字好多啦。整个看了第一集，看到一句台词，喷了…… “今天不要当便利贴，改当强力胶，就算被撕下来也要黏掉他们一层皮。” 这句话很kuso……也很精辟。拜一下。顺便说句，喜欢欣怡这样的人。看了2集，放弃。（我看片果然无长性）
(4星)	如果它在恰到好处之时结束，我会毫不吝啬给出五颗星。
(4星)	最后几集终于觉得小天帅了
(NA)	偶像剧么。。随便看看消遣消遣。不然日子还能怎么过。
(3星)	乔恩还是成熟LOOK比较赞
(3星)	进度太慢，兴趣都没了
(3星)	越编越差，跟不下去了。陈楚河好帅哈哈
(4星)	hoho 还没出完噢~陈欣怡好幸运那~~呜哈哈。
(4星)	一边吐，一边看，陈乔恩真让我反胃。
(4星)	终于小天红了。终于看到他红火的样子。
(2星)	喜欢阮经天！
(4星)	好吧 我承认夏天是看偶像剧的季节……
(3星)	普通偶像连续剧里算不普通的啦！
(5星)	陈兴仪，陈欣怡，命中注定吧
(5星)	便利贴真的很好用!
(5星)	讓我繼續沉浸在灰姑娘與王子的童話 只是能不能不要拿床戲炒作 很...
(NA)	追剧追得high啊 
(NA)	我疯了= =
(4星)	砍掉结尾就好了
(5星)	命中注定我爱你 第一集二集我暴笑。一個通宵看完。賺了我很多眼淚呀。
(4星)	竟然哭了好几集，真难得。
(3星)	阮经天 
(4星)	厄……里面的人都好作@#￥%……（欣怡为什么不跟dylan在一起，真的好希望他们在一起……12集那是从头哭到尾啊……）
(NA)	蛮不错的命中注定。一次成功。
(4星)	期待~
(NA)	灰姑娘
(3星)	搞笑，搞笑一下
(5星)	当时看完忘记改状态了，五颗星代表了我的观点
(3星)	5.6 因为阮经天~~~ | 5.18 看完已有的9集~开始追~哈哈,我就爱看这没营养的.... | 6.16 第14集~据说要到8月份才完结~啊~~~漫长... | 收视率太牛了~尤其是和别的周末偶像剧相比...命中注定我爱你10.60,蜂蜜幸运草0.74,翻滚吧蛋炒饭0.62..华丽丽的10.6:0.74啊.. | 8.25 好漫长~终于看完了~不知道为啥收视率那么好~也就是..可以一看吧~打发时间很娱乐的泡泡剧~比较夸张~
(4星)	我喜欢乔恩的眼镜look..because我也是便利贴女孩~~
(4星)	就算所有的美好都是一场虚幻，爱情仍然值得我们追求一生
(4星)	最后两集依旧没有看，这算什么回事？
(NA)	完全就是小言的电视版嘛~~
(1星)	说真的，有时候觉得看这些情节内容总是相似，任务性格总是固定的“偶像剧”是对人生的一种浪费。。。可是，干什么又不是浪费呢
(3星)	我的快樂。半情歌。嘿嘿。电视好无聊哈.額.編劇好厲害.小言的橋段都搬上去了.
(3星)	小天小天~終于當男主角了~
(2星)	j说那么丑的女人为什么还老是做女主角
(4星)	台湾的偶像剧了。就算喜欢也该过了我这个年纪了吧。
(3星)	泡沫剧往往成就男主角。
(2星)	弃。。。这明明就是一个小三怀了孩子顺利上位的故事啊喂，两颗星也只是因为阮经天很帅
(4星)	很有爱的一对  便利贴女孩和幼稚社长 哈哈~ 结局很有爱哟~ 嘿嘿 各种喜欢
(NA)	中途弃
(5星)	呃
(3星)	当年估计也是太无聊了才看下来的....................
(4星)	台剧前三
(NA)	【2008-03-16】
(NA)	这几天重复看了好多遍。我疯了。真的好喜欢他们~
(4星)	搞笑
(4星)	轻台剧，就是给人对生活失望落寞不堪的时候看的。
(4星)	很长一段时间做作业的时候听的都是这部剧
(4星)	喜欢死了陈楚河＝＝...我发现我有喜欢男二的习惯... 
(5星)	好好看。。。只是结尾有点拖沓。。。
(5星)	它是我這個冷血的傢伙唯一看哭了的電視劇.
(4星)	陈楚河!
(NA)	和当年看《恶作剧之吻》一样地激情~~一直都觉得看连续剧耗时间，但对这两部却是少有的上瘾了。虽然多情节一如既往地假，但里面值得玩味的话与可以共鸣的情绪还是相当之丰富的，同时，各种虐元素也是亮点啊。
(3星)	编剧的名字亮了。
(NA)	湖南卫视看的！
(3星)	無聊時看還是挺不錯的
(NA)	【你當我是種豬啊】
(4星)	陈楚河幻灭了 阮经天男神了啊啊啊啊
(2星)	电视里面放的。。。= =
(3星)	2星给电视，三星给Dylan
(5星)	老师便利贴 便利贴的真的很让人讨厌啊!
(4星)	终于知道为什么是琉璃苣女孩了…
(5星)	8.5 当初因为它的名气看到过一点 觉得很难看 现在苦逼的生活逼得我审美能力 笑点哭点统统降低 是怎样啦 | 其实爱情本来就是种俗不可耐的东西啦 | 花痴一句：好喜欢纪存希 或者说阮经天 可为什么是play boy
(NA)	阮经天跟陈乔恩搭配要比想象中的好 陈乔恩装善良装无辜其实不讨人厌喂 后面太卡加上之前被剧透大结局没看到最后不想打分了 陈楚河很有台湾偶像剧男二的样子 不过白歆惠演戏还是各种假 这谁挑的演员 
(4星)	在办公室 神经病一样地笑死了
(5星)	居家旅行打发时光必备良品
(4星)	吵吵鬧鬧的台劇~看了還蠻開心的~
(3星)	我居然在看台剧...还蛮喜欢
(2星)	后半段没看完，很好奇当年怎么会有这么高的收视率。
(NA)	意外的还挺好看 阮经天和明道耍帅的套路是一摸一样
(4星)	和好的速度太慢了！！！
(NA)	就是有点儿磨叽~~~
(3星)	这剧我已经没有记忆了
(4星)	某人太像蜡笔小新了
(NA)	还是和涵姐在一起的时候哈哈哈
(3星)	姜母岛的部分很搞笑
(NA)	不喜欢阮经天 讨厌陈乔恩 我竟然看完了。。还看哭了。。还是陈楚河帅
(4星)	一开始觉得很无聊，但是慢慢会觉得很好看，真的好看。
(3星)	匆匆过了一遍，集言情桥段之大成之做啊，当年的高收视率说明，狗血才是王道，又一次验证了这个真理
(5星)	哎呀，那个求婚的场面~~~~~好浪漫啊！！！！
(3星)	沦落到看台湾偶像剧8知道算那种堕落了。话说台湾人真是一个俗字不可耐。凡是手绢必定条纹buberry.貌似陈乔恩的演技比大S好~~几个配角分量都重。最爱看的居然是大炳我真是什么审美观啊~~
(4星)	奇迹般的收视，当年台湾首播时每星期一集在网上追的剧。一定看台版。芒果引进以后改的乱七八糟的那个，神马玩意啊...
(5星)	剧情太狗血了。
(4星)	35集之前还是不错的，之后就很一般，除了小天表现得很强贱！
(3星)	陈铭章你是要死啊！！Dylan是道具啊想要就要不要就扔开！！！
(5星)	总算看完啦~~剧情虽然狗血了点 不过不会太无聊~~
(4星)	我爱的小天！！后边太拖沓了吧
(2星)	不喜欢~~
(3星)	便利贴女孩
(5星)	内地播放的是不是删减版的啊？我是在网上看的38集的那种。因为这部剧喜欢上阮经天，他绝对是有演技的。也非常喜欢陈乔恩。收视第一是实至名归的。
(4星)	让我感受到了幸福
(4星)	流产是分水岭，后面不好看，拖沓
(4星)	我很后悔看了这个烂片，结局太扯了！
(3星)	台湾偶像剧存在的意义，就是你IQ为0地伴着男猪女猪一路作天作地到大结局笑出眼泪后，能够抹抹眼泪回归笑对现实人生。
(5星)	看完好喜欢眯眯眼的阮经天~~
(4星)	 这是几年前的电影了。我竟然一直没看。而且也不知道为什么宿舍的大姐要浪费好几卷卫生纸的看。这几天湖南卫视在播。我就看了。结果就熬夜看了。哈哈。就是后面几集演的可慢。然后好多地方我都哭的哗哗的。
(4星)	好弱智好好笑
(3星)	大俗
(5星)	命中注定我爱你
(4星)	芒果台在放，其实我当年也看哭了 &lt;囧&gt;
(4星)	前半段很好看 老娘看的天天哭= = 后半段就很水了
(4星)	前面比较抓人，后面很拖沓。
(3星)	多一颗星给插曲
(3星)	五年抵不过两个月啊。。。什么狗屁
(4星)	前面的20多集还是蛮好看的，最后10集基本是胡闹了。
(4星)	管他傻逼不傻逼，有帅哥就行了嘛
(5星)	老公也喜欢看的～不错
(4星)	 台剧里极少数觉得还不错的。。
(NA)	他娘的，我承认我是灰常的无鸟了。我承认，小天真他娘的帅。
(NA)	高收视果然不是白赚的，很搞笑很欢乐！
(2星)	有毛感动啊。。。。乱假的啊
(2星)	纪存希真不值得嫁DYLAN还差不多
(4星)	我妈特别喜欢
(5星)	不得不说阮经天很帅
(3星)	我整天就和着我娘看电视剧了
(5星)	好玩！好玩！哈哈哈
(2星)	跟韩剧比起来还是显幼稚
(NA)	小天还不错看
(5星)	爱上阮经天和他的笑容~陈乔恩果然会演，她塑造的陈欣怡太真实！讨厌白钦惠，每次出场我都默默地扇她巴掌~妈妈也演得好动情，跟女儿谈心事时的眼泪让人动容~一个装Z先生鼓励你，装瞎为了把你留在身边的人，谁能不爱？！一次次的错过，最终能修成正果，这就是命中注定！我也依旧不移的期待我的爱情
(NA)	哈哈哈为什么台剧和台湾电影特别不同呢~~
(4星)	我承认我超out..  但是好看的!  
(3星)	这男一号常常让我有赏他一耳光的冲动（不针对演员只说角色）
(2星)	若不是阮经天，实在看不下去
(3星)	去年夏天..新闻联播档..就在星空卫视看没营养的偶像剧
(3星)	-   -假期综合症   看起偶像剧了我  我疯了！！！！！！
(5星)	爱上偶像剧
(4星)	还不错啦，陈林西施儿的台词太搞笑儿了。
(3星)	我就不应该新出花样看偶像剧。
(4星)	很认真的偶像剧
(4星)	- -b 呀哈哈哈哈。
(4星)	为了阮经天追到后面直接拖着看了。。大家都很有爱呢
(NA)	我承认我一把年纪了依然会被偶像剧吸引。。。
(2星)	呃。。。
(3星)	前半段不错
(1星)	好色情的偶像剧呦~男生都拽拽的~女生都贱贱的~不过有对比是好事啊，台湾小姑娘都是这么被负面教导长大的不还是挺人格独立的嘛，没人会把电视剧当生活来活，所以床垫总局担心低俗化节目误导青少年真是没经验的小媳妇表现！
(NA)	2010端午陪老太看电视之主要项目
(NA)	最近竟然开始看偶像剧 对自己彻底无奈了
(4星)	本来就是在演偶像剧啊。。
(3星)	陈楚河好帅哦
(NA)	谁是我的命中注定呢。。。很美好 偶像剧就是美好啊
(3星)	偶尔 看些脑残剧 有益大脑健康。。。
(4星)	三星半。 湖南台怎么可以这样一遍又一遍不停地放。。。我欢喜它命中注定的理念，但是决定权终究在人手上。后面比前头好看。
(3星)	有关孩子“纪念品”那段ok！（后来就没什么意思了。太多明道的影子了，感觉一般~）
(NA)	唉 擎华同学都怪你
(4星)	近年少有的我看得上眼的台剧
(4星)	难得有愿意看完的偶像剧，不过后半段太拖拉！
(4星)	第一部小天的偶像剧，很好，不做作，陈乔恩不愧偶像剧女王。
(4星)	我真是……
(4星)	偶像剧就是偶尔解解馋的冰淇凌，吃多了会牙疼哦。
(3星)	当时出来的时候还是追的不亦乐乎的~
(2星)	演员找好看点会死啊！
(4星)	虽然纪存希没有小草莓可爱，但是冲着楚河同学还是推荐的
(NA)	每次写论文就看台剧。。。。最终没看完= =
(4星)	如果不是那么拖的话..嗯
(5星)	补：哦序特我太喜欢纪存希这角色了
(5星)	阮经天开始真正有男一范儿的剧~
(3星)	这个还没有那么差……
(5星)	喜欢硬明天就够了
(4星)	挺幸福的
(NA)	小天好帅好可爱！！
(3星)	脑残偶像剧的巅峰，三星只为阮经天
(2星)	无逼聊
(3星)	剧情超不符现实的偶像剧。。之前看过前三集再也看不下去。。最近因为脑残随便看看。。
(4星)	（突然很想看nc的剧。。） yeah 还要推荐！！！选择越来越没营养咯。。 但是里面的妈妈兒啊超好，奶奶也超好，还有个头上有光环的（！！）低能神父！！ 太温馨了太疗伤了。。 通宵唉通宵 宅啊宅。。
(4星)	小天啊小天 我爱你啊我爱你
(4星)	阮经天不错
(4星)	四星全部给小天。可能是自己真的老了，看这种荒诞的喜剧，已经完全提不起兴趣了。色女只是看小天，身材真好，口水……
(NA)	作为偶像剧  这部还真是超越哎~~ 但是陈乔恩你除了瞪眼装委屈还会干什么？
(NA)	我承认我最近有毛病！但是确实好看啊。。。
