http://movie.douban.com/subject/2157239/	将爱情进行到底
(4星)	 现在翻出来怀旧这片子还真应景  也是毕业 也要各奔前程除了没谈恋爱其他都很有感触 另外巧合的是 接下来的三年我将在这个故事发生的这个城市开始一段新生活了            
(4星)	 突然很想重温，就重温了            
(4星)	 看晚了            
(4星)	 懵懂时期看的第一部青春偶像剧～～～每每听到《等你爱我》都会浑身鸡皮疙瘩直起～            
(3星)	 那个年代看还是挺新奇的            
(3星)	 看到那些曾经的面孔，感觉真得很穿越。。            
(4星)	 一段感情即使再轰轰烈烈，如果不去维护和珍惜，不知道给予对方信任、谅解甚至等待，就是不会有结果的呵。永远不要自卑，也不要放弃，太在意总是适得其反。            
(NA)	 都说片子里面是同济啊~ 我咋没看出来 重新复习一遍吧还是            
(4星)	 好多回忆            
(2星)	 真的看不下去，真的挺烂的。。。            
(5星)	 泪点好低 我又哭了            
(NA)	 不是每对情侣都会有12后的相逢，更多的是从此相忘于江湖            
(5星)	 也是我们当年的青葱啊            
(NA)	 噢，这个电影版让我想起了那时我还在上小学。            
(3星)	 我哥哥那个年代喜欢看的            
(4星)	 那时候上大学的第一个愿望，竟然是从图书馆书架的第一排读到最后一排，大学毕业了，却来图书馆里的书架到底有几排都没数清过。            
(5星)	 那是我们的美好年代。海边电话的桥段，会影响我的一生的吧。            
(3星)	 电影上映之时，我去把这部号称中国大陆的第一部偶像剧找出来，但是看了3集之后表示看不下去。偶像剧纠结的剧情和上个世纪的时尚装扮，表示接受不能。            
(NA)	 特别不喜欢当时的徐静蕾，特别假            
(NA)	 尤其记得杨峥给文慧听手机里大海声音的那一段！/(ㄒoㄒ)/~~             
(4星)	 年少 初恋 好哥们儿 校园 奔跑 青春 毕业 太他妈纯爱了好吗我要哭了真是又傻又起鸡皮疙瘩！！            
(3星)	 1998            
(5星)	 太多了            
(5星)	 我懵懂的青春期！！！            
(3星)	 我喜欢上李亚鹏了，以前最不喜欢王学兵了。。现在觉得也还好。里面的廖凡怎么看怎么搞笑，我觉得最帅的是家伟！！！            
(3星)	 他们说我没有童年。于是我去补完了。然后我想，没有童年就没有吧。            
(5星)	 应该是最好的偶像剧。又是内地第一部。老徐，不不，当年还是小徐，最美的就是廖凡死的那晚奔去医院的时候，还有美国刚回来的时候。廖凡没因此而红因为半途挂了。亚鹏兄真特么帅！胖子一讲话我就开始哭。剪辑有些不流畅，背景声音太大，有杂音。袁明很美。在同济拍的。98年的上海比我想的先进多了。            
(4星)	 干净，十年前张一白拍的爱情多好...            
(5星)	 不管是五年，十年，十五年，二十年...请期待着美好的结局吧，在春天里，在大街上。            
(NA)	 青涩的都让人不忍心看下去            
(NA)	 不如重看一遍吧            
(4星)	 我的小学时代            
(5星)	 真是集集泪奔啊！尤其是校园部分！文慧当年真是男生的梦中情人、女生的榜样，可现在觉得她实在太“作”了。但也没那么喜欢若彤，都说她隐忍，可我觉得她忍得还真不够，要么勇敢表达，要么一直藏在心底，最讨厌犹犹豫豫优柔寡断没事瞎折腾还总给别人制造误会的人了。            
(5星)	 当年看的时候觉得李亚鹏很老很难看，在电影里对比的时候才发现那时候其实还是张很年轻的脸            
(5星)	 放不下还要去美国？不甘心还要订婚？去了美国订了婚还要回来旧梦重温？周围的人全部都让着你，文慧你到底是幼稚还是NC？两个人中间跟本不存在任何障碍，出现几个小三还都那么高尚，一心一意为了你们俩好，两个人还要闹得戚戚惨惨切切，省省吧。悲剧的永远都是配角。            
(4星)	 回不去的酸和煽            
(5星)	 当年我自己的音乐剧用了这里的两首歌还挺搭调            
(5星)	 青春！            
(3星)	 兜兜转转。那么多年过去。他们依旧不快乐。不过最后都还是选择自己想要过的生活。可是杨铮始终没有和文慧在一起。如果不能和文慧在一起。那么我宁可他和若彤在一起。            
(5星)	 其实挺扯淡，不过大家都是来怀旧的吧........            
(4星)	 比东京爱情故事还要纠结            
(4星)	 听海，雨森死去，胖子看着当年暗恋女教师在风中飘荡的裙摆。            
(4星)	 真纯情            
(5星)	 流水它带走光阴的故事，改变了一个人            
(3星)	 当年看的时候就不怎么喜欢，而且一点都不向往这种校园生活，那个时候上初中，难得有这种描写大学生活的东东勾不起彼时我的兴趣，就一作片            
(NA)	 中学纯情感动片            
(4星)	 将爱电视剧版最残酷的一幕不是相爱不能相守或者她爱他而他却不爱她；也不是一起读书跑步的同学后来有人成了设计师主持人而有人只能送快递卖保险；将爱电视剧版最残酷的一幕在于你（佳伟）无意发现心中的女神（喜欢的英语老师）也会为了街头游贩的廉价衣物而和其它妇人一样相互撕扯并最终得            
(4星)	 好像是看过的第一个偶像剧，汉语和维语版都看过～            
(3星)	 喜欢里边的很多歌……怀念——校园里的故事！            
(3星)	 江苏卫视放的版本录音太差了 很多时候不知道在说什么 强烈要求应该加字幕            
(5星)	 迟到的经典。            
(5星)	 现在再看，老徐太萌了。            
(5星)	 4*100 等你爱我 泪奔。            
(4星)	 这部剧播的风风火火的时候，我读初二。那年我家没有电视。听着班里每个人细数着将爱情进行到底的心情，而我却只是埋头苦读书。。。12年前我没有恋爱，但我知道暗恋是什么。12年后我依然没有恋爱，可是已经不知道暗恋是什么了。。。我也当回顾了把青春。啊哈            
(4星)	 最近又把电视剧版重看了一遍~如果主题是若彤的等待的话，电影版真的是狗尾续貂了。            
(3星)	 若彤喜欢的怎么能是杨铮呢....男主角定律不能这么强势吧....            
(4星)	 98年的将爱是理想,11年的将爱才是现实生活,            
(4星)	 贱的渣的圣母的自私的……各型号各种类的JP都齐全了 但是最后一集的好多个镜头还是看哭了 “十余年前一帮同学都为杨铮和文慧惋惜，十余年后我们明白了若彤和杨铮的爱情” 整部剧最恶心的就是男女主角            
(4星)	 比起电影，还是这个更靠谱吧~ 看这个的时候还是小学~~那才是青葱啊~            
(5星)	 “在你我相遇的地方，依然人来人往，依然有歌声在游荡，在你我相爱的地方，依然有人在唱，依然年少无知的感伤。”            
(NA)	 我基本都忘了剧情了            
(4星)	 那么的狗血，又那么的让人动容。。。            
(4星)	 当时觉得骑个自行车送花都是件忒帅的事...现在没个车神马的谁鸟你呀            
(3星)	 我只是喜欢那时的上海            
(3星)	 逝者如斯夫。            
(2星)	 将失约进行到底    ps乐言就是一彻头彻尾的混蛋。。。            
(4星)	 把电视版重新又看了一遍 然后准备看电影了            
(5星)	 那年的我们，就和他们是一样一样滴。~            
(4星)	 杨铮是个好可怜的人            
(2星)	 也许时代不同了吧，如今看来，真没意思。唯一喜欢的可能是若彤，其他人都很无力。            
(5星)	 我还是欢喜群体的爱            
(4星)	 小学时候看的，当时确实很激动。            
(4星)	 温习，好亲切            
(NA)	 1,2,2.5               
(4星)	 其实剧情不那么喜欢。或者说一点也不喜欢。            
(NA)	 十二年。。。姐不承認（ーー；）            
(4星)	 看过，好像没看全。当时的偶像剧不像现在的那样脑残弱智。没有富二代，没有穿越，没有装B，还是旨在励志上进的。有空再重温一下            
(4星)	 什么时候看的？大概是小学吧,算是国内不错的偶像剧了。            
(3星)	 我爸说，你还会看言情剧？-1998年            
(5星)	 12年前拍摄的电视剧，我在12年后的今天终于也看完了。站在这样的十字路口，回过头去看看自己的初恋，再回过头来望望自己的未来，五味杂陈。初恋总是那么难以忘怀，甚至可以记一辈子。无论怎样的爱一个人，既然不可能，就该向前看，日子总得过下去，就算并不是当初所想。因为这就是现实，是生活。            
(4星)	 虽然印象已模糊。但很怀念小时候跟在表姐后面一起追剧一起翻报纸中缝的电视节目表的时光。            
(3星)	 我烂尾了。。知道结局果然不给力啊            
(4星)	 歌曲好听，故事一般般..画面很普通            
(5星)	 最爱之一，看过无数遍            
(5星)	 感情真是一件错综复杂的事情。年轻时候的杨峥谁都喜欢吧。可惜了一段好姻缘 没能一直走到最后 爱情果真是不能回头吗?还喜欢乐言 原来王学兵这么帅。年轻时候的文慧真少女 真羞涩 真好看。本来想打四星的 写着写着 还是打了五星。            
