http://movie.douban.com/subject/3933008/	美人心计
(3星)	 后半部分拍的比较好，前半部分就算了.. 雪鸢死的时候我掉了一地眼泪，刘恒死的时候掉了两滴，薄太后死的时候掉了三滴，窦长君死的时候，把围巾都哭湿了。我的哭点果然很奇特~            
(NA)	 与人为善，而能善终。            
(5星)	 好多好多美女啊，各种目不暇接啊，就几个镜头的都是美女啊！！！！坏人都演得好给力，好像过去抽死她们，哈哈哈！！！            
(4星)	 中国的电视剧编剧真心很强···· =。=||||            
(4星)	 蛮好看的。。。            
(4星)	 后面严重比前面好看            
(NA)	 天天拍汉宫剧又有啥意义啊？广电局又不让搅基。            
(3星)	 化妆师，为什么人永葆青春呢？            
(3星)	 这几天大扫除，在各个卫视陆续看到些，演技一般般，剧情有点意思            
(4星)	 近亲结婚片。            
(3星)	 我觉得代王长得美哦～            
(NA)	 好像是为了看戚薇！            
(4星)	None
(4星)	 看完了 我也没觉得我聪明啊啊啊 啊啊            
(5星)	 看到刘恒晚年和窦漪房的感情，感动和震撼极大。            
(5星)	 情有独钟……那是怎样的造化才能有的恩赐啊……            
(3星)	None
(1星)	 林心如数十年如一日的婴儿肥脸，苦了化妆师了            
(4星)	 總體來說不錯，前半部分某幾個地方仍然有夏紫薇的影子，但越看越覺得她的演技確實進步了。             
(4星)	 剧情很多地方都有点突兀啊，但是整体上来看还是可以看一看的。            
(4星)	 算是于妈还不错的作品，连嫖客都是严宽演的，为养眼阵容加一星            
(4星)	 近二十集开始看，半途插进去倒也不碍事，慢慢地就入戏。都说此剧汉服美，我却觉粗制滥造，就没见过林心如华贵过。此剧的情节一环扣一环，倒是难得一见，令人佩服。虽然事后再想，漏洞百出，不堪一击。配音要赞。呃，我喜欢刘恒。            
(3星)	 陪老妈看的。我是个花痴，冲着里面的俊男美女来的，剧情嘛，可以忽略不计啦！不过杨幂的角色的确很讨巧，怎么现在热映的所有的古装片中都有这丫头叻？            
(4星)	 感觉里面的人都不老 妈妈儿子女儿都分不清 快死了容颜还是那么年轻。。。            
(3星)	 三代情圣的故事。。            
(4星)	 华丽的汉服和明星跑龙套            
(4星)	 尼玛终于看完了.连续两天木有出门.有几集进入捶胸顿足状态了,太憋气了.另外陈键锋好帅.....！！！！！！！！！！！！！！            
(3星)	 本刚看的时候真觉得特别好看，可是越到后面越啰嗦，磨磨唧唧的编剧，左一篇右一篇的，看到最后都乏味了            
(3星)	 把陈平说成程屏，太逗了。嬷嬷本是满语，居然汉代宫中就有“嬷嬷”。就不说包吃的用纸而看文件却是简牍了            
(5星)	 霸气十足。            
(2星)	 其中一星给罗晋            
(NA)	 于妈别抄了！哦。。不光是你抄的。那什么，罗晋还是很帅！！为此而马克            
(3星)	 anytime anywhere 做一个宽容 仁德 善良 聪慧的女人都很重要。 台词和化妆偏雷但总体剧集值得一看。            
(NA)	 刘恒这样的男人还有么            
(NA)	 泪腺很低啊，看神马哭神马。            
(4星)	 尼玛到后面化妆组也太偷懒了吧，太皇太后比公主都年轻，，，除了白头发脸上 手上就不能化点老年妆么，搞得跟天山童姥一样容颜永驻啊？！！！！周亚夫是化疗了咋的，嫣儿死的时候 手在头上随便一抹就掉一绺头发啊，脱发也太严重了吧！！！剧情就那么回事吧，导演组也太不严谨了。。。            
(4星)	 林心如的演技完全随集数而一直上涨啊！我爱这种童颜腹黑时而小女人时而女王范的啊！1集0分 40集的时候满分啊！以及众人皆知的美术服装很赞但剧情太快 刘盈和长大后得张嫣赞            
(3星)	 一开始还挺好看的，越到后面越记流水账了            
(3星)	 那个演慎儿的演员，长的又不漂亮，为什么还能演四个角色啊？？？？导演，你又瞎潜了啊！！！            
(1星)	 如此毫无逻辑漏洞百出的剧生平仅见，连吐槽的力气都失去……            
(3星)	 ★★★☆ 宮廷女子職場上位法則            
(5星)	 撇开剧情不谈。如果说当初的《半生缘》让林心如转型，那么《美人心计》就是林心如的又一次蜕变。            
(4星)	 好看啊，至少是这么久来让人最入戏的一部宫廷戏。            
(NA)	 太墨迹了，最爱的刘盈还被演成这样~坚决难以接受            
(4星)	 不错的汉宫戏^_^            
(NA)	 于妈真是走华丽路线的，什么花雨啊，紫色口红神马的~~~靠，结尾，看到了续集的所在~~~            
(NA)	 长君~~~~长君你帅屎了~~~~~~~~~~            
(3星)	 太复杂了。。。            
(4星)	 我妈觉得刘盈帅~我觉得刘恒帅~~~嗷嗷嗷。反正何晟铭最难看~牛鼻孔！！！！            
(3星)	 不知不觉也看了             
(NA)	 电视看了一点，简介都看完了，造型设计地不地道就不挑剔了，当听到林心如说去念佛经的时候，我抓狂了，剧组就没一个有历史常识的人么？？？！！！            
(3星)	 老婆 肿么办?            
(2星)	 我妈说：“皇后娘娘明显老了，紫薇也是！”= =            
(4星)	 美女挺多的，太长，跳着看完~好像每集都要死人，然后经常听到“我要见皇上！~~~”。。。            
(5星)	 喜欢。比那神马宫锁心玉好看太多了！ 只是总觉得林心如演技浅了点。。。=V=  刘盈很有味道。各种好感。            
(3星)	 美人很多，心计不足。            
(4星)	 一直木有看完            
(NA)	 女人何苦为难女人。不过，还是满好看哒～美女如云啊            
(3星)	 吕后在世的部分是非常好看的，整部剧的精华所在。吕后去世到25集，我忍。25集以后，忍无可忍，各种摔。概评，前半部分5星，后半部分1星。导演是有多缺钱，连王娡也用同一个演员，您是嫌慎儿还不招人烦吧。说点高兴的，开始被汉帝迷倒了，刘盈啊，文帝啊，偶好喜欢你们呀。永不相问。情有独钟。            
(5星)	 大部分的集数都看了 漏掉的也无心再去补看了 感觉这部是自林心如拍《还珠》以来 蛮成功的一部 之前她接拍的都市剧 都无法观看            
(1星)	 为了罗晋看这烂剧- -            
(NA)	 雷点与萌点齐飞，高智商与低情商一色。            
(3星)	 剧情一开始就发展的太仓促，冲着华丽的汉服和后面去看的，剧情与历史出入不大，另外比新红靠谱点            
(4星)	 罗晋 你一笑我眼泪就掉下来了~            
(NA)	 难看。            
(3星)	 楞是给看完了。。我这是怎样的精神哪            
(3星)	 再NC的剧有美人就能看            
(NA)	 本来已经与国产剧绝缘了，但是在家穷极无聊于是看了下去，最后被感动了……            
(NA)	 这类题材无感            
(3星)	 看了11集左右，看不下去了            
(4星)	 汉服美，卡司强，不错看            
(4星)	 太久没看过国产电视剧了...古代也有gossip girl            
(NA)	 莫雪鸢。            
(3星)	 前半段活生生的把后宫争斗拍成了窦皇后和汉景帝两个小夫妻之间的争风吃醋，后半段是什么，育儿宝典么？？            
(4星)	 26集雪鸢死了就算看完了。还没看够对手戏呢。            
(2星)	 是不是我没认真看啊。。。。。。            
(4星)	 作为合拍剧拍成这样已经很不错了 给四星鼓励一下恩            
(4星)	 从后半段开看。要是赵薇或范冰冰演窦漪房也一定能演好            
(4星)	 到底是架构在真实的历史背景上，完胜宫心。虽然剧情硬伤一个连一个，好在剧情够紧凑信息够海量，注意力时刻转移中。情智双高再加个能忍，就天下无敌了，但是憋屈只有自己明白。摄影大哥的构图取景相当赞！汉代的建筑服饰风格太美了！！文帝真是完美。陈键锋像陈信宏和张铁林的结合体，好纠结……            
(5星)	 长君啊长君，，你太棒            
(4星)	 终于不用天天惦记着看了```终于演完了``            
(1星)	 看到32集有些失控，那么多“偶然”加 “必然”，太狗血了            
(5星)	 期待S02            
(3星)	 没有细节。但每个角色塑造得都挺丰富饱满，因为适合所以成功，然后我就无休止地恶心和抱怨吴奇隆版的步步。            
(5星)	 没红时以为是宫廷剧，红了以为是爱情剧，看了才发现好像都不是，居然还有点小励志。编剧你这么相信因果报应啊。            
(NA)	 哎 不想承认我看了的啊 可是实在喜欢看啊。。 我个傻逼东西。。 啊哈哈哈            
(4星)	 当世界上最理解的人离开了，那是多么难过的事呀            
(5星)	 里面的男人都真TMD完美，一个个都要美人不要江山哎            
(3星)	 那个小太后给人印象很深。其他么，看看帅哥就算了。            
(3星)	 女人太多了！            
(5星)	 给雪鸢。给陈键锋~            
(4星)	 终于看完了，脱力。。不得不说，炮灰真TMD多，演员阵容非常非常之盛大。。美女果然也多。情节有好也有糟糕到不能糟糕的BUG。但内地宫廷剧来说，还是算相对OK的。。            
