http://movie.douban.com/subject/3292384/	宫心计
(2星)	 心计也就那样 斗得不是智是心 不喜欢            
(3星)	 哎，模式化~~~            
(2星)	 真无聊啊真无聊，和金枝欲孽差的不是一点两点            
(NA)	 荒废了2天看完的。陈豪的眼线还能化的再重一点，为什么总是他这个丑男当主角。。萧正楠真是帅啊~~剧情很狗血，但是为啥兄弟情总是比姐妹情牢固很多。。男人真幸福啊~~            
(4星)	 TVB你可以再阴恨点的            
(3星)	 可以看，佘诗曼比较喜欢            
(4星)	 除了服饰美，无大亮点。            
(4星)	 善得人喜，恶得人离。因果报应。            
(2星)	 01.本以为是金枝欲孽一样恢弘的宫斗戏，结果这里的女人家不比那里后宫，谨小慎微太小气，巧合太做作，斗争不腹黑，剧情仓促，盲目煽情。妆太浓服装太艳。“三好是说好话做好事存好心”，宫斗戏主题如此河蟹，催促我闪远。            
(3星)	 看的时候很high，结果看完什么感觉都没有。            
(3星)	 人长那么大了，还那么想当三好学生            
(3星)	 不懂为什么有那么多人说好看。。            
(3星)	 没看完，还行            
(3星)	 居然有人从头好到尾了.            
(1星)	 烂片一部，超级荒唐幼稚的宫廷尔虞我诈            
(2星)	 编剧脑门让驴踢了！！            
(4星)	 三好我偶像            
(3星)	 不愠不火            
(2星)	 真的很烂，人物个性，情节塑造极差！但是我看完了。。。            
(3星)	 好长好唬烂.. 杨怡小姐神乎其技了。            
(3星)	 可见女人争风吃醋，斗过来斗过去，是件多么无聊的事。。=。=~~~虎头蛇尾，后面有点扯了。。            
(NA)	 啥时候能把周末过完            
(3星)	 米雪蛮可爱，张国强老了居然有笑点~哈哈~            
(3星)	 刘三好你不是一个人，你完全就是一本《论语》...            
(2星)	 TVB这么圣母已经很恶心我了，还是佘诗曼圣母。 我去厕所吐。            
(NA)	 看完这部港剧，正式和港产宫廷片say goodbye了。            
(3星)	 看不下去了....=.=            
(4星)	 结局真狗血。            
(NA)	 看不下去，女人间的尔虞我诈，这世界太残酷，不是我的tone            
(3星)	 系甘意            
(3星)	 宫廷斗争。            
(4星)	 33集感慨太多了            
(3星)	 陈豪那个眼线画的我受不了            
(2星)	 TVB..            
(3星)	 此剧说的是技巧以及浅表的道德教义，不及【金枝欲孽】有灵魂。            
(NA)	 佘诗曼做好人而且是大好人真是让我毛骨悚然            
(NA)	 晚上斜眼瞄着旁边的电脑看完的。两句名句。。。陈豪：苦中一点甜。佘诗曼：做好事，说好话，存好心。大大囧之。。。。            
(NA)	 TVB不行了            
(3星)	 实习期间。刷刷刷就看完了，看完后没有任何感觉...衣服倒是华丽多了不愧是台庆剧啊。            
(3星)	 没有金枝欲孽还看那            
(3星)	 主要是讲尚宫局的事情，和《金枝欲孽》比侧重点不同，但感觉不如《金》。            
(4星)	 比起TVB的其他剧集，其实这部剧很弱，杨怡演的女人坏的莫名其妙，为了让戏剧矛盾冲突更强烈，所以才让这个女人坏得如此恶劣。            
(3星)	 我是有爱的云霞派！            
(2星)	 失望，流于表面，连男猪脚都化好浓的妆。            
(1星)	 现在编剧还真是把观众当成白痴，抑或是他们自己是白痴？            
(3星)	 为什么要“尚宫”啊。。。学韩国            
(4星)	 说好话，做好事，存好心——唐代活雷锋刘三好同学，要么是个理想化的圣母，要么是个大奸角，只有“良心”没有“立场”，实在是“人中之凤”~此外，香港编剧的文学功底的确了得~成语典故信手拈来~            
(NA)	 为什么佘诗曼老是演好角色?            
(1星)	 白痴剧             
(3星)	 一天追完的剧，还是怀念黎姿时代。            
(3星)	 我只是很嫌隙三好这个名字,还姓刘......还有就是，小孩子小时候长成那样，大了怎么可能变成佘诗曼那样啊啊啊啊啊！副导演挑演员也太不负责任了啊！            
(4星)	 永远不变坏的圣母系老好人真没劲~比不过金枝欲孽啊想念尔淳啊(&gt;﹏&lt;)！还是金铃、太皇太后、布公公和马大钢棍(粤语版真是喜感呀XD 刘三好~老森猴~)戏味更足更有看头。陈豪的脸我本来就不喜欢竟然还化烟熏妆&gt;,&lt;不过装傻的戏份完全是本色尽显嘛~郑嘉颖在这里看起来有些道貌岸然&gt;&lt;            
(3星)	 好人好得太假 坏人坏得太真- -            
(4星)	 跟《金枝欲孽》一样的好看。            
(3星)	 无聊的勾心斗角，无聊的好人变坏人变疯子。            
(3星)	 宫心计感觉就是港台版的大长今，写勾心斗角的另一面在励志。            
(NA)	 呃，这个真是个.....无与伦比的剧啊...            
(2星)	 为嘛香港的儿童演员都丑成那样....难不成香港人长大都整容?            
(3星)	 终于看完了……OTZ 。 偌大的皇宫啊竟然除了可怜的腹黑金玲童鞋外其他都是好人……吐血。 金玲童鞋你斗错了…… 你应该穿越的……            
(4星)	 一边画画一边看的，没想到三张画还没画完33集的电视剧就看完了……我的效率呀！！            
(NA)	 看得累死了 ==  要不是快进肯定看不完 囧             
(NA)	 ....            
(4星)	 钩心斗角，尔虞我诈，不仅是古代，现代的你和我不都是这样吗            
(4星)	 好睇啊~~妆容好靓，服饰好靓。            
(3星)	 不如《金枝欲孽》，佘诗曼啊，还是演坏女人看着畅快。唔，郑嘉颖的扮相倒很养眼。            
(3星)	 TVB现在的片子大不如前了，剧情很老套，基本能猜到接下来演什么            
(3星)	 最毒妇人心啊！！！！！！！！！！！            
(3星)	 老女人百合起来绝对不亚于小年轻。P。S。这些年被TVB的QJ视觉并且渐渐觉得佘诗曼没那么难看了。。。            
(2星)	 不说了。            
(4星)	 厉害，难怪据地叫我5好睇，怕我学坏教坏我            
(NA)	 不怎么样，就钟雪霞和阮翠云，谢太后演的好，其他演的都很表面，马大将军一有奸计就瞪眼。而杨怡唯恐怕别人看不出来她奸是的，你看她那妆，是个正常人都得害怕啊。而且也是整天气呼呼的。。三号更不用说了。好的没治了，假死了。演的也不怎么样。。故事情节更烂，主题就是死人。这部就服饰能看看~            
(3星)	 狗血结局            
(3星)	 虎头蛇尾，编剧稍欠火候            
(NA)	 看得吐血啊！！！            
(3星)	 呵呵。第一部我完整看下來的TVB宮廷戲。純屬偶然。劇情夠狗血。曾經也一度想棄片。只是實在最近沒別的片子看。在回家路上也就隨便打發打發時間。米雪演的真不錯。陳豪真是演啥像啥。真是不待見佘佘啊。楊怡直接忽略。那些配角長的到是各個水靈嬌羞。            
(3星)	 哎。结局了。心中顿时很空虚那~            
(3星)	 看点：斗争。剧情：狗血。            
(4星)	 大片肯定要看的嘛，不过越看越觉得不过隐，宫心计，好像心计也就一般般嘛。。。而且都太明了，毫无悬念。还有编剧貌似漏洞不少，就说最后几集吧，贤妃连同肚里的皇儿被弄死了，居然没有拍马元鸷有任何反应，这个忽略的也太大了吧！其他还有很多很多呢，哎，有点草草，不过隐！            
(2星)	 金玉其外败絮其中            
(4星)	 最后的剧情无比狗血 就这么碰着了  就这么失忆了  然后又这么恢复记忆了 圣母的功力果然非凡啊  唉  我还是去回味金枝欲孽吧            
(3星)	 太狗血了            
(3星)	 听到所谓的三个好我就胃里一阵哆嗦            
(3星)	 金枝们欲孽，但孽得稍显招人厌。            
(4星)	 扬州的琼花，三好的糖莲子，苦中一点甜:）            
(2星)	 什么破玩意儿，看不下去了！            
(NA)	 我爱TVB，但要少拍惊悚片！            
(3星)	 2009-12-1看完，家。金铃变坏前给四星，变坏后两星，折中三星...没办法这坏人坏得太傻太没品太没质量了越看越受不了...就傻疯婆子小三八使坏招，杀人招数也毫无技术含量全凭运气，你在搞笑吗？其实此剧应名为《金铃妒忌三好终成疯》~~不只金铃，后半都比较草率了            
(3星)	 编剧比较狗血            
(NA)	 第二集            
(3星)	 完全不过瘾.杨怡扮相太艳.非常不爽疯至自认三好.结局更是狗血.不屑谈佘郑.一星给米雪.            
(3星)	 黎姿息影，TVB再无美女            
(3星)	 一个剧里如果有个纯好人，那就不能是个好剧~            
(NA)	 不比 金枝欲孽            
(3星)	 最后人都死光了，李怡不会寂寞吗？三好最后的打扮挺素雅的，好看。            
(5星)	 日久見人心。            
(3星)	 我还是连做坏人的潜质都木有~哎哟            
(3星)	 后宫那些事儿            
(3星)	 一颗星给米雪和杨怡 两颗星给服装造型            
(3星)	 看到的，听到的，不要信            
(3星)	 佘诗曼太圣母，陈豪眼妆太重！！！            
(3星)	 比《金枝欲孽》差远了~~            
(3星)	 剧情虽然老套但是首饰真好看呀TVT琼花歌也好听！            
(3星)	 大奥。大长今。大。。。各种            
(2星)	 换汤不换药。            
(2星)	 bug无处不在，恶心死我了            
(2星)	 －。ー            
(NA)	 米雪讓我那個驚喜..            
(NA)	 好雷啊 TVB版大长今 杨怡直接没有发挥空间 3好戏份太多 皇帝个煞笔 米雪老的不像样了 最后显扬出现直接就是最大的败笔            
(4星)	 对结局比较失望ing            
(5星)	 喜欢金铃            
(3星)	 古代版偶像剧            
(3星)	 给3个星我觉得演员听不容易的，问题在编剧和导演。越看越觉得不着46~，虽然把它当肥皂剧看，但是也不能太不靠谱吧，又没走搞的路线，每个角色都正经八百的，偏偏剧情和台词都不着边际，漏洞百出。。。失望！            
