http://movie.douban.com/subject/4812751/	成均馆绯闻 성균관스캔들
(5星)	 事实上只要熬过前两集，后面就有如滔滔江水一般的萌点正中我下怀。女扮男装的题材没有将人物感情拖泥带水夸张化，有冲突有张力，剧情明朗线条分明，剧中的朝鲜有乌托邦式的理想主义和现实的惨烈斗争，表演部分有天的内心戏处理符合个人风格，女主眼神明亮，男二男三完全般配，2010所获奖项实至名归            
(4星)	 帅哥3星，政治正确1星            
(5星)	 忽略逻辑，只讲可爱的小情小爱，还是要韩剧啊！尤其是人物，再给我找一部四大主角都如此讨人喜爱的片子出来！再给我找一部连男三都如此出彩莫可逼视的片子出来！桀骜啊桀骜，纯TM是我的菜！不需要太帅，有担当够MAN就好！            
(5星)	 朴有天～            
(4星)	 超喜欢女林。这部剧动人的，是那些真挚的友情，纯真的爱情，有着理想和执拗的青春。所以忘记那些狗血的剧情，拖沓的节奏，就是轻松的看一部剧而已。顺便，也被打动。            
(4星)	 男主男配一个比一个帅……我去            
(4星)	 天哪 做梦也想不到我的腐女魂居然被小宋给完全召唤了回来\(^o^)/~看着他被桀骜，被女一，甚至有时候还被米奇TX，我真是无比欢乐↖(^ω^)↗外加他始终坚持不懈的强攻桀骜，TX女一，甚至时不时男一！我只要看见小宋就颧骨爆炸了哈哈。最后P个S：女一居然是high kick里的那个            
(3星)	 我想说不是为了宋钟基我是不会看的，剧情也太瞎了吧            
(NA)	 其实我就是去看女林的…            
(3星)	 有些地方夸张了，但整体来说还是励志的。关键是一看到朴有天那张脸我就跳tone…… 我还是喜欢男二三四            
(5星)	 垂涎4人组 足够满分            
(4星)	 比是美男啊好看多了啊！！！剧情拖沓都好看啊！！！ps朴有天同学演技八错啊            
(4星)	 女林你萌死老子了嗷嗷！！！那个国民最佳情侣奖神马的真的不是我想太多啊捂脸 女猪你是不是从来不来大姨妈！！！！！女猪你该和貂蝉姐姐搞百合啊！！！！！            
(4星)	 我勒個去= =還差一集看完。。。。根本就是一部腐劇咩》《！！~~挺有愛的~~不過甜甜的角色不是很有愛=3=比較喜歡女林和桀驁！~~~滅哈哈哈~            
(4星)	 看韩剧主要是为了养眼 ps：看了NG镜头发现男二比男一更帅啦~            
(3星)	 不是一般的拖. 女林最抢眼            
(5星)	 我亲爱的有天，真是展现了神一般的演技啊！女主颇有些笑傲江湖里李嘉欣的神韵，男二真是苏志燮大叔华丽丽的小一号年轻版！至于男三那个家伙，实乃居家旅行必备之可爱宠物，怎么就那么嫩呢~~~            
(5星)	 从来没有一部电视剧让我男一男二男三毫无偏见的全爱上的，三大美男各种萌点四射。。。。            
(4星)	 顺利完成烂尾楼之一。这剧是后宫剧吧，除了女猪脚，基本没什么主要女性角色。男1，男2，男3，男4质素都很好啊，各有特色。除了垂涎4人组，坏蛋4人帮，搞笑3人组都有能拉出来作男2的材料。            
(5星)	 华丽丽滴风骚卖萌男配角。            
(3星)	 主角一般都要被忽视。女林x桀骜乱有爱！            
(5星)	 總之是我非常喜歡的作品，希望大家都來看！！！            
(4星)	 喜欢桀骜，这种粗犷中的小细腻最有爱了。            
(3星)	 一般来说这种片子都是由fans评分的，所以根本没有参考性。            
(3星)	 少年版〈风之画员〉            
(5星)	 因为此片。喜欢朴有天。            
(5星)	 朴有天，现在这份感情只能称上喜欢。            
(4星)	 帅哥很多哦            
(4星)	 好看啊            
(NA)	 这个gay片在上半场其实表现还是很不错的...            
(4星)	 荡漾了一星期。。。///v///            
(NA)	 过程闷囍交加，结局利落不俗。            
(5星)	 有天。你好棒。梦想，是什么呢。            
(NA)	 看得好欢乐。            
(5星)	 难得除了可爱的男一女一，连男二男三男四、甚至男配都帅得一塌糊涂！！！            
(5星)	 女林啊女林~~            
(4星)	 我得承认最后我用了快进。。            
(3星)	 看了一半的            
(5星)	 女林！！            
(3星)	 不喜欢男主也不喜欢女主~两个男配都还好~河智苑她弟弟更他长得好像还是两个人都是一个医生整的呢！            
(5星)	 有天还是笑起来最好看            
(5星)	 各种基情啊            
(2星)	 主要看男人            
(4星)	 哈哈哈。            
(5星)	 zzang!            
(4星)	 有点瞎，但是很搞笑！女林，其实你爱的的桀骜！            
(4星)	 太喜欢女林了！！！！！！！！！！！！！！具容夏，太可爱了！！！！实在是女主角；略差一成            
(3星)	 好多男配角啊。女主角允熙很适合在里面这个角色，男装的打扮非常好看，女装也很有韵味。妓女貂蝉很着优雅的气场，那个眼神真好看。但节奏太慢了，也是跳着来看的。            
(5星)	 其实我最喜欢的是女林啊哈哈哈~            
(1星)	 不知道在演什么，实在看不下去            
(NA)	 除了男猪其他男人我都很喜欢.            
(NA)	 不好看            
(3星)	 宋钟基不错，喜欢聪明不外露的人            
(3星)	 上星期看完。编剧太烂了口胡！！！宋钟基你拯救了整部剧//有趣，这是韩版的梁山伯祝英台+金装四大才子么！            
(4星)	 养眼之剧，韩版的祝英台+小腐，男女主的古装扮相都很仙。无限粉红的戏            
(4星)	 向来没有男二综合症的我竟然从第一集就看上男2，还一直很难移情别恋到男主身上。我向来是正常的，跟着女主喜欢男主，这次怎么了。但这不代表我希望女主跟他在一起，女主还是要跟男主的，这样男2才可以配给男3啊，哈哈哈。            
(4星)	 好有爱~            
(5星)	 就这样走上了BG的康庄大道= =            
(5星)	 好靠谱的偶像剧!男三太萌了！            
(NA)	 我现在到底是要多久才能看完一部韩剧            
(5星)	 已经是第N次看了，男一号的声音太有滋性了，眼神很迷人。已经完完全全被迷恋上了。喜欢男女主角在一起的那份奇妙感觉。大爱有天。强烈推荐            
(5星)	 帅哥俊朗迷人美女聪慧灵动，笑点也多，最关键的是又暧昧又虐，男女主互虐且自虐，一共20集，一直虐到19集，才算完，好看好看，实在是轻松养眼的小言代表剧，俺很爱。            
(4星)	 女林啊 你真是妖孽            
(4星)	 纯粹的耽美YY剧，哈哈个人爱好~            
(4星)	 男一和男三好可爱啊            
(NA)	 非常值得一看的古装剧，女林很有爱哦            
(3星)	 我的品味就那么奇怪么，怎么人家喜欢的我都觉得还行，别人觉得无聊的我那么萌呢。            
(NA)	 一开始并没有感觉有多好看,直到看完以后,慢慢回味起来,觉得这个片子好好看啊,他的点点滴滴            
(3星)	 一有啥套路就批量生产啊            
(5星)	 超级好看的新型script~~ 一时间想不起这个单词的中文~~不好意思~~4个主角演技实力够强``连演反派的河智苑弟弟也一样            
(4星)	 为了宋钟基，但迷上了有天，第一次认真的去看东方神起的MV,囧            
(3星)	 不看剧情看帅哥            
(4星)	 有爱啊            
(5星)	 宋钟基同学·大胆的扑上去吧！            
(4星)	 韩国版的梁山伯与祝英台？但结局还是大团圆呀！我就是来看宋钟基的！前东方神起的成员俺么撒兴趣。            
(4星)	 各色帅哥，赞！！            
(4星)	 男女主可以忽略之，纯粹为了看女林的。所以最后，女林你就和桀骜幸福快乐地生活在一起吧……            
(3星)	 剧情有些拖沓，那啥那啥喜欢男猪。            
(1星)	 =-=            
(1星)	 2*都是粉丝拉高的分数，只是一部缓慢，拖沓，老套，简单问题复杂化的呕象剧而已，完全是用快进快进看完的            
(3星)	 为什么评价会那么好，其实还蛮炒冷饭的            
(3星)	 还挺有趣的            
(4星)	 看完了。逻辑上还成，就是某些不经推敲的小细节让人觉得可笑。不过原谅它了，不能对偶像剧要求太高。            
(5星)	 这戏里男的帅，女的美啊~~~~所有主角都很给力！~~~尤其是有天小盆友演的男一号，更是勇气可嘉啊~~~还以为自己有断袖之癖，准备终身不娶咧~~呵呵呵~~~~总之是满足了很多人的不同需求啊，想纯情就纯情，想热血就热血，想YY就YY~~~~一句话“娃们，都很可爱啊！”~~~不过，还是            
(4星)	 珍爱生命，远离棒子剧。太长了。。。＝，＝            
(5星)	 后半段还是有点拖沓，不过为了女林还是给五星，男三好抢镜啊~可爱            
(4星)	 花美男啊花美男             
(5星)	 很萌很纠结，好看好看！            
(3星)	 太磨叽，倒是韩剧通病，男二男三较有萌点            
(5星)	 好看不解释！！            
(3星)	 前半段ok，后面乱七八糟。。女主角像selina，男主角最不好看！            
(4星)	 青春就是好，我怎么那么喜欢具龙河呢            
(5星)	 迄今为止最耐看的韩剧            
(5星)	 哈哈不解释            
(3星)	 一个落魄官家小家和一群官二代的多角恋            
(4星)	 我就是来看除了男主之外的男二男三~ 女林妖孽的好可爱~桀骜不羁的好帅~~嗷嗷~~            
(4星)	 我喜欢酱油哥哥 ~我也喜欢桀骜~            
(NA)	 幼稚 （为什么要看啊喂混蛋）            
(3星)	 职业粉红观众            
(4星)	 最爱的是男三啊，你才是主角，萌死了。            
(5星)	 女林太萌了            
(4星)	 帅哥，帅哥，嗯，还有美女            
(5星)	 朴大米~突然被你萌到了！（¯﹃¯）口水还有女林+桀骜~粉红Couple~快从了从了吧~~最后的扑到太给力啦~哈哈            
(5星)	 我的标签只有这一个。。。。            
