http://movie.douban.com/subject/4067152/	行尸走肉 第一季 The Walking Dead
(4星)	 第一季6集看完，虽然有些地方有点潦草和拖沓，但这是剧集，不是电影。            
(4星)	 肖申克的导演果然是充满希望。  没看过给出准确结局的丧尸片，期待结局。            
(3星)	 快进着看完            
(3星)	 这剧情各种似曾相识            
(5星)	 啧啧。。继续期待AMC还能带来什么新的精彩~从Mad Men ，Breaking Bad到现在的The Walking Dead，原创剧少却都质量很高            
(3星)	 太噁心了            
(4星)	 节奏有点慢            
(4星)	 我觉得这个还是挺有意思的            
(NA)	 温情的丧尸剧            
(3星)	 有狗血剧情 但是大体已经很不错了 尤其是第一集的结尾            
(4星)	 前半段还行，后面就明显拖沓、落入美剧的俗套了。            
(4星)	 难得有这类型，比较中规中矩            
(4星)	 stars for the makeup            
(4星)	 烂尾，会有第二季吗？            
(4星)	 前两集看得好紧张，第四集好欢乐。早知道是不是该在院子里多种点向日葵小豌豆什么的？            
(4星)	 好看是好看!但是就是感情戏忒多了.显得有点墨迹了!!            
(4星)	 可以看，比大多数僵尸电影都好看，就是后几集剧情进展有些慢。            
(4星)	 可以改成“看过”了= =            
(5星)	 加入人性 种族 男女地位 等等元素 配合精彩的冒险故事主轴十分出彩~比一般的僵尸片看的都过瘾~僵尸粉丝绝对不能错过！            
(NA)	 加长版丧尸片            
(3星)	 僵尸片看多了，还能怎么样啊。            
(3星)	 群众演员不容易呀            
(5星)	 果然好看 一口气看完了 在这期间我吃了一顿饭以及许多零食 看来我的承受能力真的是越来越强了 不过看的时候总让我想起LOST 有很多类似的地方 在我心中还是LOST第一            
(4星)	 一晚上看完。期待第二季~            
(5星)	 五星for片尾曲            
(5星)	 Zombie剧果然没有Vampire剧那么养眼，末日情结好重。伏线很多，黑父子+断手大哥+妻子&amp;兄弟，第二季肯定会很精彩。            
(5星)	 过瘾，等第二季            
(4星)	 非常不错，由于考虑到其电视剧的身份，那么一些狗血的剧情都可以接受了            
(4星)	 3.4.5集太他妈废话多了            
(4星)	 Andrew&amp;Sara            
(4星)	 才六集呀，不过瘾呀！            
(5星)	 很喜欢这种类型的，只是太短了太短了，一季只有6集            
(4星)	 美国电视剧不用分级么...僵尸版LOST么....            
(NA)	 还挺好看的....            
(4星)	 的确是很不错的剧情片。但是，不想再看下一季了。            
(5星)	 极具伟大潜质！！！            
(4星)	 继吸血鬼之后僵尸总算也上了剧集的道儿，拍的还成，美国精神依然大行其道。            
(4星)	 废话真多~            
(NA)	 重口味。            
(3星)	 僵尸制作还算精良，但剧情拖沓，为什么总是在关键时刻就开始谈论人生哲学！！！！难道就因为这是个剧集不是电影，导演就说大家要拖，要拖.......女主竟然是越狱的女主，我当年最讨厌的就是她！！要等到明年的这个时候才能看完第2季，这也太漫长了！！！！            
(5星)	 花了两天的时间才看完了第一季,是继那么那么多年之前的咒怨之后唯一让我半夜睡不安稳的电影,很多心理暗示的地方,明知道都是编出来的剧情,但还是让我这个有末世情结的人着实地噩梦了整整一晚..第一季最好的男人,不是主角,是那个孤儿院的男护和那一名保安..第六集结尾的时候很严肃,仿佛经历一场冒险..            
(4星)	 LOST的僵尸版，有几处记忆犹新，地上爬的那半截女尸，AMY变僵尸被姐姐及时爆头，黑皮女人比TM僵尸还丑。            
(3星)	 还好，其实事件不多，许多情绪性而非情节性的段落，叙事缓慢，但并不沉闷。            
(4星)	 第一部僵尸题材的美剧吧？但是请不要把注意力只放在僵尸上，真正的意图是展现人类在危难时的矛盾冲突——你的选择会是什么？            
(4星)	 这不是什么僵尸片，而是在讲人性，生命、亲情、爱情、友情、承诺、背叛、选择……如果前方的路通往末日，你会不会走下去？            
(5星)	 一整晚看完！嘢！好像回到了大学的PB时代!            
(3星)	 因为迷恋《邪恶力量》，考虑要不要看看。            
(3星)	 导演是急着回家上厕所么？前五集4第六集2            
(4星)	 那段装僵尸的笑死我了            
(NA)	 玩啦？            
(4星)	 第一集连呼恐怖，里面有Sara啊~            
(4星)	 等s2            
(4星)	 模仿痕迹太严重 才6集，真的是想不到怎么编了吧            
(5星)	 超级好看，以及和papa的美好回忆            
(1星)	 犹豫再三还是决定删除了这部片，虽然第一集只看了一半，但是实在超出我的承受能力，何况我都是晚上看美剧，看这个，基本就是不打算睡了嘛～放弃吧，zombie和我从来都没啥缘分。            
(2星)	 过时的苦情灾难剧。06话结尾,想抽打所有人....            
(5星)	 从第六集的研究分析来看，如果只是破坏丧尸的大脑皮层而不破坏脑干的话，只会影响丧尸的感官，无法阻止其行动啊。            
(5星)	 第一次看这种类型。            
(5星)	 对丧尸片不特别感冒。但这是第一次迫不及待地等一个剧集更新。            
(5星)	 老子还是敢看恐怖片的！妈哟，这个都看得哭。            
(4星)	 下午上班看完 真过瘾            
(4星)	 还是火星比较安全啊- - 为神马爆炸没把周围车的玻璃给震碎呢这点真是想不通哎╮(╯_╰)╭             
(4星)	 一口气把行尸走肉看完了，期待第二季.. 说实话第一季还是挺文雅的，没有更多惊喜，希望行尸走肉越做越大，但是不要没下限就可以了..             
(4星)	 剧情能再拖点么            
(NA)	 看了几集没兴趣了            
(5星)	  求下季！！！            
(3星)	 不追了 没劲            
(4星)	 就是给我在GG上玩L4D的感觉，smoker最烦了，和队友扯淡最有意思。            
(4星)	 第一季就这么结束了？！            
(4星)	 末日的绝望，生存的挣扎，人性的冰山，期待第二季            
(3星)	 话说，开头是向《惊变28天》致敬么，哈哈哈哈还有，没有讨论区，我真的很不习惯，豆瓣你大爷剧情好慢好慢好慢好没劲            
(1星)	 我靠 丧尸片还走深度路线 装什么B啊··            
(4星)	 我们就爱重口味。            
(3星)	 如同西方人眼中的狼人代表粗俗一样，美剧更愿意纠结于华丽吸血鬼，但达拉邦特的僵尸剧集却立意深刻，《行尸走肉》俨然从导演逆转变态的前作电影中找到了人性之匙，玩的是末世末日未亡人生存的哲学原理。善恶同一平台PK，对垒的却是生存的成本代价。所以，这美剧仅凭单一场景少数角色就可以触动人心。            
(1星)	 越看越无聊，给我一把剪刀好不？我要把这破片剪掉3分之2，看它能不能好看一点。            
(4星)	 = =這就完了?!!            
(3星)	 无亮点，三集弃。            
(5星)	 剧情画面恰到好处，不闷不狗血~            
(5星)	 非常吸引人，总是迫不及待看下一集！            
(4星)	 让我想到2012，豪斯医生，死亡录像。与其他的僵尸片的不同只在于知道到底是怎么一回事了~            
(3星)	 我们总以为还有很久的路要走，却不知不觉就已到尽头。            
(4星)	 还可以            
(4星)	 特效很给力，从头到尾“我勒个去”。            
(4星)	 歐我怎麼這麼喜歡這種重口味= =lll            
(4星)	 还是不错的  期待第二季            
(4星)	 太仓促的完结感。            
(4星)	 说完怎么就完了。。又是漫无止境的等待了。。。            
(3星)	 它不是《super natural》的对手。            
(4星)	 僵尸片看太多的结果，就是在本剧中不断寻找经典桥段            
(5星)	 真爱如血 完结了 吸血鬼日记停了2个礼拜了 嘿嘿 终于让我有新的寄托了 ohyeah            
(5星)	 挺过瘾的            
(NA)	 最后的爆破好给力！！！！！！            
(4星)	 第一集真棒！            
(5星)	 4年没有这么追着看美剧了            
(5星)	 里面有些话说得太好了。。。            
(4星)	 抛开丧尸不说，这是一部很好的伦理剧            
(3星)	 我承认一开始是被爆丧尸的头所吸引去看的，后来发现后面的好像跟丧尸都没有什么关系了，不知道在讲什么。竟然还有越狱的那女的，那女的长的那么难看的，怎么总有她。            
(5星)	 WALKER !  THE WALKING DEAD.  美剧的效果就是给力。            
(4星)	 最后一集才45分钟，还有，亚洲小子的脸皮怎么越来越绷了            
(3星)	 我实在看不下去了  视觉冲击快升级到胃吐冲击了            
(5星)	 不敢看，但坚持看。剧情还是很有张力的。            
(5星)	 left4dead加长复合升级进化真人版            
(4星)	 好看啊~我舍不得删都。            
(5星)	 作为一部丧失片，画面的血腥感还是很足的            
(3星)	 起初我以为是个好剧，结果一季6集下来还没讲到一个希望，第一集的黑皮肤好人到第六集还没有找到，断了手的大力哥哥至今去向还是一个谜。慢成这样真令人失望啊            
