http://movie.douban.com/subject/3882715/	武林外传
(4星)	 不只是喜剧！            
(5星)	 近年最好看的室内剧，有点百看不厌的意思            
(5星)	 我是腐竹 嘻嘻            
(4星)	 久违的情景喜剧            
(5星)	 如果能有六颗星，我就点六颗星推荐了......            
(5星)	 我爱大嘴            
(5星)	 中国情景喜剧的里程埤            
(NA)	 温故而知新，最喜欢秀才把姬无命弄昏头的那集            
(4星)	 这一堆搞笑的人！            
(2星)	 无聊，笑点太低，受不了。            
(4星)	 我心目中拍的最好的大陸情景喜劇 後來什麽愛情公寓完全沒法比 和媽媽一集一集反反復複看了好多遍 還買了碟回來追            
(3星)	 两个妹妹喜欢 戳不中哥的笑点 囧            
(5星)	 每次我爹看我笑的2B样，总说里面一群神经病演演，外面一个傻子看看…我觉得它片头片尾曲都很有意思啊而且没集中间还有个额外篇…虽然额外篇形式我瞧着眼熟不知道是不是原创反正也不管了 看这剧就是管乐 没别的 昂~            
(5星)	 过年过节夏季消暑冬日驱寒必备佳品！永远都爱！！！！！！！            
(4星)	 好看好看好看。            
(5星)	 每看必龇牙。好贱好欢腾的剧。            
(4星)	 偶尔看一看挺乐            
(5星)	 看这个和看康熙来了一样会被妈妈唠叨两句 哈哈哈 我才不理她呢 对她[斜眼]!!            
(5星)	 都别废话            
(5星)	 我高中时候看过的 最喜欢的电视连续剧 不解释~！            
(5星)	 在婆婆家吃着饭看 很开心很开心            
(4星)	 N个爆笑的晚上。。。            
(5星)	 我的爱！！！            
(4星)	 电视里老放，看了很多，但是没全            
(5星)	 我想看看豆瓣会不会从今天开始给我放“你是不是饿得慌”。            
(4星)	 每次遇上都会看，傻乐。            
(4星)	 台词太亮了            
(3星)	 我喜欢大奶牛那一段            
(5星)	 欢乐的很。            
(5星)	 平凡生活中体现人生道理。 难得的好剧！            
(5星)	 哈哈            
(5星)	 寒假暑假看，每年电视台轮番播，每次重播我必看，我看过最好看的情景剧。            
(4星)	 可以开心的消磨时间             
(NA)	 传奇            
(5星)	 情景剧中翘楚            
(4星)	 源于对《炊事班的故事》的喜爱            
(5星)	 看过的最经典，最牛逼的情景喜剧！！            
(4星)	 第一次让我感觉:第一次看觉得不好看 后来越看越觉得有味道的电视剧            
(5星)	 反正我笑死了，以前暑假必看。            
(5星)	 补            
(4星)	 最喜欢的一集，你是不是饿得慌呀呼咿呼嘿            
(5星)	 宁财神真牛            
(5星)	 大一，大二好喜欢~            
(4星)	 葵花点穴手！            
(5星)	 我爱邢捕头！我爱老白！我爱芙蓉酱！！            
(NA)	 爱秀才            
(5星)	 国产难得的古装喜剧，人气口碑就不用多说了，最关键的是有一股美剧中细节中见大智慧，小事中有大文章的豪情，让现代国产情景喜剧也可以处处放光彩            
(5星)	 非常好            
(4星)	 额的个神，子曾经曰过~~~~~~~~~~~~            
(4星)	 是电视上面开第二遍的时候看的，怀念            
(5星)	 莫名有种银魂的。。。对，就是这种想要吐槽的憋屈感            
(NA)	 ～            
(5星)	 好几年夏天都看过来了            
(5星)	 经典，无需多说。            
(5星)	 好看！            
(5星)	 一部好的喜剧就是要让人无负担、偶尔惦念，不会拼命去追、久久不会忘记。正如好的情人。            
(5星)	 五星  不解释            
(5星)	 也许是我成年后觉得最好看的喜剧            
(4星)	 开始排斥来着的，认为国产情景喜剧都傻了吧唧的，没想到N年前偶然一看倒还爱上了~连我妈都喜欢看！宁财神果然了不起。不过如果每集时间在30分钟就完美了，40分钟有些水。            
(5星)	 我追的是cctv8最早播的那個，真的要笑死了啊哈哈哈哈哈哈！！！            
(5星)	 难以超越的。            
(5星)	 继《我爱我家》之后大陆情景喜剧的第二部巅峰之作            
(4星)	 多搞笑啊！            
(4星)	 高三的时候播的，后来大一那会儿看看还行~            
(5星)	 其实那里不叫武林，应该叫生活~~断断续续地看了几个月，陪伴我度过了考研的那段日子~~虽然现在看起来有些段落已然过时了，也许以后还会有好得多的喜剧，但毕竟那已经成为了一份独一无二的回忆，一份与我相伴的成长……            
(5星)	 有教育意义~            
(5星)	 想当年。。。 2006            
(5星)	 大学寒暑假没网上时唯一的消遣            
(5星)	 必须的            
(5星)	 能下饭的好菜。            
(4星)	 也算是开先河之作了            
(5星)	 西边有六人行，东边有咱武林外传～            
(4星)	 国产情景喜剧无法超越之作            
(5星)	 可以做到百看不厌            
(3星)	 这货不是武侠片这货不是武侠片。。。。            
(5星)	 高二时代全班围坐在电视机前痴笑            
(5星)	 神作            
(5星)	 2006年            
(5星)	 绵里藏针。杀人和搞笑并行不悖。            
(5星)	 又看了一遍的说。。。            
(5星)	 当年考研就靠这戏撑过来的～～～            
(5星)	 咱们宿舍的人都能把台词背下来了~~~            
(5星)	 燕小六~~~            
(5星)	 百看不厌            
(5星)	 就两个字：好看            
(5星)	 少有的好片            
(5星)	 5年前出来的幽默喜剧~~  嘿嘿            
(5星)	 喜欢的电视剧没几部 这是之一 宁财神太有才了            
(5星)	 我能给六星么。。。            
(5星)	 当年是中毒一般看了一遍又一遍，现在也是……            
(3星)	 宁财神似乎不行了哎            
(4星)	 电视剧多好。            
(5星)	 这是被我发现而被我爹低估的一部剧哈哈~~~            
(5星)	 真的很欢乐            
(4星)	 开启了我那笑点很奇怪的看片道路。            
(5星)	 我竟然没有标记过。。。。。            
(5星)	 哈皮！！！            
(5星)	 看完电影又翻出来重看...白驼山壮骨粉，青春的粉，友谊的粉，北宋欧阳锋独家秘方，请认准黑蛤蟆防伪标志，呱！呱！......噗哈哈！~            
(5星)	 居然有5年了！！            
(5星)	 陪我度过了澳洲的头三年，台词倒背如流            
(5星)	 百看不厌 看了又看            
(5星)	 虽然我觉得最好的情景喜剧是《我爱我家》 但是感谢武林陪我走过我的高中 今天大姚姚公布离婚的消息 而我最喜欢看得是最后一集            
(5星)	 跟电影一对比才知道 用电视看是赚了多么大一笔 = =            
(5星)	 沙平威归来变老白呀。            
(5星)	 伴随了我的高中岁月…            
(5星)	 我真爱死同福客栈的每一个人            
(4星)	 遇到了就看……但。。。永远看不全            
(4星)	 居然忘记标了            
(5星)	 照顾好我七舅姥爷            
(5星)	 一直各种爱。            
(4星)	 很逗乐            
(5星)	 8515，哈哈哈            
(4星)	 喜欢秀才^^            
(5星)	 给我解释解释什么他妈的叫搞笑！            
(4星)	 某人很喜欢。            
(5星)	 我想活在武林外传里            
(5星)	 太有才了            
(5星)	 近年唯一看完的国产电视剧，当时来说是很特别的。            
(NA)	 其实我是突然发现……它竟然还有韩语译名 擦            
(3星)	 情景喜剧,要求不高,超越现在狗血的电视剧就行了.            
(5星)	 强            
(5星)	 一开始还觉得没劲儿，越看越有趣！排山倒海！            
(5星)	 看了二十几遍了- -            
(4星)	 居然还有韩文名字。            
(5星)	 很好的下饭菜            
(5星)	 每次看到了那些桥段，知道他要怎么说的，还是会笑            
(5星)	 大爱 大爱            
(5星)	 我都不记得 我什么时候不喜欢你们过             
(4星)	 分数这样高...            
(5星)	 超爱！！！没有哪部情景喜剧能够超越它，真的！            
(5星)	 陪我走过岁月的~武林外传            
(5星)	 看了N遍依旧喜欢~我不是锅女侠么..            
(5星)	 国产情景剧支持一个~            
(NA)	 看不够~有电视台演的绝对停下来看~            
(5星)	 超级喜欢的电视剧！            
(5星)	 替我照顾好我七舅姥爷！            
(5星)	 老友记呗            
(5星)	 我的高三因你而不压抑            
(5星)	 我最喜欢吕秀才            
(4星)	 郭芙蓉，看招！            
(5星)	 额滴神呀。。。            
(5星)	 棒！            
(5星)	 高中时代共同记忆。            
(5星)	 OH MY GOD,一看再看再看再看。。。            
(5星)	 看了几遍？数不清咯            
(5星)	 我爱武林外传！！            
(5星)	 中午用投影仪放来着,还让丹丹骂            
(5星)	 六星            
(5星)	 电影版什么时候出啊～            
(5星)	 你是不是饿得慌。。。。。我一想吃饭就唱这个。。。。            
(5星)	 必须的五星！！            
(5星)	 看闫妮，感叹西安女子那份骚情。            
(5星)	 俗的有深度 演员分开来有特点没水平 和一块互补到位             
(5星)	 好玩            
(5星)	 好多台词都会倒背如流            
(4星)	 小贝 -1分            
(5星)	 太逗了~拯救人于黑暗之中...            
