http://movie.douban.com/subject/4848610/	千谎百计  第三季 Lie to Me Season 3
(NA)	 我只是想看Tim Roth的表演            
(3星)	 果断弃剧            
(3星)	 对这种神棍式的探案剧厌倦了            
(4星)	 为啥没得了凭啥凭啥凭啥？！            
(5星)	 so what are you waiting for            
(3星)	 很精彩,可以学习人的表情如何知道那人是否在讲假话            
(3星)	 感觉明显没有前两季好看了，似乎是没有什么可编了了，剧情有些陈旧落俗，希望第四季能正常拍摄，编剧也能不负众望。。哎            
(4星)	 坚持到第三季只是为了听Cal亲口承认喜欢Foster            
(5星)	 超爱            
(3星)	 別讓表情出賣了你，那這部劇本身的演出呢？            
(3星)	 凭心而评真只能给三颗 - -。真说不出期待第四季这样的话了- -。            
(4星)	 绝对爱看..            
(4星)	 快被砍了= =            
(3星)	 为啥我觉得比S02好看 牙姐可以看看            
(NA)	 不看了 看不下去            
(4星)	 惯性看完 但热情弱了 3.5            
(5星)	 诅咒砍剧的脑残！            
(3星)	 这一季真是没什么突破，赶快砍了得了            
(NA)	 感謝《黑欲》，不然又得等到明年11月。。。。= =!貌似应该是13集，已经又睇完一季啦~            
(5星)	 老朋友，再见            
(4星)	 主要是lightman            
(NA)	 希望有一天我也可以造就这样的能力~~~~期待期待            
(1星)	 既然被砍了也不想看了，的确是越拍越难看。只不过我的Loker和Ria还没在一起啊！            
(3星)	 这一季在搞神马呀！！！            
(3星)	 一直一个路子，我有点视觉疲劳o(╯□╰)o            
(2星)	 果断放弃第四季，越来越不好看了            
(4星)	 上来就比第二季精彩很多了~只要有TR拍的多烂都会看~            
(4星)	 弃于第3集。这个题材很难维持太久，被砍也是无奈，默哀~            
(5星)	 天啊，和Foster在一起吧。            
(5星)	 everybody lies            
(2星)	 看不下去了，越演越幻灭。。。            
(3星)	 弃。            
(4星)	 tim roth只要能够看见你···下船很久啦····            
(3星)	 就这样完结了，不知道还有没有下一季            
(3星)	 有那么一点科学依据，但太夸大了，，            
(5星)	 完结了完结了……            
(4星)	 四星是给TR的。被砍让人伤心，但是最后对G感觉的坦白，算是一个好的结束吧，goodbye, dr. lightman...            
(5星)	 2010.10.08开始第一集            
(4星)	 出得快就是被砍的征兆……            
(5星)	 赶快娶了Foster吧~~~~            
(4星)	 在一起吧在一起吧            
(5星)	 被砍了啊！！加一星纪念好么！！混蛋！！            
(NA)	 反正不知道从什么时候起就看不动了            
(4星)	 下一季就看C和G的发展啦。。。            
(NA)	 再见大叔            
(NA)	 这一季也很一般，case没有很吸引人。被砍了也就算了吧~            
(4星)	 終於看不下去了             
(4星)	 就这样结束了。。。大叔依旧魅力            
(NA)	 别对我说谎 第三季            
(4星)	 忘了13是否有看。            
(3星)	 味同嚼蜡，我已经不知道它在讲些什么了，伪科学神马的。听到被砍的消息有些失落，突然就没了呢？后来知道没被砍••••••¥@#%$€，坑爹呐！！！我的看剧完结强迫症怎样才能好？            
(3星)	 看到一半弃了，不想追下去了~~~            
(4星)	 竟然提前啦~//竟然被砍            
(3星)	 大叔你是闪亮的.!鸡肋还是要弃的.            
(5星)	 五星，为Cal最终承认对Gillian的爱~            
(5星)	 先给个5星作为新一季的期待吧~啊哈，感觉编剧有点才尽了。。            
(3星)	 最后一集最后一分钟终于让偶三季的纠结有了一个了结...            
(3星)	 越来越难看了。。。            
(3星)	 对女警察无感，你还是和Foster在一起吧光叔！            
(5星)	 真的是再见啊            
(4星)	 总觉得慢慢缺乏新意了。。。            
(3星)	 不打算再看第四季了。            
(4星)	 什麼？！！Lie to me竟然給我莫明地砍了，太不尊重！明明Dr. Lightmen是最有性格的電視角色，Tim Roth把這個角色演得太符合了。當Lie to me少了Lie的元素成為查案劇，其實跟The Mentalist少了推理一樣，還是很有可看性，但兩套劇收視卻差遠了。            
(4星)	 变风格啦....            
(4星)	 闪灵+社交网络收尾，季终表露心声            
(5星)	 被砍了？            
(5星)	 厄，LTM Group的新成员才露了几个正脸就木有后文了，Cal和Foster的happy ending也成了不了的悬案了～～～唉，咋就被砍了呢            
(NA)	 被砍是有原因的　            
(3星)	 看不动看不动看不动!!            
(4星)	 2010.10.06 ~  个人认为第三季在剧情上胜过第二季，不过本剧不够亲民，收视率低也以理解，被砍有些可惜。            
(4星)	 S313            
(4星)	 还是被砍了。。。。            
(3星)	 没什么新意了            
(5星)	 大叔最有爱~            
(5星)	 还等着你更新呢。。。            
(NA)	 看不下去了            
(NA)	 弃了            
(NA)	 被砍了，据说            
(3星)	 越来越没劲了 放弃            
(NA)	 还是蛮好看的，bless下季续订啊~~            
(4星)	 12集，已经完结了。第三季有几集特别好看，虽然Lightman还是继续耍宝，和某探员暧昧（看的我瞎了...)到了最后一集算是给力了，至少说了句真心话啊            
(4星)	 每次Cal跟小Em斗嘴都很有意思            
(4星)	 第四季会被砍吧。。。为Loker不值。。。            
(5星)	 3星给光人，1星给locker...（喂喂，加起来不才4星吗？）都被砍了，我非要给5星怎么地了！← 不要和傻子讲道理！            
(4星)	 又开始给力了 O(∩_∩)O哈哈~            
(3星)	 远不如第一季给人的震撼感觉。大爱Gillian Foster。            
(4星)	 呜，老狐狸再见了~            
(4星)	 我觉得没有第三季好看            
(5星)	 关系波折点才有意思。。话说第一季小萝莉没演            
(3星)	 突然看不下去了 不知道为什么 Tim大叔啊            
(5星)	 不知道有没有S4了            
(NA)	 3            
(4星)	 啊啊！！我相信灯叔的春天就在不远处！            
(3星)	 被砍了，我怨念。。。            
(5星)	 应该是最后一季了，Tim大叔，期待你的下部作品            
(3星)	 就这么被砍了，Lightman和Foster还没在一起呢。            
(5星)	 能学到很多            
(4星)	 这一季明前比第二季有看头            
(5星)	 期待两对JQ            
(NA)	 已弃。            
(3星)	 江郎才尽            
(4星)	 2010年10月12日，E01。11月05，E04。12月08日，08。2011年01月23日，E11。            
(3星)	 一季看表情，二季看CG，三季唉～没了            
(2星)	 我腻了，放弃追了。            
(4星)	 居然被腰斩了……            
(4星)	 还有第四季不            
(4星)	None
(4星)	 老流氓 你太有型了呀！！！！老流氓跟人家好，看不怪哼 怪不得FOSTER要吃醋啊吃醋后面忽然看不下去了 =。=一直没看完            
(4星)	 面对每况愈下的收视率，不知该剧还有没有第四季。            
(5星)	 结尾一集太强大了!!!第四季在哪里啊啊啊!!!!!            
(4星)	 走下坡路了~但还是不错~~            
(5星)	 三季下来让我很喜欢观察人的表情……很喜欢研究表情背后的心理，虽说我总研究不出来吧            
(4星)	 Foster不能和大叔在一起，太不省心了~            
(5星)	 就說怎麼看到第13老不出新的。。原來13是最後一集了-。- 怎麼一點都木有最後一集的feel捏0.0            
(5星)	 oh please continue……            
(3星)	 居然被砍，TIM ROTH你该反省一下了。            
(4星)	 被砍悲剧。            
(NA)	 第三季变味 看的闹心 弃            
(5星)	 艹            
(3星)	 哎...有长进            
