http://movie.douban.com/subject/1876781/	越狱  第二季 Prison Break Season 2
(3星)	 越来越没劲了。            
(5星)	 他他他他他为什么又进去了啊            
(2星)	 第一部让我觉得第二季和第一季差太多的美剧。            
(3星)	 结局就是为了第三季，和第一季没的比较            
(5星)	 只有我一个人认为这季比第一季强么。            
(NA)	 One thing you learn when you&#39;re walking the steps, is that you never outsource a blame that belongs in your own backyard.            
(4星)	 我没打五星是因为没有第一季好。。            
(4星)	 2009.9.16 上周和Tora无意中开始复习PB，昨天复习到第二季第一集，也许我终于有机会把四季追完了？|||09.9.18昨晚看到第七集，加两颗星。那个长得很变态的FBI果然很变态，剧情越来越阴暗，我有兴趣追下去了~~2009.9.23 over            
(3星)	 开始无聊了…………后面就不想看了            
(5星)	 因为马洪 我给了5颗星            
(4星)	 快高考的时候天天跟家看了又看 越狱第二季应该叫追捕...            
(5星)	 第二季也很精彩！            
(5星)	 厄，这个……            
(NA)	 150505            
(3星)	 比第一季的风头差远了            
(5星)	 看到后面感动了。            
(2星)	 看不下去了 已经            
(5星)	 比第一季好~            
(4星)	 没第一季好看            
(3星)	 只想一直看下去 为了米帅囧            
(3星)	 因为米勒的帅脸加一星，因为第一季再加一星。            
(4星)	 除了最后一集，都还能忍.  看了最后一集，绝望了，tnnd还有第三季啊....            
(3星)	 办公室看的08.12.26            
(4星)	 还记得当时包夜看这个            
(4星)	 延续的第一季 还算不错 不过很明显的是离开了监狱这个环境 越狱已经开始走向衰落了            
(NA)	 兄弟爱最高 TAT            
(5星)	 智商的高低取决于先天，而情商则取决于自己。高智商的人很多，但善良，而且兼具勇气，冷静的人可谓太少。迈克不是一个空想家。            
(4星)	 感觉比第一季刺激，，，更多的意外。。。就不能有个好结局嘛？纠结。。。            
(NA)	 每次吃麻辣烫的时候看            
(5星)	 自认为，这是四季中拍的最好的一季            
(4星)	 失望的等待            
(3星)	 多一星为了马洪            
(3星)	 跟第一部差远了。            
(5星)	 感觉已经不如第一季精彩了，看完这个，第三季也没看了。            
(3星)	 逃亡之后            
(3星)	 第一季最高            
(4星)	 关于Linc的罪名还终于是告一段落了..            
(4星)	 马宏让我使劲想起《怪物》里伦克，注定都是悲伤的角色。            
(3星)	 虽然有点失望~但冲着PB的名头 整个情节还是不错额~追击的过程 起伏曲折还是不错的~            
(3星)	 突然看得迷茫起来。            
(3星)	 我开始有点看不下去了            
(3星)	 肥皂剧。            
(4星)	 没有第一季好看            
(4星)	 从第二季起越狱开始变味道了.            
(NA)	 从这季开始变呆            
(4星)	 完结篇！！            
(NA)	 第二季！            
(3星)	 这部很弱            
(4星)	 明显没有筹划好 很多内容与第一季接不上            
(5星)	 我喜欢T－BAG，嘿嘿……            
(NA)	 T-Bag            
(3星)	 除了sara和michael在一起的那一集其它什么也不记得了            
(3星)	 2最差……            
(2星)	 这一季最没意思            
(NA)	 嗯米帅。            
(5星)	 第一季的铺陈太好了            
(1星)	 比起第一季，评这个星我也是无可奈何            
(2星)	 瞎扯            
(4星)	 同第一季差得远啊            
(4星)	 延续经典            
(4星)	 当然看过啦。            
(4星)	 就是为看SARA和MIKE永远不说的爱。T-BAG绑架了他爱的女人和孩子之后，打电话报警，然后躲在角落里边看着警察解救她们边掉泪，真心酸            
(3星)	 三季里较无聊的一季            
(4星)	 第二季略逊            
(5星)	 再次经典！！！            
(5星)	 跑到外面依然紧张!            
(NA)	 去年全球最风靡火爆的美剧了，把美剧推向一个高度。趁五一假期看完前两季，然后一周一集啃第三季……今年下半年第四季要见面了，全球最帅的男人~呵呵            
(4星)	 没第一部好看，也不错啦            
(4星)	 没第一季好看            
(3星)	 第二季是例行公事 SOMETIMES I FEELED THAT U WERE NOT EVEN THERE            
(4星)	 可没有一季精彩            
(NA)	 有点无趣。            
(5星)	 很多人说比第一部逊色 我觉得一如既往的精彩             
(5星)	 Prison Break            
(3星)	 水准明显下降            
(5星)	 第二季依然有看头            
(2星)	 以前看的。难道可以跟第一季比么？            
(4星)	 从监狱狭小的空间转移出来变成公路大追逐，不够紧张刺激了...just so so...            
(NA)	 T bag给我留下深刻印象！            
(NA)	 还是迈克            
(4星)	 第２部有点残了            
(NA)	  越狱             
(NA)	 这一季还不错,但第三季剧情实在是难以再吸引我            
(5星)	 续第一季，没的说            
(4星)	 有点乱，不过还是不错的！            
(4星)	 第二季关注人物的内心~            
(NA)	 越狱            
(3星)	 等得太久            
(3星)	 坚持着被我看完了            
(NA)	 07年5月和悲伤一起看完的。            
(4星)	 没第一季好看。            
(4星)	 感觉远没第一季精彩,可能是没有新鲜感了            
(3星)	 第二部觉得好看的就是SARA和M的感情。            
(NA)	 Prison break 2            
(5星)	 看完全剧            
(4星)	 没第一季好看！            
(3星)	 又臭又长            
(4星)	 虽然也不错，但第一季太精彩了，很难比上去            
(3星)	 更一般            
(4星)	 经典一部就好了，如果要拍第二部那编剧请编的比第一部要更好才行啊！不过米帅还是一如既往的帅啊            
(4星)	 it&#39;s about to fall            
(4星)	 第二季 就一般了            
(NA)	 依然扣人            
(3星)	 感觉太累            
(5星)	 终于看完了~ 我做到了。尽管少了一个人。我还是完成了~            
(NA)	 2007.5            
(3星)	 比第一季难看很多，明显抄动画片monster            
(5星)	 好看            
(4星)	 米帅啊            
(4星)	 还行还行...            
(3星)	 看不下去了。            
(NA)	 精彩            
(4星)	 帅瓦～            
(3星)	 还是最喜欢第一季            
(4星)	 这部比较墨迹            
(5星)	 个人觉得第二季也很经典            
(4星)	 显然不如第一部啊            
(3星)	 越到后面越是…            
(4星)	 my love            
(5星)	 Still great.            
(4星)	 看第二部的时候没第一步那么迫切，这个永远逃不出去的破监狱编成了这部冗长的连续剧。            
(NA)	 开始不好看了。            
(5星)	 我是越狱粉            
(3星)	 大学生活...每周的期待...            
(3星)	 拖拉..= =             
(4星)	 Miller wentworth．．太帅了            
(4星)	 不错            
(5星)	 越狱 第二季            
(2星)	 注水猪肉版！！            
(4星)	 在家看碟。T-bag真不是一般人！！            
(5星)	 不如第一季...            
(4星)	 这季叫入狱            
(4星)	 相较第一季有差距            
(3星)	 没有1季好~            
(3星)	 温特沃斯·米勒            
(4星)	 看这个是因为第一季的惯性..            
(3星)	 出来转了一圈又进去了            
(5星)	 gooda            
(3星)	 2没什么意思。。。            
(5星)	 爱情的成分越来越多啦～            
(5星)	 好看~~            
(NA)	 千万不要让罪犯看这个片子，否则越狱的太多，社会就不安定了。            
(5星)	 没第一季好看,但还不错            
(4星)	 看的这三部里，觉得这一部最不好看。不过比起其他的，还是很精彩的。            
(5星)	 继续追看            
(NA)	 没有第一季好看。            
(5星)	 没有第一季紧凑了,不过MISA KISS的样子很美SARA~~~            
(4星)	 比第一部好            
(4星)	 爱上ALEX，太有男人味了！！            
(4星)	 快点逃出去吧            
(5星)	 嗲~            
(3星)	 情节重复，乏味            
(5星)	 还可以接受            
(NA)	 你不觉得很一般嘛...            
(NA)	 因为习惯，这部也要接着看，但是很令人疲惫。            
(NA)	 Bravo!            
(5星)	 吸引无限 欲罢不能            
(5星)	 虽然没第一部好看，但miller还是那么帅            
(4星)	 暑假看的，属于那种理智上觉得没有意思，但是又放不下的            
(4星)	 有点拖沓...不过还是坚持看了下去...            
(NA)	 没有第一季精彩！            
(4星)	 第二季专登甘多波折。            
(NA)	 编剧开始出现脑力透支现象            
