http://movie.douban.com/subject/4826770/	我的公主 마이 프린세스
(3星)	 虽然剧情拖沓 但我就是喜欢这个聪明漂亮的女人。。漂亮又可爱真想咬一口呀~            
(3星)	 好拖拉的剧情。。。。。。。。。。宋承宪好帅~            
(4星)	 泡沫剧            
(5星)	 好久没有花痴了。。我的宋承宪啊~~~~~~~~~~~            
(3星)	 前面还行 后面有些无力            
(4星)	 最后王子与公主幸福的生活在一起。            
(NA)	 嚼蜡            
(5星)	 韩剧里属于罕见的有剧情，，被感动了            
(3星)	 虽然帅哥美女强强联手，但是YY有点超过. 接受不鸟            
(2星)	 除了宋承宪，没什么可看的~            
(2星)	 怎么会有那么弱智的剧情啊?女一号也太夸张了吧,要不是为了看宋承宪深情的眼神,我看完3集就放弃了.            
(3星)	 我只是单纯冲着两张面孔去的！            
(5星)	 我很喜欢男一的角色设定，不仅体贴，有能力，帅气，有时候又点小淘气，最重要的，正直，有政治理想。            
(4星)	 果断 秒            
(3星)	 到后来就没感觉了            
(3星)	 美美的做了个公主梦。韩剧真的是除了剧情一切都灰常好……            
(3星)	 宋承宪时隔多年仍然有爱，金公主眼角的鱼尾纹真是难以拿捏啊~~~            
(3星)	 冲那两人去的            
(5星)	 还好吧,实在没啥看了只能看看这个了,不过也还行            
(4星)	 最后5分钟            
(3星)	 人美。            
(4星)	 果然是进化眼球的一对啊            
(4星)	 剧情也就值得给2分吧。剩下2分给宋承宪，金泰熙也老了啊，眼角都。。。。。宋承宪还是那么帅气            
(5星)	 宋承宪啊~~~~~~~~~~嘿嘿嘿。。。            
(NA)	 金泰熙真漂亮~            
(NA)	 宋大叔的可爱表情是笑点。            
(3星)	 好多发箍…………            
(4星)	 女二号 和 姐姐 演的太过了 好恶心 ！！！！！！！！宋承宪好帅好帅啊&gt;&lt;            
(3星)	 剧情太弱            
(3星)	 组合得不错            
(3星)	 就看个帅锅。            
(5星)	 P君....            
(5星)	 驸马帅公主靓。宋承宪闪得我眼都移不开            
(3星)	 完全是为了看宋承宪和金泰熙而看的。。。剧情什么的无语了。            
(4星)	 我想说承宪哦吧越老越有味道。。。。            
(4星)	 剧情一般，主要是男女猪脚太顺眼了。            
(NA)	 越看越看不下去            
(3星)	 看到第十集弃剧，女二和那个姐姐太坏了，坏的我真是看不下去了！！！宋大叔怎嘛那么帅！！！！！！！            
(3星)	 不怎么好看，，，，            
(NA)	 才发现宋承宪很没有演技。。            
(3星)	 扯。            
(3星)	 矮油剧情实在是一般吧，要不是宋承宪帮金泰熙估计直接就弃了。            
(3星)	 看到第三集，无感，没兴趣往下看。超级讨厌女二的长相。。            
(4星)	 金泰熙美翻了！！我纯是为了看美女 当然宋承宪也是不错的。。。            
(3星)	 拖沓            
(3星)	 哎韩剧就是慢到挑战我的极限每集都是快进快进            
(3星)	 和室友一起看的，发现我和她根本不是同一类人            
(3星)	 无论是两猪脚的颜还是剧情 都不能吸引我。。连我妈都没坚持看完            
(3星)	 跳着看看的，现在越看韩剧越觉得歌都配的不错，贴近剧情~而故事本身却是大同小异的多，有的有点略显幼稚和蹩脚，太过虚假~里面的手机都很漂亮，当然漂亮的还有女主的衣服~女二啊，很想抽她。。。两男猪太喜欢耍帅~            
(4星)	 完全比秘密花园好看不知道多少倍...头次看见宋先生演这么可爱的角色            
(2星)	 烂！剧情烂就不说了，本想说浪费好卡司的，但是这两人演的都不咋地，宋大叔一如既往的泪眼婆娑，金泰熙实在做作啊。。。            
(4星)	 我是不要臉的幻想狂！！！！！！！劇情要不要再狗血點？男主身材要不要再好點？？？            
(4星)	 同学说起宋承宪肌肉很大块值得一看~哈哈哈哈~不过腹黑男神马的挺有爱的~            
(4星)	 偶尔犯犯花痴。。。。。            
(NA)	 男主角好帅啊~无法抵抗。            
(4星)	 太养眼了~看的时候很开心~但其实可以做的更好~很难再有这么喜欢的组合了~            
(3星)	 到后面总会来些无趣的沉重。可是金泰熙的衣服、蓬蓬裙、辫子头、大花们真的好好看啊！            
(NA)	 不好看，人好看，衣服好看            
(3星)	 我是用什么毅力追完的！！！            
(4星)	 大段大段的skip呀，不然实在是看不下去。。。they look good together            
(3星)	 这两人，真的是养眼型的            
(2星)	 我承认。。我看韩剧我脑残。。随便鄙视吧。。            
(2星)	 韓劇歷來使用的狗血套路（還有人能全接受這種硬傷）。前兩話挺搞笑，第三話后就是那些千篇一律的內容，演員演技渣做作！後悔追！！【我真賤，還從頭追到尾（撫額            
(NA)	 虽然有强大的男女主角和各种温暖动情的小细节，但还是逃过拖沓的命运，嗯，某豆油说的好，不是NC，是跳tone，不明所以的爱，不明所以的恨            
(3星)	 老偶像。            
(2星)	 浪费了男女猪脚，编剧是有多无能。            
(5星)	 从此王子和公主过上了幸福的生活            
(NA)	 女二号就是整容失败加老气横秋吧，真是看不下去，为神马众人还夸她‘漂亮’哦            
(4星)	 金泰熙 ，还是你最好看！！！！            
(4星)	 羡慕女主角。。。sooooooo羡慕~结局的吻戏真给力~            
(3星)	 我不知道我是怎么追完的了，这绝对是我最后一次看韩剧了            
(3星)	 總的來說宋金兩人很養眼很登對，就後面劇情越來越無趣加狗血。            
(4星)	 老实说，虎头蛇尾。后面如果没有男女主角，我可能会弃剧的。。。泰熙MM, 你就从了宪GG吧！            
(4星)	 情节有点拖，但有帅哥一切可以原谅。。            
(4星)	 我我我我寒假追完了一部PC剧=___=            
(3星)	 两个好男人+一个笨女人+一个傻女人，互相什么秘密都不说而能派生出长达16集的——王子爱上灰姑娘、温柔男痴情拯救坏女生的爱情故事。            
(3星)	 金泰熙太美了，女人都很爱她，何况男人啊            
(NA)	 宋還是好帥啊~啊呀~真美好！            
(3星)	 要不是主角还能看看 这部剧真的不能看！            
(NA)	 剧情之烂啊。幸亏只有十六集。两个大美人养眼是养眼，演技可真是。。。呕。            
(5星)	 就为了男猪脚而看~~~            
(3星)	 我就是看看金泰熙的美貌。2集以后的剧情完全没法讲。            
(3星)	 还没追完。但是我想说除了男女主我不会看的！而且太细姐姐你为神马老是哭啊喊啊哭啊喊的！            
(2星)	 狗血的剧情。。。。            
(4星)	 外交官果然比较有头脑，简直是脑残韩剧的重大突破！结尾算是什么？要出2的意思么            
(5星)	 宋承宪是极品，五星跟剧情神马的都无关            
(4星)	 为女神金泰熙 韩剧的恶俗就在于明明知道结局 但是为了男女主或一些男二而沉迷            
(5星)	 宋宋太帅了，太萌了，太完美鸟！！！！            
(4星)	 当男人更男人的时候，女人才更女人            
(3星)	 完全是冲着承宪oppa来了            
(4星)	 就看看俊男美女还不错！剧情一般。            
(1星)	 就是很差！            
(NA)	 金泰熙不耐看，男2女2好丑            
(2星)	 无聊到疯了就是看韩剧的时候。            
(5星)	 和芒果剧一样脑残 却好看得太多……            
(4星)	 我也会看韩剧的啊...            
(3星)	 3星给赏心悦目的宋承宪和金泰熙西皮，若不是靠男女主角颜救场，这剧绝对杯具！            
(3星)	 又是冲着男女主去看的……剧情在一半不到就俗不可耐了~于是我弃剧了。            
(3星)	 主角顺眼~ 蛮搞笑的哈~            
(NA)	 虽然剧情很烂俗，但是奇迹般的汇聚了我喜欢的男女主角！喜欢。结局，就那么不明不白的结束啦？！            
(3星)	 中间有点冗长            
(3星)	 看完前六集直接拖最后一集。对韩剧的热度果真不超过三集。            
(4星)	 被地铁广告诱惑的            
(4星)	 为什吗里面的配角都长的那么奇怪？不能像秘密花园里那样来个可爱的小正太么？就连那个充满爱的小厨师都长的傻不垃矶的             
(4星)	 分数全是给俊男美女滴~剧情 节奏一如既往的慢呀~~            
(NA)	 忘不了这个女主角以前的坏角色            
(3星)	 很狗血，也很有爱的老偶像剧            
(4星)	 我说 你们两个在一起吧 在一起            
(2星)	 其实我只是为了看宋承宪            
(NA)	 你不做公主，只做我的女人，不行吗？ 有没有！！！！！            
(4星)	 后四集有点儿不太给力，编剧怎么了？            
(3星)	 = =不想追了呢。。            
(5星)	 朴海英：你不做公主，只做我的女人不行吗？拜倒在宋承宪的西裤下了~~~            
(3星)	 就是看脸，就是养眼！不过剧情越来越狗血了。。。金泰熙的嘴也让人越来越受不了。。。            
(4星)	 金泰熙真是太好看了~            
(3星)	 败在剧情，金泰熙演的不错，就是那张脸，怎么看都是一张女二的脸啊！！可能是之前看她演坏女人看多的缘故吧……            
(5星)	 冲着男主和女主去的~            
(4星)	 看的时候让人觉得少女的心都复活了             
(4星)	 美女 帅哥 圆满结局 好看~~怕Q~~依旧灰常迷淫~~            
(3星)	 剧情一般，宋承宪GG还是一如既往的帅啊~            
(3星)	 韩剧依旧是那么拖沓，要不是为了宋承宪也不会看这部剧了            
(5星)	 为了女主角再次破戒！            
(2星)	 越看越差。。到后面四集简直是忍受着看完的。。太废了。两个人明明都皱纹一杯了。导演还拼命的拍长时间的近景。驸马简直是像个色狼了，明明是个外交官，肉食系动物一般，一直对着公主做尽放肆动作。到底是编剧的问题还是导演的问题还是我们的问题。            
