http://movie.douban.com/subject/1304397/	欲望都市  第一季 Sex and the City Season 1
(5星)	 it&#39;s more than SEX,but gives you very good insights into WHAT RELATIONSHIPS ARE TRULY ABOUT            
(5星)	 好看,喜欢            
(5星)	 超级喜欢            
(5星)	 Sera Jessica Parker. Fashion Icon.            
(4星)	 女人当然喜欢看啦            
(NA)	 very thought-provoking            
(5星)	 可以给我好心情            
(5星)	 帕克的衣服都挺好看的...            
(NA)	 女人圣经            
(5星)	 经典            
(5星)	 在点点滴滴中找到共鸣            
(5星)	 唯一如此喜欢的电视剧            
(NA)	 撇开欲是部很好玩的片子            
(5星)	 看完前三季...            
(NA)	 目前为止最喜欢的美剧            
(5星)	 It taught me many things.Ice Cream            
(5星)	 喜欢她们鲜明的个性和珍贵的友情～            
(4星)	 毛尖：一百年前，《纯真年代》里的纽伦爱上了未婚妻梅的表姐，他们隔着重重衣服的拥抱和颤抖让整个曼哈顿激情澎湃；一百年后的今天，纽伦和梅的后代们不光自己裸露着，还把这个城市的衣服脱卸了，纽约光着身子，既不激动自己，也无法激动她的居民。就此而言，《海斯法典》倒是令人缅怀的东西了。            
(5星)	 女孩子都要看看的。SATC。经典。            
(5星)	 女人围着桌子转，围着男人转大学没毕业的时候，看到美国青年男女聚集到酒吧一起看欲望都市的最后一集，对四个女人说再见，心想，哪部电视剧能有那么大魔力。现在看来，的确很有魔力            
(NA)	 以前还蛮喜欢的，不过现在很讨厌这部剧了，看到后来居然非常讨厌主角之一的凯莉，结局没看，不过已经知道了，同学要看我也没借，这部片子还是不看为好。            
(4星)	 about fashion            
(NA)	 NOT ONLY TALK ABOUT SEX, BUT THE POINT IS~ LOVE            
(4星)	 开放 开饭 开防            
(NA)	 经典            
(NA)	 其实我还不太懂~            
(5星)	 非常之经典。和FRIENDS一样是会收藏的美剧。            
(5星)	 Love and life bible.            
(4星)	 喜欢前面三季，再往下看就要反胃了            
(NA)	 里面的限制级镜头似乎太多了。            
(NA)	 ４个女人多台戏            
(5星)	 结婚的一部分原因是害怕这样的生活            
(5星)	 除了经典二字还能说啥？            
(5星)	 姐妹们那,注意啦            
(5星)	 纽约 时尚 性 足够闪亮            
(5星)	 教材级美剧            
(5星)	 ~~~羡慕CARRIE有这么多鞋子            
(5星)	 再看第二遍,越看越有惺惺相惜            
(NA)	 挺好的            
(5星)	 英语教材            
(4星)	 看的特别认真……            
(NA)	 看了2遍了，最近在看第3遍            
(4星)	 看不厌            
(5星)	 女人啊女人            
(NA)	 如果剧情是真的就好了，我也要去纽约            
(5星)	 改变我很多观念            
(4星)	 这个本人超喜欢，力荐！            
(NA)	 酣畅淋漓...            
(NA)	 还可以!            
(4星)	 话题比情节更重要。本应用它学英语的。本应。            
(4星)	 曾经是女人相聚一话题\明珠台看过，没全看。            
(5星)	 强赞!!!!!打100星!!!            
(NA)	 hululu13            
(4星)	 看到第四季，无理由停止            
(4星)	 时装秀            
(4星)	 有一半以上剧集会让你笑出声来            
(NA)	 Allen Coulter 1998            
(NA)	 最爱的美剧            
(5星)	 对白精彩，旁白拗口，和她们一样，在欲望都市里蠢蠢欲动            
(5星)	 I want to be a part of it.New York,New York.            
(5星)	 NYC里面的单身女性如何fight for幸福的艰辛历程．            
(5星)	 我最喜欢的连续剧，她和我有许多共同点            
(NA)	 心情不好或压力过大的时候最适合看它            
(5星)	 人人都爱 sex            
(3星)	 还是有不少好看的地方的。讨厌女一号..以及Big。一对混蛋。            
(5星)	 是她们，陪伴我度过一个又一个颓靡的时期。            
(4星)	 其实我最喜欢里面D&amp;G的鞋子和那个absolut vodka的猛男            
(3星)	 经典            
(5星)	 最喜欢的电视剧            
(5星)	 性,爱,友情. 越是成长,越是喜欢. 最初觉得肤浅,后来却频频落泪. 我心目中的美剧第二.            
(3星)	 嘿嘿，白领的生活都一样            
(3星)	 没什么感觉......            
(5星)	 人生，爱情，生活，金钱            
(5星)	 可能男生不是很喜欢,但是我觉得这个电视剧对女生的影响很大,最起码教会我们怎么做独立的女性!            
(4星)	 时尚地思考            
(3星)	 学习片……            
(5星)	 That&#39;s really useful.            
(5星)	 HBO 女性剧集NO.1            
(4星)	 最后两集有点掉入模式了。            
(NA)	 论题很实在            
(5星)	 SEASON I &amp; VI            
(5星)	 a textbook about sex and love            
(5星)	 这部剧就讲了一个事情：女人离不了男人，或者情感上，或者生理上            
(5星)	 开始我还觉得很无聊，当第一季快看完的时候，我知道，这些都是一个个值得思考且被忽略的问题，关于爱，关于性。            
(4星)	 it&#39;s sexy!            
(3星)	 拜金剩女们嘲来嘲去,话题除了男人就是男人那话儿,又一部幻灭的热门剧            
(4星)	 看的时候年纪比较小，所以感触不太深            
(5星)	       断断续续看完了。  还是喜欢萨曼莎。            
(NA)	 更加不是我的菜~            
(3星)	 不是我杯茶            
(3星)	 看了几集，无感，拿性当噱头罢了，不如看口红森林。            
(4星)	 每个女人看的时候都希望自己有一群这样的姐妹，不是吗？            
(5星)	 既满足大众对性的渴望 又掺杂着感性成分 台词成为经典 肉体是媒介 爱情是永远            
(5星)	 不知不觉好喜欢啊。一晚上一季就过去了。。。            
(5星)	 Mr Big完全理想型啊！Carrie很真实很独立很像我们自己的某个部分……（虽然的确有点事逼） 四个女人都很棒。            
(4星)	 @卓卡卓卡 我在看了我在看了~            
(5星)	 喜欢CARRIE的身材~~个子不高但穿啥都好看~            
(4星)	 四个女人一台戏            
(4星)	 乍看是性爱的幌子，可是探讨的是美式的爱情...            
(5星)	 最喜欢samanthacarrie的性格其实挺烦人的            
(5星)	 充满了笑点            
(4星)	 可真受教啊。。            
(5星)	 “have you ever been in love before?&#34; &#34;abso-fucking-lutely&#34;            
(3星)	 原来上一集和下一集不连着看也可以。。            
(NA)	 “sex is easy to find,but ture love is not”...            
(5星)	 但是最后 人们都选择跟能逗笑自己的人在一起            
(5星)	 男人是看不懂的吧            
(NA)	 S1-S6 神剧啊            
(5星)	 女人们做伴着恋爱很开心            
(NA)	 s1            
(4星)	 我发现还蛮好看的，顺便学下俚语            
(5星)	 天啊，居然1998年就有了，现在看来都不过时。            
(4星)	 HBO １９９８            
(5星)	 其实里面的友情更吸引人。。。            
(4星)	 这种模式很讨喜，但对四位女主都不感冒……            
(5星)	 就是这种感觉~            
(5星)	 Charming women and city....            
(5星)	 女孩的启蒙剧～            
(3星)	 被pass掉，看不下去，完全的没法追……            
(3星)	 manly women            
(4星)	 在北京买过盗版碟，质量太差后来随手送了人。            
(5星)	 几个女人之间的机锋是我最爱的题材～            
(NA)	 非常喜欢            
(5星)	 真不敢相信这居然是上个世纪的作品            
(3星)	 只看了3集，不想继续了。不是我的菜啊，说实在的，我还是去看好想好想谈恋爱去吧。。。||每集都有一个theme，但是这个theme得等到我看到后来才能意识到，不知道是不是我的问题。||虽然是98年的片子了。里面人的打扮却不显过时。            
(4星)	 夜晚都市剧。            
(5星)	 九十年代啊！            
(5星)	 最爱。            
(3星)	 很多人热捧，很奇怪我看第一季都没看完~            
(4星)	 能让人耐着性子看很久！            
(NA)	 看第一季的时候要追溯到六年前。            
(5星)	 活在理想之中啊            
(4星)	 现在看和三年前看感觉不一样了，混了社会心智跟上了吗            
(5星)	 我就觉得是友情啊友情！！            
(5星)	 第一季最棒            
(4星)	 you konw, carrie, you are no longer twenties.            
