http://movie.douban.com/subject/4202127/	读心神探 讀心神探
(3星)	 可有可无的一道下午茶来的. -______- 大结局的案子弱爆了——论人格分裂谁也比不上童年阴影翁文成好吗!! 不过由陈展鹏来演那还真是多了许多观赏性而且演技真是很棒~ &gt;&lt; Bosco我不想吐槽你啊但潜行果真是你目前最高峰了,以及Bowie不知为甚在这部戏里也弱掉许多~             
(4星)	 有点不靠谱。。。如果真的靠读心就可以，还要警察干嘛- -            
(3星)	 帅哥不多            
(NA)	 lei to me  我看完了。。。            
(NA)	 的确经不起回味            
(3星)	 港版lie to me            
(4星)	 黄宗泽帅到爆啊~~~~hold不住了~~~            
(4星)	 黄宗泽你不要再这么帅！！！！            
(4星)	 结束得很突然，林保怡和田蕊妮好得也很突然。说情节抄袭lie to me，绝对相信，不过也有点本港特色。可是那几单案子还是感觉很牵强。            
(4星)	 陈茵薇真是催吐啊            
(NA)	 山寨版lie to me ……            
(NA)	 没有lie to me 好。。。            
(4星)	 黄宗泽好帅,..!!            
(4星)	 2011-818            
(3星)	 套得真牵强。。            
(3星)	 华丽丽的lie to me复刻版啊！            
(3星)	 一般，虽然我喜欢林保怡            
(3星)	 只学到lie to me的表皮，还没有学到精髓~~~！            
(4星)	 山寨LIE TO ME啊            
(4星)	 第四颗星给林保怡大叔            
(4星)	 人的心理真的是一件很奇妙的事情。            
(3星)	 林保怡依然那么有味道，田蕊妮很亮眼，陈茵薇像是80年代的女孩儿，黄宗泽很帅很自然，林保怡他妈很假，三姑六婆很讨厌            
(3星)	 还行            
(3星)	 弱爆了            
(3星)	 就看林保怡            
(4星)	 还ok吧~结尾都送作堆真是很8钟意。。╮(╯_╰)╭            
(4星)	 lie to me            
(3星)	 结局太仓促了吧，中间也一般。。            
(3星)	 中国版别对我说谎            
(3星)	 一般般，越看越无趣……            
(5星)	 第六集好好            
(3星)	 后面开始太无聊了。人人都会读心了微表情了            
(4星)	 完全就是港版的LIE TO ME。。。而且有点2的是，这里面什么细节肢体动作都要讲解一番。。还是对着疑犯讲解。。(⊙o⊙)…            
(3星)	 3.5，看得挺高兴的。没有七误会八误会，就专心破案谈恋爱！            
(4星)	 狗血的大结局啊！！！总是这么乱七八糟的草草结束。。。            
(3星)	 连看五集的结果就是，谁说话我都听不懂了~粤语中字哦亲            
(NA)	 主要是无聊 = =            
(3星)	 很久不看港剧了，感觉相当怀念。不过这剧的结尾也太凑数了。            
(4星)	 虽然lie to me很火，但是我觉得这部也很好            
(NA)	 这 照抄lie to me啊 其实我连LTM都看不下去了            
(3星)	 觉得不怎么样。还是lie to me 好~这个也就消遣一下            
(2星)	 抄得太多了……            
(4星)	 港版lie 2 me            
(NA)	 匆匆忙忙的就结束了            
(4星)	 还不错哦。            
(3星)	 林保怡是看完的动力~            
(3星)	 头次发现田蕊妮蛮好的，林保怡倒是老了。            
(4星)	 老男人的韵味啊。顶不住！            
(NA)	 lie to me的港版。港剧胜在情节和感情丰富。林保怡真是个性感的老男人。            
(3星)	 观人细节很不错，情节比较一般。            
(4星)	 tvbl真是配对星人的福音= =            
(4星)	 还可以，但是不能和lie to me比            
(3星)	 后半段才是重点。结局有点小囧。。。蕊妮演得自然。            
(NA)	 喜欢那个神婆-。-            
(2星)	 查看审犯人的录像或监视器录像时，居然会自动切换不同视角的镜头，而且还有中近景和特写的剪辑，这个漏洞贯穿全剧，严重影响观感。            
(3星)	 林保怡演技不错 杜蕊妮粉可爱 可惜剧本漏洞百出            
(4星)	 没看过LIE 2 ME。感觉读心术之说还是很有看头的。虽然那些案件总的来说都有些老套。。。喜欢妈登。            
(4星)	 题材虽然模仿了LIE TO ME。但还是有技术含量的。总能很香港~~             
(3星)	 又是精分！！！！！你不腻么！！            
(4星)	 说是抄的LTM，但我觉得比LTM好看，LTM看到后来很烦躁~这部剧还是有港剧心的~而且，黄宗泽帅啊！林保怡也帅啊！            
(4星)	 港剧嘛~ 我还是喜欢看那几个妯娌的嘴脸~~            
(4星)	 西九龍重案組！記得去香港的時候，看到西九龍警署興奮得不得了啊！            
(4星)	 20也太少了。。。            
(3星)	 看完lie to me再看这个就浮云了~            
(3星)	 港版lie to me，案件普通            
(3星)	 看了一点,有人说比较恐怖            
(5星)	 快速破案 完美结局~            
(NA)	 大爱林保怡 大爱港剧            
(4星)	 算是个尝试吧            
(3星)	 很TVB。与美剧LIE TO ME 之类没得比。            
(3星)	 这个抄得真的是……我觉得连主题音乐都一个模子的~不过当时看lie to me的时候，我就想入托TVB翻拍，林保怡还蛮合适演lightman的。所以多一颗星给他了            
(4星)	 又是心理分析案件            
(2星)	 港版的lie to me ,这就是传说中的港行，水货！            
(5星)	 案情一般，但是还是可以学到知识。林保怡这么多年不见老，黄宗泽越来越帅。            
(3星)	 港剧怎么能不好笑！！？            
(1星)	 小黄也拯救不了你！            
(3星)	 看这纯粹是为了bosco同埋杜太，林保怡已经不能延伸出新的戏路了，最重要的一点是，看lie to me 在先            
(4星)	 还不错，近年来唯一让我追的那么上瘾的一部片子            
(NA)	 黄宗泽10星！！！！            
(4星)	 本土化的okay啦            
(4星)	 港产山寨其实还是TVB得本来味道。            
(2星)	 lie to me的山寨TVB版啊~~为了黄宗泽才给了两个星            
(3星)	 lie to me本土化            
(3星)	 冲林保怡也要看！            
(4星)	 感觉还是挺TVB的刑侦片哇~~跟lie 2 me还是多不一样的~~            
(3星)	 怪怪的。            
(3星)	 熟悉的面孔，有点像推理小说。。            
(3星)	 4集弃，黄BO也无法支撑我看下去了            
(2星)	 抄的太厉害            
(4星)	 打发时间不错            
(3星)	 除了记忆房间那集有点惊喜，其它真的太平平了，典型的乐乐呵呵皆大欢喜。            
(3星)	 微表情~            
(4星)	 剧情好看，还能学点心理学。            
(3星)	 黄宗泽19集找太子那段好流氓啊好流氓！！            
(3星)	 田蕊妮做女主真的不喜欢            
(4星)	 黄宗泽很帅            
(4星)	 山寨不山寨不知道，但看着感觉还不错啊~遗憾就是男猪脚都很帅，女猪脚却都不漂亮。。            
(NA)	 我跑到人家班里，看了一下午，结果就被骂了~~可笑伐            
(4星)	 算是比较成功的山寨了。            
(3星)	 抄得还行            
(3星)	 抄袭DON&#39;T LIE            
(4星)	 改编的还行，有点傻。。。            
(3星)	 看得挺舒服的一部片子。其实Lie to me第一季刚播的时候我也看过，但原作太&#34;硬&#34;，我不太喜欢，所以后来的就没继续看第二季了。读心神探多加了一些港式嘉应子，所以我反而比较喜欢。当然，无论如何，抄袭还是不对的。            
(3星)	 今天看天天向上记忆大师那段想到这部剧了。            
(4星)	 炒饭不错            
(3星)	 原版没好到哪里去，山寨也就不恶心了            
(3星)	 还真是lie to me那一套            
(3星)	 比很多年前的鉴证实录编剧水平还差诶            
(3星)	 凑合看完的 歌er还行            
(3星)	 不咸不谈，一如既往流水线出品            
(3星)	 其实没有那么糟，挺好玩，可以一看。            
(4星)	 挺好看的 特像lie to me            
(3星)	 林保怡这次非常之不讨我欢心。。            
(NA)	 我觉得林保怡肯定跟tvb高层说过，以后别给我安排太多男女感情戏！            
(4星)	 理论结合实际，比较好看            
(4星)	 首先吧，林保怡不错，再说吧，这算是港剧里不错的了我脚着……            
(4星)	 侦探片虽然傻傻的，好歹悬疑一把，现在电视剧实在没法看了            
(4星)	 Bosco增是讨人喜欢啊，杜太的本剧中的服装品位不错~            
(3星)	 林保怡一星。TVB剧一星。剧情一星。不上四星的原因是太仿别对我撒谎了。            
(3星)	 港版lie to me   哈哈  犹如谈情说案是港版的神探伽利略            
(3星)	 抄袭的lie to me嘛.            
(4星)	 尽管台本抄袭Lie to me但是香港特色明显 起码看得出编剧还是用了心的            
(3星)	 TVB老套路 也就这样            
(3星)	 再多抄点吧             
(4星)	 此片最大的败笔就在于将读表情之类搞得太过刻意和幼稚。你当你是表情动作小百科呐~~~除此之外剧情还不错，黄宗泽也很不错。。。            
(3星)	 TVB你敢不敢不抄袭不借鉴。。黄宗泽好帅  =33333333=            
(4星)	 我没看过LIE TO ME，所以就当第一次看这类题材的剧吧。林保怡真的很有阿。            
(3星)	 男主角的父亲真可怕。。。男主角的姑妈们真可怕。。。。唯二让我觉得非常好的是男主角的爸爸和妹妹。。。。            
(5星)	 就喜欢看破案的 这个主要是涉及到犯罪心理学  这片主要是从主观的条件下推定 然后寻找证据破案 之前看的是《法证先锋》更多是从证据这种客观条件下入手破案 都很赞            
(3星)	 这里讲解的一些读心术还是挺实用的。            
(3星)	 一般般   确实不如lie to me            
(4星)	 虽然有点小山寨，但相对tvb一些剧集还是比较用心的。基本上每个案件一出，就能猜出凶手，还是比较有成就感的。另整部剧的很多演员都很喜欢的哈。            
(3星)	 剧情简陋了点            
(4星)	 排除抄袭争论不说，单就案件质量而言这部算是TVB近几年不错的了，起码强过《法证》、《古灵》、《施公》、《谈情》。            
(2星)	 太无聊太简单了·~~~            
