http://movie.douban.com/subject/2983389/	寻秦记
(NA)	 喜欢古天乐，萱萱，还有里面的歌曲            
(5星)	 好看！！！！            
(1星)	 古天乐，，手脚做不赢啊，            
(4星)	 我真的觉得这部剧很不错的~            
(4星)	 經典穿越電視劇……            
(3星)	 又臭又长。。。            
(3星)	 古仔            
(5星)	 TVB假假地很可爱，倒不似CCAV那般假正经。            
(4星)	 重新看前些集，边回忆再回忆。            
(3星)	 为了照顾女性同胞的心理 最后主人公只抱了两个当老婆            
(4星)	 个人觉得还是有点好看的……            
(5星)	 啊吼！            
(4星)	 穿越的，不错，我喜欢。            
(NA)	 很多东西你都不知道，咸蛋超人你知道吗？            
(NA)	 在古天乐旁边的林峰怎么看都是一个傻跑龙套的。            
(4星)	 最后的结局真的有够扯            
(4星)	 喜欢江华，郭羡妮在里面真的好靓！还有就是那是的峰少造型好傻啊，噗。            
(5星)	 我就是爱看古天乐，因为他好看~            
(4星)	 萱萱的古装。。            
(5星)	 古仔这时候可真帅，。            
(4星)	 古天乐好帅~~            
(4星)	 允许我在这里写下对林峰的投射            
(3星)	 五个女人的爱情            
(3星)	 其实很喜欢这类电视剧~可是真的很少~            
(4星)	 在网吧里熬通宵看的，好像整个网吧就我和另一个男的，还被反锁了，想想都后怕。            
(5星)	 项少龙~            
(5星)	 颠覆与解构            
(4星)	 电视剧穿越鼻祖之一。可能。            
(5星)	 个人觉得很有爱的剧。。。            
(2星)	 那时的林峰黑漆漆的            
(4星)	 古天乐在里面真是艳福不浅阿~            
(4星)	 还是小说好            
(4星)	 很精彩，古天乐的巅峰时期。            
(5星)	 这个是真的好看            
(NA)	 商业片 就那样吧            
(5星)	 hahah             
(4星)	 算好看了。不过，项少龙对秦青的情愫，相当莫名其妙。            
(4星)	 古天乐TVB的都挺好看。            
(4星)	 美人不少，不过离原著还是差很多            
(4星)	 以前看的，纯添加……            
(5星)	 神话简直没法比，这就叫精彩+经典！            
(4星)	 很帅的古仔和很漂亮的宣萱~            
(5星)	 看过两遍多，很感人            
(4星)	 前几集真的很搞笑，出人意料的结果也很有意思，最重要的是以现代人的角度看历史，意味深长....            
(4星)	 回转历史的经典之作。            
(3星)	 一点都没看出来少爷有古仔的影子            
(5星)	 哎哟哟 你不知道当年看的那个鸡冻啊             
(4星)	 复古了我            
(5星)	 经典之二`            
(1星)	 把寻秦记改成这样了...            
(5星)	 好喜欢里面的古天乐~            
(5星)	 完整的看了不只7遍~            
(NA)	 演的很好  故事穿插很合理  搞笑            
(5星)	 善柔            
(5星)	 我看了很多遍的香港电视剧            
(NA)	 啊 古帅            
(NA)	 与原著有很大的不一样似乎。            
(4星)	 呵呵 如果是我就回到清朝先            
(4星)	 嗯。。。天馬行空。            
(4星)	 曾经很红哦，穿越鼻祖，现在穿越这么红，呵呵。            
(4星)	 经典！            
(4星)	 日子无聊的没别的好看了。            
(4星)	 古天乐哇..            
(4星)	 穿越竟然能有合理的解释真是奇也，那个时候的郭羡妮多水灵，他儿子居然叫项羽来着            
(2星)	 记得大学时 我看过。。。            
(NA)	 哇哇   初一的时候看的             
(5星)	 大爱古天乐~~            
(3星)	 他当时还在TVB来着。            
(3星)	 跟原著差太多            
(NA)	 看起来很过瘾            
(3星)	 初步了解点秦朝历史            
(5星)	 经典            
(3星)	 前半段笑点多            
(5星)	 上上之作            
(4星)	 喜欢            
(2星)	 跟原著相比，差的太远了            
(4星)	 好玩            
(4星)	 我的穿越启蒙之作            
(4星)	 好看            
(3星)	 高三正备战高考正酣的时候,经常半夜去网吧看这部电视剧,现在想来,完全是浪费自己的生命啊...还是看小说有感觉! 最不满的是,竟然将纪嫣然和琴清合而为一! 傻逼的编剧!            
(4星)	 架空啊，穿越啊，yy啊。            
(4星)	 很喜欢古天乐。            
(4星)	 听好看的，喜欢古天乐和宣萱            
(5星)	 太逗了            
(4星)	 没太完整看。当时不喜欢古天乐。            
(4星)	 sonija的第一部剧可惜当时的目光全被宣萱和滕丽名吸引走了~~后来重温了下觉得琴清还是非常漂亮滴！            
(4星)	 古天乐和宣宣还是很配的吗！！            
(4星)	 2001年的劳动节，在二帽山上天天就是看它。            
(3星)	 某一天，我奶奶兴奋地跑来跟我说：“告诉你咯，原来秦始皇是假的，真的那个已经死了，后来统一六国的那个是项什么龙找人假扮的。”我顿时无语......            
(3星)	 有点傻~            
(3星)	 穿越阿...看过几集,只是正好赶上了穿越风的高潮~            
(4星)	 项少龙是项羽他爹???            
(4星)	 让穿越来得更猛烈些吧            
(4星)	 古天乐            
(4星)	 不够黄。。。            
(3星)	 这也算口碑经典的一部剧了。不过感觉也只是还不错而已。有些段落太多无聊感情铺垫戏，节奏有点拖沓，如果主线进展能更快一点会更精彩。林峰演得不错。还有演他亲娘那位，演过李莫愁、马夫人，喜欢。            
(2星)	 不想看..            
(4星)	 知道了很多历史知识...蛮经典的...好看...            
(5星)	 古天乐太帅了，项少龙这个人物很有型。。            
(4星)	 复习            
(5星)	 穿越时空            
(NA)	 多好的故事，可是还是比较爱前面的部分，简简单单。。            
(4星)	 某同志说，你竟然不觉得古天乐帅！！快看寻秦记去，于是废寝忘食德看了，于是沦陷。            
(3星)	 真的不喜欢古装＋武打            
(3星)	   比小说差得多，插科打诨，以解决色情问题            
(4星)	 穿越文的老祖宗            
(5星)	 第五颗星星是给琴清的            
(NA)	 挺有意思的电视剧            
(NA)	 古天乐咋长得            
(4星)	 古天樂帥死啦帥死啦！            
(5星)	 我男人演的剧啊~~~~~            
(5星)	 超喜欢            
(NA)	 又一部没看完。。。。            
(4星)	 和原著相差还是挺大的，不过还是喜欢看            
(4星)	 小盘时就显出演技了,因为这部不仅掀起一阵黄易剧,还开始穿越成风!            
(4星)	 相当搞            
(5星)	 好看            
(4星)	 不同的时候看片子会有不同的感触            
(4星)	 第一次看了几集就不要看，后来再看发觉很好看            
(5星)	 一遍又一遍            
(NA)	 TVB~~古天乐            
(5星)	 忒喜欢啊。。            
(4星)	 不错，挺有意思的            
(3星)	 好好的小说毁了            
(4星)	 每次画图都看这个            
(5星)	 这部剧让我一度迷恋古天乐。太帅了            
(4星)	 较原著改动很大，不过单纯就香港电视剧而言，还算不错了            
(4星)	 穿梭時空是我的至愛^^            
(5星)	 2001            
(NA)	 最佩服的是最后一段，项少龙的儿子，执意要把名字改成“阿羽”。项突然哀嚎一声：“西楚霸王是我儿子！”黄易太强了！            
(5星)	 又穿越。            
(4星)	 不错~            
(4星)	 喜欢古天乐才看的，看完后又喜欢上了林峰，很认真看的一部古装戏            
(5星)	 真的很经典啊，不知道已经看了几遍了，最喜欢这样的古天乐            
(NA)	 就喜欢看搬弄历史是非的东西~~            
(4星)	 大一看的电视剧，为了这部电视剧居然在网吧呆了几个通宵。            
(4星)	 俺家猪演的嘛~            
(NA)	 这部戏总让我想起高一那一年的暑假~~~            
(4星)	 穿越的鼻祖？？            
(NA)	 百看不厌            
(4星)	 江华 其实不错            
(4星)	 天乐~            
(3星)	 蛮搞的            
(4星)	 电视剧还是很好看的 没看过书 听说很黄色啊            
(NA)	 看好几好几遍了~            
(NA)	 觉得还挺好看的  至少当时 ，看电视有个怪癖 总是希望男主角或者女主角甘二号在一起 总是。            
(3星)	 不喜宣萱            
(3星)	 有点搞笑            
(3星)	 还不错的穿越了            
(5星)	 好~            
(5星)	 那年暑假看这剧，相当轻松ing~            
(NA)	 其实 我觉得 是 很没劲的一部烂片            
(NA)	 寻秦记            
(3星)	 个人觉得一般，对古天乐好感不多……所谓穿越大剧，现在看起来颇有趣。            
(NA)	 睇完歷史再來睇呢出戲先會發覺距改編得幾精彩            
(4星)	 比书好            
(4星)	 百看不厌···            
(5星)	 很好笑            
(4星)	 BBQ            
(3星)	 最后那段还真搞笑            
(4星)	 重看，好看。古天乐比黄晓明更适合演韦小宝。            
(5星)	 多少年后看,惊喜依旧.            
(5星)	 最爱的电视剧，已经看了十多遍了，数字还会不断更新。            
