http://movie.douban.com/subject/2157131/	少年包青天
(4星)	 这部真的不错/ 2011.8重看，太精彩了！这剧里居然全是傲娇！！！            
(4星)	 很好看的            
(4星)	 情节不错            
(4星)	 公孙策是我的梦中情人。            
(4星)	 个人认为是周杰表现最好的一部剧。当然，里面最耀眼的不是他，是八贤王。            
(NA)	 只看了第一部            
(4星)	 说来这是三部曲里最喜欢的一部了            
(3星)	 抄袭            
(4星)	 周杰的万般龌龊被剧情化解大部分了            
(NA)	 有的场景当时觉得有点吓人啊~~            
(3星)	 好傻......            
(1星)	 看完金田一少年事件簿 就知道剧情全是抄的！！！！            
(4星)	 启蒙教材之一            
(3星)	 对《金田一》的大量抄袭 差点想打上JP的标签            
(NA)	 片头片尾曲现在还会唱~            
(3星)	 有的案子还可以            
(4星)	 我觉得周杰任泉这版演的不错            
(3星)	 一直恍惚间看到柯南……            
(3星)	 其实还不错。。。            
(NA)	 啊。。我好萌公孙策和庞飞燕的当时            
(4星)	 喜欢周杰演的这部。            
(4星)	 类型片，王道            
(3星)	 当年看的时候觉得还蛮好看的~后来才知道里面有许多案件都是COPY别家的~~            
(4星)	 这是少年包青天里我唯一能够接受的一部。。            
(3星)	 只要是大段大段copy金田一的案子都不错所以比第二部原创的狗血剧情强多了            
(3星)	 有的地方拍的太吓人            
(4星)	 还是第一部比较好看~            
(5星)	 课把我吓屁啦！！            
(4星)	 现在电视上再播也会看，每个案子都那么熟悉，真美好的感觉            
(4星)	 任泉TX颜真好啊，啧啧            
(3星)	 一个个无聊的暑假~            
(NA)	 现在看周杰→想到尔康→生理反应            
(5星)	 这一版最好看了。周杰虽然讨厌但演的真好。是三个包拯里最好的一个。明叔的八贤王前无古人后无来者还有庞飞燕、楚楚(名字真恶)、公孙策和小展昭。全都很可爱            
(4星)	 当年看得很激动。。            
(3星)	 不知道为什么那时候那么喜欢，喜欢到剧情都能背下来了，其实周杰在那里面很傻的，估计又是因为李冰冰吧。            
(NA)	 这版的最喜欢            
(4星)	 听说这部片子在东南亚卖的挺火！            
(NA)	 努力的演出了演技 比别的版本还是强滴            
(NA)	 高中期末考试都是被这个给毁了            
(NA)	 我记得庞飞燕那个女孩。            
(3星)	 没什么看的，半夜失眠起来看看解闷才发现都是金田一的推理抄袭            
(5星)	 小时候看了还很害怕。。            
(NA)	 陈道明啊..            
(4星)	 8/10            
(4星)	 抄袭都可以抄袭的这么嗨皮。这里好多萌系人物啊蒙放啊六子啊八叔啊公孙美人啊~~~~~~            
(3星)	 走哪儿哪儿死            
(NA)	 被电视剧捆绑的少年时代            
(4星)	 包拯不是扬州才子，是庐州，谢谢~~~~~~~~            
(NA)	 我就看过第一部，我觉得蛮好，虽然偶尔会觉得，嗯，这案子柯南也破过。            
(4星)	 (*^__^*) 嘻嘻……一度很喜欢            
(4星)	 破案的我都来者不拒            
(4星)	 周杰版比陆毅版好            
(4星)	 撇开抄袭不谈，剧集本身真的很精彩~            
(4星)	 还好，那时年纪貌似还小，看的怕怕的            
(3星)	 额。周杰撞人了。            
(4星)	 八贤王。            
(4星)	 因为抄了金田一而变得很好看的又一部...            
(4星)	 好看呀~~~            
(3星)	 喜欢这主题曲            
(4星)	 编剧比较成功的探案剧。            
(3星)	 都忘了            
(4星)	 嘻嘻。            
(4星)	 其实我觉得这剧还不错~            
(NA)	 任泉挺好看            
(3星)	 1            
(3星)	 哎~男主是众人心中的败笔~配角们却各个大放异彩            
(3星)	 第一部还好            
(4星)	 一晚上都在回忆老电视剧啊。不过听着那种阴森的音乐真的比看恐怖片还恐怖。            
(NA)	 囧...当时很怕来着            
(2星)	 包大哥你囧到我了。            
(3星)	 觉得周杰这部最好看            
(4星)	 还不错啦其实            
(5星)	 我至少看过五十遍吧~            
(3星)	 很多模仿金田一少年事件薄            
(4星)	 包青天为毛抢了金田一的案子？            
(NA)	 很喜欢这部哎~虽然情节都是借鉴的~但至少拍出效果了            
(2星)	 周杰那个大兔子造型太深刻了- -。。。            
(4星)	 大迷公孙策            
(3星)	 几个案子还不错的，虽然到处是别的片的影子，几个主角的感情线太2了……            
(NA)	 周杰版的比较好。。            
(4星)	 这部还不错            
(5星)	 看过这部很多遍都看不腻。            
(4星)	 包的像兔子一样的包拯在喊：“啊啊，好多小尸体啊！”            
(4星)	 推理剧吧，喜欢的 类型，要不然才不看，那时候电视上挺多演的            
(3星)	 当时觉得还不错！~            
(2星)	 姐姐的最爱            
(4星)	 p.s.看不厌            
(4星)	 第一部最好看了，喜欢飞燕            
(5星)	 有一集现在想起来也觉得有点吓人。            
(4星)	 不错...            
(4星)	 就第一部能看 = =            
(3星)	 初中暑假每晚必看            
(4星)	 good。不讨厌的周杰。。            
(NA)	 挺好的电视剧，大家都很青涩很真诚            
(NA)	 小时候可爱看了            
(3星)	 喜欢释小龙~哈哈            
(4星)	 痴迷好久，不推荐2            
(4星)	 我就喜欢古装片，我就喜欢破案片。这部两个条件都齐了，哈哈~            
(5星)	 绝对无敌！！            
(4星)	 周杰虽然人不咋的,但此版本远胜于陆毅那版            
(5星)	 哎！豆瓣装B者何其多！            
(5星)	 最喜欢的一部            
(4星)	 假如不是陈道明，这片不会一看再看            
(5星)	 只看第一部            
(1星)	 基本就是在抄袭柯南嘛            
(NA)	 其实还是这个最好看，虽也迷过邓超那部。            
(5星)	 看多少遍都不厭的            
(NA)	 初二那年暑假看的被吓着了，房门都不敢出。            
(4星)	 还是喜欢第一部。            
(4星)	 剧情好            
(4星)	 很好的故事情结，很合适的背景音乐，两部我都一集不落            
(NA)	 和奶奶在一起的时光。            
(4星)	 周杰演的挺好的            
(2星)	 那啥，周杰居然演得比另两个还好点。后面两部我也没怎么看。            
(4星)	 周杰的版本最喜欢            
(4星)	 额。。我记得后面挺拖沓的。。            
(NA)	 经典推理！            
(4星)	 就是周杰有点做作            
(4星)	 只觉得周杰的这版还不错。            
(4星)	 除了抄袭            
(3星)	 不喜欢周杰            
(4星)	 比陆毅版的好            
(3星)	 还行            
(3星)	 还行~ 周杰怎么就是不红？            
(3星)	 那时候看还是很上瘾的，主题歌还是谁唱的。            
(4星)	 抄袭金田一啊！！到了令人发指的地步！不过和第二部相比，这个其实还是很不错的～            
(4星)	 小时候看，都好吓人            
(3星)	 推理类的...比较讨厌周杰...            
(4星)	 看了多少遍。。。            
(5星)	 还是周杰演的版本最好看。。。            
(3星)	 也还好看的            
(3星)	 现在看起来。。。            
(4星)	 暑期看的 周杰虽然很做作 但是这样的题材之前没有过 还是给个四星            
(4星)	 感觉还不错哦，比想象的要好很多啊            
(NA)	 哦哦哦哦我看了不少内地肥皂剧的啊            
(5星)	 我只喜欢周杰的这部包青天！！            
(3星)	 抄袭            
(4星)	 喜歡周杰版的。            
(3星)	 案情不错。            
(2星)	 第一部很粗糙            
(NA)	 见过的抄袭痕迹最重的剧了。。            
(NA)	 冲着名字,没老包青天灵            
(5星)	 最喜欢这版 太恐怖了 那时候多小啊            
(1星)	 其实整体水准还不错,但是抄袭太严重,出于对知识产权的尊重,只能给这个分数            
(4星)	 连续剧 少年包青天            
(4星)	 那时候，下午看柯南，晚上看小包～～当年的新剧种～～依然只能看第一部            
(2星)	 剽窃            
(4星)	 這片挺好看哒~            
(2星)	 他以为把柯南和金田一串在一起就是完美推理了？            
(3星)	 情节不错偏离历史轨道了...            
(4星)	 第一部还是好看滴            
(4星)	 这个应该可以向康熙微服私访一样 一直拍下去            
(3星)	 少年包青天最喜欢的版本            
(NA)	 不觉得演的有多好不明白怎么一下还拍了那么多部            
(4星)	 模仿了不少内容。            
(4星)	 一是最好的。。。            
(4星)	 柯南.            
(3星)	 不管怎样,第一部抄得案子都是最经典的,而且看到了中国引进推理剧的一种形式,开创了先河,还是经典的!            
(4星)	 这部最好            
(3星)	 有看过一部分，但是它抄袭的推理太多了。。。。            
(3星)	 照搬侦探小说情节~              
(4星)	 俺最喜欢的一个版本。喜欢李冰冰演的楚楚            
