http://movie.douban.com/subject/1786743/	老房有喜
(4星)	 很久了，记得当时很爱看            
(NA)	 当初因为赵薇才看的，呵呵...            
(NA)	 Best Zhao Wei            
(3星)	 哇咔咔咔咔，在那个篮球场拍皮球            
(3星)	 炎热的夏天，梧桐林道。恰好刚刚看完还珠格格 他们又接拍了这个，觉得两个人很般配。            
(NA)	 初中时还是挺喜欢看的。            
(4星)	 吴有利.....            
(3星)	 可爱的自圆其说的爱情故事            
(5星)	 记得我喜欢影片的感觉。            
(NA)	 呵呵，原来也看过不少连续剧，虽然从不是一集不落。            
(5星)	 儿时偶像剧            
(4星)	 当时很喜欢啊            
(3星)	 当年            
(2星)	 太肥皂了...            
(4星)	 这个片子开始有喜欢赵薇的感觉            
(5星)	 喜欢赵薇就是从这片子开始的            
(3星)	 某个时候很喜欢            
(2星)	 都快忘了            
(3星)	 那个时候太迷苏有朋和赵薇了            
(3星)	 但是人家就是喜欢赵薇嘛            
(NA)	 布带的手链成了时尚，学校里面有一个叫吴有利的一下子成了名人            
(NA)	 上海的故事 还满有味道的            
(NA)	 想起来挺俗气的，看的时候挺上劲。            
(3星)	 纯粹是为了再看一次赵薇和苏有朋演情侣．            
(NA)	 初中＞＜            
(4星)	 当年我可喜欢了！            
(NA)	 你问我爱你有多深            
(4星)	 这个故事当年还不错，后来，好多韩剧都这样写            
(NA)	 小时候可喜欢朋薇了。            
(NA)	 记忆            
(3星)	 我记得是还珠格格播完之后看的，赵薇演的吉祥，苏有朋演的苏小鹏。那时候就知道苏有朋是1000°大近视，于是在感叹他帅气之余，担心了很久他的眼睛到底能看到赵薇么= =！！！！            
(4星)	 小时候觉得他俩肯定是一对儿！            
(3星)	 小时候看过一点            
(5星)	None
(5星)	 大闸蟹，小海燕，电话，钢琴            
(4星)	 补标记~            
(5星)	 留下的是挥之不去的记忆啊            
(5星)	 明明就该在一起的两个人，现在一个结婚生子了，老公不是他            
(NA)	 欣赏            
(5星)	 苏有朋嫩到极致            
(4星)	 青春啊            
(4星)	 赶车都要回来看！！萌死苏有朋了。。还记得里面有个名字叫木子，然后本尊是姓李。。当时觉得好厉害！            
(3星)	 哈哈你一定也看过吧            
(NA)	 还记得他们一起刷墙 小朋在篮球场上写下不字 小时候觉得浪漫的不得了 很喜欢里面那个小姑娘            
(5星)	 不错！有缘要收藏            
(3星)	 老房有喜，邻居有爱。            
(4星)	 还是蛮喜欢的            
(4星)	 喜欢里面的魔都~~~            
(4星)	 哈哈哈，小时候觉得很好看！！！            
(5星)	 当时迷得一塌糊涂  什么时候重播还要看！！！            
(4星)	 苏有朋那年多帅            
(NA)	 里边那个小海燕现在都长大了！            
(4星)	 搁在那个年代，这片子是那个火啊。            
(4星)	 想想当年那个时候觉得苏有朋帅得不行了都。。            
(4星)	None
(4星)	 那时候觉得赵薇和苏有朋好般配啊！初中时看的如痴如醉。            
(4星)	 喜欢！！！            
(5星)	 夏天的味道呀。随处可闻到。            
(4星)	 我记得当年喜欢小燕子连她 只要是她拍的都看过            
(4星)	 小时候的难忘回忆～            
(5星)	 1999            
(5星)	 大陆再也拍不出这种简单和美好了            
(4星)	 以前觉得没什么，新还珠出了就超想看，比起现在很多都好很多            
(5星)	 苏有朋那时候绝对是喜欢赵薇的，就好像是还珠格格里说的，每个眼神都在发光发亮。            
(4星)	 趁着还珠的余热拍的，当时还挺嫩的俩人。现在一个当了妈，一个越来越小受了~            
(3星)	 那时候好喜欢赵薇苏有朋呐，那时候真的好年轻！            
(5星)	 小学暑假每天晚上必追，我一直觉得是经典。            
(4星)	 能多少看出一点琼瑶奶奶的张爱玲情结？            
(5星)	 苏小鹏好帅            
(3星)	 赵薇头发好油的说。            
(5星)	 一部让我看到凌晨两三点的电视, 若干年后我到了该剧的拍摄地- 上海....            
(5星)	 CP控的启蒙么= =            
(5星)	 那时候的电视剧，单纯的小美好，同时也接地气。有“味道”，有味道的电视剧倒是很少了            
(5星)	 太JB好看了= =            
(5星)	 最初的记忆总是最美的。偶像剧启蒙啊。也因此成为坚定的朋薇党。XD可惜，岁月催人老。物似人非啊。            
(5星)	 小鹏哥哥太诱人了            
(5星)	 我当时觉得特别特别好看。。            
(4星)	 童年记忆   当年迷得七荤八素            
(5星)	 童年的回忆，好还念。那时候，赵薇和苏有朋好般配            
(5星)	 真的好久远了啊~            
(3星)	 当年《还珠》的后遗症啊            
(5星)	 现在的电视剧都退步了，重温这部真是开心！            
(5星)	 年少时最爱的两部剧，老房有喜 我爱我家，突然发现，感人不一定要大制作大投入，要的是能触动心灵的力量。            
(5星)	 月亮代表我的心            
(4星)	 这电视剧积极向上，还带点悬疑 囧 爱上对门公子神马的情节像极了《小妇人》囧 朱桦的【月亮代表我的心】好听！&gt;&lt;            
(NA)	 前几天电视有在播，一晃好多年了。            
(4星)	 我是在這裡，才對張愛玲說的這句話留下這樣深的印象。我要你知道，在这个世界上，有一个人是永远等着你的，不论你在什么地方，无论什么时候，总有这么一个人。可是，那些和你們一起消耗的時光，不回。            
(5星)	 当时真是守着电视等着看这部剧。哎，少女怀春的时候啊，觉得苏有朋好帅好帅，赵薇好清纯好清纯。哎呦我的青春啊。            
(5星)	 我多么希望他两在一起啊~！！！！！！！！！！！~~o(&gt;_&lt;)o ~~            
(5星)	 每个角色都喜欢，5星~！            
(5星)	 多么年轻的苏有朋            
(5星)	 小海燕负责不见 吴有利负责“上海人太多”吉祥的大眼睛真好看小苏毕竟是我爱的第一个偶像啊 我的女童情怀全都找回来了！            
(4星)	 小时候不是很爱看嘛。。            
(4星)	 当年很喜欢的啊有没有啊！！其实还挺好看的啊！！            
(4星)	 重新看十几年前的片子，竟然发现男主的穿着不算太过时呀，果然短t、牛仔裤什么的最安全~~女主就......            
(4星)	 看过好几遍了，当时看到的时候真的觉得好唯美~简直就是心目中的言情小说现实化嘛~！            
(5星)	 说实话我喜欢这部剧，还喜欢另一部叫真情告白            
(3星)	 /(ㄒo ㄒ)/~~            
(NA)	 片子里的老爷爷喜欢张爱玲是伐            
(4星)	 赶上了好时代。现在再也不不了这样的电视剧了            
(NA)	 最近比较烦比较烦比较烦~            
(NA)	 这部是真喜欢，现在小海燕都老好看了。            
(4星)	 那时候的他们真是太青涩了~永远不会忘记苏有朋在窗前的轻轻一靠，好美啊~~就像是动画里走出来的美少年~            
(5星)	 有机会还会重温它的。            
(5星)	 那年夏天啊~~~珍贵的回忆啊~~~            
(4星)	 小学时候放的 片尾曲在那时候也会时常哼哼 想来很怀念 很美好            
(5星)	 忽然想起这个很温馨的感觉了            
(4星)	 多大时候看过来的？恐怕是对上海的第一印象？            
(4星)	 那时候真是觉得苏有朋好帅            
(5星)	 超喜欢看这个~~~~            
(4星)	 只剩几个片段了            
(4星)	 当时真心喜欢赵薇            
(4星)	 当时没怎么迷恋还珠，却因为这部剧很是喜欢了一阵子苏有朋和赵薇啊            
(5星)	 赵薇和苏有朋的经典作之一，记得播大结局那天我有多桑心啊，因为最后一集了，没得继续看了。。。。            
(4星)	 很经典的剧啊            
(4星)	 好看啊。            
(5星)	 它真的很好看！对于12岁的我来说！            
(NA)	 又是一部充满回忆的电视剧。            
(5星)	 小时候非常喜欢的电视剧.             
(4星)	 一群可爱的人~~            
(5星)	 永远的最爱，百看不厌            
(5星)	 真的喜欢赵薇啊……            
(5星)	 当年的偶像剧，我爱你们。            
(4星)	 背景音电视剧之二，早起偶像剧，拍得还不错。            
(5星)	 勾起小时候暑假的回忆            
(NA)	 那时的苏有朋多么年轻啊，岁月啊            
(5星)	 我也长大了。            
(4星)	 当年，赵薇还不是小燕子            
(5星)	 分数怎么这么低啊？这么经典的电视剧！爱死苏小鹏了！赵薇在上面也好漂亮！            
(4星)	 我的上海台湾情节从这里而来。            
(4星)	 当时就认定苏有朋和赵薇这对cp了····            
(4星)	 小海燕都长大了，还很漂亮呢~            
(4星)	 我的暑假。。            
(3星)	 当年爱死苏有朋            
(5星)	 曾经无比痴迷的一部连续剧 现在想起仍然觉得是部好剧            
(4星)	 简简单单干干净净的故事，伴着小时候的那个夏天。其实等长大后发现赵薇和苏有朋不是恋人的时候我就不相信爱情了。            
(4星)	 重温一遍，貌似小海燕长大了依旧很漂亮呀            
