http://movie.douban.com/subject/2155335/	十七岁不哭
(5星)	 当年最爱的电视剧。即便是现在重温，也依然很多收获。值得推荐给高中的学生看。            
(NA)	 我们哭了吗？            
(5星)	 很真实，在剧中或多或少能找到当年的日子。北京果然是首都，98的片子就那么先进了。            
(5星)	 青春的记忆~            
(4星)	 听他们说时光自有来速。            
(4星)	 初中时，对高中的向往            
(4星)	 14岁的时候幻想着17岁会有他们一样的精彩，而17岁的时候，才知道自己不是杨雨玲。            
(5星)	 我年轻时追过的剧            
(5星)	 那些演员最初的样子,郝蕾,李晨,牛萌萌            
(5星)	 不知道说童年的记忆恰不恰当心中不褪色的经典吧            
(5星)	 在不足十七岁的时候憧憬。在过了十七岁的现在，感慨那时是多么的美好。            
(4星)	 很青涩的当年啊            
(5星)	 不曾受伤的青春，不叫青春。            
(4星)	 初中时看的，是我对高中生活的最初憧憬            
(5星)	 年少的我最爱简宁            
(5星)	    我的十七岁，十年前他们的十七岁，青春有着相似的美好，我羡慕着他们的温暖单纯            
(4星)	 记忆中的经典吧            
(NA)	 锁在记忆里面的东西            
(NA)	 简宁儿 雨凌儿            
(5星)	 看的时候超向往高中，没想到，一晃我都快大学毕业了~            
(5星)	 简宁啊            
(5星)	 第一部青春电视剧，优秀的男生，朦胧的爱情            
(5星)	 看过很多遍。            
(3星)	 挺一般的            
(5星)	 同样在小学六年级的时候看过的电视，那时候吃过午饭就聚在离学校最近的同学家里看这部电视~喜欢简宁，那种优秀的，默默的男孩子。            
(4星)	 纪念我们曾经萌动的青春~            
(5星)	 这个是我好小好小时候看的电视剧呢.也算是偶像剧的始祖了吧!记得那时候的杨宇凌和简宁.还有雷蒙..那时候很迷的类            
(5星)	 杨宇凌 简宁。。。            
(5星)	 经典            
(5星)	 简宁这样干净纯洁乖巧优秀的男生就是我的梦中情人啊            
(5星)	 喜欢这一部胜过《十六岁的花季》。在高三的课堂上读完了同名的书，作者是一个地道的北京女生，大概比我大一点点，她十七岁时写了自己十七岁的故事。很佩服她的文字，也欣赏她的一份真率。后来我也上了大学，发现她竟然是我一个师哥的中学同学，这感觉很亲切。            
(5星)	 年少的回忆            
(4星)	 直接导致我高中……            
(4星)	 简宁             
(4星)	 给人无线的回忆~            
(4星)	 高一那年            
(5星)	 算是个回忆吧~那会李晨真帅~            
(5星)	 李小晨~ ^ ^            
(NA)	 小学的时候很向往            
(4星)	 过去的日子  不是很像 却也有些像            
(5星)	 喜欢杨宇凌这个女子，敢爱敢恨。            
(5星)	 永远的青春记忆            
(4星)	 我小学时对高中的印象~~            
(4星)	 貌似影响了好几代人啊            
(5星)	 簡寧啊~            
(5星)	 那会儿真好            
(5星)	 继十六岁花季之后的又一力作            
(4星)	 教会了我太多~~            
(4星)	 小学看的高中生活电视剧            
(NA)	 当年喜欢的不得了~那时候还是小学吧~前两年又看到，怎么画面好有历史感了，剧中的演员们现在也都长大了，唉~~回忆~~~            
(5星)	 永远的十七岁            
(NA)	 仓促的书            
(5星)	 汗，莫非老了，开始怀念过去了，但是不得不承认我们这一代就是这么长大的，不过唯一我怀疑的是，我们那个时候有那么辛苦吗，尤其是恶战考试那会儿。。。            
(3星)	 是不是里面有一个男生进了女厕所被处分了，印象很深            
(4星)	 初中看的，喜欢简宁            
(5星)	 我妈特喜欢，我也是。            
(5星)	 小学的时候很火的，反映了九十年代的中学生活。虽然有些已经过时，但有些东西是不会改变的，比如……            
(4星)	 追忆往昔            
(5星)	 太多的回忆－－            
(5星)	 很喜欢杨宇凌，一直很喜欢。            
(NA)	 当年挺喜欢看的            
(NA)	 李小晨的简宁时代            
(5星)	 当时还好小！有的都记不住了情节了            
(3星)	 说不出的感觉            
(NA)	 当时觉得这个片子好好看，郝蕾好漂亮            
(5星)	 永远的十七岁~~~~~长大长大            
(5星)	 我的童年            
(5星)	 还记得那两人在发现有暧昧以后分站在楼梯上下的那个镜头            
(4星)	 10集思想政治教育 不是我的高中 水手            
(4星)	 青葱的岁月            
(4星)	 那个时候，对长大很向往            
(5星)	 小时候可喜欢简宁啦……            
(5星)	 很久很久以前...            
(4星)	 曾经清纯的郝蕾同学和依然帅气的李晨同学            
(5星)	 最优秀的青春剧            
(NA)	 估计我就是那会子中了李晨同学的道~            
(4星)	 现在的这些演员已不是原来的样子了            
(5星)	 喜欢            
(5星)	 曾经年少            
(5星)	 在很早就看过的还,不知道什么是17岁.            
(NA)	 回忆啊.            
(NA)	 曾经向往的高中生活            
(4星)	 当时看的时候还在上小学，看了以后特别憧憬高中的生活，后来大了以后才发现，根本就是我想的那么回事            
(4星)	 楊宇凌 簡寧 一去不復返            
(5星)	 还看了书            
(4星)	 ^_^   大家都看过吧            
(NA)	 小学时候向往中学的生活，中学了又向往大学的生活。。。            
(5星)	 记忆中最喜欢的校园剧。杨宇凌，介个女滴很是喜欢。还有那个董什么的那个演员啊。曾经很向往高中生活，很向往宿舍生活，可惜我的十七岁，我的高中，完全不是那么回事。            
(NA)	 那个时候的偶像剧            
(5星)	 我的童年阿~~多好看的一部电视剧阿~~            
(NA)	 儿时记忆            
(5星)	 简宁，杨宇凌。。。高中预备剧            
(5星)	 以前很喜欢的一个电视剧            
(5星)	 至此惦记了十年            
(NA)	 心中的杨宇凌            
(4星)	 我们清纯，我们缠绵，快乐和忧伤洒落星星点点            
(5星)	 真实的青春真好！            
(4星)	 看的时候觉得简宁真是帅呀~            
(5星)	 回忆            
(4星)	 童年记忆            
(NA)	 17岁不哭就是一个梦 一个关于理想关于初恋关于成长关于友情的梦还记得当年疯迷简宁的情形~~            
(NA)	 在北师大拍的呦            
(5星)	 对个人影响极深的一部电视剧，再多的溢美之词都无法表达我对它的喜爱。            
(5星)	 80年代人必看的电视剧，喜欢简宁，喜欢李晨！！！            
(4星)	 简宁好帅~~当年的白马王子额。。。            
(4星)	 经典            
(5星)	 影响我一生轨迹的电视剧             
(5星)	 初中时看的，大陆自己的校园青春剧，个人认为远胜于XX花园之类的            
(5星)	 十七岁不哭,青春,永远.            
(4星)	 小时候啊～            
(5星)	 依然喜欢~~~~            
(4星)	 小学的时候超爱的电视剧..真的到了17岁的时候也就没看过了..            
(4星)	 教会我关于青春关于青涩的种种            
