http://movie.douban.com/subject/2212156/	家有仙妻
(5星)	 希望能再看一次            
(3星)	 很欢乐～            
(3星)	 很久很久以前..            
(5星)	 原来这么早就看了台剧！哈哈！            
(4星)	 小时候的最爱！            
(NA)	 好看~~~想要个一摸一样的镯子            
(4星)	 看多少遍都觉得好欢乐哦！            
(4星)	 手镯阿 手镯            
(4星)	 太经典的彭恰恰,美妻配丑夫            
(5星)	 真的蛮搞笑哦。。            
(NA)	 失恋阵线联盟 k歌必唱曲目            
(5星)	 好好看！            
(5星)	 经典绝对经典!            
(5星)	 这个也经典。还记得草蜢的歌。            
(5星)	 这个多欢乐啊。            
(NA)	 幼时的记忆。            
(4星)	 很逗。音乐做得不错，现在都能哼哼出调来：）            
(5星)	 当年超爱。我也想要那个玉镯。            
(4星)	 他总是~~~            
(4星)	 当年我很喜欢看的            
(5星)	 小时候觉得太好看了~            
(NA)	 童年的记忆啊            
(NA)	 在当时很流行的一部电视剧            
(4星)	 则歌比较有劲。            
(4星)	 当时真想有这么只镯子，替我写作业买零食            
(NA)	 已经完全没印象了，好小好小的时候看的            
(4星)	 “大家好，我是阿贵”！只要一看到彭恰恰，就不禁会笑出声来，呵呵。还有孙兴，也是挺滑稽的。还有草蜢唱的主题歌“你总是只留下电话号码~~”。            
(5星)	 超级搞笑！~哈哈            
(4星)	 很搞耶。            
(5星)	 孙兴..还是演杨逍的时候帅..= =             
(NA)	 哈哈哈哈            
(5星)	 小时候很晚睡觉,就为了看这部电视剧            
(4星)	 逗            
(5星)	 没印象了            
(5星)	 有时小时候看地片，话说我小时看的片儿真是屈指可数            
(5星)	 家有仙妻——小时候看得都不想睡觉了            
(5星)	 应该是我看的第一部电视剧，很牛，真的很强大！            
(NA)	 喜欢            
(4星)	 小时候的重要回忆~            
(NA)	 当年的幻想            
(NA)	 超爱看，自己还在家里变来变去（小时候）            
(4星)	 彭恰恰很可爱            
(5星)	 绝对了 茶壶状            
(4星)	 哈哈！那个神奇的镯子~小时候还幻想自己也能有一个呢！每一集都充满趣味            
(NA)	 。。到现在还会哼哼那主题歌~            
(3星)	 男的长的太丑了，我想要那个镯子。            
(4星)	 我小时侯看这个剧的时候，一直期望自己也能有个这样的手镯，呵呵 到现在也没有，哭……            
(3星)	 好像满搞笑的 也忘啦            
(4星)	 100            
(NA)	 小時和和媽媽一起看的。。            
(4星)	 小时候~~~~那个手镯印象太深刻了            
(NA)	 都快记不清了……            
(3星)	 《失恋阵线联盟》很欢快            
(4星)	 扯轰轰的            
(NA)	 经典哦~            
(5星)	 很搞笑，漂亮的何莉莉怎么就和陈天贵结了婚呢？            
(NA)	 这部戏让我知道彭恰恰。。还有孙兴。。            
(4星)	 主题歌太经典了。            
(4星)	 尽管拍的粗糙，也不失为打法时间的好片            
(5星)	 记忆中的经典            
(4星)	 哈哈,当时很迷.            
(4星)	 很搞笑            
(4星)	 小时候就每天等到11点看这个，然后狂笑，那时已经深夜了。            
(5星)	 好看！失忆的男主角，最爱！            
(4星)	 熟悉的旋律不会忘            
(5星)	 我要那个镯子，我要那个镯子，我要那个镯子，镯子镯子镯子镯子镯子镯子            
(NA)	 那时候整天想要那样一只手镯。            
(4星)	 啊好经典啊~            
(4星)	 那个时候很经典啊 第二部就不太好看了            
(3星)	 小学回忆。。很想要那个手镯            
(5星)	 每天晚上守在电视前，等待着“她总是，只留下电话号码”            
(5星)	 想像力啊，喜欢沈公子和他老婆            
(5星)	 好怀念啊啊啊啊啊啊啊啊            
(3星)	 搞            
(5星)	 记得大结局的时候正好是我10岁生日那天,在饭店看电视,呵呵            
(NA)	 小时候这部真的看蛮多            
(4星)	 林姐姐真漂亮啊~~            
(4星)	 小时候看过 好玩~            
(5星)	 我小时候看过的电视剧中印象最深的一个，还有蚱蜢的那首失恋阵线联盟            
(3星)	 都忘了还看过这个~~~            
(5星)	 经典 喜剧            
(4星)	 他总是只留下电话号码~            
(3星)	 很乐啊            
(5星)	 超赞啊 经典中的经典 梦想都是能有那样一个手镯  拥有超能力...            
(4星)	 小时候总是幻想能有那样一只手镯  呵呵            
(3星)	 感觉很做作            
(3星)	 主题曲好听~            
(3星)	 当时堪称经典            
(3星)	 现在想来，忘了            
(NA)	 现在还想看            
(NA)	 我模糊印象里很好笑的            
(5星)	 !!!!我当初一直希望我有那么个手镯来着            
(5星)	 超级扯，只喜欢第一部。            
(5星)	 喜欢～～就是男主角太丑了～～～～～            
(NA)	 小学的时候可很是迷恋了一场。很想自己也有那么一只镯子……            
(5星)	 经典...            
(4星)	 那么傻的片子，却是中学时看一次笑一次            
(4星)	 那时真的相信有神话            
(NA)	 算是JD吧            
(NA)	 想要有个手镯            
(5星)	 也很想拥有那个手镯            
(5星)	 我还记得那个镯子，让时间停止。            
(5星)	 很久以前的电视剧了，当时应该觉得特别的神奇。            
(4星)	 我也想要那個手鐲            
(5星)	 我超爱啊。好搞笑。多么希望自己有个这样的手镯。            
(NA)	 爆笑～～哈哈            
(NA)	 家有仙妻Ⅰ            
(4星)	 林以真真的很漂亮！            
(5星)	 特别特别可爱!            
(3星)	 哈哈哈|||            
(NA)	 神奇            
(5星)	 相当久远了            
(5星)	 蹦擦擦            
(NA)	 如果我也有这么一只手镯。。。            
(5星)	 当时太爱看了            
(NA)	 我也想要那个许愿手镯            
(NA)	 很搞笑            
(4星)	 我也要白玉手镯～～～            
(4星)	 小时候最喜欢的电视剧之一            
(5星)	 小时候超爱看的            
(4星)	 值得看看            
(3星)	 满搞笑            
(3星)	 小时候在表姐家看的            
(4星)	 记得有个特别的镯子和一个特别丑的人。。。。。。。            
(NA)	 何丽丽的“呵呵”笑沈公子的幽默沈夫人的和服眉眼            
(5星)	 哪个女生不想有那个镯子啊！！！            
(NA)	 大鼻孔啊^^            
(4星)	 小时候一直想要这样的手镯，戈伟茹为什么那么美            
(5星)	 她总是只留下电话号码 从不肯让我送她回家            
(4星)	 童年的爆笑回忆            
(4星)	 好漂亮的戈~            
(4星)	 太想要她那个镯子了            
(5星)	 搞笑             
(5星)	 经典喜剧            
(5星)	 阿姨 我想要个何莉莉那样的镯子            
(NA)	 小时候看得时候觉得有点意思            
(NA)	 小时候看的,好好玩            
(5星)	 享受            
(NA)	 呵呵            
(NA)	 记得当时那个小            
(4星)	 记得每一的人            
(5星)	 永远记得那个大鼻孔            
(NA)	 也是小学时候看的            
(NA)	 对这名字印象极深，也记得手镯，也记得孙兴，也记得有个魔法手镯，其他都不记得了。。。            
(5星)	 气氛很好,很干净.            
(4星)	 当时，就想找个那样的白玉手镯~~            
(4星)	 澎恰恰无论是长相还是演戏都太有喜感了。            
(5星)	 神奇的手镯            
