http://movie.douban.com/subject/1863947/	神雕侠侣
(5星)	 集配乐之大成的巅峰之作！十六年弹指而过，昔日的奶油小生古天乐摇身变为阳光美型男，而李若彤却早已在娱乐圈销声匿迹，伴随着那个永恒的小龙女活在我的心中，触景伤情，令人唏嘘不已！【浑似姑射真人，天姿灵秀，意气殊高洁。万蕊参差谁信道，不与群芳同列。浩气清英，仙才卓荦，下土难分别。”】            
(NA)	 这次是我不经意的离开……【当年古天乐是有多萌，如今……还好没让我见到真人。】【这片子到底是拍过几个版本啊……】            
(5星)	 金庸武侠启蒙剧，初一时看的，之后两年看完了金庸全集。看原著时浮现的都是电视剧里的形象，原著也是我最爱的金庸作品，基本每两年看一遍。今年刚好此剧16年呀。            
(5星)	 姑姑的一声“过儿”，心都碎了            
(5星)	 没白没夜的又重温了一遍。            
(NA)	 过儿！姑姑！你对我真好~            
(5星)	 古天乐才是真正的戏路宽，杨过可深情，项少龙可戏谑，丁鹏可腹黑            
(5星)	 啊啊啊，拥起落落余晖任你采摘~            
(5星)	 一见杨过误终身            
(5星)	 过儿~            
(5星)	 古仔就是杨过嘛            
(NA)	 李若彤美死了！            
(5星)	 最近开始翻出了此小说……看看当年的古天乐，感慨岁月这把杀猪刀(&gt;_&lt;) ……本剧里面用了好多耳熟能详的日本音乐呐！            
(4星)	 看过的几版神雕侠侣，最喜欢这版～            
(3星)	 小学时候，我经常收到印有李若彤的粘贴、贺卡……            
(5星)	 最爱的版本            
(3星)	 音乐很好听 勉强加颗星            
(4星)	 也纪念个~            
(5星)	 又看了一遍寻秦记，主题曲中毒中，古装扮相帅呆了好不好！咦，我在说什么？            
(5星)	 当年啊~            
(4星)	 又看了一遍            
(5星)	 童年记忆            
(4星)	 读小学的时候每一集必追！！            
(5星)	 百看不厌            
(5星)	 哎呀！想起小时候啦~            
(4星)	 那时候的古仔还是个美少年……多少人爱他备受曝晒的黑脸，我却只喜欢圆月弯刀和本剧里的他。            
(3星)	 还是喜欢范文芳那版。。            
(4星)	 过儿            
(4星)	 好开头！            
(5星)	 望着他们的背影渐渐融入浓雾之中 虽不知后事如何 但定是今生今世再无分离了。            
(3星)	 无太大感觉            
(5星)	 十星！为什么白皙俊美的古天乐后来要那样作践自己，为什么为什么！李若彤是真小龙女+1995。.想起小时候和同学一起演里面的桥段玩，为了争演小龙女还吵了一架。            
(5星)	 朱过与王姑姑            
(4星)	 TVB所有我看過的金庸劇裏我最喜歡的一部了，基本沒有之一；那時的古天樂太帥了，絕世俊美的容顏嘴角一抹壞壞的笑眉眼裏的年少叛逆，那時的HK我想只他一人能演楊過了；張可頤的程英&amp;李綺紅的郭襄大好；一直到現在，古天樂偶遇李若彤還是不自覺的就喚出姑姑二字，95神雕，你絕了            
(5星)	 最爱的版本            
(4星)	 经典            
(5星)	 过儿~            
(5星)	 好经典！            
(5星)	 过儿和姑姑~用武功把毒逼出来~            
(5星)	 最喜欢这版的男女主角~~~！！！            
(5星)	 想起姑姑就要泪奔啊～～～            
(4星)	 哎，我擦，这部剧的回忆啊，够写好几页了            
(5星)	 这是永远的经典！！            
(5星)	 小学            
(5星)	 無與倫比的愛啊            
(4星)	 16年周年重逢的桥段萌翻了一群人，现在看图片都觉得各种美好~            
(5星)	 我从小就喜欢杨过！！！！一见杨过误终身！！！！！            
(5星)	 昨天下午开始，今天早上6点睡觉，9点起来到现在，终于看完了，一共32集~李若彤小龙女真是美~            
(4星)	 (ˉ﹃ˉ)            
(5星)	 最帅的杨过，最美的小龙女。            
(5星)	 神话            
(4星)	 所有神雕侠侣最喜欢这一版            
(5星)	 小时候最喜欢看了            
(5星)	 古天乐 当时还很白啊            
(NA)	 姑姑！            
(5星)	 內時候古仔還是小白臉- -。            
(5星)	 李若彤这气质后来还去非洲吃老鼠了，古天乐那时还不黑            
(4星)	 最好的一版            
(NA)	 泪目 T_T 昨天连续干掉了16集            
(NA)	 这个还用说么！            
(NA)	 唯一的過兒和姑姑 其他版本入不了我法眼了就...            
(5星)	 掐指一算十六年            
(5星)	 怀旧一把系列~相当的怀念！            
(NA)	 妈呀！            
(5星)	 这一版最好看~            
(5星)	 经典            
(NA)	 那时的乐乐最最帅了            
(4星)	 古天乐那时候好纯，白脸小生嘛，肿么现在成肌肉男了~还那黑八黑的~小龙女完全无法逾越啊~我觉得她自己就是个仙女啊！！！            
(5星)	 我太喜欢白肤色的古天乐了！！！！！！！！！！！！！！这部简直看了N遍啊啊……            
(4星)	 白色的古天乐            
(4星)	 小时候的记忆啊。            
(4星)	 我心中最完美的神雕~~~~~~~~~~~~~            
(NA)	 古天乐那时候真的挺白的            
(5星)	 内谁！内谁！姐的银幕初恋。。。。            
(5星)	 perfect，即使放在现在。            
(4星)	 唇红齿白心头好            
(5星)	 古天乐和李若彤，秒杀大江南北，最经典的《神雕侠侣》！《归去来》也好听！            
(5星)	 唉···经典无法超越            
(5星)	 百看不厌 经典啊            
(4星)	 恩，推荐！            
(NA)	 都            
(5星)	 最爱的一版，也是选角最靠谱的一版            
(5星)	 我最喜欢这个人的版本么~            
(4星)	 这竟然是我在意大利的汽车上看完的！            
(5星)	 这才是真正的杨过和小龙女            
(NA)	 一直不觉得这版小龙女好看闹            
(4星)	 除了李若彤无人演活小龙女。偏偏我觉得她长得像一男滴~            
(4星)	 古天乐原来可以这么白。。            
(5星)	 经典吧            
(4星)	 最喜欢李若彤演的小龙女了，刘亦菲神马的连浮云都算不上            
(2星)	 李若彤完全不是我想象中的小龙女。不过，谁又会像呢？            
(5星)	 古天乐！            
(5星)	 我最喜欢这个版本            
(5星)	 选角真是无可挑剔，除了郭靖。无法超越的一对。            
(4星)	 这也是我最喜欢的版本。            
(5星)	 古天乐当时真是嫩的要死啊！！！儿时白马王子啊啊 啊！！            
(4星)	 最美的小龙女和程英“一见杨过终身误” “既见君子，云胡不喜”            
(3星)	 3076打红五的时候放的。。。刚才被穆念慈还没死给雷到了            
(4星)	 最好看的配搭~            
(4星)	 作为电视剧基本没有什么缺憾了，不过难免和原著比比，总觉得稍逊一筹，给四星是因为我觉得够不上我心中的五星电视剧吧~            
(3星)	 原著无人能及            
(5星)	 过，你还好吗？            
(NA)	 嘻嘻嘻            
(5星)	 看过几次，陆陆续续的。记得03年上高一那时候一下课就飞奔出去看。而且那年正好美国攻打阿富汗，电视台有最新战况报道，记忆特深刻。不知道李若彤为什么就突然不见了人影，古天乐还是那时候演得好，适合古装戏，还有经典的《圆月弯刀》、《书剑恩仇录》，都是童年的美好记忆。大家第二天一起准聊剧情            
(5星)	 不知道看了多少遍 陪伴了多少个暑假            
(5星)	 除了外景囧了点都没啥好挑剔的，连雕兄也很萌，TVB的剧情编得太赶了，我巴不得有一百集。古天乐李若彤就是杨过和小龙女，没有之一。看一次泪一次，配乐也太绝了吧~            
(4星)	 我不喜欢李若彤&gt;.&lt;            
(5星)	 最喜欢的一个版本··            
(4星)	 最赞的一版，陈玉莲神马的，一点都不好看            
(4星)	 一见杨过误终身什么的，其实是因为古天乐么            
(3星)	 想当年我是多么的喜欢古天乐 房间里唯一的两张海报都是他 现在都没撕下来过            
(NA)	 2010-11-27            
(4星)	 古天乐!!!            
(5星)	 最经典的一版            
(4星)	 完美就是只要和你红尘作伴，少一只手又如何            
(4星)	 十六年前            
(5星)	 东西还是老的好            
(NA)	 无数又无数。。。            
(4星)	 帅锅镁铝侠侣。            
(NA)	 当时觉得这个阿姨berlou头好大            
(5星)	 问世间，情是何物，直教人生死相许。            
(4星)	 小时候的回忆。。。            
(NA)	 那时候古天乐还是小白脸            
(5星)	 最爱这一版的            
(5星)	 无疑是经典            
(5星)	 ！！！            
(4星)	 其实很多年以后我才反应过来杨过是古天乐扮演的。囧。            
(NA)	 到现在都没搞懂后面的剧情            
(4星)	 问世间情为何物，直教生死相许            
(5星)	 哎，爱到春潮滚滚来            
(5星)	 当年也是看这个 才喜欢小白脸古天乐的 现在他已近变成小黑了，还有神仙姐姐 许久不出现了。时间真厉害。。。            
(5星)	 经典的经典青葱岁月中某不可磨灭的回忆            
(5星)	 当时看一万遍都不烦            
