http://movie.douban.com/subject/4059238/	下一站，幸福
(4星)	我喜歡它的細節 我喜歡它每集開頭的模式 畫面感很美 小樂很可愛 花拓也啊花拓也 沒想到你才是大虐點啊 可是我第一集看見你插花的樣子 就喜歡&gt;&lt;遺憾的是到後面或許是爲了拼收視 進展慢了下來有點拖...
(3星)	看了一集而已。
(5星)	后面这墨迹啊
(4星)	不错
(3星)	其实除了结局很突兀都很不错。
(4星)	呃，整部戏剧情紧凑也够偶像够华丽够童话够真实，很多细节上捏拿的很好不愧是女导演的杰作，里面的小演员的表演非常出彩让整个戏跟真他们的情绪在走，非常抢镜。而大演员们基本上是中规中矩，但在导演的协调下有不才的感觉。十分有进步的偶像剧……
(5星)	俗成这样，可我还是觉得很好看啊！
(NA)	恩，虽然每一集都在跳着看，还是为它流了很多眼泪，Piu~丢脸的来..
(4星)	剧情转折有点类似放羊的星星，蛮温馨的一部剧~
(4星)	追得我撕心裂肺 = =|||||||||||| 狗血并鼻血狂喷着
(3星)	7
(3星)	各种洒狗血~
(5星)	幸福和感动。V真的好棒哦
(4星)	花田村的存在是个洗具,那个阿娇阿sa,都是亮点啊亮点...男猪女猪果然猪一样...男二女二才是我的心头爱,想不明白女二那么好,男猪居然还说人家骗了你,谁陪你走过这6年啊...看到19集,觉得这个台剧好在哪,好在线索都没有断掉,有日剧的风范了...
(NA)	可是又会怎样呢。我仍是那个默默地喊元气好不好的人，从来没有出现过。
(2星)	我看我真的是很有空 男二号你演得怎么会那么差啊哈哈哈
(4星)	也许我们没有偶像剧里的那个命，但我知道我们都希冀幸福。
(4星)	难得看到暂时到现在是情节进展比较快点的不那么拖拉纠结的偶像剧啊 还不错嘛 恩那 哇 想起来上一次认真看的台湾偶像剧 是多久多久以前 斗鱼来的 又是安小轩哦 哇咔咔
(4星)	超火热的一部,不过我爱他们的儿子.
(3星)	烂结尾
(4星)	一星是满足我内心所有狗血的俗气，剩下三星都是给梁晓乐，不得不说，无论到哪里，孩子，都是人泪腺飙飞的唯一理由
(3星)	吴建豪越来越可以....当年没有白迷恋他...
(3星)	一周一集，看的我快内伤了。。。本来给的四星，后面太拖沓了 改三星
(NA)	放弃了...
(5星)	这个结局虽然小仓促 但也算是很不错了
(4星)	吴建豪跟安以轩都长好看了很多呃。。。。结尾太烂了
(4星)	又感动又开心，幸福的感觉。
(4星)	觉得细节处理的很好吖~
(5星)	三立还我完整版大结局！！！滚床单，喷水，找小乐，小阿姨片段也是匆匆带过。。。
(4星)	我爱他
(5星)	五个月的追逐，我们一起走到幸福终点站。
(3星)	刚开始看，纯粹的感情，让人感动，温暖；到了后面，剧情就变得狗血，但还是坚持看完了。
(5星)	虽然后面几集逃不过台剧略显拖沓的死穴 但是我还是毫不犹豫地要给五颗星！很精彩很感人！也让我对吴建豪完全改观~
(5星)	这真是近年来最好看最好看的偶像剧，，，我几乎每集都哭。。。太好看了。。。。。。。。。天啊，里边的演员现在对我来说无人能及。。。为什么台湾总是能拍出这样有人情味的电视剧呢...太好看太好看啦。。。。。。。。。。。。。。。。。真不舍得看完呢。。。。。。。。
(5星)	幸福大结局 我们能不能这样
(NA)	狗血的剧情，好看的人。么有办法……
(3星)	前面感动后面无感
(4星)	吴建豪超帅
(3星)	又开始追了 好看的e~~
(5星)	Vanness演技越黎越好啦.   真的好愛你的....
(3星)	小孩子很可爱 
(4星)	你爲什麽說謊？ps.如朋友所料，我喜歡拓也。但不喜歡編劇給他安排的結局。
(4星)	嘛，纯纯的爱恋，偶像剧啊，最后腻歪得简直不行了。
(NA)	貌似都系第四集，听完个剧情，唔看啦~~~~
(3星)	还可以~~~
(NA)	恩...那个小娃娃好乖。 吴建豪更帅了......
(4星)	很美满的结局...
(2星)	就是贱嘛，居然会看！
(4星)	最后一集好烂！不过无影响分数、、、、
(5星)	转了个弯，还是遇见幸福。幸福终点站。满满的幸福感❤   坚信幸福就在前方 这才是我们全力走向每一个下一站的动力吧：）
(4星)	本来打算打五星的 但是有安以轩 ╮(╯▽╰)╭ 就四星吧 给小小彬跟他的海绵宝宝包包
(4星)	吴建豪刮目中！女主太圣母了……让人心里很不舒服。前一半节奏很舒服，后面所有的戏拍的都很平，可惜了……
(4星)	觉得那个演梁慕橙的童年的小女孩很像大s。在光阴的故事中演的时候就发现、
(3星)	有 韩剧了 此剧 弃
(5星)	不错~会追~
(3星)	看了片花的感觉是好言情啊，好吧这些偶像爱情还是能感动BT的心已老了的我的。我想看，只是等出完跳着看吧，我没办法受虐。
(4星)	下一站会是幸福吗？
(4星)	小小彬着实可爱，整部剧好像并没有什么特别的亮点，但给人感觉很温暖，V的演技的确提高不少。
(3星)	梁慕橙讓我看不下去了啦。。。。。。
(4星)	終于追完了……
(4星)	好吧，我就是对这种冤家变情侣的戏码百看不厌~~
(3星)	真心不觉得小小彬萌 和郝邵文比差远了 
(NA)	【2009-10-04】
(4星)	为什么我看吴建豪那么gay呢..
(3星)	故事很老套，才发现安以轩也很好看，就是好看的很普遍，没特点。。。
(3星)	我是纯粹来听音乐来的。
(4星)	吴建豪很帅&gt;&lt;
(NA)	实在无聊看的，解闷的话可以看一看！
(4星)	在医院看完的，居然觉得还一部不错的偶像剧。
(3星)	说出来会比较好。 
(4星)	身材真棒·
(3星)	当成喜剧看的电视剧~~~
(4星)	可以啦~不错啦~F4里的Vanness能长成这样我已经好满足了~~~~由于最后是喜剧结尾我好欣慰~好欣慰啊好欣慰~~~
(5星)	哈？！我在看偶像剧！！
(4星)	那個小孩真不讓人喜歡
(4星)	治愈小清新。剧情依然老套给三星，不过男女猪脚的自然演绎和小萌物的耍宝都灰常可爱，再给一星。
(5星)	为了VanNess和小小彬给五星=w=
(NA)	真的太丢人，居然把它看完了。通勤车惹的祸
(3星)	很难得看到台湾偶像剧这么高的分呐。
(5星)	为了某人就是要打五星
(4星)	哇 吴建豪演技进步好多 家庭温情戏是重点啊 太感人了
(4星)	其实我是快进看的 不过某些剧情设置还是很不错 比如说那个&#34;威胁结婚&#34; 还是很intense的 安以轩也太漂亮了
(4星)	三个人都很惊喜 短发的吴建豪非常清爽 小小斌最萌
(4星)	各种虐逼得我各种快进，安以轩的演技真是不错了，开始那几段俗套的道明寺折磨杉菜一段，使得我眼泪哗哗，后面虐得我麻木了，一滴泪没掉过，显然心酸的地方还是有。（吴慷仁好帅...）
(3星)	有点泰剧味道的台剧，女主角永远是善良到有苦说不出
(5星)	追车跑那段，虐死。
(3星)	矮油我蛋疼来看偶像剧了
(NA)	看了下集预告而已
(4星)	吴建豪竟然也能这么帅啊！所有偶像剧该有的温情狗血情节都不少，一天就看完 ORZ.......
(5星)	Vanness肿么这么帅！！！！！！
(1星)	寒假看了一半
(4星)	吴建豪在这部里面萌翻了我
(3星)	大学那会儿是有多空虚- -
(4星)	吴建豪还是短发帅啊
(5星)	吴建豪帅哦~~偶像剧拍成这样太难得哦~~安以轩一直脱线哦~~
(1星)	故事俗套，没有看见演员表演的张力和感染力。再加上我本来就很讨厌这一类有钱却没有礼貌缺乏修养的成年男猪脚。偏偏这一类角色设定会吸引许多爱罗曼蒂克幻想的女生。。。个么我只想说一句：家庭不幸真的不是一个人不懂得尊重他人和没有修养的理由或借口。
(3星)	前面4集挺好看，可以给4星，但是看到神马脑瘤失忆就看不下去了
(4星)	建豪挺不错的
(4星)	Van ness太迷人了。。。
(4星)	宇宙BUBU
(4星)	越虐越爱
(3星)	第四集就脑部肿瘤。。。敢不敢再传统一点啊混蛋。
(5星)	小眼睛笑起來真好看...
(3星)	小小彬阿。。
(4星)	结尾太烂 
(4星)	还行吧
(4星)	我是来花痴的。
(3星)	我是个偶像剧盲。表示围观。
(3星)	看到16集，实在看不下去了。楚楚可怜的单亲妈妈，不畏世俗的富家少爷，怎么都感觉像是妈妈们爱看的以前电视上的那种催泪琼瑶剧……
(3星)	完全没有点嘛这剧，演员还凑合。
(3星)	安以轩还是美的。
(4星)	本剧最大的亮点绝对是小小彬~老吴演技提高了啊，你十年前就该剪这么个小板寸！
(4星)	单身妈妈、失忆男主、富家千金、大财团和小村落，排列组合之后都可以征服每个欧巴桑的Loli心。
(5星)	我不適合看偶像劇--不適合看偶像劇--
(4星)	很唯美的画面，幸福是会来临的~
(4星)	不用担心这么多 挣多有挣多的生活方式 挣少有挣少的过法
(4星)	刚刚才看完。喜欢里面小朋友。米修米修~~
(5星)	还是大爱Vanness!最近一直看一些旧爱的剧!我好喜欢你接吻自拍的样子哇&gt;&lt;!!
(4星)	毫无疑问，这部片捧红了无比可爱的小小彬~
(5星)	吴建豪的眉毛太好看了~~~
(1星)	對不起,我棄劇了...
(5星)	情节什么的很不错
(NA)	小小彬好可爱阿，米修，米修
(4星)	被小盆友和外星人爸爸感动了..
(4星)	虽然虐。但是还是可以
(3星)	我的能量水晶补充完毕~
(3星)	难得能看得下去的台偶，但依然是人比剧好看。 
(4星)	真温馨...顺便花痴下吴- -
(4星)	在2011年寒假终于把2010年的偶像剧给看掉了，我的效率是有多低~
(4星)	挺好看的
(2星)	太烂 
(3星)	有你的那一站。。就是幸福的~~啦啦啦啦啦啦
(4星)	选择周末的时间把它看完，挺感动的一部电视剧，也赚了我的眼泪，其中传达的温情、快乐、和幸福的思想，还是很值得赞赏的~小家伙的演出，应该是剧中最出彩的部分了~
(3星)	掉泪厄~ 
(3星)	两天，21集。小小彬一点也不好看啊~
(NA)	虽然俗套，却不做作。
(4星)	前六集给我哭蒙了。后十几集剧情完全狗血。
(5星)	好久没看偶像剧，也好久没有跟着一部偶像剧又哭又笑了。这一部真的很好看。
(5星)	真心好看，，从来没觉得吴建豪这么帅，，，
(4星)	妈妈哥哥都喜欢看……真心好看。这三人组合太完美了。
(4星)	对不起没有用的，伤害了就是伤害了。
(4星)	算是看過很好的台劇，可惜有點爛尾。
(3星)	中意霸气男人...
(3星)	听到同事“米修米修”那段铃声，在她的怂恿之下看了这片，说是吴建豪的演技进步了，后来一看除了小小彬，其他的演技惨不忍睹，编剧也不是普通的烂，明摆不合逻辑的事儿嘛！三年时间，从一个像特残人士一样的男主角成为正常人士，三年的时间又从正常人士变成精英，那需要多大的“奇迹”啊！
(5星)	很少看偶像剧的~！
(4星)	电视剧就是为了让人去憧憬现实生活中不可能会出现的永恒的爱情。
(3星)	时下言情狗血大混杂，够小白，吴建豪的声音真要命，所以养眼是第一要务。
(3星)	还是偶像剧啊，稍微有点励志吧，小乐很可爱
(4星)	10国庆假期消化了的
(4星)	小小彬太有爱了！
(3星)	前六集很好，后面虐得有点假。。。那么多的怀疑，又何必在一起。另，女二完胜。狗屁深情，女二号那六年的无私付出你当是死的啊。
(4星)	狗血 小白 琼瑶 可是好看……竟然好看
(4星)	小小彬
(4星)	少数值得一看的的台湾剧，跟那些脑残的偶像剧比还是有点深度的。现在才知道，原来F4里最帅最有气质的居然是吴建豪，流星花园的造型师真是糟践人啊
(4星)	看了三遍了
(4星)	穿越的时光啊~
(4星)	吴好帅啊
(5星)	小小彬好可爱！
(4星)	喜欢女二
(2星)	因为在WB上看到了吴小样和女主演的互动，才发现有这么一部剧。不过这时不时的咆哮状的男猪脚设定也太囧了吧。其实整个故事的套路【两情相悦被迫离开发现怀孕生下小孩六年后相遇误解最终化解】太TM像N早以前相约的一篇文了，不过那文是西优啊西优。还是喜欢V演的冈安浬
(4星)	剧情脑残是必须的，但是这部片儿对我来说有特别的意义，所以，不管了。
(4星)	温暖
(4星)	追着看了3、4集。搁浅了。现在看看还不错。
(3星)	我表示小孩子好可爱~~~！一开始还没有认出来那个是吴建豪 = = 
(NA)	其实我是半路追的，我觉得演花痴心的小妞很好看哦，光曦妈妈演技很好。。偶像剧来说还不错啦哈哈~
(3星)	小孩说话的声音太可爱了
(5星)	光唏。慕橙。小樂。太有爱了！盲目超爱VanNess！
(4星)	有些太拖了...身材...什么的还不错 = =
(2星)	我是为了看小小彬的~拖沓，没感觉
(5星)	这应该是第一部让我如此想看完的剧 。其实有些片段我是跳过的。但它还是花了我差不多两天的时间来看，从昨天下午到今天晚上。
(4星)	好看呢。啊哈哈。在HK每晚看。结果变成了白天逛街也在想快点回去看。啊哈哈哈。拓也拓也拓也。
