http://movie.douban.com/subject/1863941/	天龙八部 天龍八部
(5星)	 阿紫你丫贱骨头            
(4星)	 这个版本还不错            
(3星)	   哟 好看            
(5星)	 得了，我乖乖看原著吧。            
(5星)	 那是我小时候的英雄            
(5星)	 音乐极度出色，打斗场面设计也很棒。港剧能拍到这样已经很好            
(5星)	 每次看都欲罢不能啊~~            
(5星)	 其实我真的很心疼阿紫            
(4星)	 这一版其实是不错的，就是服装布景不咋地。            
(NA)	 啊 我还记得虚竹那个眼神啊             
(5星)	 爱爱爱爱爱爱爱爱爱爱乔峰            
(5星)	 我想给你打十颗星TVT            
(5星)	 演最有味的一部            
(NA)	 段誉。            
(5星)	 谁人能敌,李添胜无敌!            
(3星)	 當年的段譽確實是少年             
(5星)	 超经典            
(5星)	 这部在我心里是不能被取代和超越的            
(4星)	 事实证明，黄日华真是个好演员            
(4星)	 小时候趴被窝里偷看～            
(4星)	 我就小学时看过这一部 天龙八部            
(5星)	 热血            
(5星)	 最好的版本，木婉清好漂亮。            
(5星)	 黄日华拍得经典            
(2星)	 黄日华，我日！樊少皇，日到大出血！            
(4星)	 摩羯男的杯具和双鱼男的洗具            
(4星)	 乔峰简直就是英雄人物，虚竹很可爱，段誉是个痴情浪子。            
(4星)	 最劲一版啦。            
(5星)	 一直被重拍，从未被超越。            
(5星)	 最爱！！            
(5星)	 经典啊~大爱啊~电视里放一遍看一遍~~怎么都看不厌~最中意黄日华版的乔峰了~还有结尾曲很喜欢~~            
(5星)	 喜欢主题曲            
(5星)	 当年为何会喜欢上那个呆呆的虚竹？？ 大脑脱线了……            
(4星)	 乔峰            
(5星)	 TVB永远大爱&gt;。&lt;            
(5星)	 永恒的经典            
(4星)	 这个版本最好啊~~~            
(4星)	 最经典的天龙八部，黄日华、樊少皇、陈浩民，就是阿朱差点。            
(3星)	 。            
(NA)	 一边看书一边看电视 每天急的我啊 到底是谁干的？！            
(5星)	 我又把天龙八部看了一遍            
(5星)	 还是李若彤演的美            
(4星)	 补录            
(4星)	 黄日华的萧峰+周华健的歌            
(4星)	 我就那么的喜欢上了段誉。。。。            
(5星)	 还是这个版本的天龙八部最佳            
(5星)	 英雄都是悲情的；狗熊都是幸福的。。。            
(5星)	 主題曲荼毒了我的童年記憶。。。            
(4星)	 段誉好看,其实是挺不错的剧,只是我从看武侠小说的年代就不喜欢这故事            
(NA)	 爱            
(5星)	 凌波微步            
(5星)	 经典版            
(5星)	 最喜欢的版本            
(5星)	 其实印象最深的 是珠儿 ... 哎 ~            
(4星)	 我不知道曾经看了多少遍～～～ 哈哈～～            
(3星)	 那时候我特别喜欢段誉。。            
(4星)	 没看全。。。没发现赵学而啊。。。            
(4星)	 难念的经：吞风吻雨葬落日未曾彷徨 欺山赶海践雪径也未绝望 拈花把酒偏折煞世人情狂 凭这两眼与百臂或千手不能防 天阔阔雪漫漫共谁同航 这沙滚滚水皱皱笑着浪荡 贪欢一饷偏教那女儿情长埋葬            
(4星)	 最喜欢的版本            
(5星)	 小学明信片            
(5星)	 经典            
(4星)	     喜欢段誉，那时真可爱啊            
(4星)	 就是喜欢李若彤啊            
(5星)	 经典之五  现在真的拍不出这种片子了            
(4星)	 确实不错            
(4星)	 补记            
(4星)	 7/10            
(5星)	 樊少皇后来在大内密探零零狗里…………            
(5星)	 段誉深植我心啊,哈哈            
(5星)	 虽然不懂为什么小龙女和王语嫣要同一个人来演，但还是很喜欢很喜欢！乔峰啊！            
(5星)	 真正tvb 经典。。            
(3星)	 这般经典多了。            
(NA)	 阿紫阿朱都太寒碜。“拿到小龙女执照则可以扮王语嫣”            
(5星)	 无数遍。。            
(NA)	 喜欢里面的每一个角色，甚至是主题曲。            
(4星)	 说实话呢，觉得这一版的乔峰扮相有点像阿凡提。（囧）            
(4星)	 基本都照搬原著 但是效果不错 演员选的也算合适            
(4星)	 为神马这些老电影电视剧出奇的好看~~            
(4星)	None
(4星)	 最爱乔峰~~~            
(4星)	 乔峰真帅·            
(4星)	 觉得扮演过小龙女的演员都会扮演王语嫣            
(5星)	 喜欢段誉            
(4星)	 燕云十八骑！            
(4星)	 还成。作为一部港产武侠剧，还算靠谱            
(5星)	 相忘于江湖            
(NA)	 看了重播的83版射雕之后有看这个，黄日华老了很多            
(3星)	 黄日华是金庸之魂！            
(4星)	 经典版本            
(4星)	 喜欢黄日华，从小时候看射雕开始            
(4星)	 最早接触的天龙八部            
(5星)	 乔峰乔峰我爱你            
(5星)	 阿朱是傻瓜~            
(4星)	 喜欢木姑娘            
(5星)	 神仙姐姐后无来者            
(4星)	 最喜欢这个版本的虚竹啦...            
(3星)	 暑假的味道            
(3星)	 樊少皇和谁谁谁有床戏···            
(4星)	 这个里面就喜欢段誉了。            
(4星)	
(4星)	 比较好的一个版本            
(4星)	 記憶中唯一的天龍八部.            
(5星)	 童年回忆。另。那首难念的经  每次听我都热血沸腾  而且林夕是天才  这个粤语词都写得超棒  简直  欲罢不能            
(NA)	 小时候啊~~天天守着看            
(4星)	 这个应该是一集没落..            
(NA)	 那时候的段誉是我小时候的梦中情人。很灵啊很灵啊。            
(4星)	 比起其他俩人还是黄日华最好看            
(4星)	 喜欢那首歌            
(4星)	 那时候看上陈浩民            
(5星)	 我BS张大胡子            
(5星)	 啦啦啦啦啦~ 乔峰 虚竹 段誉            
(5星)	 港剧阿~~太棒了~            
(4星)	 阿紫好痴情啊。            
(5星)	 还记得梦姑露着后背，我当时就热了            
(NA)	 小学五年级晚上，一到八点四十分我就鸡冻！            
(5星)	 每人都有自己特点 一厢情愿的 英雄气概的我还搓过降龙十八掌 对了 那是小学时候吧            
(3星)	 段誉啊……            
(4星)	 小时候觉得喜欢阿紫的那个人好可怜啊。。。            
(3星)	 港产武侠剧 制作都很廉价            
(4星)	 不错...            
(5星)	 每次哪个台在放。。我都要看。。            
(4星)	 最早一版，这部片子里的乔峰感觉上比胡军好，有魄力，纯爷们。            
(4星)	 不及鹿鼎记            
(4星)	 最喜欢的萧峰和段誉，还有王语嫣            
(4星)	 我喜欢周华健的主题曲            
(4星)	 我最稀饭钟灵            
(NA)	 最喜欢的《天龙八部》版本            
(4星)	 多年之后才看过原著 才明白为什么年幼的自己会喜欢乔峰那样的....男人            
(4星)	 我喜欢这样的段誉，喜欢这样的语嫣            
(5星)	 ~~~~(&gt;_&lt;)~~~~             
(5星)	 收放自如            
(4星)	 没有黄日华的乔峰。就没有天龙八部了            
(NA)	 我觉得虚竹特好命，但是我觉得他死的时候一定很痛苦，就像他的那些师伯、师叔一样。            
(5星)	 算是一个小经典            
(4星)	 已经没有印象了            
(3星)	 forget            
(4星)	 追圈怀旧片+2……            
(3星)	 ……当年我萌乔峰来着。            
(5星)	 我就喜欢那时候的金庸作品            
(4星)	 这部《天龙八部》让我最喜欢的，就是黄日华的萧峰。是萧峰，不是乔峰。他的气度，真正印证了我心目中的萧峰形象。当年那个傻哥哥郭靖，已经成长为如此顶天立地的男子汉了，让人感慨的同时，对他更添好感。            
(4星)	 雪梨的角色总是很给力            
(4星)	 黄日华演的乔峰不错。            
(5星)	 有多好看就不多说了，相信地球人都知道            
(4星)	 乔峰就是黄日华            
(4星)	 黃日華演蕭峰比郭靖還成功。。。            
(4星)	 笑你我枉花光心计            
(5星)	 这个版本。。前无古人，后无来者            
(5星)	 还是最喜欢这一部~有气势！！            
(4星)	 这个版本的是最好看的。            
(4星)	 那时喜欢死乔峰了            
(5星)	 放一遍看一遍！极品。            
(NA)	 主要是看 陈浩民 了~~~            
(3星)	 峰兄的戏份被明显加长了            
(4星)	 应该是经典了吧。尤其是黄日华，他演的乔峰，应该很难超越了吧。            
(4星)	 主题曲完美            
(5星)	 如此经典，谁未看过？            
(5星)	 我最赞美容貌的香港女子之一，李若彤。其余是林青霞，黎姿。“美丽”和“漂亮”永远不同。这三位女子是“美丽”            
(5星)	 个人认为是比老披头散发乱跑的胡军更好的乔峰阿朱也是珠圆玉润温婉可人            
(4星)	 段誉这男人是好~            
(4星)	 多年之后，我才知道黄日华也在里面            
(4星)	 挺不错的            
(5星)	 初中时周末 各家电视台的最爱            
(5星)	 让张纪中回家待着去吧～还是这部最好～！            
(NA)	 后来看了书，还是书好看            
(5星)	 我最爱的主人公在这里。            
(3星)	 感覺越來越淡了            
(5星)	 我喜欢这个版本            
(NA)	 还是喜欢这版            
(4星)	 小时候看的时候喜欢段誉，现在更喜欢乔峰            
(5星)	 萝莉时代最爱的香港武侠片            
(NA)	 黄日华，乔峰的最佳人选。看了不下10遍的片子            
(4星)	 最喜欢这个乔峰            
(4星)	 黄日华的乔峰无人能敌！            
