http://movie.douban.com/subject/3864306/	谈情说案
(4星)	 喜欢NICKOLE和GORDEN~            
(2星)	 TVB啊            
(5星)	 燃起了很久没让我有一口气看完TVB的冲动...            
(3星)	 你昨天问，不是谈情说爱么？嘻嘻。你会看吧？100720林峰在里面一点都不出彩哎，本氨基丙酸，对吧。            
(3星)	 还行 林峰脸很僵硬            
(3星)	 及时追的第一部电视剧，纪念一下。林峰还是好的，杨怡不喜欢了。剧情真是。。。            
(3星)	 不要总演你俩傻傻的爱情戏呗            
(3星)	 案件太简单。林峰+杨怡 这组合...Orz....还真不配。            
(4星)	 绝对是谈情的元素多。。说案嘛。。。            
(2星)	 真的是在模仿人家 神探伽利略 啵（还有一集是模仿mr.brain）~不过福山雅治大叔看完以后该哭咯....            
(4星)	 总算完结了            
(4星)	 應該是有點模仿《神探伽利略》吧。不同的是男女感情的戲份重了。TVB的片子么，拿來消磨時間是OK的，何況還有帥哥            
(3星)	 居然没看完= =            
(5星)	 俩男主都很handsome!!!!!!            
(4星)	 哎 虽然天雷滚滚 还是给四颗星吧...  一颗给杨怡 一颗给马国明 一颗给廖碧儿 一颗给剩下的美女们            
(3星)	 我是犀利妹的话肯定不会重新接受kingsley            
(NA)	 港版《神探伽利略》？港剧先放放了~国语看的快，粤语剧比较好看了~7一人分饰三角这戏，果然还是香港演员演的好~苯氨基丙酸~~11~13以后可以预测了~大家都在盛赞18集，哭死了。教授已经转学生物http://www.douban.com/group/topic/11875444/?            
(3星)	 演员阵容满意。结局潦草。            
(NA)	 犀利妹，你會不會太誇張了點吖，又是想要跳海，又是要撞車，還割脈，Ole，一個小小的失戀不至於吧，一點都不配犀利二字，可憐PRO先生，竟然下跪，人家只要辭職就可以追回老婆，你這個犧牲也太大了，北半球追到南半球下跪也沒有挽回，默哀。            
(3星)	 睇睇下警匪片变左鬼片。。。好恐怖。。。。。            
(4星)	 温馨快乐大结局            
(3星)	 看了五集我想还是弃掉算了，因为犀利妹她太不萌了而林峰我也从没觉得他的颜有多惹眼。说到抄袭《神探伽利略》，人设和破案手段的确是存在雷同，但感情线算是最大区别，所以山寨擦边（？）……反正日剧和港片比对不起我……            
(3星)	 结局是败笔吖 大家的态度转的太快了吧 电视剧就是电视剧 特假了            
(3星)	 看了两集 弃之。            
(NA)	 噢噢~我追完了终于~            
(4星)	 林峰好帅咩~~~~哈哈哈~~~            
(4星)	 峰少无敌帅            
(2星)	 好烂。            
(4星)	 啊啊啊啊，林峰~！！！！！！！！！            
(4星)	  最后一颗星 是给 我喜欢的男女主角~            
(4星)	 的确跟神探伽利略很想            
(4星)	 點解男人講分手就分手 講複合就複合 雖然結局睇到我ham 仲覺得唔系好滿意            
(3星)	 此剧太口水了～            
(3星)	 越到后面越狗血，并且我不相信这样的爱情……            
(3星)	 山寨日劇。            
(4星)	 這劇看的不是“伽利略”是“港味” ，很歡樂啊^^            
(3星)	 冲着粤语去的            
(4星)	 大結局真是狗血到死了……            
(4星)	 灵感应该是来自《神探伽利略》吧~不过变得非常港剧，有帅哥有美女有破案有爱情~            
(4星)	 每日的期盼就这样终结了，感觉很像追完溏心风暴那时            
(3星)	 少爷居然40了....            
(3星)	 这部戏果然是完全copy《神探伽利略》，感情戏方面还拍得很无逻辑。。。。。。            
(NA)	 每一个主角都像是来打酱油的...            
(2星)	 果然不行·            
(4星)	 ~最后半集..哎呦诶             
(NA)	 20100626冲着人去的，就案件本身确实不如法证先锋之类的好看            
(5星)	 这部电视剧，让我迷恋林峰。            
(4星)	 帅哥美女真养眼啊 喜欢谈情多过说案            
(4星)	 完了，我以后大概都不能看TVB的分手戏……kao,明明七十亿年和苯胺基丙酸是一样的东西，怎么前者就那么浪漫？“是那种痛让我清醒”            
(NA)	 TVB版神探伽利略。。。（望            
(4星)	 一个半小时的大结局才是亮点。其他的。。。            
(4星)	 5.26-6.26 港剧就是看着很舒服~虽然后面好几集都是一边干别的事情一边看的~峰少有时候还是挺帅的,但是Kings太让人失望了~马明倒意外地自富贵门后越来越帅了~..觉得分手那段YY哭得挺好的,反正我被感动了,还有点很明白她感受的戚戚感....            
(NA)	 应该能看= =            
(4星)	 就喜欢tvb的断案片子。。。            
(NA)	 。。神探伽利略。。            
(3星)	 其实林峰少爷还是不错的，但是剧情太山寨了。感情戏可以看看。            
(3星)	 你何必抄日剧阿阿阿            
(3星)	 別跟我說抄劇本的事了，反正也沒看過日版。。整體OK啦，都是TVB的標準表現，馬明是亮點，B2很漂漂，床戲很精彩~就是收視率有42點有點。。。講完：）            
(4星)	 杨怡!!~~~            
(2星)	 看完后 極度討厭林峰在裡面的角色            
(3星)	 情谈的不错，案就一般了。            
(3星)	 失望。            
(2星)	 蒼白無力的片            
(3星)	 狗血劇情。 。 。狗血情路。 。 。難道我的年齡已經不再適合TVB 了。 。 。            
(5星)	 太帅的总督察啊~            
(4星)	 身边所有人都说很难看之后才看，不抱希望反而觉得没那么差。犀利妹失恋那段，呃。。            
(4星)	 为什么一对这么清水，另一对如此香艳。。。            
(3星)	 一般般啦            
(4星)	 破案的剧情实在很一般~一颗星为峰怡加的~            
(4星)	 我的少爷情结一直都在啊!!!!!            
(4星)	 林莑演得不错哦.(PS我怎么喜欢道貌岸然的人...)总觉得那个Kingsley好装13的,但就是喜欢啊...)            
(3星)	 终于在别扭中看完了~            
(3星)	 结尾有点仓促，professor king其实不是物理学家是全才？有点夸得夸张了。。。犀利妹还是几okay的！            
(3星)	 kings和犀利妹之间只是一方对另一方的崇拜而已~            
(4星)	 难得男女猪脚配脚我都喜欢 可惜结局太简单了╮(╯▽╰)╭            
(3星)	  = = 我就看了开头和结尾。算看过吗 = =o(╯□╰)o感觉看了结局我就能想到过程发生了什么感情纠结呢            
(4星)	 其实还是不错的啊。那个变态精神科医生真的蛮重口味的            
(3星)	 抄袭神探伽利略            
(3星)	 发现马国明很帅嘛，比整容林顺眼多了！！准备把他演的时装剧都翻来看看            
(3星)	 本以为是单纯学伽利略，没想到大部分都是在谈情小部分说说案，想看探案剧这个就算了吧~不过里面的家庭气氛家人相处的气氛真是喜欢啊啊啊            
(4星)	 林峰好帅啊~~~            
(3星)	 陪着嘛嘛一半电视一半电脑就这么看完了。。。= =            
(2星)	 TVB造假程度令人发指、、、            
(3星)	 - -第一次把杨怡演的看了几集···            
(3星)	 剧情好弱            
(4星)	 看的后几集，还行吧。林峰在这里好帅啊            
(3星)	 不怎么好看            
(4星)	 不是每部tvb大家都希望有个happy ending 的，比如这部，这部片子里，找不到谁配得上Kingsley，只有Lo Sir和他比较登对,两星给林峰，一星给马明，一星给黄浩然，陈展鹏，胡诺言这堆有爱的配角啊            
(3星)	 教授好有爱            
(2星)	 看的标题是《谈情说爱》以为是爱情片，看了一半原来是刑侦剧，最后才发现是励志片！            
(3星)	 编剧属于写作经验不错选材内容略显老套的那种。选角还可以，表演很tvb，全局包装出来以后属于偏上水准，属于商业化运作里很成功的选题，小赞。            
(3星)	 突然觉得林峰长得还不错…不过这里边一直装成一个柔弱书生，有些动作表情好囧。而且剧的设定有点像神探伽俐略…            
(4星)	 噗 我好喜欢片尾曲我会随便说吗            
(NA)	 没有那么大的头就不要戴那么大的帽子，我们毕竟是不同阶层的人，犀利妹和景教授一开始就不是一个世界的人。其实犀利妹拒绝再接受景，是我很震撼的点，可能我在爱情里常常爱情至上，没这么刚烈和有骨气，换做我，肯定回头草要吃的了，自尊心输给爱情，无所谓咯，可是还是心生敬意，有一种人是决绝的。            
(3星)	 益智。。又是物理，我已经知道物理很可爱了好么！            
(3星)	 = =破案部份太少！            
(NA)	 我发现电视里放什么我就看什么            
(2星)	 剧情弱爆也算了，问题是太扯淡，吸入了高浓度的炭疽病毒还活下来了，炭疽啊大哥。。。            
(3星)	 就 谈情比较多的剧 而且对主角几个 恩…就不是很吸引人呢o(-&#34;-;)             
(3星)	 看习惯杨怡的古装，犀利妹角色要慢适应的说~            
(5星)	 很多情节都感同身受。            
(3星)	 呐，谈情呢是彻头彻尾了，说案就弱气得不行……尤其是这个HE真是啧啧，本来就不是很赞的伽利略被改成这个四不像的模样            
(3星)	 tvb讲物理，然后大家都笑了。。。。林峰和福山的差距更胜烧鸭与烧鹅。。。。            
(2星)	 冲着林峰看的。            
(NA)	 剧情。。。            
(1星)	 去屎吧，后面跟物理学有蛋关系。            
