http://movie.douban.com/subject/3126164/	溏心风暴Ⅱ之家好月圆 溏心風暴Ⅱ之家好月圓
(4星)	 啊 我好花痴管家公...            
(NA)	 不喜欢这里林峰的感觉，帅哥变成啰嗦的老妈子了            
(5星)	 经典的            
(4星)	 蛮过瘾的~            
(3星)	 俗套而温暖，蛮典型的港片~            
(4星)	 超级喜欢林峰~~比1好看~            
(4星)	 还不错，喜欢关菊英演的莎莎            
(NA)	 家庭内部纷争            
(5星)	 必须的。。            
(5星)	 好看~~~~            
(3星)	 剧情太闹心了~~            
(5星)	 比第一部好噢。赞啊~！            
(NA)	
(5星)	 听说于正抄袭，他还真有眼光~集集高潮，正义必胜，俗了点，谁让咱是师奶呢            
(3星)	 大团圆结局，家好月圆            
(3星)	 第一部  在网上完整看完的港剧 纪念一下            
(5星)	 我觉得钟嘉欣演的很好。她最后还是和林峰在一起了，要得就是这个结局。真的很好看  希望还会有3部            
(5星)	 很喜欢~剧情很紧凑~起起落落~心脏有点受不了就是~            
(5星)	 温馨的家庭片，想学荷妈那么大度            
(5星)	 很感人啊~            
(4星)	 一直一直喜歡港劇和美劇。            
(NA)	 好看            
(NA)	 全剧围绕月饼说事，也是浪费时间            
(5星)	 “哭有时。笑有时。欢乐有时悲伤有时。”            
(4星)	 看过这个，觉得林峰很好很好哇~~~以前一直觉得他不够帅没实力来着= =            
(NA)	 那里有那么样子的二奶啊,,,,,,看的我那个气呀````````````            
(2星)	 钟嘉欣这个角色太不讨好了。可怜的管家仔啊，被耍着玩。录音带里德那首梦中见我很喜欢。还有天下无双。你知道的。红姨，她一心爱着丈夫，为了女儿有个好将来这样拼，又把饼铺打理的井井有条发展壮大，没有任何可以指责的地方，只能说，出来混迟早要还。其他人，不提也罢。            
(4星)	 喜歡于素秋,喜歡鍾嘉欣.!!            
(5星)	 很不错            
(3星)	 恶心……解恨……恶心……解恨……恶心……解恨……恶心……解恨……恶心……解恨……恶心……解恨……无限死循环~~~            
(5星)	 少爷真是帅得没话说 也好中意法拉的            
(3星)	 催泪的~太长了，挑战耐性            
(5星)	 每集都哭得一塌糊涂            
(2星)	 实在没什么可看的情况下可以看一下，有点滥竽充数            
(4星)	 极度讨厌于素秋 极度觉得黄宗泽的医生装好有腔调            
(4星)	 傻姨才是女主角啊            
(3星)	 还可以吧，没啥新颖的地方，却喜欢上了黄宗泽。            
(5星)	 很好看的噢.  演员都很好的.            
(4星)	 有点狗尾续貂            
(4星)	 洒狗血撒得很欢，于我而言也很受用只是饼干越来越雷人了            
(5星)	 撒亚人和雅典公主最后在一起            
(5星)	 雷昏了也要看！！            
(5星)	 刺激，比第一部好看多了，编得也好。爽！！！！            
(4星)	 比溏心风暴好看嘛。。            
(5星)	 老戲骨就係老戲骨,架勢零舍唔同            
(5星)	 大制作诶。。 我比较喜欢这个 我觉得比溏心风暴好看。。。            
(5星)	 殷红、咱家女人、            
(3星)	 哇塞，杨怡VerY GooD。。。。哈哈，超有演技哦!            
(5星)	 有多少爱可以重来。祖爸算是个幸运的人。            
(4星)	 花常好，月常圆            
(5星)	 被好多场景感动到了~~很喜欢的            
(4星)	 家好月圆庆中秋~看林峰越来越顺眼了~豪华整容啊~黎耀祥的演技其实很出色            
(5星)	 超棒超感人,TVB的典型家庭剧,而且众星云集!            
(4星)	 就是講豪門中秋怎麼吃月餅。然後無意中迷上了。破收視記錄的大結局當時我也守著看的哦。            
(4星)	 徐子珊果真适合演贱女...            
(4星)	 这一部片子确实相当不错，和老妈一起看的，挺开心的。            
(5星)	 原来返屋企嘅路咁难行。            
(4星)	 觉得没有第一部好玩，不过老戏骨们的演技还是值得一看的！            
(5星)	 永远都不会拒绝讲述脉脉温情的故事，就算无比狗血。            
(4星)	 还是第一部好看一点！            
(NA)	 追了            
(4星)	 家好月圆比溏心风暴心更温情            
(5星)	 家庭情感            
(NA)	 唯一觉得好看的就那么几个镜头，结局超雷人            
(5星)	 |2746:3214|            
(NA)	 好看，被赚了不少眼泪。有时间的话，还想再看一次            
(3星)	 抚州了            
(NA)	 觉得不如第一部···            
(4星)	 金句            
(4星)	 总会有最感人的家庭生活，风波下却总能透着那种亲情的力量。现在每次听到“分分钟需要你”就会有感动，那是种温暖心窝的感动。            
(3星)	 長氣阿            
(5星)	 女人演的正好，锣女晒~            
(5星)	 喜欢大团圆结局            
(2星)	 吵闹            
(3星)	 我覺得剪輯好有問題lor.成日都唔知跳到去邊            
(5星)	 d人集集都在吵架！拍完竟然五会高血压~~其实也真的挺多人物交集以及故事冲突的            
(NA)	 每集都有吵架看~            
(5星)	 哎哟, 都是喜欢的演员, 剧情也很好.            
(5星)	 这部陈豪太可爱了，少爷太帅了            
(5星)	 纠结的剧情，受不了这么复杂的家庭            
(4星)	 喜欢陈豪，但是不喜欢他的角色，米雪演的好好哦，很小的时候，床头贴的贴纸全是她的，还是古装造型，还是很美。            
(5星)	 感觉比之前一部更加精彩。荷妈、祖爸、管家公，诸多经典的荧屏角色。亲情、良知、父母心，几乎每一集都有一个高潮，40集看过还意犹未尽。            
(4星)	 一大家子            
(NA)	 好看好看~很经典的港剧~!很感人~里面的绕口令好经典~            
(3星)	 有时候说教意味太强。不过就是喜欢听粤语。            
(5星)	 看一集哭一集，家这个字，分量太重了            
(4星)	 人可以这么毒！！！！            
(5星)	 简直是港剧噶经典之作            
(NA)	 TVB的演员聚会。            
(5星)	 很精彩，很香港的电视剧，里面对人性的解析很有意思            
(5星)	 亲情感人至深、喜欢荷妈这样的女人~！            
(4星)	 就是太纠结。。。还是追着看的。。痛苦的经历啊            
(4星)	 每一个成功的小三背后都有一个意志薄弱的男人,还有什么比家好月圆更重要呢            
(5星)	 让大家惊喜的剧            
(5星)	 很好看的家庭剧...那么长...难得我看了两遍叻 喜欢杨怡！            
(5星)	 帅！比第一部还好看~管家公很帅~荷妈更好！            
(4星)	 大热的片            
(4星)	 没什么特别好说的了，还不错的片子，拍得中规中矩，TVB特色很重            
(4星)	 TVB经典家族戏            
(4星)	 林峰啊，阿好~~~~~            
(5星)	 很好的一部片,值得看            
(5星)	 我爱TVB~            
(4星)	 陈豪和林峰            
(3星)	 混时间用的最好片子。            
(3星)	 心水杨怡的短发造型            
(5星)	 比第一部好看多了            
(5星)	 比第一部精彩很多，不过还是有很多漏洞。。。            
(NA)	 管家仔真是好到極致            
(NA)	 很和谐，很温馨的一部剧，家人之间相处之道            
(4星)	 每次都有泪点……嗯嗯……            
(3星)	 经常吵架的电视剧            
(5星)	 我爱勾心斗角。            
(4星)	 是溏心风暴的姐妹篇，总之经历了风雨后，结局总是美好的，但是这个结局貌似有点难以置信，红最后竟然好了，还那么的心平气和。还是比较喜欢溏心风暴，喜欢钟嘉欣和陈豪的组合~            
(4星)	 剧情三星，黄宗泽，加一星            
(5星)	 无敌的好看。。。            
(4星)	 其实我挺稀饭的。            
(5星)	 每集都能在本集内解决矛盾，这个真好~            
(4星)	 功德圓滿阿~比第一部好看~强大陣容~HC陳法拉~            
(3星)	 喜歡林峰，他是廈門人喏。。。            
(4星)	 大体框架没变，变得只是人物而已。成功在于依旧是那么解恨～煽情煽到点上了            
(5星)	 蛮好看的。            
(4星)	 喜欢管家工            
(4星)	 纠结的剧情            
(NA)	 经典            
(3星)	 TVB近期经典～            
(4星)	 粤语学习时间            
(5星)	 好喜歡！            
(4星)	 喜欢TVB            
(4星)	 TVB就是神。。。            
(4星)	 这个周末因为这部电视剧沦陷了，一开始只是想看耍没想到看进去了，没想到TVB的戏让我忍不住哭了几次。觉得溏心风暴2比1好看，很难的续集超过前面的。一直在想，在人情观念淡漠的今天，再物质横飞的今天，一部亲情为主的电视剧是不是勾起了我们太多麻木的内心？也许这部电视剧让这么火。很多人怀念TVB家族商业戏，如大时代，创世纪等等，那么这部戏我觉得是TVB亲情戏的奠基。很多人说这部戏很吵，吵闹的台词中，讲诉的却是做人的道理……基本上每集都有爆点……以前很讨厌钟嘉欣的，这部戏看的还有点顺眼，林            
(4星)	 出彩点挺多            
(4星)	 每集吵架都很精彩            
(1星)	 很垃圾            
(NA)	 2            
(5星)	 好看成这样            
(5星)	 每节都会有高潮部分虽然剧情有那么点扯但无伤大雅看TVB的剧集就是为了消遣啥            
(4星)	 超级的明星阵容。因为喜欢第一部，所以现在还是喜欢。。。            
(NA)	 特别好看...喜爱            
(2星)	 每个人都莫名其妙的有段时间变成坏人            
(NA)	 超级喜欢它的，很喜欢钟嘉欣，“红姨&#34;真的太强悍了太坏了！            
(4星)	 他们的名字是那样的喜庆但是他们家却因为妈妈的好心而化为乌有。            
(5星)	 管家公是最好的哥哥，陈法拉是最好的妹妹，两个人太出彩了！杨怡也变漂亮了。但是，为什么又是钟嘉欣！气愤！            
(5星)	 集集有惊喜   开始非常喜欢少爷            
(4星)	 看的途中很多次因为某些细节想过打五星，看完之后因为整个剧情框架还是只想打四星            
(5星)	 荷妈一出马，我就想哭。。            
(5星)	 好看好看            
(5星)	 好想有兄弟姐妹            
(2星)	 吵吵闹闹的，没第一部好看            
(4星)	 荷妈就象我妈 和我的口味            
(3星)	 我就爱黄宗泽            
(5星)	 荷妈荷妈            
(4星)	 结局生硬了点            
(2星)	 闹            
(4星)	 真的很经典            
(4星)	 家和万事兴！            
(5星)	 好看极了！！！            
(5星)	 一直都很喜欢看港剧……            
(4星)	 剧情开展很快，很解气，呵呵~            
(4星)	 亲情：）喜欢米雪的演技            
(4星)	 还是1好看            
(5星)	 很好看～            
(4星)	 一部虽不圆满，但比二部喜欢            
(5星)	 溏心风暴1&amp;2 都很赞！米雪第二部演得挺狠的，有些走火入魔了。对于坏女人还是一边看一边恨得咬牙切齿。林峰的角色不错~始终讨厌钟嘉欣的角色~一个不懂珍惜爱情的女人怎么可以一下拥有两个帅哥呢！            
(5星)	 四十集有点长，剧情不算新鲜，但是看过以后绝对不会后悔，真感觉每集都在哭，每集又都笑。            
(4星)	 家            
(5星)	 很温馨。。            
(4星)	 第2部更好看。            
(5星)	 和第一部一样，又是一个能哭死你的。边看边砸电视吧！！！            
(4星)	 依然秉承了TVB一贯的精神...            
(4星)	 ~温情.~            
(5星)	 看得我一哭一笑的，，，赞            
(NA)	 系同学推荐            
(5星)	 比溏心风暴好多了~阿Mo好型仔！你最抵冧！            
(5星)	 慨叹，这个世界的风景            
(4星)	 可以看看人，剧情有点兜圈子，不可深究            
(5星)	 剧本灰常好，每集都很精彩。            
(NA)	 一般。觉得很吵            
(NA)	 看了我一个暑假，，，终于全部等到播出完了             
(3星)	 感觉跟第一部差不了多少，没什么特别好看的地方。。            
(5星)	 本来打的四颗星，但看完以后，我发现，这部电视剧值五颗星。它告诉了我，恩恩怨怨过后，一切都可以释怀。一家人开开心心才是最温馨，最重要的。            
(NA)	 时间久不代表感情深。。。            
(NA)	 我就是看林峰的            
(5星)	  好看  好看 真的很好看            
(5星)	 港剧里这个很好            
(4星)	 虽然有些冗长，但很大气。以及第一次不用为坏人坏而不被发现而窝火，看见坏人做坏事都能被别人发现以及痛斥实在是痛快！！！            
(5星)	 很喜欢这种风格的家庭剧            
(4星)	 纠结中度过的。            
(5星)	 所有电视剧中最爱距            
(NA)	 tvb少有的 好看哦             
(4星)	 过程其实很虐。不过，还是好看的。            
(5星)	 我只能说这是我看过最好看的电视剧！给我的感动实在太多了。            
(NA)	 好像坏人没第一部的怀            
(NA)	 春假的时候恶补广东话用的~            
(5星)	 荷妈，管家仔，吖卡。。。。。一个个鲜活的影像！！呵呵。。。唔系每一个于素秋都可以遇到管家仔噶！！            
(4星)	 一家人齐齐整整地,快快乐乐地在一起真的是人世间最美好的风景            
(2星)	 吵吵闹闹，一般般。            
(5星)	 我妈也晓得在网上看电视剧了            
(5星)	 节奏很快。。。喜欢这种风格。。。            
(5星)	 不错的一部剧，其实跟第一部有很多相似之处，但是真的受不了钟嘉欣的演技            
(5星)	 比溏心风暴好看有兄弟姐妹真好~~~            
(4星)	 比第一部好，老戏骨的演技愈发出色            
(2星)	 难看难拿，简直就一教育片，还有钟包子！！            
(3星)	 前几天看的，但中间部分没看。            
(NA)	 复杂的家庭故事，耐人寻味。            
(5星)	 近期TVB不错的电视了            
(NA)	 骗人眼泪,起码我的被骗了不少,也不是感动,莫名其妙的被骗,,不过,挺好            
(5星)	 很煽情的剧，每一集都有高潮            
(5星)	 家是深深的依靠。。。            
(5星)	 一直支持TVB            
(5星)	 背景类似，所以感慨良多。            
(5星)	 不用怕，荷妈在大厅~~~            
(3星)	 累。            
(3星)	 虐心剧            
(5星)	 消遣还是相当不错的，减压啊！            
(2星)	 繼續難看。鐘嘉欣和林峰繼續惡心，好在不用再和阿mo配。            
(NA)	 家庭剧总是赚足眼泪。            
(5星)	 人在做，天在看            
(3星)	 jiong了点            
(4星)	 在桃子家两周做的事            
(5星)	 林峰超级帅黄宗泽超级灵哦            
(5星)	 因为黄宗泽而看，结果被剧情吸引            
(4星)	 忽略结局很好的一部剧            
(5星)	 一定要看的电视剧~高潮迭起~            
(3星)	 荷妈强大的有点假            
(5星)	 很想加入这个家庭，这种感觉很微妙！            
(4星)	 锺意暖暖亲情            
(5星)	 超赞！溏心风暴姊妹篇，整个情节更加的扣人心弦，顺理成章，浑然天成。人物角色关系更加的复杂，但一点不显得凌乱，有条不紊，体现出编剧驾驭剧本的能力！其中哑女的桥段更加的夺人眼球，美中不足那个男配角实在太差，怀疑是给导演塞了利是！不过小瑕疵，没关系，最主要是大团圆的happyending！小好终于和心女在一起了...            
(5星)	 看得停不下来。。默默的评价下，真的不喜欢钟嘉欣，相同的角色如果换个演员会完美许多。。。。杨怡还是可以的            
(4星)	 感人的肥皂剧，也比较生活化，结局又是一如既往的那么美好。结局太好，太不真实            
(3星)	 如果能压缩到30集，会能提高一个档次。            
(5星)	 比1好看！            
(4星)	 就是喜歡管家仔            
(5星)	 很好看~~~比溏心1还好看~~~            
(5星)	 家庭剧比较常看的...            
(3星)	 TVB的这类剧集已经看腻了，没什么花头。            
(3星)	 无第一部好看啦，只是看看帅哥靓女而已- -            
(5星)	 很好看曾经和最爱的人一起看，还没看完，就分手了，后来自己把它看完了怀念            
(NA)	 香港电视就是搞             
(3星)	 人很多的一部剧。这个故事告诉我们，小三儿的结局是惨淡的。            
(4星)	 比第一部好看==            
(3星)	 本剧好坏导向过于明显，而现实生活中更多的是那一些好坏品质兼具的平凡人。            
(4星)	 又是讲家族纷争的，但比我想象中的好看点            
(NA)	 荷妈，是伟大的。            
(3星)	 终于看完了,40集还是太长了,看完又无聊了            
(5星)	 第一部哭的稀里哗啦的，第二部我更喜欢，喜欢圆满的结局，管家公和管家婆终于在一起了......还有它的插曲ice cream /            
(NA)	 喜欢林峰~            
(NA)	 一大家人的乱事..不过,更改了我心里的港剧的模式挺好看~电视剧都是 不堪的时候觉得不好看 一看就好看了. 帮我学了粤语~            
(4星)	 比上部呢，戏剧冲突更强烈一些，故事更多，可是总是觉得第一步的情更加能浓一些，米雪是一个好演员，从正面演到反面。。关菊英的性格大大咧咧还挺有意思的。。            
(5星)	 超级TVB            
(4星)	 虽然有D寻，但系荷妈一家总算可爱，红姨又奸得有台型，就系结局太行，点解系都要红姨回头是岸喔，咪由得她咯～            
(4星)	 坏人坏到根了！！！             
(NA)	 爱情在这里有点卑微            
(5星)	 好看，比第一部好看。            
(4星)	 因为陈豪把这部剧看完了，风衣男帅毙了啊！那么多人讨厌于素秋果然有道理，看到她就得快进啊            
(4星)	 让人纠结            
(4星)	 不错            
(5星)	 喜欢荷妈,喜欢小月还喜欢第28集的结局漫步人生路            
(4星)	 跟室友一起看得，很容易就热泪盈眶了...            
(4星)	 很爱的大团圆结局~            
(4星)	 还好~没有第一部好看~很多好坏表现得太刻意~没有什么悬念有点象赶的功课            
(NA)	 通宵跟进,辛苦啊.不过还好结局不错o(∩_∩)o...            
(4星)	 感觉还可以~~小小的算计几集又变好，再来一轮~~周而复始，所以还不累            
(5星)	 看到了很多人性的丑恶，但是更多的是家庭温暖。唯一的遗憾是我比较喜欢至信，虽然我觉得管家仔真的很好。            
(3星)	 无聊的时候看这个打发时间挺好的            
(5星)	 一個家庭的悲歡離合。。太好看了。就是不太喜歡鍾嘉欣。。就是會哭。。            
(5星)	 很好看啊，^_^            
(5星)	 棒            
(3星)	 喜欢小好            
(NA)	 真有点看不下去了,虽有点过分了,但确实挺现实            
(5星)	 很好的家庭剧            
(NA)	 好看是好看，就是TVB的编剧有点变蠢了，不知道是怎么想的            
(3星)	 气死我了，还是有愤青的潜质！忍不住想骂人，有很多时候不是想骂坏人，更多的是，那些假惺惺的所谓好人们！全他妈的活该！            
(5星)	 什么是亲情，在这里你能深刻的了解到什么是良心，会在看完之后体会到            
(4星)	 不错            
(4星)	 没有溏心1编剧的用心，但是笑点.吵架点还不错，温馨的片子            
(5星)	 只能說..很好！            
(4星)	 依然不错的TVB剧。林峰，喜欢~            
(NA)	 还是吵啊。。。但是HK人们还是爱看啊。。            
(NA)	 不错，近年来比较少的好港剧            
(5星)	 劲中意,            
(5星)	 好看！電視劇好看，人也好看            
(4星)	 无聊瞎看的，不过还可以吧            
(4星)	 没想到tvb还可以拍出那么吸引的电视剧            
(5星)	 一个家庭的纠纷和故事.有爱情亲情友情.感动搞笑都有.            
(NA)	 6集，弃            
(NA)	 一直追着看的 好辛苦 但还是值得的感觉并没有太多给少爷的表演空间 但是还是很好看 徐子珊的演技真的很有进步 算是亮点了            
(3星)	 和溏心风暴很像，情节都可以猜个大概了。一般的TVB剧，没什么太好或太坏！喜欢陈豪，好可爱啊！            
(5星)	 太经典了！！收视率说明一切！！！支持于素秋            
(NA)	 总是一直吵啊吵~            
(5星)	 就爱这吵闹的家族。            
(4星)	 一套能把角色名成為形容詞的劇            
(5星)	 最受不了的亲情攻势 眼泪这个流啊            
(5星)	 一个词是——真实            
(5星)	 好好 看 啊     就像是真实的            
(4星)	 荷妈也太完美了            
(NA)	 极具中国传统思想“家”的概念。            
(4星)	 3.5结局真是汗啊            
(4星)	 不喜欢她的假装柔弱，不喜欢她的优柔寡断，就是不喜欢她。            
(5星)	 还是家庭温暖            
(5星)	 很喜欢很喜欢            
(5星)	 有目共睹的辉煌～我不用多说了吧～            
(4星)	 我爱林峰~~            
(3星)	 有点长了 有点累了            
(NA)	 = v =            
(NA)	 一波三折            
(5星)	 我喜欢看这类电视剧            
(5星)	 赞。斗法的桥段很过瘾。温馨的场景又把人看哭。也许是我哭点低。。。。            
(5星)	 亲情感人至深、喜欢荷妈这样的女人~！            
(5星)	 演完没得看了有种失落的感觉。。。大团圆的结局还是挺温馨的。。。于素秋，管家仔，Dr凌。。。于素秋应该是我喜欢的类型吧~觉得有时候我和管家仔挺像的。。。            
(4星)	 林锋，黄宗泽真的很灵的            
(4星)	 刚开始很好看，每集都不错，就是后面有点烦了。。。。            
(5星)	 刚看完最后一集，非常好看，非常非常好看。            
(5星)	 很好看的，看了会想到很多的电视剧！            
(4星)	 不喜欢结局。剧情收尾有点敷衍。不过。整部还是很不错的。            
(NA)	 永远有个好结局，多好！电视剧就是这样，无论过程是多么复杂多么艰难，结局好就是好。可生活不是这样。可这部电视剧最后有一句话很好，我身体比你好，你死的比我早。可是我男朋友给我的原话是我要死在你前面，剩下来的那个肯定很惨，因为满满的回忆就会重死你。            
(5星)	 纠结了那么久，终于来了个恶俗的大结局。怎么说也比溏1洋气了些吧，呵呵~            
(4星)	 峰少真可怜，又是老好人            
(5星)	 感动常在，基本上是每一集都会充满笑声和眼泪，太好了！            
(5星)	 好看的片子，就是吵架吵得很凶。荷姐太强了！            
(3星)	 超级好看！！！！！！            
(5星)	 好看好看依然好看～可惜黄宗泽戏份不多。。。            
(5星)	 太好看了，用朋友的话说：“感动的时候哭得要死，搞笑的时候乐得要死……”！！！！            
(5星)	 看完糖心看家好月圆            
(3星)	 编到最后越来越没劲了            
(NA)	 家好月圆。            
(5星)	 比一还好看！            
(5星)	 正在看，感觉比一还要精彩！            
(4星)	 挺好看的啊            
(4星)	 不错啊~就是结局给人很仓促的感觉~编剧在赶稿吧~~~~            
(5星)	 好吧，我承认我是宅女。。。。。            
(5星)	 比一好多了 但是 没了于素秋会更好            
(4星)	 不得安宁的一家            
(3星)	 吵架太多            
(3星)	 虽然有少爷            
(4星)	 看到后面好累的~            
(5星)	 陈法拉 林峰            
(5星)	 正在期待出完，好像看完啊            
(4星)	 结局让我觉得好突然，所有人一夜之间都突然良心发现，变成了大好人。。。            
(3星)	 感觉就是一天一集的情景剧~            
(5星)	 好看。还是觉得bosco灵。。可惜戏份不多。。            
(3星)	 前面大煽情，后面越来越弱智            
(5星)	 哭了N次            
(4星)	 TVB的老套路，但是就是那么的吸引人，奋斗立志的故事情节是TVB的拿手绝活~            
(5星)	 我爱荷妈！！！            
(4星)	 不错            
(4星)	 ING            
(3星)	 越到后头越乱了，简直为吵闹而吵闹。还是溏心1好。            
(5星)	 钟笑荷(李司棋)与丈夫甘泰祖(夏雨)同心协力将“家好月圆老饼家”做得有声有色，万想不到祖与金兰姊妹殷红(米雪)有染，荷忍痛与祖离婚，带着甘永好(林峰)、甘咏庆(陈法拉)和养女孙皓月(杨怡)另起炉灶。　　红入主甘家后，在内笼络人心，处处讨好家姑佘君丽(李香琴)及耍弄手段分化继子与祖的感情；在外则积极拓展业务，分店一开再开，令荷的妹妹钟笑莎(关菊英)深深不忿，不惜对簿公堂誓死抢回祖业的金漆招牌，因而令荷及红两房人积怨更深。　　饼店产业风波未息，甘家子女的成长同样令荷身心疲乏，长子甘永家(陈豪)对打理饼            
(4星)	 真的很不错，但总感觉结局过于仓促。如果有45集就好了！            
(3星)	 好像很多人喜欢这部剧，而我只能说“还可以”            
(4星)	 第一部很赞，SO很期待第2部            
(5星)	 總算看完了...            
(5星)	 太好看啦！追个不停！            
(4星)	 只能说结局都圆满 过程很心酸            
(4星)	 多个吵架场面堪称经典            
(5星)	 林峰 杨怡            
(3星)	 成就阿Ta、大龍鳳戲團無敵            
(5星)	 虽然说还只放出了九集 但是绝对很经典 好的编剧真的不是盖的            
(3星)	 喜欢这种纠缠的剧目            
(3星)	 对于这种家庭纠纷真的看不下去了，会很揪心，为了黄宗泽等了8集，还是不看了            
(5星)	 林峰好帅啊~非常好看            
(5星)	 加精            
(5星)	 好看啊！每天一集。            
(3星)	 很多地方太矫情，矫揉造作。不过，这就是TVB            
(5星)	 好感动 最后还是大团圆结局无论熬过了多少的苦 终是捱过来了他们都幸福美满了愿世事都能如此 都能过尽千帆 终平顺            
