http://movie.douban.com/subject/2303112/	法证先锋II Forensic HeroesII
(5星)	 其实还是觉得1的剧情好看些～喜欢林文龙多过郑嘉颖            
(4星)	 和老公一起看的~            
(3星)	 还有第三部？第三部如果bobby戏份继续少那甭拍了谢谢。。。真讨厌佘XX。。。。            
(4星)	 郑嘉颖！            
(3星)	 30            
(4星)	 比起第一部稍显闷了点·~也还算耐看            
(4星)	 反正都看了，一定要把三部都看完！我喜欢阿佘和林文龙～            
(3星)	 案子没有第一部精彩了。。。法证的力量过于强大，同事也过于展现演员的个人魅力。一样还是大团圆结局。            
(NA)	 男主角都很爱            
(4星)	 港版CSI            
(5星)	 怎么说怎么说，佘诗曼和郑嘉颖给我感觉就是嗲，当然林文龙和bobo也不错            
(5星)	 最后一集吊得人快死了……还好，你醒来了            
(5星)	 哈哈，这个是大学快毕业的时候就着酸辣粉看完的            
(5星)	 爱情...悬疑..            
(4星)	 喜欢欧阳震华            
(3星)	 没有1好看            
(4星)	 好肥皂啊  ╮(╯▽╰)╭            
(5星)	 啊啊啊我的最爱            
(4星)	 不如1好看……            
(4星)	 至少还对得起第一部，看这部的时候很喜欢郑嘉颖            
(5星)	 不拖沓 还能学到一点东西 高科技啊            
(5星)	 好看,佘让我没能一看再看            
(NA)	 还是不喜欢佘            
(4星)	 中意中意            
(2星)	 最后惊鸿一鸣的陈敏之真让我惊喜，李诗韵的表现也很棒，还有，我真的不喜欢你的相貌，佘诗曼。。。            
(3星)	 我非常喜欢破案的            
(3星)	 我居然一集不落的看完了？？            
(3星)	 完全是狗血的三角恋了            
(5星)	 最好看的还是刑事侦缉档案            
(3星)	 悬疑与感情戏穿插得不错            
(5星)	 给郑嘉颖5分~其他人无视            
(3星)	 佘诗曼那张脸囧死了，完全就是个戴了假发套的郭晋安嘛            
(4星)	 期待III            
(3星)	 其实有时间还是应该小关注一下现在的TVB。            
(4星)	 最后一个案子看的挺刺激，不过结尾依然让人失望。            
(4星)	   you&#39;re my angel。            
(NA)	 我的爱啊~！            
(4星)	 接着看            
(3星)	 为什么变马帼英传?            
(3星)	 老妈爱看系列 依然看欧阳震华            
(5星)	 比1好看            
(4星)	 很8错很8错            
(4星)	    看这种电视剧，有一种很过瘾的感觉……看到剧中所使用的先进科技，让人对犯罪有种畏惧~~    其实看港剧，最重要的一点是，线上人家的生活方式，虽然，他们的生活节奏很快，但他们并不是傻傻的埋头苦干，懂得享受生活的人，也是对生活的一种忠贞的态度~            
(NA)	 HOHOHO。。。欧阳震华。。。            
(4星)	 还是第一季比较。。嗯            
(3星)	 不如第一步好看            
(3星)	 以前看的，纯添加……            
(4星)	 呃 只看过2没看过1！            
(4星)	 粤语真是好玩，，时不时看下，还是觉得不错喵。。。            
(4星)	 相较与第一部还是比较喜欢帅气的小柔。。            
(4星)	 CIS还是我一辈子的经典！但那个眼球判说谎的定律是在这儿来的！总算超越了日剧（MR.BRAIN过于逊色）！            
(NA)	 一切，从撕裙子开始，以撕裙子结束，囧rz～            
(NA)	 觉得还行，对佘诗曼看法有些改观，还是适合现代装。剧情可以，总体来说TVB里面的男人要比女人都好看。            
(3星)	 还是高科技好啊            
(4星)	 我终于看完了~~~！！！！！！真不容易            
(4星)	 这部看过三遍，是近年重温次数最多的tvb剧之一            
(4星)	 我们宿舍有TVB巨星= =            
(4星)	 初中啊怀念啊好看啊~~~            
(4星)	 还是蛮好看的            
(3星)	 YOYO都少出场了。。。            
(3星)	 港版CSI。            
(5星)	 郑嘉颖``            
(NA)	 求清晰粤语版......            
(5星)	 每个人物都很不错，案件比谈情说案好太多，KC和SS简直绝配！很多案件也很感人，尤其是林沛沛那个，曾伟权的U R MY ANGEL简直感动到哭啊！！！原来林文龙还蛮帅的，心水推荐！！            
(3星)	 马国英你毁了这剧            
(4星)	 喜欢上了佘诗曼             
(5星)	 超级无敌好看            
(3星)	 没有第一部好看...            
(4星)	 郑嘉颖和佘诗曼的加入让这部片子加入了很多浪漫纠葛的感情戏。除了Doctor Koo还是那么帅以外，其它本来的主角似乎暗淡了很多。不过不得不说2比1好看。。期待第三部            
(5星)	 觉得这部好点，上部太像鉴证实录。            
(3星)	 依旧令人相信，彩虹一直在。            
(3星)	 還是比較喜歡蒙嘉慧            
(4星)	 阿佘在里面太幸福了~            
(4星)	 案件没第一部好看...但是佘诗曼和郑嘉颖却看得我很开心            
(2星)	 人物太牵强，汀汀死得太冤。不喜欢。            
(3星)	 唯一欣慰的曹永廉和郭少芸            
(4星)	 一开始不好看后面很好看。。。            
(NA)	 Ivan是个帅男人，还是个绝种好男人。            
(4星)	 KC非常帅！            
(NA)	 很喜欢！            
(5星)	 跟第一部一样好看。喜欢侦破片的不可错过。            
(4星)	 在深圳实习的时候看的，依然精彩            
(NA)	 csi的模仿，不过港剧的魅力就在于模仿出自己的特色            
(NA)	 好看啊            
(5星)	 同期上映的TVB剧集里面就是这部最出彩了，推荐哦，欧阳震华还是那么有味道，哈哈            
(NA)	 fine            
(5星)	 女人给法证增添了一抹光彩            
(NA)	 延续经典的佳作!!            
(NA)	 只为郑嘉颖            
(3星)	 没有第一部好看            
(3星)	 讨厌佘诗曼，不然可以给到四星            
(4星)	 继续第一部的阵容，很好看，有可郑嘉颖的加入，我很喜欢、            
(5星)	 郑嘉颖好让人心动A```            
(NA)	 看完这个以后开始喜欢佘诗曼，干练的女人也有温柔的一面。            
(3星)	 不如第一部好看。没看完。            
(NA)	 冲着郑嘉颖看的。虽然KC很配拉555还是爱KN。            
(4星)	 第二部的感情戏欲罢不能吖            
(3星)	 細節偶爾過於忽悠~例如多次tim sir電腦上對比痕跡是否match，仔細一看，居然用的是windows自帶的播放器......            
(5星)	 经典。            
(3星)	 soso~            
(4星)	 老牌演技！赞！！！            
(3星)	 20111205用太多笔墨在感情问题上了，案件没有那么精彩。基本上没有能吸引我专心看。而且配音用来用去就那么几个，常常是死了的人又配另一个人的音，让我这个声音控很错乱。以及，我怎么也不喜欢 马国英。。            
(5星)	   精彩。。            
(3星)	 tvb破案剧。            
(5星)	 钟大哥，佘大妈，饶了他们，饶了我吧！————人参不是我的错OTL            
(5星)	 法证1跟2同样好看！             
(4星)	 确实不如第一步好看            
(4星)	 喜欢阿sam            
(5星)	 毕业那时在看的tvb，把它当我看tvb的前传吧。            
(4星)	 pps居然没有第三集。。艹            
(4星)	 我爱的欧胖胖            
(4星)	 高钧贤帅的 &gt;_&lt; !!!            
(5星)	 确实好看            
(5星)	 高科技破案片 和以往的TVB剧集有很大不同            
(5星)	 郑佘二人真般配。            
(5星)	 好好睇~又多知识啊~不过唔中意成日都有佘诗曼出现！！            
(NA)	 够酷，不敢冒称是他们的同行，工作内容实在太不一样了，刺激程度也迥异            
(4星)	 已然由第一部的着重案情发展到第二部的着重感情了。案件不吸引人，感情戏还好看看。戏里描绘的男人都很不错，林文龙把Dr. Koo塑造得超赞的，尊的女婿也不错。。。            
(5星)	 Madam MA。搞笑。喜欢阿SAM。            
(4星)	 为什么佘接了蒙嘉慧……            
(3星)	 比第一部差好多，有点失望。            
(3星)	 林文龍!!!!!!!!!!!            
(NA)	 我宿舍某人看过以后，立下了去香港当法证人员的理想和目标！！！            
(5星)	 很多人都说一比二好看 但其实我觉得二更好看 大概是我先看的二            
(4星)	 若有古医生这样的男子。。            
(4星)	 就是爱欧阳震华 哈哈            
(4星)	 法政1 2 记得在寝室里和同学追看~~~ 恩 ~ 还不错 不过不喜欢2 · 因为都是佘在作秀。。无语            
(3星)	 越来越讨厌佘  和她所塑造的角色            
(4星)	 从此迷上郑嘉颖的笑容。嘴角上扬的样子很好看。            
(3星)	 不喜欢佘大妈            
(3星)	 没有1好看            
(3星)	 很萌madam ma            
(3星)	 失望~~            
(3星)	 只因为bobby...            
(4星)	 很好阿，巨爱TVB            
(NA)	 爱不释手啊。            
(2星)	 一个颖粉推荐的，说实话，看第一集的时候，有点粗制滥造的感觉，尤其是每个命案现场的血液，看那颜色，我就很汗。。。都这个年代了，你就做得逼真点好吧。再看那群人，出了命案了，我没有丝毫的紧张感，感觉更像演习。整部剧值得推敲的地方太多了。再者，TVB还真是省钱，马国英的那个台灯，在溏心风暴家好月圆里面居然再次出现。。。            
(4星)	 总体来说还不错，只是案件没第一部吸引人            
(3星)	 ..            
(NA)	 好看，不过我还是喜欢1啦，有蒙嘉慧！            
(3星)	 第二部成了佘诗曼的独角戏            
(4星)	 不错的续集            
(2星)	 就算是有嘉颖我还是要说，这部片实在是好烂。案情完全不吸引，而且整部戏都围着佘诗曼转，太无聊了            
(5星)	 好看!就这么说了!u r my angel.爆好听!            
(3星)	 没有第一部好看。            
(NA)	 没有第一部扣人心弦liao~~            
(NA)	 好看            
(4星)	 喜欢的港剧类型~虽然续集总么第一部那么让人惊艳~不过还是很好看的,佘诗曼在里面很漂亮             
(3星)	 DKNY真下血本找了個一絲不苟的男model那個打扮叫一個細緻入微。劇情確實狗血的非常過分。            
(NA)	 刚刚看过，很是不错！            
(4星)	 不错            
(2星)	 看了几集，真的是看不下去了，逻辑太简单了            
(5星)	 很好看            
(4星)	 言情多过破案.帅哥加美女            
(4星)	 喜欢佘诗曼~~            
(4星)	 这部最高兴的是那个姓钟的死掉了,整部剧都开始变得美好了!            
(5星)	 很讚!            
(5星)	 2008年8月28日。嗯哼，接下来要做的是等第3季。            
