http://movie.douban.com/subject/4016485/	杜拉拉升职记
(2星)	 王络丹不给力啊，她只适合演奋斗时期的杜拉拉，升职成功后的她镇不住场啊            
(3星)	 比电影好太多，就是王珞丹始终那个样子~            
(4星)	 后半部就是一很虐的言情剧…王伟!!!太合我胃口了…            
(NA)	 看完之后才知道什么叫难看            
(1星)	 好烂            
(3星)	 土把垃圾的            
(1星)	 我天那，王洛丹，你演戏到底行不行            
(NA)	 的确比电影版的好得多,就是刚开始表现的杜拉拉太菜了....            
(3星)	 王伟不错。杜拉拉可能是个好人，但绝对不是个好情人。台湾偶像剧的俗套拍法真是让我受不了。            
(1星)	 中国的编剧都是吃白饭的么！比电影更差。。。王络丹太装孙女，一点也不本真了            
(2星)	 多出一星给外景出到日本的份上            
(NA)	 老看美剧也么意思对哇            
(3星)	 介个杜拉拉实在太短根筋了 这也能进世界500强？！李光洁同志的一口京腔实在是。。。那声肉丝儿把我雷得。。            
(2星)	 really sucks 是要多做作 演员都是演情景剧的范儿            
(3星)	 我有点难过，原本勇敢乐观坚强唧唧歪歪的杜拉拉，被社会磨练后变得沉默起来~~~~            
(4星)	 前段拍的有点拖沓无趣，差点就看不下去，中间到最后冲突加剧，吸引力大多了，总体还可以。            
(4星)	 推荐李光洁            
(2星)	 不好看            
(4星)	 就是这么看着一个开心的杜拉拉慢慢的笑容越来越少            
(4星)	 好喜欢王伟吖    北京大老爷么~帅!            
(3星)	 开始我觉得王珞丹比老徐更适合演杜拉拉，后来一见她哭我就觉得这结论下早了，她什么时候能哭的再假一点儿啊！            
(2星)	 就是为了看看陈慧珊还有郝蕾她前夫            
(3星)	 莫名其妙的每个人都忽然变好了 整的跟童话似的 我就日了            
(4星)	 其实电视剧比电影版不知道强了多少倍，起码王珞丹是很适合杜拉拉这个角色的，也不用像老徐那样装嫩。另外李光洁的确是王伟的不二人选。陈慧珊和李彩桦很出彩。上海的一帮众配角也都很出色，什么李文华啦，海伦啊，约翰啦，就不一一提了。            
(4星)	 比电影靠谱多了。。。            
(4星)	 不错不错。挺有意思的。            
(3星)	 李光洁很有味道..            
(4星)	 比电影版好看            
(2星)	 看了前几集，看不下去。我先看电影版，再读三部曲，对“改版”电影就当其他故事罢了。而读书后看电视剧，1.影视作品完全无法展现书籍内涵、主人公心理，例如胡阿发的陋室铭；2.看了几集，画面总觉得在看港台片或泰国片；3.还是钱小样真实，故作诱惑的王珞丹让我认不出来。            
(4星)	 土就土吧，和原著比较接近。喜欢王珞丹和李光洁。            
(3星)	 开始很次，后面还凑合            
(4星)	 职场的部分是比较梦幻了，不过李光洁蛮帅的*_*            
(2星)	 就没抱希望，没想到这么让人失望。。。不把杜拉拉演这么缺心眼儿能死么！！            
(3星)	 比电影好看多了。 至少是个完整的故事。第一次去日本静冈那段不错，第二次在静冈的感觉有点拖沓。            
(3星)	 比电影好            
(4星)	 前面不错 职场和感情部分都很吸引人到后面就烂尾了 才发觉玫瑰和Vivian才是精彩的大配角~！那个李XX和他老婆真是对极品！！俩演员也差不多一水平的 都以为讲话用力就是诚恳了            
(2星)	 演员不行。。            
(4星)	 我喜欢李光洁演的这个“王伟”            
(5星)	 看完拉拉，关上电脑，重新做人。            
(4星)	 20100613看完。果然比电影出彩。            
(NA)	 比电影好看很多            
(4星)	 比徐静蕾的电影版好看多            
(3星)	 给李光洁叔叔的三星……            
(1星)	 手欠。            
(1星)	 台剧感十足。年龄是什么？是阅历！王罗丹和老徐比，太嫩了。老徐两星，王罗丹只能一星。挤眉弄眼的王伟和脑瘫的杜拉拉...以及三流五百强...            
(3星)	 王拉拉比较顺眼哦很是好奇那个李彩桦，演这么个恶毒的怨妇有什么好处呢，难道必须跟麦斯威尔捆绑销售么？            
(3星)	 比电影好点。不过也太他妈偶像剧了            
(NA)	 扯淡呢吧            
(3星)	 杜拉拉是摩羯？有血有肉的            
(3星)	 就是冲着王珞丹去看的~结果喜欢上了王伟！啊啊啊~大叔控！            
(4星)	 电视剧版杜拉拉一样看着太夸张太假，但是王珞丹比老徐可爱多啦~尤其是李光洁，真是太符合王伟这个形象啦~~打了近两个月的踢皮球战役，今天终于以我的全线胜利告终了，哈哈~            
(NA)	 虽然是王珞丹演的，但我还是不得不说这片儿好烂好假~            
(3星)	 比电影版要好看点。            
(5星)	 比我想象中好多了！本来第一印象就是个土字，看了第一集也没觉得拉拉聪明到哪儿，笨手笨脚的。但越看越有意思，随着拉拉一步一步成长，无论是职业或是爱情方面，经过了多种的风风雨雨而学会了坚强和独立。都快成我的偶像了。。。王络丹和李光洁也演的很自然。一部值得看的电视剧！            
(NA)	 看了也不觉得电影难看了，王珞丹没进步啊            
(3星)	 太艰难了。            
(4星)	 男女猪的演技都可圈可点，人是会变的，杜拉拉也如此，曾经那样正直可最后却也像rose那样，挤走别人            
(3星)	 有得必有失。            
(3星)	 同样是具有商业娱乐特质，但电视剧版比电影版优太多了            
(4星)	 看到第26集了 http://v.zzdyc.cn/gaoqing/m/JNRPRRQQH4.html 今晚就把更新的看完了！            
(3星)	 还好吧            
(4星)	 算好看啦            
(3星)	 这个拉拉有点傻，IQ和EQ都让人怀疑            
(4星)	 我就是喜欢王珞丹 怎了            
(NA)	 哎，相比之下，浮沉的理念就比价好，从职场的真实从业者中选角，总比这种随随便办拉个小姑娘就演职场精英养成计划强多了，这个气场就很不搭……            
(2星)	 比电影版强点            
(3星)	 我直接看不下去了么 - - 我就是觉得做作的很 一千个人眼里有一千个杜拉拉。对不起，王珞丹，你不是我的菜。and 我很喜欢Helen你噢。 还是和原来一样自然。            
(2星)	 看了前两集就觉得没什么劲啊            
(4星)	 李光洁演的很好，看完我就爱上他了，当然，john跟郑恺演的那个也很赞~！            
(1星)	 【男猪脚装B，女猪脚傻B，加起来刚好整一个2B = =】←看完之后我还觉得这电视剧超级低B            
(3星)	 越到后面越无聊            
(4星)	 王珞丹~            
(3星)	 王珞丹小盆友和这片子真滴不搭...            
(3星)	 挺脑残一剧            
(4星)	 会在菜鸟杜拉拉身上看见自己的影子，是不是意味着自己也在长大、也在成熟呢？学会面对一切，不要为自己决定不了的事情苦恼，不要拿别人犯的错惩罚自己...这个过程很痛很漫长...补充说明，现在剪完这个头，同桌说我样子像，性格也像...            
(3星)	 比电影好点= =            
(NA)	
(3星)	 每个女人心中都有一个王伟。            
(2星)	 电视里瞄了几眼，实在看不下去。            
(2星)	 这片子真无语~~            
(2星)	 没来由的一直就讨厌王珞丹            
(NA)	 又臭又长- -！            
(3星)	 王珞丹简直是场灾难。            
(5星)	 挺好的，挺受启发的。            
(3星)	 至少比电影好看多了            
(4星)	 给我很多启发跟感触。            
(3星)	 某些细节方面很现实。            
(2星)	 本来期待很多的.但是看完了觉得真的有很多很脑残的剧情.里面的人有时候聪明的很,有时候有愚蠢的不像话,有些事情明明没什么复杂的搞得无比复杂,有些复杂的事情又弄得简单的要命==毕竟不是生活啊            
(3星)	 一变宅女我就开始看傻缺连续剧            
(2星)	 这么装比的演员把这么好的剧情给诠释的太刻意了。王洛丹也就介样。            
(3星)	 那个李鸿明跟夏红就他妈一对贱货。。。那个李鸿明长得猥琐还自私的要命，夏红就会摆张囧脸装可怜。。。真恶心。。。绝对的败笔 整什么横刀夺爱啊 按原著来不得了呗            
(3星)	 = =|有耐港~~            
(3星)	 男女猪脚外形不给力，但是绝对适合角色。。。演技过得去，情节偏狗血            
(3星)	 还是求自保啊。            
(2星)	 这和升职没啥关系，就是好运的爱情降临到头上了了嘛。            
(4星)	 还不错            
(1星)	 给我讨厌的王珞丹一星用以奖励            
(3星)	 后面就有点拖泥带水的了            
(3星)	 浑身充满斗志。            
(NA)	 好吧 我是來看米萊和錢小樣的            
(4星)	 李光洁内小受样儿..            
(2星)	 竟然可以比电影还难看            
(1星)	 二得宣傳海報沒有任何關係。            
(2星)	 和桑桑姑娘在宾馆吐槽无限。剧本脑残极了。对白二傻。            
(3星)	 节奏很紧凑。 看着轻松，学到不少东西。但感觉不深刻。肥皂电影。            
(3星)	 比书还狗血。。            
(3星)	 我咋觉得王珞丹的演技越来越装了呢            
(4星)	 比电影版好多了            
(NA)	 妈妈还蛮开心的看得~娱乐 娱乐了哈~            
(NA)	 超级不喜欢男主角！            
(4星)	 杜拉拉的成功是特例，但很多事情的确非常需要坚持~            
(4星)	 妈妈逼我看的，像做作业一样，不过确实看后会有些感悟，比老徐那个伪三级强多了……            
(3星)	 王珞丹怎么变得那么假么假事儿的。            
(4星)	 冲着小说去，眼前闪过的却是里面的时尚打扮，有感概，学习            
