http://movie.douban.com/subject/3328794/	欢乐合唱团 第一季 Glee
(5星)	 剧情真的太烂，歌舞真的太好！！            
(3星)	 听歌的话还好            
(4星)	 我喜欢热热闹闹的片子，看着高兴，暖和            
(5星)	 五星全给Jessie的那首波西米亚狂想曲。个人觉得没给Queen的版本丢脸。犹记高中时的歌舞青春第一部搞的自己热血沸腾，大学期间朋友们也曾跌跌撞撞搞过“音乐剧”。但是总没有这样的效果，想了下大概是因为激情不够。真心想遇见一个能搞出肾上腺乐团这种效果的组织，我愿意从给他们擦地板拎舞鞋学起。            
(NA)	 pretty cool            
(5星)	 很欢乐很热血！歌实在是太好听了~狗血又如何~            
(4星)	 为了看最后两集我错过了豆瓣花里胡哨大乱码的群P趴。不过真的很精彩。虽然中间靠前的几集剧情很没有想象力让人很焦躁。            
(NA)	 剧情太弱智了= =唱的还可以            
(4星)	 剧情烂到爆，狗血的要死，不过歌好听，演员养眼，符合美国青少年以及全球青少年的口味            
(4星)	 挺青春的            
(NA)	 每集就看唱歌的那部分            
(5星)	 选曲相当牛B 嗯嗯            
(4星)	 其实苏老师比舒老师要可爱更多亚…            
(4星)	 剧情有些残。不过真真欢乐。            
(3星)	 弃            
(4星)	 歌都很好听 那个小鹿眼睛老师。。。长的好喜感。。男猪脚的老婆好烦人啊            
(4星)	 最不用顾忌后果的年代~~            
(4星)	 这剧的剧情除了bull shit已经没有别的词可以形容，但第20集把我搞哭了，于是我决定在我不清醒的状态下给它四星            
(4星)	 i love kurt            
(3星)	 完整的也就只看了5.6集吧....女主实在是太丑了..声音也不是我喜欢的类型...B还是挺好看的.天然呆男主居然30岁了..啧啧啧啧白净的一逼....我爱kurt.~据说第二季脑残拉拉队员B是个跳舞很厉害的角...            
(4星)	 做个比喻的话就好像是迪士尼青春偶像在美偶决赛阶段的主题周。人物的话最喜欢Susan！她自私自利，尖酸刻薄，但她知道自己要什么并且不择手段，而且内心深处是个很善良的人~I&#39;m tough,I&#39;m ambitious,and I know what I want.If that makes me a bitch,okay.            
(4星)	 我看哭了是什么路子。。            
(5星)	 有些笑点正中 哈哈哈哈            
(5星)	 蛤蜊~不穿啦啦队服的Quinn美爆了&gt;&lt;            
(5星)	 以前心情糟糕的时候就去看HSM，电视版的HSM一样很治愈，they make me happy            
(3星)	 剧情2B，音乐NB            
(NA)	 心情不好的时候看看 还挺解闷儿的            
(NA)	 brilliant！            
(4星)	 Sweet Quinney~            
(4星)	 里头好多歌儿真好听 will老师长得像囧瑟夫~            
(3星)	 一看停不下来 停下来了不再想看            
(4星)	 第一集看飙泪了= =被青春戳泪点了。。。本来觉得男主角好帅，但是这货纠缠在婚外恋里就觉得好讨厌= =。。。所以人物设定有问题啊！！！一集一个设定啊亲！！！！            
(NA)	 实在太讨厌rachel了。人品差，表情极其恶心。每一集都是想把她狂揍一顿。            
(4星)	 音乐剧+哆嗦的青春啊奔走的青春，周三10点档Channel5上学是怎么样都赶不上了！摔！            
(3星)	  狗血至极的剧情+引人入胜的歌舞,综其二者,三颗星咯.            
(3星)	 每次开唱男主的身躯就扭动地像一条大憨狗U·ェ·U             
(3星)	 合唱情人梦~~剧情太弱，没有追下去的动力，何况还要下载看，太麻烦，三集弃            
(5星)	 wow，，，酣畅淋漓，年度最佳            
(4星)	 基本大家都很萌&gt;&lt;不过最爱只能是Sue//////////！            
(4星)	 就是女主比较那什么了点            
(5星)	 很美好很美好            
(5星)	 看完之后想要了解编剧的经历。            
(4星)	 我可以说我最喜欢的是那首run joey run么。。。            
(3星)	 剧情真是人畜无害啊，看这个剧绝逼是为了收集欧美音乐好吗！            
(4星)	 好喜欢Mr. Schuester!!!            
(3星)	 对不起 剧情实在是太秀逗了. = =             
(4星)	 剧情一般，但是每次唱起歌来的时候就觉得很有活力很青春。            
(4星)	 实在不喜欢剧情，但一到歌舞部分我就酥麻~..Mark Salling真性感！            
(4星)	 能不能把四颗全给歌！            
(1星)	 超级厌恶高中题材美剧，所有人的嘴唇跟打了鸡血一样，歌翻的超级烂，没有理由不讨厌            
(3星)	 剧情烂得可以 但小舒还是好迷人啊~还有BARNEY=。=            
(4星)	 剧情说实话很糟。但是里面的vocal个个都是秒杀级别的。            
(NA)	 我也不懂为毛就一直看了下去            
(4星)	 mike.chang是我看过美剧中最hot的亚裔。            
(4星)	 如果现场真的是现场，一切就完美。            
(4星)	 事到如今，我还是可以为剧中傻头傻脑的金童玉女呵呵傻笑或感叹一番。            
(3星)	 弃之            
(4星)	 还好            
(4星)	 反正大家都是loser，那不如做点自己喜欢的事。            
(5星)	 剧情扯淡..管它呢！听歌就好了。            
(5星)	 ！！！！！！            
(4星)	 基本上白痴的剧情，然后真是人类理想大合唱，合唱团中有同性恋、黑人、亚裔、相貌平庸的女人、残疾人。。。但是他们唱得真他妈的好听            
(NA)	 第一季竟然用over the rainbow结尾！！！！！！！！不过略难听 啊啊啊啊啊啊啊啊！！！！！！！！！！！我还是喜欢波西米亚狂想曲！！！！！！！！！！！！！！！！！！！！！！！！！            
(4星)	 &#34;由喜剧《整容室》（Nip/Tuck）制片人Ryan Murphy开发的新剧&#34;腻马的Nip/Tuck是个喜剧？？？！！！剧情较差扣一星，其实sue一直是讨厌shue的头发所以才老拿他开刷            
(4星)	 老菜皮恬不知耻地看青春励志剧...Santana smoky hot, 册那原来我喜欢这种南美兮兮的长相...            
(5星)	 我才發現三葉草的運動套裝竟然可以有這麼多顏色!!!            
(5星)	 里面的音乐都好喜欢^^            
(4星)	 真心不错            
(5星)	 剧情小励志之外灰常混乱。主角都有点明星脸让我时常出戏。但是人家歌好听是王道啊。听完他们的版本我已经不想再听原版了。            
(4星)	 虽然大多数豆友都觉得剧情很糟糕`但是我觉得每集各有自己得到卖点`又有连贯的主情节`作为一个一星期播一集的季播剧这种编剧手法是很值得借鉴的`人物塑造得有些单一片面`但确实他们一开唱`我就投降了`            
(4星)	 鞋老师 贱贱的sue 呆布 kurt 还有bitch Santana 是我坚持看完的理由            
(5星)	 有必要把所有出现过翻唱原曲补完。            
(5星)	 最后一集真叫感人TTTTATTTT            
(4星)	 四星半，好久没有一口气看完一部剧了。好听的歌很多很多，但是没有一首像Skins结尾的Wild World震撼至心底。不过总体来说真的是很不错啊^^            
(2星)	 剧情弱爆,人物关系忒乱.要不是里面的音乐,一季绝对看不下去            
(4星)	 所以第一季看完后我最喜欢的是......Sue姐⊙﹏⊙?            
(5星)	 又二又萌~~            
(4星)	 剧情有点弱智，某些地方还很莫名其妙，但是歌舞的部分真的很好            
(4星)	 对那女主唱极其无感。            
(NA)	 我应该会杀掉女主角            
(4星)	 好狗血好烂好烂的剧情，但还是好喜欢。（好吧，我承认很多歌曲是毁了(ˇˍˇ））            
(4星)	 青春啊梦啊什么的            
(5星)	 这是我看过的最好的40min剧            
(3星)	 真实乱搞的青春期            
(5星)	 撇开剧情脑残不提，每个人都应该打一针鸡血，这一针的名字叫-坚持梦想！也许每个人都有梦想，不管怎样，重要的是坚持并实践自己的梦想，不管最终会否辉煌，毕竟做自己喜欢的事儿，自己也会是快乐～            
(4星)	 剧情弱得一B            
(4星)	 第二季更赞            
(1星)	 怎么能有这么shi的片子            
(4星)	 编曲很棒，剧情一般            
(3星)	 没歌舞撑着这剧情简直能要了人命。            
(3星)	 除了歌曲和魅力男老师，其他人都好弱，尤其女主角太差了            
(4星)	 虽然连续看难免会有审美疲劳 但如果最后是他们赢了比赛的话 那就是日剧而不是美剧了 即使比赛输了又怎样？ 他们享受这个过程 这才是最重要的            
(4星)	 看音乐歌舞剧总是能让人心情振奋，and so inspired~~估计制作人是受到High School Musical的启发吧，音乐很赞，但剧情就有点..狗血了，几个主角的感情超级混乱，同性异性三角四角暗恋劈腿...90后不是一般的生猛啊~~男生们都很帅，女生嘛除了R也都不错~            
(4星)	 剧情平平，演员难看，歌舞不错            
(4星)	 歌舞赞啊            
(4星)	 忽略剧情听歌吧  Fin声音真好听            
(5星)	 好激情....max很爱的tv show            
(4星)	 （7.3）唯一吸引我的就是熟悉的音乐。。。- 0608  剧情实在是狗血，主演也很不给力，女主明显就很对不起观众，而且性格也很让人讨厌，不过还是不乏笑点的，特别是橄榄球比赛上的single ladies真是笑死了。。。PS：好多亚裔面孔，俄亥俄多亚裔吗。。。= = - 0611            
(3星)	 小励志，歌舞不错，剧情照样没新意。 果然老年人看这种片感悟就没有年轻人那么多啊╮(╯_╰)╭            
(3星)	 正在看，还不错。只是和电视剧一样，有的时候有的剧情让人觉得闷了。            
(3星)	 忽然不怎么想看第二季了，貌似一季看完就足够。            
(4星)	 讨厌Rachel啊。喜欢Quinn和Santana。男的就William最顺眼了。            
(5星)	 its just like living in someone else`s life which you would never have            
(NA)	 歌很好听 但是剧情有的地方真是弱爆了都要怀疑编剧是不是睡着了写的 女主激动时那皱起来的脸真的很想马赛克掉            
(NA)	 女主出现的时候我尽量不看不听            
