http://movie.douban.com/subject/2156704/	包青天
(NA)	 我的煲剧生涯可上溯到此剧            
(NA)	 小时候的记忆            
(NA)	 开封有个包黑脸            
(5星)	 年少时的记忆，珍爱一生。            
(4星)	 我看过的最早的包青天。鸳鸯蝴蝶梦，记忆犹新。            
(5星)	 因为集数太长了，肯定没全部看到。是一本经典的古装剧。真想完完整整的全部的看一遍。            
(NA)	 很早的啦            
(5星)	 又是经典中的经典啊。喜欢包拯，喜欢展昭，喜欢公孙先生。以前的台湾电视剧真的很耐看。            
(NA)	 太包青天了            
(5星)	 啊，这个才是真的包大人阿！            
(5星)	 小时侯......            
(4星)	 儿时的回忆            
(5星)	 小时候印象最深的电视剧            
(NA)	 t t             
(4星)	 当时认为何家劲超帅~~            
(4星)	 展昭那時候還是很帥的~~            
(4星)	 开～～～铡～～～            
(NA)	 这个很强大～～            
(5星)	 曾经超爱。现在看依旧爱～            
(NA)	 主题曲还有印象。            
(NA)	 包青天            
(4星)	 好看!            
(4星)	 看到它就想起小时候的新年。            
(NA)	 经典            
(NA)	 哈哈，何家勁            
(4星)	 相信那个年代的我们，都是看着这个长大的            
(NA)	 包青天             
(5星)	 开封有个包青天~~            
(2星)	 没看全过。            
(4星)	 哦。。这张脸很经典的            
(NA)	 经典            
(4星)	 小时候很喜欢看。            
(NA)	 看似个鸳鸯蝴蝶            
(NA)	 当年我是看盒带看完的。            
(4星)	 追看得片子。是不是当年台湾武侠片最火的时候？印象中还有很多的            
(NA)	 当时影响很大,万人空巷的一部剧.吸引我的,不仅是角色,还有其中的台词,好似法庭辩论一般的锋利精彩.各个案件设计面之广,折射出中国古代社会道德伦理人情世故的各个方面,非常难得非常经典.            
(NA)	 非常非常经典~~~            
(3星)	 已经蛮模糊了！            
(NA)	 经典啊~~            
(NA)	 最迷展昭            
(4星)	 最杰出一版的包青天            
(NA)	 当时 觉得展昭好厉害！            
(3星)	 老祖宗            
(3星)	 当年和《家有仙妻》一起，是我补课回家后的必看节目            
(5星)	 这是回音你懂吗？是回音你懂吗？回音你懂吗？音你懂吗？你懂吗？懂吗？吗？            
(NA)	 展昭很帅            
(4星)	 小时候在想，为什么展昭那么帅            
(4星)	 展～护卫～            
(NA)	 非常经典的,以前展昭就是我的偶像啊.如果时光倒流,你们会见到一个额头上有月亮的展昭...            
(5星)	 就两个字，经典。            
(5星)	 我終於買番《屠龍記》個單元了﹗真係好好睇架…哈哈…            
(4星)	 it&#39;s a long period ~~            
(3星)	 看过没印象了~~~            
(4星)	 都忘了……            
(3星)	 一曲鸳鸯蝴蝶梦            
(5星)	 经典啊经典!!!            
(3星)	 小时候看过，好象展招挺帅            
(NA)	 比较经典的版本            
(5星)	 王朝、马汉……            
(NA)	 就记得黑包公大叔的头上有个大月亮，还有那个斩掉人头的大刀……            
(NA)	 大概是最经典的包青天了            
(3星)	 小时侯全家一起看            
(NA)	 包青天            
(3星)	 这么老的片            
(5星)	 想当初超迷这个了！            
(NA)	 童年的回忆            
(3星)	 展昭几乎被神化了，倒是包拯的能力突显得不够。            
(4星)	 有一个经典，但是拿到今天我是绝对看不下去的，啊，何家劲的猫猫是很帅的那，每次看包青天我都是在等他出场～            
(4星)	 嘿嘿，小时候喜欢的呀            
(NA)	 没看过的人，可以去死了            
(NA)	 开封有个包青天，铁面无私辨忠奸            
(4星)	 发花痴。。            
(3星)	 哈哈，不说都忘了，当时的展昭真是帅得黑文。。            
(3星)	 永远也演不完            
(4星)	 以前日日追~            
