http://movie.douban.com/subject/5401730/	千山暮雪
(2星)	 一星给刘帅，他跟我暗恋的男生真的很像很像~不过嘴巴好像是变了诶~一星给张晨光和温峥嵘两个演技实力派~我没看过书，不过感觉跟≪裂锦≫好像，匪我思存的调调~演员很草根服装更草根~最想说的是女主是谁啊？好宫女的感觉，一点灵气都没有，每次看到她，我的自信心就回来啦哈哈哈哈哈            
(3星)	 居然没有预告片那么讨厌……女主也没那么讨厌，有了种蠢蠢的萌点。另：杭州的楼盘真是不错啊！            
(3星)	 这剧情都是够虐的，女的就是猪脑，找各种理由好让这个男的往这个女的身上扑，男的还死不承认喜欢这个女的，好吧，我是真的没电视剧可看了            
(4星)	 卧槽求广电总局剪掉女猪的所有镜头！！！！！！！！！结尾虐屎了好吗？T^T            
(NA)	 演童雪的好像受气的小保姆。。。            
(5星)	 莫绍谦的眼神深邃的被秒杀了~女主不知哪找来的，太不养眼了~            
(4星)	 刘恺威就是我的理想型啊！！！！两分给他，一分张晨光，一分温峥嵘！            
(4星)	 BUT女主真磕碜            
(1星)	 女主角太丑了！！剧情太恶心了！！            
(5星)	 为了刘恺威童鞋啊，果断高分            
(3星)	 虐爱啊，我喜欢啊！看完脚着太闹腾~~~            
(3星)	 哎呀 说实话有点想看 哈哈~            
(1星)	 女生为什么这么丑啊！！！            
(1星)	 哈哈哈哈，看片花就知道不是一个好片            
(NA)	 所以说 胖妞也是有被包养的机会            
(1星)	 小三上位史?            
(3星)	 没书好看。            
(4星)	 这是什么烂结局 真是生气... 国产剧非要弄个什么自首 这是什么教条主义...就不能有几个“leverage”或者“罗宾汉”意味的?            
(NA)	 看个长篇预告，我觉得我已经够了。女主是温峥嵘。            
(NA)	 要多低成本有多低成本。            
(NA)	 咦？？？？？            
(3星)	 我只想说这是匪目前三部改编成电视剧里我最喜欢的男一！！！但是那个破结局！！萧山到底怎么回事啊！！！            
(NA)	 我心目中的完美男人莫绍谦虽然腹黑但也不是坏人，怎么拍成这样阴阳怪调阴森恐怖。坚强善良的完美女孩童雪也不该是这种受虐的模样。零分！弃之！            
(3星)	 男主不错哦（星星眼            
(3星)	 书是特别喜欢，电视剧嘛......刘恺威还不错，童雪没书里的那种感觉            
(3星)	 书是烂的毫无美感，电视剧是烂的毫无智商，谁都不用贬低谁。我居然为这烂剧烂书废了一晚上时间较劲，我真闲。            
(5星)	 禽兽演的好，剧本改的好，部分台词也见功底。结尾有小小的感动。            
(2星)	 温峥嵘小姐真想把自己钉在恶女框内啊？            
(3星)	 其实小说本来就是用来YY的，拿来拍电视剧很少能得到看小说时的感觉，播之前还挺抵触这剧的，因为对男女主角都不怎么熟悉，看了之后觉得其实翻拍小说的电视剧之中，这个其实已经挺不错的了。。P：才发现刘恺威其实还挺有味的=。=            
(4星)	 相爱却不断地被伤害。            
(1星)	 那个神奇的女主和混乱的卖弄的剪辑毁了我对温姐姐恺威叔刘雪华攒起来的好感            
(2星)	 刘恺威两星，女主二逼。            
(3星)	None
(2星)	 木意思            
(5星)	 2011年最好的改编剧。摆脱了TVB剧中善良却又冲动的小龙套，离开了民国剧中的正直富家子，刘恺威将这个外表冷漠内心善良、霸道又痴情的莫绍谦演绎的淋漓尽致。无法用欣赏或者喜欢来形容对莫绍谦的印象，但的确是让人一个心疼的角色。结局是不折不扣的催泪弹。如果有续集也很好。            
(2星)	 包养仇人的女儿，打着“虐”的幌子，最后真爱上了，什么逻辑？            
(4星)	 为了禽兽看的此片，虽然演得很烂，拍得粗糙，但是匪大的后妈作品还是要看看的！！！为了后妈打分！！期待微电影才期待214的！据说还有卖萌床戏啊！！！激动\(≧▽≦)/            
(4星)	 莫禽兽很传神，女主的腿很粗，看了这么多年的狗血言情情节竟然上了银幕，心情很复杂            
(1星)	 恶心            
(2星)	 从不喜欢刘恺威            
(2星)	 应该让泰剧的演员来演            
(3星)	 女主啊，我想说很久了。            
(5星)	 匪大的作品总算没有被芒果毁了，男女主角都很不错，演技也好。感觉人物形象在电视剧里更为丰盈。总之最后泪崩了……            
(5星)	 可以客观的说，莫绍谦这个角色刘恺威真是发挥到极致，一举一动，每个眼神，都那么精准到位，演技无与伦比。剧情上逻辑上都很连贯合理，经得起推敲。台词也很经典。犀利。            
(3星)	 除了刘恺威和姚谦的词，其他都是trash            
(3星)	 可惜了，居然找了这样的女主            
(5星)	 虐恋很难受,身不由己与身得由己都得不到当初最想要的 最后最痛苦最受折磨的是莫绍谦,..刘恺威演的超赞!!期待续集~            
(3星)	 女主我很不喜欢！！            
(3星)	 冲着书去看的，落差太大了。            
(NA)	 我真是一集一集追着看的哟~NC            
(3星)	 人要是都这么砍价还让不让卖菜大叔活了。。。            
(4星)	 过程虐虐就算了，结局干嘛也搞成这样嘛，唉！【男主的S超正啊！！！            
(5星)	 刘恺威演技大亮啊！！虽然女主当时胖了点儿，不算太养眼，不过胖女孩儿不能被爱么……。剧还是不错的。期待续集，希望绍谦幸福！            
(4星)	 好久没有看过电视剧了。这部先看原著后看电视，比原著好很多。可怜男主角总是要皱眉头，会皱出皱纹的，哈哈。场景还是不错的，不是特别的山寨。觉得不是白看了            
(3星)	 禽兽演技很好。女主不予置评。            
(3星)	 好虐好虐。。。。演技其实满烂的。 小说肯定很好看。            
(1星)	 360度无死角丑的女主实在是让我震撼！！！！！！！！！！！！刘恺威你HOLD的住啊强！！！！            
(NA)	 剧情完全符合我胃口。刘恺威又那么帅。就是颖儿的造型服装丑的有些匪夷所思了.            
(3星)	 刘恺威演技不错啊。。。。。女主很。。励志！            
(3星)	 没那么多时间，30集快进键看完的，真是虐啊虐啊~~刘恺威好帅好MAN好可爱演技也不赖，主要是为了看他，以前TVB剧时就注意到他了，管他整容没整容呢反正现在很帅~~女主看着看着也慢慢顺眼了。            
(4星)	 四颗都是给渣渣的！气场太帅了&gt;/////&lt; ......那一颗白的是给女主的             
(4星)	 巨虐            
(5星)	 爱与不爱，谁能决定。爱一个人有错么。哭着看完了久久不能抽离，听着 《千山》 心里一丝丝的疼满脑他憔悴的脸，沉默的脸，可怕扭曲的脸，泣不成声的脸为他的欲爱她，却又恨她，难过。。为他一个人默默的承受而心疼。最坚强也会是最脆弱的人一旦倒下并粉身碎骨般伤口深的看不见            
(3星)	 有人问我你究竟哪里好，这么多年我还忘不了。春风再美也比不上你的笑，没见过你的人不会明了。            
(5星)	 真心觉得很好看。与女主的身材无关，但最不喜欢的就是女主和萧山，特别是和里面那一个个要么个性十足要么聪明绝顶的主角配角一比，这两个人物太没个性了。。。            
(NA)	 我都不想评了，你妈太狗血了，你们不能这样欺骗中年妇女群体            
(NA)	 剧情狗血。不过男主很帅~~            
(NA)	 觉得还是好看的。而且女主角也不必有多好看才符合角色啊！总的来说还是不错的，里面的个很好听。            
(2星)	 怎么能选这样的女主，丑、胖、没演技⋯⋯毁了好小说了。            
(3星)	 女主实在太丑了            
(1星)	 讨厌刘恺威，他跟杨函数真是臭味相投啊。挺喜欢原著的。            
(3星)	None
(5星)	 哈哈。他在这里很是变态，开心            
(4星)	 太尼玛虐了！！！            
(NA)	 狗血的心情居然看完了。。。            
(1星)	 我到底是有多闲             
(3星)	 在翻北京爱情故事莫名其妙就翻到了千山暮雪，剧照激起了我的好奇心 2012-01-28//看了三分之一左右，比预期好            
(2星)	 亮点是我完全发现了我的美~            
(4星)	 颖儿，你还可以再胖点            
(3星)	 童雪太傲娇了，这个男人为你做了这么多你还想咋整啊。            
(5星)	 小说现在还没看完 ，看了一部分 感觉莫禽兽比小说里的温柔。。。开始以为类似某些苦情戏。。完全没想到是。。。额，结局有些缺憾 不过貌似有微电影！！！            
(4星)	 四星是为了剧中的莫绍谦和别墅内景。女一的衣服能多点么，好歹是被有钱人包养好么？不要都淘宝装好么？还有，我只想说看完后我觉得任何剧的女主长得都不错，演技都不错。            
(NA)	 大愛劉愷威溫崢嶸            
(3星)	 一颗星给刘恺威 一颗星给女主好皮肤 另外一颗·········给奇怪角度的拍摄和比书更纠结更不现实的剧情····尼玛全世界痴情的人全在小说和电视剧里了是不是 所以现实才这么可怜            
(NA)	 刘恺威长得好经典好民国啊            
(4星)	 终于在上班前看完！            
(5星)	 尽管电视剧里有许多不尽如人意的地方，但结尾的那条短信亦如小说一样感动着我            
(2星)	 刘恺威在我印象中就是个又老又猥琐的男人，演这个我讨厌的书改编而成的电视剧真是合适。女主角本身也是个富家二奶，真是本色出演。女二号弟弟原著我·比较有好感，可惜演员不怎么样。但还好有温峥嵘，这个女人与俞飞鸿有四分相似，但较之俞飞鸿白玫瑰般的淡定高雅，她的美更似红玫瑰那样热烈。            
