http://movie.douban.com/subject/4046891/	刑警
(3星)	 追了8集大概追不下去了，层层抽丝剥茧的那个主案以这种方式就让我觉得有种虎头蛇尾的感觉，TVB不是一两回了，放弃了。            
(2星)	 难看，它死了。            
(5星)	 真是爱死苗侨伟了，最后两集快进着看了，始终魔鬼由善意铺成还是魔鬼！点解要让carson死？看了这剧居然看顺胡定欣了^_^            
(5星)	 苗侨伟……哦耶，迷我了。 才发现 黄日华和那谁，俩人还挺像……同时追一个女人。            
(4星)	 黄日华演的狗坏。鼻孔好大。            
(4星)	 同样是大叔，一个就那么帅，一个那么讨人厌……            
(1星)	 萱萱还是很讨人喜欢的.我还是比较喜欢看TVB的古装片            
(3星)	 苗侨伟太帅~~            
(3星)	 有时候tvb的编剧让人摸不着头脑，忽然给你一个出乎意料的主线大转折大部分时候人性变化太过生硬，大出乎意料搭上许多小俗套。但是看tvb片的时候还是蛮享受的，毕竟剧情和演员使他们的中坚力量，一年到头不停地编剧情也很厉害了，但是为啥每个tvb破案片都有人格分裂，连环变态强奸杀手-。-            
(NA)	 你们都老成这样了……            
(2星)	 各种血型各种抄袭 黄日华真的演不出坏人 可见看演技还真的是要看能不能成功的塑造坏人            
(3星)	 黄真的老了，有时我都不忍心看他那张脸，特别深深的眼袋。曾经的靖哥哥啊~真是岁月随人老啊            
(4星)	 很紧凑的剧情，苗三很帅。            
(4星)	 黄日华的灰色地带            
(3星)	 虽然剧情挺扯的，不过苗侨伟很好啊，还有宣萱也很不错！            
(3星)	 剧情跳跃得也太诡异了吧            
(5星)	 三哥太帅            
(NA)	 郭靖明显干不过杨康啊，可惜苗侨伟的脖子稍短，看起来不舒服。            
(3星)	 快追完了。。            
(3星)	 黑与白之间，有一道灰。            
(4星)	 为了三哥            
(3星)	 一点悬念都没有，老牌帅哥我最爱。            
(4星)	 我对&#34;大叔&#34;一如既往地没有抵抗力...            
(4星)	 15集以后渐入佳境，但是结局来的太过仓促了。            
(4星)	 TVB没激情了  MAD8错            
(5星)	 还是当年的郭靖杨康啊。还是喜欢乃们~~            
(4星)	 MAD SIR 如果脑袋里没瘤将来可怎么破案。三星半。            
(4星)	 我和奖何必都喜欢苗侨伟在里面的调调。笑起来桃花眼。觉得这个片子没有将一种纯粹的立场表达完满，我真的不喜欢最后人物的处理上stone要将自己和mad拷在一起。            
(4星)	 演技都8错啦，但是剧情一般般的啦~~~~            
(5星)	 最爱看MAD和KIM的对手戏~！            
(4星)	 又见靖哥哥和杨康。            
(NA)	 杨康到了迟暮，终于成精，举手投足都是风流。在车库和萱萱的初次斗法，让我一颗老心砰砰砰跳不停。。。郭靖咧就总是铜铃大眼，长成一只傻佬~~~            
(4星)	 Carson同埋Mad Sir, 3 gor同埋王浩信            
(3星)	 VB的导演都好去死了，那么好的剧本拍成这样             
(4星)	 哎，也太惨了。            
(4星)	 苗侨伟真帅 -。-            
(4星)	 纯粹为了纪念我们的青春年少，呵呵            
(3星)	 三哥是真的帅，黄日华怎么看怎么变态。            
(5星)	 苗侨伟还是那么帅啊~！！帅！太帅了！！            
(NA)	 差点以为是个悲剧，最后收尾还是可以的。            
(4星)	 真是非常不错！“魔鬼之路有时是由善意铺成的”。虽然编剧全然否定了地下判官这一角色，Stone后来也越陷越深叫人心寒，但从中也让我们思考究竟什么才是正义？正义由谁判断？。。。P个S，三位主角我都好喜欢啊！            
(5星)	 在那么多作业的鸭梨下 我仍能镇定自若的看完 啊哈哈哈   还是不能接受有邓建泓...= =.            
(4星)	 苗侨伟老了还是这么帅！！！郭靖与杨康的现代对决！！！            
(3星)	 没得看……王浩信还不错哇~            
(2星)	 实在看不下去了，弃之            
(3星)	 死亡笔记狂喜欢L，这个里面还是偏STONE多一点，可能我内心也比较邪恶吧            
(5星)	 和牙衣子一样，也是十五年的冤狱。最终改变人的一生            
(3星)	 杨康从良了，靖哥哥暗黑了。            
(4星)	 喜欢苗侨伟。            
(3星)	 卡神诗很给力！            
(5星)	 恩，几好个片，严重推荐~宝刀八老~就是对Carson个殉职8是很中意@_@...            
(3星)	 案子还行，凶手基本都比较变态干的事都比较恶心。问题是主角也是变态干的事也恶心就不能忍了。            
(4星)	 点解要整死CARSON……            
(3星)	 Carson竟然死咗...            
(4星)	 四星是给三哥。            
(3星)	 魔鬼之路，可以由善意铺成的。            
(NA)	 三哥一直那么帅呀！            
(4星)	 我是从小看着三哥和黄日华的电视剧长大的  很喜欢他们            
(4星)	 MAD sir 我愿意做你的 女编辑            
(4星)	 结尾有没有仓促了点。            
(3星)	 真的很一般 演的做作，台词也弱智。            
(NA)	 一边怕一边看....看完晚上都不敢上厕所....你们！！有没有同学爱啊~@臭球球，坏小Y！            
(3星)	 好帅的三哥 好残的日华~~~            
(2星)	 完全不需要推理            
(NA)	 斗得你死我活，却都是好意...黄日华的角色太可怜了.......            
(5星)	 这个电视剧告诉我们，男人眼睛大，到老会吃亏，哈哈！            
(3星)	 岁月不饶人。            
(4星)	 carson你可不可以不要死啊，为嘛要退休要结婚的人都要死萨            
(3星)	 　不知道大家对于《七宗罪》的结尾有印象没有？连环杀人犯带着皮特老婆的头时将情节推向了高潮，可惜皮特没篓住，把杀人犯杀了，自己也载了，成全了《七宗罪》！神只能叹口气。老苗就不一样了，自己的女人被炸了（其实吓吓他），老黄这个杀人犯就在自己眼前，他硬生生地没开枪，让法律来定老黄的罪，老            
(4星)	 剧本有硬伤，但是题材还算有新意，只是那些案件，没那么曲折。。            
(3星)	 苗侨伟的后勃发期            
(3星)	 Carson死佐连个葬礼都牟。因公。            
(3星)	 3-            
(5星)	 苗乔伟 风采更胜当年。越老越帅型=。=            
(4星)	 最后Stone拿手铐铐住自己和昏过去的Mad Sir的时候，有种想哭的感觉……究竟是为什么走到了这一步，果然“恶魔之路，可以是由善意构筑”的么？说起来Carson死得真冤枉...Mad的名字就是米M安A定D的打头字母，至于Stone Sir，干脆就是石东升的谐音...各种吐槽            
(NA)	 TVB最近都拍警匪片            
(4星)	 两位有型大叔再次联手，在一个个案子被破的同时，也让stone sir一步步从被冤枉的正义警察变成一个极端的地下判官杀人狂，mad sir虽然狂放不羁，其实才是最有原则的好警察。carson的死很无奈，stone的变坏很突然，kim没死是料到的…这部刑侦剧拍得挺血腥还颇有新意，不错            
(3星)	 他们都老了。            
(5星)	 这年头，有收视的没口碑，有口碑的没收视，点解？            
(4星)	 魔鬼之路 可能是由善意铺成的            
(5星)	 罪恶的对面是什么？是复仇？不，是宽恕。            
(4星)	 各种重口味的案件，剧情算不错的了            
(3星)	 carson干吗要死掉。。。。。。            
(4星)	 编剧后妈啊。。Carson咁好个男人都死左。。三哥给力！            
(3星)	 朗朗太难看了。。            
(4星)	 有三哥、黄日华担大旗可看度有保证，无论是mad sir抑或stone都好入型入格，只是剧情就一般般，悬疑感稍欠，基本上看开头就能猜到结尾，最后那件案更令我想起CM 第一季14集那位伟大的母亲，想不知道凶手都难。PS:站在HC的立场，对Carson殉职表示不满，更苦了我们的小定~            
(4星)	 其实要表达的都几深刻下...            
(NA)	 两位男主角演技都很棒，还有萱萱，有时候确实很质疑现在的司法制度，真正的好人被判入狱，杀人犯却因为证据不足而逍遥法外，不过制裁人的最终手段应该还是教化，而不是死刑。            
(3星)	 两年来第一步tvb.....用于节食减肥分散注意力。。。            
(3星)	 对王浩信有点来感。            
(4星)	 结局我猜错了，估计是我缺乏想象力吧。黄日华演的让人恨死了，但又有点可怜他。            
(2星)	 是我老了吗？对TVB越来越失望了。            
(4星)	 几个老演员不错。。            
(4星)	 mad stone            
(3星)	 这么多年中口味最重，结局最不好的港剧。            
(4星)	 小苗真的宝刀未老~            
(3星)	 靖哥哥和杨康的纠结的故事啊。            
(4星)	 可惜CARSON死了··            
(4星)	 很好看哇 居然很好看耶╮(╯▽╰)╭            
(NA)	 啊  cason为什么要死            
(NA)	 追看电视剧，不知不觉没了，感觉特别快。。。神奇的感觉。。。            
(3星)	 人果然还是都会老的 我的宣萱啊            
(4星)	 哈哈哈，结尾那只书签真是精彩，不知道史哥西斯会不会再重拍，83年时候的郭靖杨康啊。。。。。。。            
(4星)	 看完这剧到底会有多少人开始讲说嫁人当嫁Carson/三哥？TVB你敢同时让俩主角领便当么？苗侨伟的角色演绎得真好。婠婠还真是豁出去了，各种造型冶艳之极。嘿嘿，我真喜欢宣萱=v= 须得一提的是，看了三十集，每次片尾响起冒出的那个歌手都把我吓得不轻……也太不、太不养眼了吧。            
(4星)	 开始虐啊～            
(4星)	 只能说香港法律不够完善 还有好多漏洞 也没有死刑 所以香港有太多的变态杀人狂            
(4星)	 苗侨伟真是帅啊!!不过这些案件都好重口味啊,纯属心理变态+高智商犯罪，看了晚上都怕怕的.大结局那里还以为宣萱故意引stone上钩，没想到她是真傻..            
(4星)	 结局那几个鬼斧神工的基腐镜头甚是给力啊啊啊啊！大喷一口狗血...你们...你们不能这样！！！            
(NA)	 宣萱你是脑残！            
(3星)	 看不下去了，放弃，编剧太菜了~~            
