http://movie.douban.com/subject/1453238/	海贼王 ワンピース
(2星)	 它真的很火很火很火，可是不知道为什么就是对其产生不了爱…好吧…两次为了赶上大家开始鼓起激情看它，但最终死在了第四十多集…而且拍得实在有点磨叽…我不是说它不好啊，我也知道它关于友情的弄得很好，只不过不大对我口哈            
(5星)	 一种精神            
(5星)	 充满挑战与刺激的探险旅途。            
(5星)	 友情 热血 不止适合男孩子哈哈            
(5星)	 夢が有る男～～～            
(5星)	 会看到头的            
(NA)	 友谊梦想            
(5星)	 明明跟贼没关系...            
(5星)	 哎……本来很喜欢。不过我懒得一集一集追，决定定期打包看：）呵呵~索隆和香吉士8错！            
(NA)	 出第一集时已经开始看，这段时间比较少。            
(5星)	 神啊……请让我做梅丽号吧。。。。            
(NA)	 路飞、乔巴            
(NA)	 忽忽~~追呀。。。            
(NA)	 等我老了还不一定能完...尾田你个畜生.有完没完了            
(NA)	 这是一部拥有一帮朋友的回忆,是我与朋友间隐性的纽带,联系着我生命中占据重要地位的一群朋友            
(3星)	 半途而废了。。。            
(NA)	 单纯豁达逗乐            
(NA)	 梦想与光荣同在；在漫画里才见得到的直白与热血！            
(NA)	 拥有财富、名誉、势力，拥有整个世界的海贼王哥尔·D·罗杰，他在临刑前的一句话让人们屈之若惊奔向大海。“想要我的财宝吗？想要的话可以全部给你，去找吧！我把所有财宝都放在那里！”于是所有的男子汉航向“伟大的航路”追逐梦想，世界开始迎接大海贼时代的来临！            
(5星)	 它让我哭过.路飞给人带来的精神力量..如果有一天,路飞邀我为伴,我也会毫不犹豫的跟他一起去创造梦想.那伟大的航线...那默契的团队..那热血的伙伴...还有什么好犹豫的呢?            
(NA)	 看不完的...但是好好看...            
(5星)	 希望完结，又希望永远不要完结。            
(5星)	 超感动的动漫，伙伴才是最重要的            
(5星)	 是男人就看海贼王            
(4星)	 追到100多集终于挣扎着放弃了            
(NA)	 可以跳着看，可以连着看，可以过很久时间再看，很棒的片子            
(5星)	 伙伴与梦想！            
(5星)	 关于梦想~橡皮人            
(NA)	 永远别完，永远别完，永远别完～～～            
(5星)	 追的最久 初中就开始了            
(NA)	 感动            
(5星)	 伟大航线上的伟大梦想              
(5星)	 当梦想凝结为力量，当友情幻化成翅膀，还有什么能阻止我们乘风破浪去远航......wait，如此牛B的片子还需要啥评价，没看过的还不立刻去补，没补到最新一话就表回来见我！            
(5星)	 本命动画            
(NA)	  one piece 热血             
(4星)	 4.5 当今最好的长篇漫画            
(5星)	 &#34;世代傳承的意志,時代的變遷,人的夢想,這些都是擋不住的. 只要人們繼續追求自由的答案,這一切都將永不停止!&#34;04-Luffy的过去.19-zoro的过去            
(NA)	 .............            
(5星)	 持续的跟            
(5星)	 サンジさん～～～            
(5星)	 最最最喜欢的动漫！            
(4星)	 刚开始觉得不错的动画，越往后越没有感觉了            
(5星)	 喜欢            
(NA)	 让你笑和哭都眼泪不止。            
(NA)	 阳光下一定有穿着马甲的热血大叔的动画            
(5星)	 其实我看的都是漫画，现在还在看...            
(5星)	 温暖旳友谊与理想。            
(5星)	 最爱LUFY..            
(5星)	 感动呢            
(NA)	 阿媚强烈推荐            
(5星)	 總是被那幾個笨蛋感動得一塌糊涂！            
(5星)	 最爱的动画之一            
(5星)	 为什么没有“现在在看”这个选项呢？还在连载的说~~ 这个动画的经典也不用我多说了吧~            
(5星)	 出一集看一集            
(5星)	 索罗喜欢啊~~~            
(5星)	 大爱卓洛！！            
(5星)	 尚未连载完 但是不失为经典的动漫 只是暴力多了点。我喜欢他们那样大大咧咧、迷迷糊糊，又很温馨的团队。            
(5星)	 路飞让我加入吧            
(5星)	 呵呵～看它的海报就觉得很开心～ 让人开心的动画            
(5星)	 因为实在是出了很多集，一直都坚持不下来看完他            
(5星)	 BON VOYAGE！！            
(4星)	 精力充沛 热情四溢 有理想的家伙们            
(NA)	 神奇的果子。。。。            
(5星)	 太感动了!!!我要当海贼!!!!!!!!!            
(5星)	 那份梦想的执着，那份伙伴的情意，那份向前的勇敢——大爱            
(3星)	 热血男            
(NA)	 10            
(5星)	 追随            
(5星)	 动画版的卓洛怎么越看越傻````特别是那海藻头哈哈``~相反香吉士帅呆了.额~            
(5星)	 我最近每天都在看这个 很开心　喜欢那只麋鹿！～            
(5星)	 喜欢具有疯狂的想像力的人            
(5星)	 爱和平，爱生活            
(3星)	 热血!!            
(5星)	 热血，励志，漫画动画一起在看            
(5星)	 冲吧，向蔚蓝色的海域！……期待早日终结。。            
(5星)	 梦想            
(3星)	 大萌馴鹿仔            
(NA)	 关于梦想和为之奋斗的故事            
(5星)	 最好看的动画片！            
(NA)	 动作^^            
(4星)	 热血青年。。。            
(5星)	 onepiece  干杯             
(NA)	 每一个人都有自己的one piece            
(5星)	 梦想 友情 信任...            
(5星)	 梦想            
(5星)	 看不完。。。            
(5星)	 还不完~            
(5星)	 年轻无极限            
(NA)	 a350c450            
(5星)	 看了给自己打气              
(4星)	 香港电视台            
(5星)	 my belief            
(4星)	 虽然还是喜欢看漫画，但是海贼王让我觉得还是相当的振奋人心的啊！~~            
(4星)	 日本动漫最让我讨厌的通病之一就是节奏太慢！            
(NA)	 太长了，还没看完喃            
(5星)	 不用多说了．．大爱啊大爱！            
(5星)	 理想主义的赞歌，英雄的史诗            
(5星)	 最喜欢zoro!            
(5星)	 如果生活可以如此            
(5星)	 没细数过，不过看《海贼王》应该有十年。作为长篇，海贼王是水准保持稳定，拖沓酱油集相对较少的剧集。经过这两年最长的酱油期，新篇终于开始，冒险依旧而且会更精彩！            
(NA)	 其实应该说还在看吧,觉得前面的比较感人。。。            
(5星)	 期待今天的更新            
(5星)	 守着等结局            
(5星)	 我的爱            
(5星)	 最爱            
(5星)	 最爱《海贼王》            
(4星)	 ……假如你没有这么拖。。就5星了。。还有那个漫长的开头是怎么回事啊啊！！！            
(5星)	 最愛的熱血漫            
(5星)	 还在连载的热血少年漫No1            
(5星)	 看OP感动实在是太多了，里面的每个角色都挺喜欢的，蒂奇的那一句“人的梦想 是永远不会终结的”决定了我要坚定得走我人生的道路！            
(5星)	 简直爱死了            
(5星)	 真要画个二三十年，我会吐血的...            
(5星)	 不用说            
(5星)	 感动，看到他们追求梦想的时候。我都惭愧了。想想我们为梦想到底付出了多少。            
(5星)	 ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(5星)	 绝对感人            
(5星)	 有100星我标100上去            
(5星)	 足以让你越陷越深的伟大动漫！            
(5星)	 没有梦想，何必远方。虽然艾斯的逝去让我心痛，还是感谢海贼带给那些我的快乐和感动。            
(NA)	 太长了 偶尔跟着看两集........            
(5星)	 励志片            
(5星)	 我爱op！            
(5星)	 没有人会一直孤单            
(5星)	 梦想是生命的意义，为了另一样东西，梦想都可以放弃——伙伴            
(5星)	 我栽得很彻底            
(5星)	 一群单纯的傻瓜却莫名的让人自愧。。            
(5星)	 很好狠不错的一部动画片啊   励志  惊险   搞笑  真是太喜欢了。。。。            
(5星)	 什么都不说了            
(5星)	 我就喜欢！            
(5星)	 热血 年轻真好            
(5星)	 不知要看到几时才看得完，不过会一直看下去，生活需要期待啊。            
(NA)	 这个大家评，喜欢音乐配的伙伴们出场，霸住一切的气场。。             
(NA)	 这个大家评，喜欢音乐配的伙伴们出场，霸住一切的气场。。            
(4星)	 不喜欢热血啊~~热血的追一部就够了啊~~不过为什么这个我也看了一百多集啊···            
(5星)	 精彩到难以言语            
(NA)	 超爱。一直在追OP。以后可以指着它告诉自己家小孩说：“喏，麻麻很很很很喜欢这部动画的。”            
(5星)	 真得何其有幸看到这部动画            
(5星)	 必须五星！            
(5星)	 无需多说， 追了多少年的动漫，大爱！            
