http://movie.douban.com/subject/5908482/	49日 49일
(5星)	 四颗星给前面19集 20集就是坑爹好么 还有一颗星给李瑶媛 演技太吓人了            
(3星)	 终于开始了！郑先森，怎么瘦成了这个样子。。。            
(5星)	 很好看。            
(4星)	 很喜欢她姐姐，妹妹也很可爱，就是那个男生的爱太隐忍了，还有姐姐的爱让人觉得心痛。            
(4星)	 人的真心不易得            
(5星)	 看过这部电视剧才发现，原来赵显宰那么帅！不后悔看了它，故事新鲜，但同时发人深省。            
(5星)	 太好看了!!!!!!            
(5星)	 和一般的韩剧不同            
(3星)	 花痴赵显宰 除了娇滴滴女主角不喜欢不喜欢不喜欢 这个题材又很好 但是女主是被潜规则的吧……            
(NA)	 后知后觉的幸福也是幸福。            
(3星)	 受不了科幻的韩剧虽然出了名的感人            
(5星)	    三滴眼泪，真心的爱。            
(5星)	 不错的剧            
(3星)	 这不是20集的反转剧么....            
(5星)	 超感人!!比&lt;善德女王&gt;更好看!            
(3星)	 前10集很喜欢，特别想看申仁晶是怎么被拆穿的。但后来剧情就拖沓了，个人认为根本没必要拍到20集，最后的结局也不甚如意。但是主题还是很有深度，就是有些钻牛角尖了诶~.....            
(4星)	 我是来看郑日宇的。可惜还不是主角。            
(5星)	 哭的稀里哗啦，好吧。            
(5星)	 满溢的感动，把每一天当作生命的最后一天，珍惜的活着。            
(3星)	 冲着李瑶媛去的，但是我觉得我不太接受太假象的，应该是老了吧，没想象力了。            
(4星)	 女主认识到了世间险恶，再也无法做个纯真的公主了            
(4星)	 最后俩集真是让人猛飙泪啊~            
(3星)	 难得的科幻题材，虽然韩剧编剧们水平越来越次了，但偶尔的灵光一闪，还是能揪住观众的心            
(5星)	 我觉得唯一一部有意义的韩剧。。            
(5星)	 丁一宇太帅了。。。            
(4星)	 多久没遇到打动心弦的韩剧了。。。感谢韩江让我认识了赵显宰。。。ost非常动听~~大爱            
(3星)	 这个剧还行。但是女主角太丑了吧。叫什么李瑶媛的。影响观剧心情。            
(4星)	 还是喜欢叫他郑日宇！！ 这里面的他特别帅。最后的结局不免让人落泪。只是如果她是我们，我们也能找到那三滴泪么？            
(3星)	 剧情有点离谱，不过卖点在于够催泪            
(4星)	 近年来的韩剧确实开始了新的套路            
(3星)	 拖沓是韩剧的特点。。            
(NA)	 看过的最后一部韩剧~            
(4星)	 为了跟某人过年一起看的49天，我到现在才看完。看到一半知道结局的时候，差一点想弃了，以为又是那种赚人眼泪的杯具。还好，这样的结局挺好的~不知道，如果我遇到了这种49日，自己会怎么做。。            
(4星)	 坑爹的又是部毫无粉红的爱情片,这是在试图让我相信灵魂的同时让我学会积德的教育片....嗯一定是这样吧&gt; &lt;调度员果然是我全剧最爱的角色给姐姐亲一个么么~            
(5星)	 很奇特的剧情~            
(4星)	 有点不一样，还可以            
(5星)	 演员们演技都很不错，每个人都演绎得很好~~            
(4星)	 让我们知道，现实的人有多假，身边即使你认为关系很好的朋友，其实都不是真心的对你。            
(4星)	 其他劇情什麼都大概都能猜出,可這結局~~沒想到            
(NA)	 重影无日啊            
(5星)	 结局很给力！~不错哦            
(5星)	 好看 姐姐演技很好啊很好啊            
(NA)	 就是喜欢这类型的~编剧威武~            
(4星)	 不错，很有日剧的感觉。人生哲理，爱情，价值观一个都没落下。就是如果像日剧那样短小精悍就更好了！扣一颗星是因为女猪脚不美。。。（但是男猪脚很像阿信哦）            
(5星)	 难得好编剧！            
(5星)	 感人啊，关于人性引人深思，关于情感令人垂泪            
(5星)	 剧情和创意都不错，男主角很喜欢~            
(4星)	 5年，都挥之不去。。。。。。爱一个人有时候就是一种偏执。            
(5星)	 如果是我，会找到那三滴眼泪吗            
(4星)	 挺不错的…跟一般意义的韩剧有点区别。。就是主角不够美型。            
(5星)	 喜欢智贤！！！！！            
(5星)	 虽然悲剧结尾，但确实是部能令人思考的电视剧            
(2星)	 女主真的是毁了这剧 比大饼还大的脸 亏了那条美腿了 导致我老是快进 诶 结局更是             
(4星)	 这部电影不会看了一两集就知道结局，内涵还是比较可以，让我对身边的人都有了一个重新的审视，其实身边的人，只是众多中的极少极少，真心的能有几个，虽然不求朋友多但求朋友真，但是这种想法总是会被现实一拍即下            
(5星)	 拥有真正的朋友真的很重要  如果换做是我真的会有3个人为我真的流出真正无杂质的纯泪么     如果当今时代真的有这样的人  这样的朋友  我会发自内心的敬佩            
(3星)	 题材还是不错的，也超越了韩剧单纯的爱情这种套路，但是哪里觉得稍微单薄了些~总之我没有受到感动            
(4星)	 好感人~~            
(4星)	 韩江、。。。虽然最后两个人都死了。但是，智贤能在49天内重新活一次实在是太好了。找到了真正的爱情。一个人死掉的时候多少人是真心为他哭的呢？            
(5星)	 也很好看            
(4星)	 一点都不狗血啊！真心喜欢！            
(4星)	 《49日》依然延续了韩剧将悲伤进行到底的风格，却多了一些对于人性多面性的描述以及生命意义的思考。            
(3星)	 我记得当时是通宵看完这个电视剧的，因为喜欢李瑶媛才勉强看的            
(4星)	 情节不错，女主角真心有点肉松啊。。。            
(5星)	 真心真心真心好看啊~            
(NA)	 超级好看！            
(4星)	 丁一宇太帥了吧，每次都穿不一樣的衣胡。            
(4星)	 在韩剧中还算不错的一部， 至少不再是那些腻来腻去的你死我活，也不是喋喋不休的家长里短。看的过程中一直在问自己，如果是我，能收集到几滴眼泪？能有智贤那么幸运吗？通过这片子喜欢上了《愿熄灯的窗》，很好听的歌。            
(4星)	 蛮吊胃口的。。。比较悬疑。            
(4星)	 看完好长时间了，突然想写，感觉淡了很多，不过剧情还是值得表扬一下，同样的剧情，其实中国的小说也有很多，但是为什么就没有导演尝试一下，拍出如此的感受呢。49日，整体感觉行，但还是有些拖沓，节奏再快一点就好了。人这一生，除了父母，值得为自己真心流泪的人真的很少，无论怎样，珍惜身边人！            
(NA)	 大赚眼泪的电视，悲伤的是最后那样努力的回来了，仍然还是要死去，看过之后在想自己死了，谁会为我留下真心的泪水            
(NA)	 追剧49日的时候，狠狠地留了很多眼泪。            
(5星)	 从头看到尾.......心灵的一种成长,力荐!!!!!            
(5星)	 感人死了 哎呦喂             
(5星)	 很喜欢的韩剧，音乐和人物都很美，情节也比较让人喜欢，虽然有些许狗血的地方，但是总体上都不错，最喜欢李瑶媛的笑了~            
(4星)	 主题不错，但，韩剧实在……太拖沓了！            
(5星)	 我不敢肯定地说假若主角是我，我能够得到那三滴泪···            
(4星)	 死神很帅，女二号也长得不错~            
(NA)	 总能让人感悟到些什么。            
(4星)	None
(5星)	 The story of a think finding people feeling the ~ ~引人深思的故事，揪人心弦的剧情~~            
(5星)	 小宇转型的非常成功 以后多接这样的剧本  fighting~            
(4星)	 瞎掰地很感人            
(3星)	 被某人称为40n天            
(4星)	 三颗真心。残忍的游戏。            
(5星)	 李瑶媛演的高中生还真是嫩哎 人30高龄了哇 还真一点看不出啊 很感人的剧             
(4星)	 如果有一天你死了，给你49天以一个陌生人的身份回到自己的生活，必须收集到三个除亲属外真心爱你的人为你流的眼泪才能生还，你能收集到几颗？【另我真的觉得丁一宇这小子长的很帅！除了女主角是面瘫，两个男主角都长的好丑，故事还不错，不是那种看了第一集就知道结局那种韩剧。            
(5星)	 想打6星的其实！            
(3星)	 靈魂出竅好嘛。。結局太悲傷            
(NA)	 有点感人，还不错吧……好喜欢韩江和调度员啊，哇哈哈……            
(4星)	 就是男主角不够给力啊            
(4星)	 吸引我的就是光怪陆离的剧情和帅哥靓女            
(NA)	 寻找真心的三滴泪，很难.到了最后结局选择也难！            
(3星)	 就这部还不算烂尾 稍稍有点拖            
(5星)	 另类视角 看清人与人之间虚伪假象 现实有时是残酷的            
(3星)	 有点无聊其实，不过人长得还行~            
(NA)	 每一个人物都刻画的很好、每个人的感情都很细腻贴切，我还没想好怎么表达，很喜欢。            
(5星)	 唉            
(5星)	 特别喜欢最后仁晶回忆里三个人罚跪在走廊里，分吃一个巧克力派的那段。郑日宇全剧的表现都喜欢！            
(5星)	 最后哭死我了T-T 好好看的            
(5星)	 连一向不喜欢看韩剧的姐们儿看了后都着迷了。。很感人，女主不漂亮，但是演技扣人心弦。看完后，原来如此啊，哦！            
