http://movie.douban.com/subject/3330144/	巾帼枭雄 巾幗梟雄
(4星)	 看了n多推荐才决定看的，但好像不太是我的菜。情节非常紧张激烈，四奶奶过了一关又一关，确实好看。谢雪心演的大奶奶十分出彩，其他演员也很到位。            
(4星)	 谢雪心            
(4星)	 邓萃雯还是不错            
(4星)	 不错，霸气的女人~            
(4星)	 越往后越精彩            
(3星)	 赞一个奇艺,清楚,快速,就是不知为什么老是跳            
(5星)	 我大概以后每年都会重看一次！！！！！！！            
(4星)	 世间什么爱最纯洁，这句唱的真好听            
(4星)	 人生苦短            
(4星)	 精彩！            
(5星)	 你们两个四目相对的时刻。。。唉。。。没有在一起看得人心酸。。。            
(4星)	 除了铜钱头。这是部不错的港剧。            
(5星)	 柴九是个人物，四奶奶太有份儿了，视帝视后实至名归            
(5星)	 还是说人家写的劲道            
(4星)	 为什么三娘这个角色看起来都比四娘要出彩。。。            
(5星)	 牛b            
(4星)	 老戏骨            
(4星)	 这种内斗戏最给力了！！！            
(5星)	 黎耀祥演的很成功，到最后我哭了。。。吴卓羲还不错咯~总觉得柴九和四奶奶是真爱啊~            
(5星)	 女子的智慧与大气。            
(4星)	 邓萃雯一直有大女人的气度  而这个故事我最欣赏的是知心朋友的欣赏            
(3星)	 TVB 的老戏骨 演技真的没话说~但是剧情也很俗套=。=            
(3星)	 我是冲着邓萃雯去的。            
(4星)	 剧情这么紧凑的港剧 看的不让人停啊!!!!! 虽然有些地方很假还是很好看 !!!            
(4星)	 不管剧情如何狗血，TVB确然擅长催泪……            
(4星)	 四奶奶也太神了，魄力远胜大宅门的二奶奶啊！            
(3星)	 黎耀祥的演技真的好! 虽然配合tvb狗血的剧情做作了一些...21之后的剧情太看不起观众的智商了 之前聪明的是四奶奶 之后聪明的是柴九 其他都是蒋必蠢! 看了这个剧 学会了一句鼓吹人心的话 那就是&#34;人生有几多个十年...&#34;            
(5星)	 久违的好戏！TVB的这两部《巾帼枭雄》绝对是我近两年看过最好的电视剧！            
(4星)	 看到一半的时候才发现原来主角是柴九。            
(4星)	 柴九 四奶奶            
(4星)	 1,居然这是第一部            
(4星)	 还好            
(4星)	 明明是只圣母怎么就枭雄了呢            
(3星)	 吴卓羲不够萌呀~            
(5星)	 太好看了             
(4星)	 传统TVB，难得看一次也很过瘾，爱四奶奶！            
(NA)	 全家人（除了我）都坐在电视机前看这部片子我连新闻联播都看不了TOT……            
(5星)	 TVB难得的好剧呀！            
(4星)	 长假需要TVB  ╮(╯▽╰)╭            
(5星)	 “我不想再也见不到你！”“你知道得而复失的滋味吗？”            
(4星)	 虽然邓萃雯和黎耀祥很明显用力过猛，让人觉得不至于吧。不过，如今的TVB拍出这样一部剧集，也实在很难得。            
(4星)	 奇女子。人生能有多少个十年。            
(4星)	 后面实在感动，可惜大奶奶的结局落入俗套。话说我是不是看得太晚了~            
(4星)	 不看港剧的我也觉得不错。            
(4星)	 作为无锡人，我挺啦            
(4星)	 2011-01-01 20110717            
(4星)	 乱            
(NA)	 强者身边一定弱            
(4星)	 娘亲最近很喜欢看啊。。。但是我觉得这类港剧还是太复杂了   - - 总是斗争来都争取的~~~~            
(5星)	 大爱。TVB经典。            
(4星)	 配曲配的很好听。。原来第一部跟第二部有很多异曲同工之处。。感动            
(3星)	 其实以电视剧的制作水准，已属上佳……不过我很不喜欢四奶奶的性格和这种型的女人，所以看到第五集实在继续不下去……叫嚣着，外刚内柔，爱逞强，见识方面也就只是比那时候的家庭妇女好一点……额，我还是喜欢外柔内刚的= =            
(5星)	 1 人生有几个十年，不如活得痛痛快快！！2 同意相信存在着红蓝颜知己。3 相逢一笑泯恩仇。            
(5星)	 邓萃雯演的太好了.这部剧算TVB最近出的不错的了,            
(NA)	 冲无锡也得看看啊            
(4星)	 比起狗尾续貂的【义海豪情】，这部一个通宵全看完真是给力多了。黎耀祥演了柴九演刘醒，真是减肥减了好多啊，哈哈哈。            
(4星)	 不错呢 嘻嘻            
(NA)	 原来,这种后宫争宠美人心计之类的戏码还在演哦..只是这回小姑娘换成了大妈...            
(NA)	 雯女很厉害            
(3星)	 电视台是不是疯了，各大卫视抢着播，害我一下子全看完了~真没劲~奔义海豪情去吧！            
(5星)	 黎耀祥真不错！！！            
(4星)	 好看            
(5星)	 人生有多少个十年            
(5星)	 1.tvb的剧总让我有一口气看完的冲动 2.邓萃雯气场太强大 3.是你的就是你的,不是你的怎么抢也抢不来,只会搞到自己狼狈难堪 4. 海棠是个太好的女人才能容忍自己男人心里永远有一个最重要的人 5.所谓知己也就是互相欣赏仅限于like但绝没法在一起 6.这个剧真不错            
(4星)	 TVB江河日下 剧情3星 1星给老戏骨们            
(5星)	 我靠总算看完了- -陪我度过一个期末考试的电视剧            
(4星)	 邓萃雯是真的老了...            
(4星)	 穷困潦倒之时不被人欺，飞黄腾达之时不被人妒。            
(5星)	 人生有几次机会人生有几个十年            
(5星)	 黎耀祥终于熬出头，霸气外露女主角            
(NA)	 为毛评价这么高啊？            
(4星)	 人生能有多少个十年。白朗大夫很忙，海棠是highlight            
(NA)	 柴九和四奶奶！            
(5星)	 人生有多少个十年，最重要的是活得痛快。            
(5星)	 真的很好看!!!我最可惜的是详发叔!!!!我一直觉得他不是坏人啊!四奶奶最后的发型比铜钱头好看，可是蝴蝶结太多了!!            
(4星)	 四奶奶和柴九的知己之情在任何一个朝代都是难得的;岳华演的蒋乔我是越看越喜欢,这样重情重义明察秋毫的男人亦是难得.            
(4星)	 没第二部好看            
(3星)	 没有 义海豪情 节奏紧凑情节跌宕            
(4星)	 雯女祥仔点解如此中意精神恋爱~            
(5星)	 庆黎耀祥终获视帝 实至名归！人生有几多个十年            
(5星)	 好看啊            
(4星)	 雯女演技赞~            
(4星)	 四奶奶不够九姑娘有看头啊            
(4星)	 视帝视后的精彩演绎，值得看，吼吼            
(5星)	 多少年，TVB都没有这么好看的港剧了。。。            
(4星)	 义海豪情更精彩啊~            
(5星)	 人生有几个十年？！！！            
(NA)	 虽然中意黎生，但有一句说一句，柴九明明演得很浮啊            
(4星)	 黎耀祥在这部里很赞。            
(4星)	 没想到胡定欣也挺会演的，比起柴九我还是觉得醒哥好啊            
(5星)	 黎耀祥，我宣布，爱你一辈子            
(5星)	 很久没有看TVB的电视剧了，其实在这点上挺佩服港人的。他们煽动观众感情的手法老套但屡试不爽，让你明知自己看的是师奶剧，仍然为之牵肠挂肚，也总有那么几句顺口的至理金言可以让观众作为口号呐喊着。人生能有几多个十年，不是么？            
(2星)	 好sb            
(4星)	 人生有几多个十年？最紧要就是活得痛快！            
(NA)	 那几句台词出现的太多了就嫌烦了- -            
(5星)	 但我还是更喜欢第二本            
(3星)	 没第二部好看！后面的故事发展……orz            
(4星)	 有名:妻妾成群.....囧....最后一集柴九好聪明啊,哈哈哈哈!            
(5星)	 邓萃雯大气到能撑起整场戏了，至情至性也就这样了，不过我觉得四奶奶更自私一点会更加丰满，简直是再版三圣母 ╮(╯▽╰)╭            
(4星)	 邓的演技真是没得说。            
(5星)	 真的很好看            
(4星)	 喜欢邓萃雯的表演            
(4星)	 演技不错 。。            
(3星)	 第二部还是更好看 ，认识了吴卓羲……呵呵            
(5星)	 怎么回事?!真tm好看!!!            
(5星)	 好久没看过这么好看的tvb剧了！            
(3星)	 柴九哥的轉變是亮點。。黎耀祥太棒了~結尾就。。太套路了。。壞人死的死。。癲的癲接著去掃地。。            
(3星)	 三星半。在TVB越来越烂的情况下这部剧是救命的啊……            
(4星)	 影帝 影后！            
(5星)	 在编剧一度落寞无措的时候，这一剂强心针挽救了TVB的颓势，也终于让俺的周博通黎耀祥咸鱼翻身！            
(4星)	 邓萃雯            
(5星)	 演技派。                第一次看吴卓羲如此顺眼，果然是角色赋予演员魅力！            
(4星)	 其实我还是没明白四奶奶和柴九的感情到底是什么。            
(4星)	 人生有几个十年。要痛快的活。黎耀祥爆发了。            
(5星)	 除了完美，除了好看，还有神马可说的？只是柴九的结局为什么非得内样？为什么好人终了没得善终？心痛。。不过第二部义海豪情更虐人。。好难过。。。。。            
(5星)	 不中意港剧，你敢说你中意香港？            
(4星)	 四奶奶……四奶奶……四奶奶……            
(5星)	 TVB最成功的电视剧。故事异常紧凑，情节煽情感人，演员表现到位，人物心理刻画深刻。一气呵成，赞~\(≧▽≦)/~！！虽然部分快进看的，还是有些地方哭得稀里哗啦的，笑的地方还是很好笑的。            
