http://movie.douban.com/subject/1863923/	鹿鼎记
(5星)	 TVB经典剧            
(4星)	 鹿鼎记比较好看的一版            
(5星)	 原著的结尾又起幺蛾子了，关于韦小宝身世            
(NA)	 唯一一部大爱的TVB，虽然陈小春不够正太，但是好帅啊            
(5星)	 哎……居然还看过这个的片段……            
(5星)	 最好看的鹿鼎记~            
(4星)	 忘记哪个暑假，十几个台播这一个片子            
(5星)	 最爱这版了。。曾经普通话版粤语版都看了好几遍-。-            
(NA)	 陈小春！            
(4星)	 陈小春年纪偏大却演出了我心目中的韦小宝，马浚伟的康熙也可圈可点，另设场景专用于描述心里活动的设计不错。其他一般般。            
(4星)	 双儿真好            
(4星)	 这版最好看了 在家爸爸总拉着我看一遍又一遍的七个老婆的姿色我是欣赏不了 有数量没质量            
(5星)	 陈小春是天生的            
(4星)	 我最喜歡這個版本。            
(5星)	 囍乐融融            
(4星)	 武侠的确是好看！            
(3星)	 小时候只看了一点觉得阿珂漂亮于是喜欢阿珂，现在整篇看下来觉得阿珂还不如建宁，七个老婆里没脑子的除了她就是方怡，看她扯着一张苦逼脸哭就受不了            
(5星)	 觉得是最好看的一版了，陈小春演的真是绝了            
(5星)	 鹿鼎记多个版本里最经典的一版 陈小春真是太适合这个角色了 仿佛就是为他量身定做            
(5星)	 没有YY的恶感            
(5星)	 太欢乐了……晚上躺床上看            
(4星)	 最喜欢陈小春的韦小宝了，把那种小痞子演得淋漓尽致，刘玉翠的建宁公主也最可爱！演阿珂的梁小冰太美了！            
(5星)	 所有鹿鼎记中最经典的。。。            
(5星)	 陈小春的版本果然无人能超越。HIA.            
(5星)	 梦，爬来记录。            
(4星)	 黄教主怎么和小春比啊！！！            
(5星)	 君子一言，什么马也难追了            
(5星)	 我心中最经典的鹿鼎记            
(4星)	 主要是女生不好看。。。            
(4星)	 又看过的嗷？春哥真难看            
(NA)	 我是这样认识你。            
(4星)	 陈小春很适合韦小宝这一角色！痞得赞            
(5星)	 第6遍了……还是忍不住看，一看就忍不住看完。人生的大智慧尽在其中            
(5星)	 我最喜欢建宁哈哈            
(4星)	 陈小春版~最爱~            
(5星)	 这版没办法超越            
(5星)	 小春最适合            
(5星)	 小春就是韦小宝啊~~            
(4星)	 众多版本的鹿鼎记中，只有陈小春的这个版本我最喜欢            
(4星)	 讨厌死黄晓明版的了……            
(4星)	 最好版本的《鹿鼎记》电视剧，陈晓春较完美地演绎出韦小宝，而梁朝伟、黄晓明都不得其神。            
(4星)	 偶的视力就是这样变坏的            
(4星)	 很多美女            
(5星)	 啧啧，在这之后陈小春你给我的印象都是里面的韦小宝那个样子，完全想不出来唱《独家记忆》的也是你。            
(5星)	 百看不腻。。。            
(5星)	 超级经典            
(4星)	 较为传神之作            
(4星)	 还成- -~            
(5星)	 小玄子要哭起来的样子好可爱，每当此时就想给他一根棒棒糖.......= =            
(NA)	 我还记得阿珂特美 也不知道现在看什么样子             
(5星)	 真是太好看了~第一看得多的是天龙八部，第二就是鹿鼎记了，小桂子和小玄子。哈哈哈            
(5星)	 前无古人，后无来者。小春版的韦小宝。            
(5星)	 觉得陈小春演的最经典……            
(4星)	 只爱小春这一版。            
(5星)	 经典            
(5星)	 我心中永远无法超越的经典 才知道是添哥导的            
(5星)	 经典！！但是从来没有看完过555！            
(4星)	 我就小学时看过这一部 鹿鼎记            
(5星)	 这个版本最好了啊。            
(5星)	 潇洒人生            
(5星)	 第一次对金庸有明确概念！            
(5星)	 个人韦小宝的饰演就陈小春配得上，其它都没看的欲望了            
(4星)	 还是这一版好看~~            
(3星)	 当时只觉得方怡很经典~            
(4星)	 要和小宝学学            
(5星)	 这是我心中 最经典的版本~            
(4星)	 小时候爱看 好喜欢马浚伟呐            
(5星)	 陈小春太韦小宝了！演活了演活了。导演的处理手法也好贱格，比如剧中人物做思想斗争的时候弹出来的臆想画面。太欢乐啦~~~            
(4星)	 就是老婆没有张卫健的美呀            
(4星)	 我到现在还有印象的就是建宁逼人家吃虫子的片段，还有直至今日再看到还是害怕的海公公            
(4星)	 喜欢这版            
(5星)	   经典啊~            
(5星)	 陈小春从这部剧里走红，我却被马浚伟吸引。            
(4星)	 谁能想到十几年前，马浚伟会是我fancy很久的对象。            
(3星)	 3次。            
(5星)	 韦小宝就是陈小春，陈小春就是韦小宝            
(4星)	 。            
(4星)	 还满喜欢韦小宝的            
(NA)	 其实我印象最深的还是这一版            
(5星)	 很晚的时间段放的，有次为了看鹿顶记不去洗澡，被爸爸抱起来直接扔浴缸里。。。呵呵，打电话给外公，问外公我可不可以报警。哈哈，真不知道该笑还是该哭。想起外公了，如果外公一直都在该有多好。            
(5星)	 最爱小春版的小宝。            
(4星)	 补录            
(4星)	 最好的韦小宝！            
(4星)	 阿徐啊阿徐            
(NA)	 喜欢陈小春            
(5星)	 爱的            
(NA)	 小时候就觉得陈小春就是韦小宝。。            
(5星)	 看多少遍我都愿意！            
(3星)	 哈哈哈哈哈哈            
(5星)	 康熙和小宝 最好的版本             
(NA)	 好看,金先生作品改编的电视剧中是最好看的就是这部,啥时候都能看两集还不招人讨厌            
(NA)	 陈小春演的很好笑            
(5星)	 唯一一部百看不厌的            
(5星)	 经典版本 很搞笑            
(4星)	 陈小春的贱气和痞气演韦小宝再适合不过了            
(4星)	 为人处事之哲学～            
(NA)	 成熟版韦小宝            
(4星)	 小时候的记忆呀            
(5星)	 这是我最爱的版本呢。            
(4星)	 地振高岡一派西山千古秀門朝大海三河河水萬年流            
(4星)	     觉得女人都不漂亮... 还是喜欢小宝，特别是他幻想的时候，哈哈哈~            
(5星)	 超喜欢！            
(5星)	 山鸡哥哦罩我            
(4星)	 7/10            
(5星)	 阿珂            
(4星)	 这个电视剧里的组合非常好......当初播第一遍的时候很红啊~可惜我没看.....            
(5星)	 那个时候的恶趣味            
(4星)	 很怀念啊~~            
(5星)	 我超级的大爱！            
(NA)	 经典啊...陈小春实在就是韦小宝            
(4星)	 其实我看得挺开心的            
(5星)	 最好看的版本啦。你爷爷的。哈哈。            
(5星)	 这个版本已经不能超越了。。            
(5星)	 最爱陈小春            
(5星)	 喜欢陈小春            
(1星)	 我真的一直很不喜欢...            
(5星)	 百看不厌            
(5星)	 最喜欢看的鹿鼎记..            
(5星)	 我的最爱吼吼~            
(NA)	 最喜欢的TVB的戏之一。            
(5星)	 最喜欢的一版            
(4星)	 看了这个 我就看不惯别人的韦小宝了            
(4星)	 固化了我对韦小宝的印象            
(5星)	 我觉得陈小春演的太好了             
(5星)	 这个版本我觉得最好            
(5星)	 这版真的很经典~            
(4星)	 比较喜欢陈小春的版本            
(4星)	 港剧            
(5星)	 看了十七八遍了            
(NA)	 觉得这部的韦小宝最经典...            
(3星)	 这个版本的最经典！~            
(4星)	 ~~~            
(4星)	 在我心里 陈小春就是韦小宝            
(5星)	 可能没看全 小春 经典啊            
(4星)	 小时候很爱看            
(5星)	 比张卫健那个好多了            
(5星)	 个人觉得陈小春版很无敌~            
(2星)	 那些老婆就阿珂正一点..小宝被演得相当猥琐好色...            
(4星)	 暑假必放剧目。。。            
(5星)	 啊哈哈哈~我最爱的小春春·            
(NA)	 看来看去还是陈小春版的最得我心            
(5星)	 你是我心中永远的韦小宝。            
(5星)	 最好的一版韦小宝。            
(5星)	 经典            
(5星)	 我最爱的一部鹿鼎记，个人认为这个版本比较适合我看            
(4星)	 不看原著的话其实挺好的，很搞笑            
(5星)	 瞧不起鹿鼎记的人总有一天会为鹿鼎记哭泣的            
(5星)	 最喜欢的版本            
(5星)	 内地版的好像把小宝开立夏立秋立冬院的戏删了呢……            
(4星)	 看过的第一个版。            
(NA)	 这个版本最好看             
(5星)	 百看不厌！            
(5星)	 比较喜欢的版本！            
(5星)	 当年几喜欢！            
(5星)	 很赞很赞  也是 童年回忆            
(5星)	 化Phil语：小桂子只此一家，别无分店。            
(4星)	 这剧在古装港剧里够精致叻。            
(5星)	 属于童年的记忆。            
(5星)	 个人觉得这部是连续剧里最传神的小宝。            
(4星)	 还是蛮喜欢小春的            
(5星)	 很喜欢韦爵爷            
(NA)	 永远经典的            
(4星)	 这版最最好看了~~~            
(4星)	 我心中最好的一版            
