http://movie.douban.com/subject/4300597/	月之恋人 月の恋人～Moon Lovers～
(3星)	 结尾好烂。。            
(1星)	 nan da ko re            
(4星)	 月宫萌！最终章            
(1星)	 弃            
(2星)	 其实我很想吐槽 但是吐不出            
(NA)	 下了2集。看了一集。无爱。弃之。            
(NA)	 神马意思。。。/ _\一切都不对劲。。。。幻灭啊。。。            
(2星)	 就这样被你坑爹            
(2星)	 这结局 简直了。。。            
(2星)	 主题曲还不错~ 从此对志玲婶婶的声音无爱            
(NA)	 040千万不要是女一呀。。爱SHOTA            
(3星)	 忍到最后一集的大家都不容易啊……为了结局给个3颗星……            
(NA)	 庆幸我猜错结局了，因为这样的结局才是我想看的啊啊啊。            
(3星)	 一直不习惯志玲姐姐的日语 还有松田翔太的烂中文··· 我还在纠结筱原凉子的隐忍的时候 居然最后又变成木村和筱原凉子在一起了···啧啧···真是···            
(2星)	 實在看不下去了 SHOTA我對不起你 TAT            
(3星)	 大神在里面真的很萌.040真的很傻B.            
(2星)	 见鬼了            
(3星)	 好吧。。最后一集加颗星= =            
(NA)	 什么嘛 烂尾烂尾烂尾            
(3星)	 劇裡面最愛的女還是筱原涼子 志玲姐姐跟日劇好不搭 然後我超級不理解導演爲什麽要讓那些民工敬禮之類 做那么傻的行為 拜托 什麽時代了 奇奇怪怪 老覺得導演是個食古不化的老頭            
(3星)	 要不是这么强大的阵容 ~~~            
(3星)	 这是水黾啊傻叉！！！我看不下去了爱谁跟谁吧            
(2星)	 分数不代表Kimura Takuya不可撼动的地位。只证明一个演技烂的花瓶绝可以毁掉整个世界。            
(2星)	 我看的鸡皮疙瘩都起来了。。。。。。。            
(4星)	 竟然把这个翻出来给看完了！不过结局是我喜欢的还算是凑合了！果然后面林志玲出场少了这剧才能看下去！            
(3星)	 筱原好帅哦哦哦哦哦哦哦哦哦~~~为最终话加一星。            
(3星)	 越来越多的剧看着乏力，鸡肋啊            
(1星)	 弃            
(2星)	 。。。。。。你为什么不选囧子            
(2星)	 庸俗的情节，林志玲假惺惺的演技，弃之.....            
(3星)	 筱原涼子姐姐儂害羞了!!=w=            
(2星)	 每集片尾都有亮点哦            
(3星)	 EP6时1星，EP8后加2星。            
(2星)	 终于忍耐看完了~~~还是对志玲姐姐不感冒            
(3星)	 木村老得和菜皮一样 林志玲头哈小 不过气质不错 除去丑陋的衣服外 好奸诈的故事             
(3星)	 志玲姐姐的捶胸好用劲。。大神应该会很疼吧。。。囧子好萌呀~~~            
(3星)	 只是最后一集让我舒心。            
(NA)	 中途换CP神马的是不可饶恕的！三个女主简直就是三个圣母~你好三圣母再见三圣母！为了木村的颜我不打分了不打了！            
(3星)	 哟西，果然还是我喜欢的两人在一起啦~志玲姐姐一边去吧~            
(4星)	 为了木村拓哉，我给四星，哈哈哈，            
(3星)	 这是什么年代的事情啊，这是2010年的场景啊，可那是什么穿着什么电话什么样的上海了，可恶的小日本            
(3星)	 志玲婶，你雷死普天下的汉民了。            
(1星)	 苍天啊，大地啊，志玲姐姐你到底在做什么？            
(3星)	 最后一个场景很日剧            
(NA)	 沒有看笑話的心情了. EP3. 棄.            
(5星)	 1   别pia我，我欢志玲姐姐诶= =+  后来… 噶韩剧的。。弃。。。            
(2星)	 木村好可怜！！！            
(3星)	 我只是来求娱乐的。。。。            
(NA)	 还是挺喜欢志林姐姐的XD            
(3星)	 大神演完这部戏不容易 我看完这部戏也挺不容易的            
(2星)	 两星给大神。            
(3星)	 看過，實在看不下去了！            
(2星)	 优酷评论：什么剧本啊，看了人会傻。——我简直被雷死了。不过翔太弟弟真有型！            
(3星)	 让人有些摸不着头脑，但也有些感动。有弯弯月亮型的简单的椅子非常合心意，木匠工作的时候真是好灵。大神依旧这么完美！            
(2星)	 演员很强大 凉子大姐真不错 不过大家演的太搞笑 太搞笑了             
(1星)	 感谢编剧，排出雷人剧，让我精神重新振奋~~~            
(NA)	 卡司比较强大，不过……好雷，笑死我了            
(3星)	 竟然这样就结束了！严重怀疑这是专为林志玲拍的大型宣传片！            
(2星)	 如果你不是其中任何一个演员的饭，那你就甭看了！            
(2星)	 妈的锉死了啊啊啊啊，即使有大神你依旧烂到轰渣啊啊啊啊！！！            
(NA)	 6集实在看不下去了            
(3星)	 这分纯粹是打的人情分啊，木村+松田+凉子。好歹追完了，对结局设定表示满意，嗯。            
(2星)	 卡司好耀眼，却有一颗老鼠屎。某大妈浮夸的演技= =            
(3星)	 最大的亮点是小熊猫啊 木村必然和凉子修成正果 但不如和小熊猫那个熊抱让人欣慰            
(2星)	 原来不是水黾，是爱心...真是离谱...幸好最后凉子和大神在一起了            
(2星)	 这么外焦里嫩的剧集啊....            
(3星)	 不管是织毛衣还是做板凳，木村还是有那个范儿的呀，虽然确实有些像欧弟一__________一            
(3星)	 040 你妈妈喊你回台湾骑脚踏车！            
(2星)	 看了一集，不准备看了。。。            
(4星)	 迷上凉子姐姐了。。越看越有味的女人。。就说她才是最适合月的嘛            
(4星)	 那些抗議的工人，好有喜感。。。從外國人的想像所看到的中國是讓人覺得如此地陌生和有趣。            
(4星)	 大神终于和凉子姐姐在一起了~~尽管囧子真是越看越讨喜啊~            
(NA)	 这不是日剧。。。。。。。。。。            
(2星)	 看到第3集，就心生厌烦了。没有能继续看下去。不明白到底想拍什么？几个演员倒是都喜欢的。可惜！            
(2星)	 说实话  到5我已经没耐心看了。 片子实在不怎么样  都无法吸引我            
(3星)	 如果不是040我不会被雷了一次又一次            
(3星)	 040 额.....            
(2星)	 没看完。。。实在追不下去了            
(4星)	 040丑死了            
(2星)	 6话弃，等有勇气了再看Ending            
(1星)	  日本 你妈请你回家拍爱情动作片            
(1星)	 完全冲着木村拓哉去的，他在里面太帅了，没的说。但第一集的编剧太扯了，上海工人罢工那段简直就是日本人才能干出的事儿，强加在中国人身上。开始挺排斥林志玲的，不过看了一集，觉得她的演技有明显进步，看来她比较适合演灰姑娘型的人物。            
(2星)	 终于把这剧给看完了。。。不容易啊！            
(1星)	 弃            
(3星)	 第一集的亮点出现在结尾，志玲姐姐的那段钢管秀，和34C三星是给北川景子的            
(3星)	 放弃            
(2星)	 没有追完。。。            
(2星)	 弃            
(2星)	 恶心死我滴妈类。            
(2星)	 我擦我才不要这样的结局呢！~掀桌！~一颗星星给凉子姐。一颗星星给翔太。【爱才是真相吧！！！水黾什么的根本就是扯淡吧混蛋！！！            
(3星)	 对结局很满意~凉子JJ终于和大神在一起了，真是和谐啊~            
(3星)	 作为一个SMAP饭，兼有少量乱愤青情绪的女青年，看这个剧的心情很微妙……            
(2星)	 我竟然看完了- -            
(2星)	 我竟然期待过这部剧，我竟然观望过这部剧，啊，瞎了我的眼吧。两集半弃。            
(4星)	 神马都不能阻止我黑志玲解结            
(2星)	 040你活该就一打酱油滴。。。。。。还有，这编剧可以处屎啦！！            
(2星)	 分了四天 把最后一集看完             
(4星)	 在我心目中筱原凉子的角色应该是有北川景子角色的性格的。。。虽然就这样也很可爱。我看这部剧是很开心的，我对浅野小姐没有抱怨。虽然，还是要说一句，林志玲，额的神啊。。。            
(3星)	 我只喜欢我的大神 我的木村拓哉啊            
(3星)	 为了最后一集加一颗星。。早说嘛! 我就不会拖到现在才收尾了            
(2星)	 果断弃剧            
(NA)	 柚月我们一起穿好熊猫装去动物园吧！            
(NA)	 浅野大妈 你成功的比北川大妈BH了。虽然你没那么狗血。这剧不是大神我早弃了            
(3星)	 前部分在越来越失望中度过…最后两集完全可以独立成章嘛～还不至于被说成烂片            
(4星)	 同樣狗血劇情。可是大神就是大神，涼子姐姐的自然不造作最無敵!!!!最後的結局有驚喜到。景子竟也成了為愛奮戰的小女生，加分。志林姐姐除了有點囧之外，也不讓人討厭。            
(NA)	 特么的终于熬完了。绵羊跟我回家吧。            
(3星)	 纯爱什么的就算了吧            
(2星)	 其實只看了２話就棄了            
(2星)	 大神最难看的片子            
(3星)	 筱原凉子太御姐了！            
(3星)	 棄            
(2星)	 又是一部不知为何非得坚持到最后的片子。。杀了所有里面不好好说话的中国人日本人。。            
(2星)	 弃之            
(2星)	 整个最后一句にく。你哭？            
(NA)	 弃            
(NA)	 筱原凉子哈嗲~！林姐姐也算为国争光。这是一个再版流星花园的故事，上海在戏里的感觉就像全城热恋里angela baby那段。筱原就在我公司楼下的天桥拍过一段，我怎么没发现……            
(2星)	 标记为“看过”是因为我实在忍无可忍地弃了此剧，浅野大妈你这几年实在是太让人失望了！比北川大妈还让人失望！你怎么了？！            
