http://movie.douban.com/subject/2147129/	萤之光 ホタルノヒカリ
(5星)	 《萤之光》和《anego》都是必看的吧，宅女和剩女。只不过之前不喜欢藤木直人，一直拖着。其实他还不错。            
(4星)	 小莹我喜欢你哟            
(4星)	 部长。。。。            
(3星)	 大叔很有爱，女的实在太傻了            
(NA)	 干物女- -。            
(4星)	 藤木直人让はるか还2万4的时候..太让人心疼了那表情...果然找男人还是要找部长这样成熟又可爱的啊...            
(5星)	 部长x干物女最高            
(4星)	 世界上的另外一个我……囧            
(4星)	 想象着自己走出校园做个OL的样子，祈祷这样子的我也可以被这个世界温柔对待。            
(5星)	 ！！！！！！！！！！！！！！！！！！！！！！！！            
(3星)	 藤木大叔啊 漫畫的結局總是特別囧            
(5星)	 加藤和樹的確不怎么地            
(4星)	 神啊，请将部长赐给我吧            
(NA)	 据说我也可以算干物中的JP了...            
(4星)	 大萌不囧。。。            
(5星)	 部长你怎么可以这么温暖啊。            
(3星)	 没看完，不太喜欢女主角            
(4星)	 预料之中的剧情，但却看得我很乐。            
(3星)	 藤木直人……………………            
(4星)	 藤木直人！藤木直人！藤木直人！藤木直人！藤木直人！藤木直人！            
(4星)	 20100107 - 0117 很溫暖又讓人微笑的日劇。綾瀨遙好cute識演戲，難怪咁多男仔鍾意佢。近期的日劇算是不錯，不過最後一集佢同部長的感情應該講多d。唔怪得d 日本人精神壓力咁大，著運動裝出街都好似要死咁，駛唔駛呀…仲有個手嵨，同佢拍拖成個木頭人咁，悶都悶死啦            
(NA)	 要修几辈子的福才能换来一个部长啊~            
(4星)	 看到最后一集还是很纠结 不明的3or4or5角恋?XDDD            
(5星)	 怎么就爱死这样的不囧了呢。            
(4星)	 根本就是来看藤木直人的。。            
(5星)	 好不舍得看完它。。好想念部长和手岛！            
(4星)	 果然是部長最好了！哈哈！大家基本都好可愛！那樣的小庭院、檐廊，還有每晚出現的螢火蟲，真讓人羡慕啊。            
(5星)	 请赐给我一个部长吧            
(5星)	 不囧            
(3星)	 打5星的肯定都是干物女！            
(4星)	 终于觉得藤木大叔有点演技了。。。。。不再那么呆了            
(3星)	 “我”的生活写照...神的是我看它的时候也在喝啤酒- -            
(5星)	 在我身旁就是你的归宿            
(NA)	 不囧～～～～～～～～～～～～～～～～～～～～～～～            
(4星)	 ぶちょう、頂戴～            
(4星)	 哈哈 好搞 看完高校看这个...简直就是大悲大喜             
(5星)	 不囧~~~~~~~~打滚            
(4星)	 干物女飘过，对女猪的遭遇表示理解，并且对自己同为干物女默哀。。。            
(NA)	 部长！！！！！！！！！！！！！！！！！！！            
(5星)	 我也想要一个不囧            
(4星)	 哈，哈？哈？！我也没有央求神赐我一个部长其实我忘了我想说的是什么了但是总体来讲看日剧还是很让人快乐的事情。            
(NA)	 真讨厌女主夸张的举止和装可爱            
(5星)	 请赐我一个部长。            
(3星)	 可能只是不适合现在的我吧            
(5星)	 很有夏天的气息啊。            
(5星)	 夏天的味道~~~            
(4星)	 部长~            
(3星)	 在很期待的情况下看 所以没想象中那般好            
(5星)	 觉得整个夏天都圆满了            
(4星)	 于是大家又需要不囧了。。。            
(4星)	 夏天果然是适合恋爱的季节啊，连干物女都HC了。搞笑的部分很有爱；部长大好！！！藤木的小腿＋浴衣秒杀我千回！            
(5星)	 很夏天。            
(3星)	 部长完全可以五星……但是我对遥妹可能有点不愉快于是三星半，二季出来的话我继续随便看看吧←有部长就够了！            
(4星)	 不囧滴出处~~            
(4星)	 赐我个部长吧~            
(3星)	 干物女。。。好亲切❤            
(4星)	 鱼干女=我            
(3星)	 绫濑MM很可爱，有点のだめ的感觉，冒失不拘小节；藤木桑虽保持着气质型男样却差点被发好人卡。片子看到一半多时险些看不下去，因为之后的情节完全被猜到分毫不差……剧情还是有些弱啊……有点侮辱智商……            
(5星)	 笑死我了 当时每周追着看 我跟LG都喜欢 后来干物女这个词 狠狠地流行了一阵            
(4星)	 上天也赐我一个部长吧！！！心            
(NA)	 太像了！            
(5星)	 部囧~~~木头扮演的角色中我最喜欢的一部！！            
(5星)	 太好看了！啊！部长！你太好了！！！上天啊！降下一个部长那样的男人给我吧！！！            
(5星)	 部长~~~~为了部长就打5※吧夏天就该看这个~❤            
(4星)	 又是一个灰姑娘的故事，符合日本漫画一贯的风格。            
(NA)	 不知道该给这部剧打多少分。五颗星还是四颗星？看完已经有那么两三个礼拜了，终于还是来评了。喜欢是喜欢，但总觉得少了点什么有些遗憾来着。是部长从头到尾都没有表现出热烈的情感？还是他们虽然在一起却没有直观地演绎出来？我说我要去写个影评吧，却一直拖着，拖到现在，已经完全不想写了。人总是有惰性。要克服。现在看偶像已经不会那么迷恋了，心老了。藤木直人也没什么感觉，还不就那样。唉。            
(5星)	 不囧不囧~~~~~傻宫傻宫~~~~            
(5星)	 輕鬆溫暖的電視劇。大家都希望可以找到一個理解且接受原本的自己的伴侶。            
(5星)	 很好看，也很像我，唉为什么看的时候一直在流泪            
(5星)	 请赐我一个(不囧)吧&#34;            
(5星)	 部囧~~~            
(5星)	 不囧不囧~好爱藤木直人啊！！            
(5星)	 小莹和我一样是个典型的宅女            
(5星)	 小遥你怎么可以这么水灵呢·~~送你一打部长哈            
(5星)	 赐我一个补囧吧 T _____ T            
(4星)	 还是喜欢部长啊~            
(5星)	 美好的夏天啊~赐我一个不囧吧~~~            
(5星)	 请赐给我一个大叔。            
(5星)	 大爱～            
(NA)	 还不错的。很欢乐的OL。            
(4星)	 这么闪闪发光的干物女，别说老帅哥部长了，就是偶也心动啊～不带这样忽悠人的～我不需要这样不真实的飘渺希望。            
(5星)	 观看此剧时，我刚好是同样的穿着与动作。            
(2星)	 我居然看了这么无聊的东西            
(5星)	 好喜欢小萤！！善良又搞笑！            
(5星)	 她不认识我 怎么能够把4年后的我的生活描写的如此确切...            
(3星)	 为了部长坚持了几集.女主角很装,女二号更装,男二简直应该去当受,跑来装什么直啊..            
(4星)	 看了一、两年，终于看完。部长就是瘦弱了点啊。            
(5星)	 正如所說,給我一個部長吧.            
(5星)	 神啊，请赐给我一个部长吧~            
(3星)	 最后还是跟部长了            
(4星)	 部长~~~~~            
(4星)	 淡淡的夏日氣息            
(4星)	 含蓄。。。真含蓄            
(5星)	 看了1-7集和最后一集，最后一集后半段还因为躺在沙发上太舒服睡着了~前面挺有意思的，后面有点拖~~但是我也是干物女啊！所以一定要给5星            
(4星)	 还是大叔比较靠得住！部长~部长~部长！            
(4星)	 一天看完了!!我好强!!!            
(5星)	 很稀饭藤木直人大叔=_=            
(4星)	 争做鱼干女哇！继求婚大作战后再顶一次藤木直人！！傻宫和部长都萌翻了~其实最想成为优华那样的女生呢            
(5星)	 结局让我很满足~~            
(4星)	 凌赖遥很美  也让我了解了干物女是什么            
(5星)	 更加喜欢藤木直人……            
(5星)	 部长说：感情只能靠言语来表达．人要是有必死决心的话，是没有什么事情办不到的。这就是火灾现场的怪力啊。里面的女生很像你.orz            
(4星)	 很温馨的同居故事            
(3星)	 没看完 看不下去了……            
(4星)	 就这么折腾着下载的时间比看的时间还长，总算功德圆满地看完了第一部不是中文配音的日剧。            
(3星)	 部长~~部长~~            
(4星)	 干物女现在几乎变成所有宅女的梦想啦            
(4星)	 一部描述“干物女”的日剧哎            
(5星)	 好帅的部长,好可爱的小萤            
(5星)	 不____________________________囧            
(NA)	 哎，这个鱼干女。            
(5星)	 能够喜欢藤木直人 是一件多么幸福的事情啊 呵呵            
(4星)	 好想要一个不囧啊~~            
(4星)	 日剧就是短小精悍 ~\(≧▽≦)/~说什么来着 果然泡一泡就盛开了~            
(5星)	 非常可愛的一部日劇  女主角超可愛 而且也非常好笑            
(3星)	 上当了，就一韩剧，Haruka剧中奇难看            
(5星)	 非常好~            
(5星)	 也给我一个部长吧！            
(4星)	 大叔 我要有这样的部长就好了 (*^__^*)             
(4星)	 夸张 笑 感动            
(NA)	 还是美剧比较对我胃口。。。            
(4星)	 部长啊部长            
(4星)	 我就是宅女上升為的干物女~希望自己的部長也能出現，木哈哈！哎……            
(5星)	 北鼻 好想陪你一起再看一遍            
(3星)	 神啊，请赐我一个部长吧~~~            
(4星)	 干物女养成计划            
(5星)	 好喜欢部长哦            
(5星)	 ぶちょうが一番!            
(4星)	 世界上只有一个部长……            
(5星)	 上帝啊，请赐予我一个部长吧。            
(NA)	 让人有喝冰啤酒的冲动            
(4星)	 一开始有点夸张了，不过看到后面好喜欢部长……            
(4星)	 http://www.youku.com/playlist_show/id_1003412.html            
(5星)	 非常与时俱进的一部片子，好像宅女就是从这部片子中学到的            
