http://movie.douban.com/subject/3546712/	一起来看流星雨
(2星)	 200908，表演尚可，无从不在的广告融入恶心至极            
(5星)	 其实我没看 怕恶心死            
(1星)	 中日韩交界线在TM哪啊？你来给我指指！            
(1星)	 我终于看到了传说中山寨中的极品.自己山寨就算了.还毁了两所学校!!            
(1星)	 能不给星么？            
(1星)	 年度惊悚大片            
(1星)	 可以木有星么..            
(1星)	 它雷得翻天，差得跌地，成了个让人好奇究竟是何能成这么个效果的奇迹。（取其不可思议）改天拉上我妹一起看，像看祖国版网王般，起个全身疙瘩，省开空调。            
(3星)	 “你头发这么好就应该用舒蕾蚕丝护发”......我就囧死在那里了！这个水平难以超越啊，我一边起鸡皮一边HIGH上了天！！！            
(3星)	 山寨            
(1星)	 平地惊起一声雷啊！            
(NA)	 狂吐。。。            
(5星)	 不要迷恋日版，日版只是个传说。大家来看山寨版，雷雷更强悍。有帅哥有美女，穿越到2012，不容错过。            
(1星)	 关键是我怎么看女主怎么觉得长得像CJJ。CAO。            
(3星)	 我来趁热闹。囧囧更健康。（ps:从20多集开始，我决定看完要重新写评论。客观来说，没有想象中那么差）终于看完了，真的可以接受。结局的最后一幕一点都不山寨            
(1星)	 以一种山寨雷剧来看，本剧应该给五星！            
(3星)	 唾沫其实早把他们捧上天了。。。。            
(NA)	 除了演员长得太难看 广告太多 别的没什么大问题了            
(NA)	 汗，那些街道都是我平时经常去的啊，景色果然不怎么样=。= 您在厦大拍就等于跟厦门人民过不去NND。            
(NA)	 哈哈，真搞笑！！！太雷了，喜欢被雷的感觉            
(NA)	 囧!!!!            
(5星)	 看吧看吧 真不错的            
(1星)	 虽然很好笑但我还是没办法看下去...            
(4星)	 笑笑也好的么 轻松的雷片 不过喜欢看            
(NA)	 有史以来最具cult精神的电视剧。看的过程除了囧之外，你可能夹杂各种其他表情，比如：嫌弃，崩溃，恶心想吐，但最终都会化解成一场场的爆笑。 芒果台你果然没让大家失望，你再次创造了历史            
(1星)	 天雷阵阵~~            
(1星)	 噗~言语无法表达。            
(1星)	 说实话我一颗星都不想给您。是山寨的您就直说啊，像《流星花园》几个国家的版本不都是一样的，可人家会注明X版《流星花园》。所以，人家那叫翻拍。您一明摆着的山寨版还遮遮掩掩的说什么不是山寨是原创，这不自欺欺人麽！唬人也要有个度好吧！真是雷倒一片、            
(1星)	 我也要保持队形。            
(1星)	 雷雷更健康！ 操，结局真劣质！            
(1星)	 如果是情景喜剧的话力荐呀            
(1星)	 呕吐。            
(NA)	 好吧 我承认 我堕落 我恶趣味 我脑残 我是受虐狂- -。。。 但是囧囧更健康嘛...            
(1星)	 有没有半星的？            
(NA)	 本世纪最雍容华贵感天动地的金牌剧集在曾哥的天籁中华丽地落下帷幕。我忙着泪奔。星就不给了。            
(2星)	 实在看不下去了。。。除了男女主还能看看，其他都是渣            
(1星)	 我想看的原因是,我在厦门大学见到过他们的拍摄现场.其中有一个女龙套在镜头之外的表现给了我要看这部电视剧,然后找个那个女的的决心.            
(5星)	 我思来想去，还是给个五星，因为这年头要找部让我乐的大陆电视剧实在太不容易了            
(1星)	 鸡动人心，你知道么，那个马力只有你自己试过才能体会爽不爽            
(3星)	 厄。。。那守着看雷剧的夜晚。。。还是很嗨的。。。            
(NA)	 雷雷更健康啊！芒果果然不负众望。只看了前几集尝雷。            
(2星)	 没有最土只有更土。            
(5星)	 有没有可以负分的……            
(1星)	 多雷我一下就可以撿RP！            
(2星)	 真不想让别人知道我在看            
(2星)	 端木磊~你的发型~            
(1星)	 母上把标题看成： 看起来好像流星雨...很雷很欢乐，山寨万岁            
(2星)	 就算它很烂，却还是有感动我的地方~            
(3星)	 一起来看“雷”阵雨            
(1星)	 未映先红的剧，貌似人们又中了芒果台的下怀。不过，没有真正的欢乐，恶搞也行接受～            
(1星)	 天雷阵阵            
(NA)	 雷啊雷的就习惯了。            
(3星)	 我真的觉得没有那么糟糕            
(1星)	 雷的我里焦外嫩的            
(1星)	 我有多想被这版流星花园雷，天日昭昭。。。本来想给三星，结果俞灏明那个猪头减掉一颗星，山寨的道具服装布景台词和囧到不能行的后期配音分别减半颗星，所以，只有一星。            
(3星)	 洗完澡看着看着就能睡着。没看全，也不会看全。中规中矩，并不是很烂的哈。很后悔当初没去念爱丽丝盾学院。            
(1星)	 完全不负我的期望            
(3星)	 原你X个创!!!!!三星给新生代演员们啊=。=都TMD36集了大结局还能拍成这样 请续集!!!!!!!!!!            
(5星)	 其实挺欢乐的            
(3星)	 扶墙...( ＿ ＿)ノ｜雷死我算了...            
(1星)	 马桶台出品，必属烂品            
(1星)	 我也是刷分的。            
(1星)	 还真的会有人给五星啊噗……            
(1星)	 那个暑假我真的陪我娘看完了啊ORZ            
(1星)	 一起来看你妈逼            
(1星)	 我一定要吐槽一下，烂片！！！！！！！！！            
(1星)	 烂瞎了我的双眼            
(2星)	 我…看了…还…看了…好多集…我忏悔            
(1星)	 奇葩中的奇葩！！！！            
(3星)	 山寨版《流星花园》。。。好吧我又脑残了            
(1星)	 请编剧编得convincing一点有木有！！！！！先把马桶众星送到泡菜国培训一下好么！！！            
(1星)	 雷阵雨。            
(1星)	 真的很想吐，绝逼恐怖电视剧这是            
(1星)	 芒果雷啊，划破神州大地            
(2星)	 不是一般的 山寨            
(1星)	 这是引进四娘之后起的化学反应么……这些蛋疼的服装和表演 湖南卫视又在放了            
(2星)	 天雷滚滚，但我居然还要犯贱的看            
(1星)	 只有捶地能表达我的心情            
(1星)	 傻逼电视            
(1星)	 这片子我看了20分钟，雷得快乐晕了~4个所谓大帅哥简直像动物园里出来的，只有朱梓骁长的还行，这说明四娘选男友的眼光不错啊，至少没选个真猴子。不过这两只都全是受啊受啊~~            
(1星)	 又是差评哦亲            
(1星)	  = = 那几个男主真是恶心死人了，那个郑爽还敢再装清纯一点吗...            
(3星)	 这么雷人的电视剧让我在考前看完了，坑爹呀。。尼玛现在是凌晨4点啊，你知不知道。。            
(1星)	 不可饶恕之土            
(1星)	 雷阵雨 硫酸雨 都难表我的心情！！！            
(2星)	 芒果台  看评论比看这个剧有意思            
(NA)	 极大地拓展了我的下限....            
(1星)	 雷死人了！！！！            
(3星)	 雷            
(NA)	 哈哈            
(2星)	 两颗星纯粹是打给魏晨和云朵的。另外，于馨老师也很好啊。            
(2星)	 雷剧            
(NA)	 又是灰姑娘和王子的故事。无聊中的无聊。            
(NA)	 雷死你不偿命            
(2星)	 珍爱生命，远离烂片。            
(1星)	 傻逼剧            
(3星)	 脑残剧很打发时光。            
(NA)	 豆瓣的人好狠。。。。。也不至于那么差吧            
(1星)	 编剧是人吗?            
(1星)	 瞎了我的狗眼。            
(NA)	 哈哈哈哈哈啥评语给力。            
(5星)	 爆笑连续剧            
(NA)	 很早看过的了。。起初我不想承认来着。。            
(NA)	 噗            
(1星)	 看过最最最囧的片，没有之一。            
(1星)	 珍爱生命！远离此剧！            
(1星)	 看了第二季之后发现第一季还是可以接受的            
(3星)	 郑爽和张翰是漂亮的一对儿            
(3星)	 看着看着我就想重新看F4版的流星雨...            
(1星)	 ╮(╯▽╰)╭            
(3星)	 1、山寨什么的，最讨厌了。2、最讨厌男主灰常丑陋，还有女生花痴状，噢买尬。3、不过我还是蛮喜欢俞灏明的。            
(3星)	 所有看点笑点和雷点都在那个奇特的发型和那张大饼脸上得到淋漓尽致的展现            
(2星)	 不咋地，还爱看，挺欢乐的            
(2星)	 原来男猪脚号称中戏校草……原来女猪脚也是90后……端木的发型是在够BT            
(1星)	 笑而不语。            
(2星)	 好吧，我看过。。。就冲着厦门的风光才看的            
(2星)	 看厦大风景，还是很有感觉呢！！            
(2星)	 诶...海哥毫无气质            
(1星)	 可以有0颗星嘛!!            
(2星)	 厦门真漂亮。。。            
(1星)	 大山寨 没钱的剧组！！！！！            
(NA)	 哇哈哈啊啊和 我不想給評價            
(2星)	 终于可以从电脑里把这八个G的东西删掉咯 很多人不可思议我还会看这个剧 事实上 我看了 还写了个影评呢            
(NA)	 导演: 迪加 / 泰罗 编剧: 众强淫 / 酵母  这个好~            
(NA)	 你们还有神马好说的 我看的是无广告无删节的原版~~~            
(NA)	 一群傻逼            
(2星)	 充分吸取了韩剧前段紧凑后端拖拉的弊病            
(2星)	 不像偶像剧的偶像剧，男演员长的要多丑有多丑！不过无聊的我呆在家里居然还看了那么几集……= =            
(1星)	 当之无愧的脑残片，一起去泼硫酸雨。            
