http://movie.douban.com/subject/4913214/	恶作剧之吻 장난스런 키스
(4星)	 完全為鳥金賢重睇的，不過當中有些人物又確實低能搞笑地陪了我一段時間            
(NA)	 为了看小重            
(1星)	 我瞎了 女主丑到屌爆！惨绝人寰！            
(3星)	 女主太丑            
(NA)	 自插双目ing~~~~            
(4星)	 四星是打给有演技的哈尼同学滴            
(4星)	 到第8集就没了？？            
(4星)	 N年没看韩剧,为了比较去看这剧,说实话,个人觉得比台版要好一些            
(NA)	 醜女            
(4星)	 小队就是呆呆惹人爱……            
(NA)	 一路快进直到终点。            
(3星)	 女猪脚太丑了……- -            
(NA)	 还是台版好嘛`要不回去看柏原崇也行`            
(3星)	 结局太草了，和台版的20集比起来韩版只用了2集，很多东西都没表达出来，于是有些遗憾。金贤重啊，真的不是没表情就是酷哇好不好TAT，就算再喜欢还是想吐槽，囧。好想直树哦。            
(3星)	 丛看不下去到随便笑着看看再到后看不下去鸟。。。            
(2星)	 如果不是金賢重，我連前面三集都看不下去。女豬腳也太醜了吧！還是台版好啊~~~~            
(3星)	 就是简单地喜欢你，六神无主地跟着你 || 难得的自然流畅的结尾，我还是有急切地盼过这部剧的~ 它靠女主角算是撑起来了，so 3.5~            
(NA)	 跟着剧中人一起脑残吧            
(5星)	 贤重好帅 T _ T            
(3星)	 居然能坚持看完，PF我自己            
(5星)	 最爱金贤重！！！！！！！！            
(3星)	 我最喜欢的漫画啊~~~~被一而再再而三的翻拍            
(3星)	 郑素敏好像变丑的尹恩惠。。。就像流星花园一样，如果不是台版深入人心，这个应该也不错。            
(1星)	 看过的最冗长无趣的开头。第一集节奏慢得要命，通篇女主的无聊幻想，导演脑袋被门挤了。            
(1星)	 烂透了            
(NA)	 消遣。            
(2星)	 怎么长的都是一个样的咧？整形医生懒堕了            
(4星)	 星星是给金贤重，花痴完了，开始dry!!!!            
(NA)	 忽略编剧，看帅哥……            
(3星)	 是因为篇幅的关系吗太跳跃了没有台版那条延绵柔和的感情脉络在里面。女主角很可爱，男主角为什么一定要演酷的，带点四次元也无可不可呀。可惜了。本来不止这般。            
(3星)	 虽然我很爱金贤重 他演直树也很赞 但是。。。女主太丑了！！！而且最后又搞小熊 你以为又演宫啊？！ 忍忍看完了 唉            
(3星)	 越来越有爱了            
(4星)	 话说   我不讨厌女主角            
(3星)	 金贤重版的太不淡定了，不过总是想起高中的一些事情。。。            
(3星)	 男猪前面和后面的反差太大了点。。转变突兀……不过最后2集很HAPPY~~~~            
(3星)	 哎，主要是为了贤重啊            
(2星)	 节奏慢 剧情乱改 让我看的很凌乱！！！！！            
(4星)	 终于看不下去了            
(2星)	 口吐鲜血            
(3星)	 郑素敏是耐看型的，表情很丰富也很可爱。剧情有点弱智，我是因为女主角才继续看下去的。            
(3星)	 裕树是跟漫画最接近的版本了 可惜没有更多戏份丫...            
(2星)	 从来没见过这么讨嫌的女主角....            
(NA)	 郑MM我真喜欢上你了=v=。            
(3星)	 我很肤浅，我很肤浅，我真的很肤浅。。。20分钟看完一集的典型消遣剧。不过金贤重在里面的衣服还挺好看的。            
(5星)	 我喜欢我喜欢这个金贤重，不然，才懒得看呢~如果小贤去演歌剧的话，估计我也会看的！他去演二人转，我也会支持看的！哈哈迷他迷得一塌糊涂啊！没办法啊！早过了花痴的年龄了~可惜~~女主那个丑啊~！唉！估计小贤太帅了，如果导演找个美女来，要接吻的话！粉丝会抗议的吧！            
(2星)	 没有人能超越小综            
(3星)	 看了一集，算了，看不下去了，还是追我的九尾狐和成均馆算了            
(3星)	 只看了第一级的片头，女主的脸我实在受不了了。太泡沫了            
(2星)	 擦。换发型了就太恶心了看不下去。。。男主的演技能在僵硬点么。。            
(3星)	 虽然剧情很老套，女主笨的很纠结，但是看得还是蛮甜蜜的~剧中的手机很漂亮，胜祖妈妈很喜欢，他们家超级好。。。            
(NA)	 就看了十五分钟还是不打星。开场花痴梦就演了五分钟，相当符合棒子剧一贯的“裹脚布”精神：又臭又长。至于表演啥玩儿的，看着夸张做作花痴的花痴、耍帅的耍帅，俺一点压力都没有！女猪的吊梢三角眼是睡肿的吧？不错哟，混符合路人甲的潜质啊！不过和台版相比至少我对韩版还有点好奇心，虽然好奇心必死            
(5星)	 喜欢这样的湘琴，可爱善良勇敢~~也喜欢这样的直树，帅气冷酷又温暖~突然嫌弃台湾版的了~~            
(3星)	 纯粹来看金贤重的。            
(2星)	 唉。            
(3星)	 现在真的是看不了偶像剧了，不过经典还是不会轻易被超越的。             
(3星)	 为了金贤重我居然全看完了= =            
(5星)	 丫头,你到底对我下了甚么蛊.(超有爱啊啊啊啊.)            
(3星)	 我看韩剧真的只是为了学韩语 = =            
(2星)	 作为恶迷和宫迷对此剧深感无奈，如果女主是恩惠or素恩会不会好一点            
(4星)	 剧集短，但是细节处理的还不错。            
(3星)	 确实没啥好看的~            
(2星)	 看不下去            
(4星)	 日版，台版，接着是泡菜版，故事剧情看了一遍又一遍，都不觉得厌烦，因为这是我最喜欢的偶像剧            
(4星)	 不是写的20集么  怎么16集就完了？            
(NA)	 从这部剧我看出来我有很多脑残的潜质。            
(4星)	 男女主角越看越配,我已经YY他们俩现实中了,女主越看越觉得耐看,男主就不说了,必须喜欢啊!!等2号开始的YouTube婚后版            
(3星)	 难忘第四集里那个在海边奔跑的少年            
(4星)	 本来只是奔原著的,结果还真不错~ 女主演得不错，而且很多配角都很出彩！大爱男主的母亲~            
(NA)	 恩 恩祖比花男里顺眼 讨喜            
(3星)	 女主角长得很聪明，男猪长得很笨。。。还是漫画版最经典。。            
(NA)	 哦 这女猪脚不是坏男人里面的那个千金么 讨厌他            
(5星)	 花痴又泛滥了。            
(5星)	 因为个人情结，加一颗星。            
(5星)	 金贤重依旧帅到不行。我觉得吧，结尾太仓促了，情节都还没怎么发展，就结局了，虽说简短是韩剧的一大优良习惯。            
(1星)	 看了第一集我就无法忍受了 棒子完全的抄袭原本台剧！！连拍摄角度都一样 靠了。。。            
(3星)	 这么快就看完了 真是超无趣啊! 我也想当植树的码麻            
(NA)	 节奏实在很缓慢呐，很多空白。。。金贤重~~~Kiss开始就慢慢好看哦，哈哈哈哈！！            
(5星)	 全为了金贤重!            
(4星)	    很搞笑，没有那么差，哈哈哈，搞笑            
(4星)	 小综版的直树已经很深入人心，但小贤版的胜祖也有自己的一番味道。本人就是对女主角不太感冒。。。这部剧还没出完，我想出完了应该还不错的。            
(2星)	 忍着追了几集，实在是…………对不起了，弃！            
(4星)	 有点升级的感觉......PS:大坑啊,才出了两集            
(4星)	 我觉得不错，虽说是翻拍，情节都天下大白了，但有很多温馨的小细节小场面。偶像剧么，不就是这样的？            
(3星)	 请女猪脚自动消失，请开启男猪脚自动屏蔽            
(2星)	 凭良心看了第一集20分钟就看不下去了。            
(3星)	 我果然恶俗，还是看了            
(3星)	 提不起劲            
(1星)	 一集弃之            
(2星)	 越拍越糟糕。。。15min解决一集。金贤重怎么越来越像山P了。。。            
(2星)	 为了贤重看了五分钟，但是实在是太狗血啦，看不下去            
(4星)	 金贤重 真的是太帅了····瞬间沦陷！            
(2星)	 我受不了廿四岁还装嫩的男主，我受不了狗屎般的改编，我受不了強加的一系列幻想剧情。日剧再不济，也总比韩剧強。对，我是偏执！            
(4星)	 我是看金小贤的~            
(4星)	 小贤真的很萌。女主角看到后面也习惯了。            
(1星)	 失败            
(3星)	 相比台版，集数较短的限制使得剧情实在太赶，尤其最后几集。但好故事，怎么拍都不会难看，一想到是真人真事，更觉心动。女主角的毅力太伟大了，只要心地善良，笨笨的闯了祸也成了可爱。何况她压根不是白痴，只是比较一根筋。            
(5星)	 虽然女主角感觉不是很漂亮，但是演起来傻乎乎的感觉，傻乎乎才是湘琴的味道，再加上那么帅的贤重~口水直流~            
(NA)	 麻痹的！乘着洗澡前啃根冷饮的时间围观了一下，女主要表那么丑啊！么人了么？大小鼻孔男怎么还是大小鼻孔啊！！！搞得我加快了笑话冷饮的速度= =+            
(NA)	 女主真丑            
(NA)	 看到金贤重就莫名的挺想看。 跟愛慕卷一起看。噗噗噗。            
(2星)	 韩剧到后面都像是自暴自弃了一样。。弃之            
(3星)	 女主太丑啦!我是冲着金贤重看的...哎...            
(2星)	 男主像整容失败的山P。。女主更不用说了。节奏也很差。            
(2星)	 台版60集的内容韩版16集就演完了。可见细节少多少。严重缩水。潦草仓促。一切发生的还都那么突然。            
