http://movie.douban.com/subject/1417946/	成长的烦恼 第一季 Growing Pains
(5星)	 头一次觉得豆瓣五颗星太少~~我的童年一去不复返啊,MIKE现在是个中年地中海大叔,傻傻的伯纳也自杀了~~成长的烦恼,成长了更烦恼            
(NA)	 看了好几遍 真的很不错            
(5星)	 满分，它至今影响着我的生活~            
(5星)	 第一次知道美国人咋活的            
(4星)	 少年时期还是很喜爱的啊。=V=            
(5星)	 嘿~才想起来            
(5星)	 无敌了！            
(5星)	 经典~欢乐~~            
(5星)	 绝对的经典 百看不厌            
(5星)	 经典！            
(NA)	 经典            
(5星)	 第一部美剧·~~            
(5星)	 绝对的五星，毋庸置疑。带给我童年快乐温暖的回忆，也让我知道原来美国的家庭是这样教育孩子的。            
(5星)	 怎么才想起来~最爱MIKE！            
(4星)	 我一直觉得凯洛很丑啊啊啊啊一百遍            
(5星)	 哎呀，太可爱了，我的BEN。。。            
(5星)	 爱，极，了。            
(5星)	 伴随着他的烦恼，我成长起来，再看他的烦恼，我却忘记了我当年的烦恼是什么            
(5星)	 永远的经典啊            
(NA)	 chrissy出生以后我就决绝地看不下去了。。。            
(5星)	 人生第一部美剧            
(5星)	 想当年。。。。            
(5星)	 里面的故事对我的成长起到了巨大的作用。。            
(5星)	 当时看的时候还小 ！现在就啥也不说了            
(5星)	 童年回忆，豆丁leo            
(4星)	 现在再回忆那个配音喔.....            
(5星)	 随便从哪里开始看都会笑的片片。            
(4星)	 外国人的家有儿女真是黄啊            
(5星)	 重看的时候，我被正太莱昂纳多震撼了。            
(5星)	 经典！怀念！            
(5星)	 这是我认真意义上的第一部美剧 非常爱            
(4星)	 经典啊~~~            
(5星)	 Seaver一家陪我长大，这部剧对我的意义难以言明。现在只要看到他们一家我就会微笑起来。            
(5星)	 真是百看不厌啊            
(5星)	 永恒的记忆，无可代替。            
(5星)	 和我们一起成长            
(5星)	 小时候看的，不错不错            
(5星)	 Mike Seaver was here.            
(5星)	 下载都下载不到            
(5星)	 很久很久以前看过的 我老了 ╮(╯_╰)╭            
(NA)	 很有教育意义            
(NA)	 经典中的经典，经典的不能经典~~~            
(5星)	 你说，你说，还有什么好说的。这个我一定要看中文配音！            
(5星)	 Unser lautes Heim            
(5星)	 啊啊！~小时候超爱看            
(5星)	 跟你一样大            
(5星)	 感动了。            
(5星)	 哈哈哈哈哈,这才是幽默            
(5星)	 当最后这一家人搬空屋子，坐在地上吃着皮萨回忆往事的时候，我哭了            
(5星)	 恩。童年。            
(5星)	 童年的回忆            
(5星)	 想再看一遍。。            
(5星)	 好怀念呢~            
(5星)	 五星是因为记忆。            
(NA)	 想到现在丑陋的ben............            
(5星)	 小时候晚餐时间的TV SHOW= =            
(NA)	 没理由的~            
(5星)	 无疑的经典 老少皆宜，配音也是经典            
(5星)	 伴我长大。            
(5星)	 哦迈克！！！            
(5星)	 又开始看啦12.30.2009            
(5星)	 这是我小时候每年暑假都必看的，这是我为什么受不了《家有儿女》的原因。我喜欢Mike            
(5星)	 看过的第一部肥皂剧            
(4星)	 挺好玩的            
(5星)	 我超爱超爱超爱！~            
(5星)	 最最喜欢的美剧之一，我心中理想的家庭~~=0=，那样的老公真是完美啊~~            
(5星)	 我一想到家有儿女号称中国版的成长烦恼我就觉得特别烦恼……我就想吐……我就想砸了电视……            
(4星)	 美式青春            
(5星)	 最爱！            
(5星)	 童年最好的电视剧。            
(5星)	 什么叫经典！            
(5星)	 Mike Seaver 是我儿时的偶像            
(5星)	 算是美剧的启蒙...真是太美好了。            
(5星)	 去年还让他相信我是个外星人            
(5星)	 好剧，中国只有《我爱我家》差可比拟……            
(5星)	 因为这电视剧，我妈叫我笨~            
(5星)	 记得小时候看完大结局那天晚上心里空虚难过了很久。。。。。。            
(5星)	 现在看起来 依然不过时 依然很精彩  ben啊 ben            
(5星)	 一直覺得很搞笑，就默默的看著            
(5星)	 我擅长模仿配音，包括麦克和他妹以及他们的妈……哈哈            
(5星)	 还有比这个更完美的片子了么？            
(5星)	 这个不叫经典，叫史诗！！和谐的家庭，乌托邦式的参杂着世俗烦恼的家庭！迈克，他的好朋友伯纳。。。。还有本。。。。。。。            
(5星)	 杰生和麦琪，大爱大爱            
(5星)	 小时候的超爱            
(5星)	 80后的大爱            
(5星)	 虽然很老            
(4星)	 还记得裸考那一段，笑死我了。            
(NA)	 嘿嘿 在家没事无聊了就看            
(5星)	 没得说了，我和我爸一起看的。还有我妈．            
(5星)	 大学放假期间必看,百看不厌啊.前70集到现在都很爱很爱            
(5星)	 Ben            
(5星)	 影响我们童年的电视剧~            
(5星)	 本~~~本~~~~            
(4星)	 7/10            
(5星)	 美好的记忆~~~            
(5星)	 先看的新成长的烦恼，去年多家电视台都播这个才看的  恩很好看哈            
(4星)	 儿时的回忆            
(5星)	 as long as we get each other......            
(5星)	 小时候可红了            
(NA)	 Growing Pains            
(5星)	 这个实在没有话讲，经典中的经典~~~迈克真的好帅~~~            
(4星)	 童年回忆。            
(3星)	 欢乐家庭的蓝本            
(5星)	 美剧初印象。            
(3星)	 垫肩和高腰裤看起实在痛苦            
(5星)	 记忆中的经典。。。傻傻的BEN，我居然还记得。。。            
(5星)	 oh miiiiiiike            
(5星)	 我的童年……！！            
(4星)	 下饭            
(5星)	 经典死了~~！！！巨爱！            
(NA)	 这是我看的第一部美剧吧            
(5星)	 其实我想问，那儿能买到全集，我还想看。            
(5星)	 中意美劇的開始            
(5星)	 童年            
(5星)	 MIKE：这么说吧本，如果你看到卡罗尔的裸照会怎么想？ BEN：是彩色的吗？             
(5星)	 感谢所有TV，让我断断续续看了好多年。剧里剧外的人都长大了，可无论什么时候再看，还是那么容易会心一笑。            
(4星)	 很经典的一部美国成长片，陪伴了整整一代人，很喜欢里面的Ben            
(5星)	 grow with GP            
(NA)	 美好生活系列~~            
(5星)	 小时候非常之喜欢mike ：P            
(5星)	 我少年时期最喜欢的情景剧，喜欢Mike~            
(4星)	 很久以前的记忆了 几乎都快忘了。。。            
(5星)	 我好爱。            
(4星)	 好看            
(5星)	 我爱他们，我流着泪，我长大了，再也回不到从前            
(5星)	 也算伴我 成长。            
(NA)	 童年  这就是我的童年            
(5星)	 和成长的烦恼比起来，家有儿女连屎都不如。“波纳！我们今天不去上学了吧。”            
(4星)	 难以想象，小时候是多么的痴迷            
(5星)	 童年时候爱死这个家庭啦~！            
(5星)	 上视的配音版翻译还有不准的地方，但就配音本身来说，很不错了。            
(5星)	 童年回忆            
(5星)	 这个还有下么…好想再看一遍啊            
(5星)	 最喜欢迈克            
(5星)	 这片儿可有年头儿了，现在重新看，还是这么对味儿。            
(5星)	 個人感覺比FRIENDS好看……很喜歡它的配音。很想重看 但PPS上的質量不是很好誒……唉            
(5星)	 陪我成长            
(5星)	 as long as we got each other            
(5星)	 童年最爱之一，从头爱到脚，包括主题曲。虽然美国家庭的成长烦恼对中国孩子来说少有共鸣，但他们那种化解问题的方式很让我们向往。            
(5星)	 伴我成长~            
(NA)	 麦克！！！！            
(5星)	 貌似有位演员——伯纳死掉了，阿门！            
(5星)	 小时候必看            
(4星)	 逝去的青春            
(5星)	 现在想看原版的了            
(5星)	 成长的记忆            
(3星)	 当时当美国版的“我爱我家”看的            
(5星)	 儿时的回忆            
(4星)	 伴随一代人的成长            
(5星)	 时代啊            
(NA)	 这个真的太扯咯。。            
