http://movie.douban.com/subject/4317617/	妮基塔 Nikita
(5星)	 暴力美学。            
(5星)	 一到表达强烈感情的时候，Maggie Q的英文就显得很华人了！            
(3星)	 倒数第二集的最后一分钟最好看了。            
(NA)	 以前对Maggie Q无感，这个还真不错！            
(4星)	 三星半，结局比较失望..倒很希望一季终            
(NA)	 MAGGIE Q 很。性。感。            
(3星)	 刚开始是Q的腿，后来是M叔，挺期待MQ的第二季组合。是谁说的来着，M叔声音跟蝙蝠侠似的。            
(2星)	 看到后面不停的快进快进            
(4星)	 美女特工的杀伤力            
(4星)	 为什么我觉得好好看啊！！            
(3星)	 为什么这么没劲的剧还能得到续订，美帝人民品味很诡异...            
(5星)	 分数全部给maggie Q的身材和着装打扮了。。。。            
(2星)	 剧情不好            
(3星)	 坑爹！            
(4星)	 2011.4-6  十年前吧，从Alias开始，看了好多个特工题材的美剧，到了24的第N季，终于看到视疲劳，这么多年后，再看这种类型的片，这个还是蛮喜欢。            
(5星)	 过瘾            
(4星)	 有点坑爹啊……塑造了一无敌女英雄            
(3星)	 哈哈，很爱            
(3星)	 谍中谍中谍=&#34;=?            
(1星)	 让人疲劳～绕来绕去～没完没了～            
(5星)	 I love michael~            
(5星)	 很久没有看过那么好看的            
(NA)	 本来不喜欢mgQ的但是看了之后觉得不错            
(3星)	 Maggie Q~!            
(4星)	 矮油 是来填补我PB后时代多年的空虚吧~            
(2星)	 尼基塔名字倒是好听，不过简直就是个神仙，片儿太离谱了。。。不过麦克好帅呀，并且长得好像钱德。。。            
(3星)	 纯粹因为MaggieQ.            
(4星)	 装逼的人多            
(3星)	 没啥意思~            
(3星)	 稍微有点乱，不过期待值还是有的            
(4星)	 Maggie Q 身材真好            
(3星)	 《赤裸特工》超长版，真是无所不能的尼基塔，越到后面越牛逼了。不晓得第二季怎么演了。。。。            
(5星)	 精彩，每个人都是狠角色            
(3星)	 最后两集好绕            
(5星)	 连续看两个下午。。累屎我了。。。。不过翘臀大胸的美艳杀手。。还真是看得我荡漾啊~            
(5星)	 如同哈利波特找魂器             
(NA)	 so far, so good.            
(3星)	 智商有点低            
(5星)	 看到后面没激情了~Alex好没良心~~            
(3星)	 一般般吧。。            
(5星)	 尼玛的你们这是又要逃到哪里去啊！！！！            
(4星)	 ending那个画面直接加了1星，好像fast5啊，好有爱啊！            
(4星)	 对于一部电视剧，你还要求什么            
(2星)	 自打内傻姑娘出外勤后剧情就愈发的傻了，开枪时手晃得跟什么似的。这样也能做特工。。            
(5星)	 不仅仅是复仇，还探讨了人性啊！            
(NA)	 不要问了，我知道你只是想做你自己！            
(3星)	 Q的身材实在太好了！剧情有些无聊            
(5星)	 大爱Micheal            
(3星)	 虽然续订了,但感觉之后的命还是活不长...            
(4星)	 我滴个乖乖~ 怎一个辣字了得哦~             
(4星)	 这就是~！！！其他浮云~dats enough!            
(4星)	 第一次觉得MAGGIE Q好看            
(4星)	 前面很帅啊 结局好狗血            
(4星)	 有些逻辑、我实在难以理解            
(4星)	 典型的美式自大片~~~            
(NA)	 Maggie Q老了            
(4星)	 仅仅是一部按照美剧教科书拍出的美剧。无创新，无亮点。可是谁让女主角是maggieQ呢~╮(╯_╰)╭            
(4星)	 美女特工什么的最有爱了~            
(NA)	 满脑子都是landon 还是喜欢老版的            
(5星)	 So Fucking Hot            
(4星)	 第二季和owen滚了吧~            
(NA)	 越狱之后，难得还有酱引人入胜的美剧            
(3星)	 就是想看maggie Q穿各种服装阿。。。            
(3星)	 这季那莫名其妙的结局哦！！            
(4星)	 在我觉得美剧有点萎靡的时候看这个还算颇感欣慰....            
(4星)	 15集之后开始越来越好看。等第二季吧。            
(4星)	 其实我觉得挺好看的。            
(5星)	 我就为了maggieQ            
(4星)	 还是挺不错滴            
(5星)	 真心爱。            
(3星)	 just so， except M&amp;N            
(4星)	 中间好烂 最后还行            
(NA)	 nikki虽然最后圣母了但是果然alex这种无脑儿才是最恶心的            
(5星)	 美艳特工的杀手生活果然精彩...看得最爽的就是动作戏 最后一集amanda变成boss开始有点担心 编剧不要又把这部剧搞得乱七八糟了..人物关系太复杂不是好事啊 Alex的转变就有点狗血了 期待下一季好了            
(4星)	 脸太长人太瘦            
(4星)	 第一季完了，还OK.            
(4星)	 M叔演技太给力了好吗，第7集16分11秒，得知女主角没死，眨眼，张嘴，低头，抿嘴，这这这。。妈的我来回看了十多遍好吗，所谓暗爽的表情，还能有比这做的更到位的吗？            
(4星)	 maggie q还是那么能打啊。。            
(NA)	 这弱智片的看点到底是神吗呢？是神马支撑着我看完一季？想来想去就只有maggie Q的好身材了...            
(3星)	 慢慢的，看美剧的重心移到了喜剧上，因为美剧的特性导致剧集连贯性太差，每部戏，看来看去都是那样的套路。今年砍了很多国内人认为很不错的剧，我却觉得，砍得好。            
(4星)	 mo mo            
(4星)	 刚开始觉得好难看，没想到竟然一路跌跌撞撞的跟完一季了= =            
(5星)	 爱看就满分            
(4星)	 最后两集编得很棒，意料之外，直接三星升四星……MaggieQ长得多好看啊可是戏路太窄了。和Mickle和好之前冷艳的很赞，之后演技就撑不住了看着好别扭……然后然后，Amanda太赞了！好怕怕！            
(3星)	 alex只是从一个小牢笼换到了一个更大的牢笼            
(NA)	 SUPERWOMAN            
(3星)	 一颗给Maggie q 一颗给Shane West的声音 一颗给他俩好上了的结局……            
(NA)	 不追了            
(5星)	 什么什么 第二季要九月才出来？！TAT            
(2星)	 MaggieQ 从赤裸特工到这部被高清的你简直是阳光照进蜡像馆啊=“=感叹弃之            
(4星)	 看着这俩姑娘的身材 减肥的动力又倍增了！我的励志篇啊啊啊~            
(5星)	 美剧又集体进入夏眠期了，好吧，那就好好学习吧。            
(4星)	 夏恩声音真性感！！            
(3星)	  MaggieQ 老了，皮肤粗糙，皱纹都出来了。剧情很傻缺，随便看看了            
(4星)	 就是看Maggie身材來的            
(NA)	 看到21集，内心纠结的跟麻花似的，Alex和Michael君双双落网，原来之前的小成功小满足也都是拜Percy所赐，Percy率众Division兄弟和Nikita天天扮家家酒呢，嗳，也不好好babysit小朋友.....            
(5星)	 thaz awsome!            
(2星)	 太假了，没法看。            
(5星)	 the last word they say, will be my name.            
(NA)	 跟双面女谍比起来真是差太远了。。。。。。            
(4星)	 在追，看完一遍就再也不想看第二遍            
(5星)	 maggie q双子 ~迈克双子 都是撒谎大王，搞暧昧，到处跑。AMANDA超狠。爱美。动作慢，金牛 ALEX很压抑受父亲影响很大。摩羯。汤姆~水瓶男。可爱歪了，内敛专注            
(4星)	 &lt;Nikita&gt;很好看，不明白怎么动不动就停播= =。Maggie Q真美。现在果断迷上了这部美剧。应该可以用&#34;女杀手的反叛之路&#34;来概括剧情吧?但是听说看这部剧的男人比女人多?嘻嘻，我觉得还好吧...最起码是我喜欢的重口味~            
(3星)	 Maggie Q很迷人啊，就是歲月催人老~            
(4星)	 maggieQ is amazing..            
(4星)	 冲maggie看的            
(3星)	 对于看过“24”的人们，应该不会再对尼基塔的任何桥段、包袱有什么新鲜感了吧，单薄的背景和逻辑甚至有点看起来傻傻的。感叹在24之后，那种绝处逢生的紧绷，惊天阴谋的震撼，再不会有了。nikita唯一的“进步”应该在于它引进了几个表现不错的姑娘，为反恐题材加入了一抹温情和感性。            
(4星)	 16集弃，特工类的太多了，除了是MAGGIE Q主演，无其他看点了。            
(5星)	 非常好看！！！！！！！！！！！！            
(3星)	 还行吧~就不要那么挑剔了嘛，人家女人诶，打斗戏耍出这些动作已经相当帅气了好吧~！教官迈克尔属于那种耐看型诶。你说他心地还是挺善良的，怎么不会被boss察觉遭铲除了？？继续观看~            
(3星)	 这个电视剧我一个季度22集都看完了还是喜欢那个写代码的，其他的人都傻B到让我崩溃……真是太失败了……            
(4星)	 这个女人好牛！            
(3星)	 果断弃，再美的奇女子看多了也会腻，剧情发展不会有什么新奇了~            
(2星)	 无意思            
(5星)	 虽然有漏洞，但是不妨碍它精彩            
(3星)	 最后一集是以后再也不拍的意思了吗            
(3星)	 看到那么多人推荐艰难地追这部剧，个人觉得除了MQ，其余各方面基本无看点。            
(4星)	 完全是为了追求视觉效应            
(4星)	 编剧低级了，maggie q有点老了。            
(4星)	 女版《24小时》 我发现看到最后一集 我希望Michael 和 Birkhoff搞基 ....            
(NA)	 不错不错……            
(5星)	 第二季快点出啊！- -！！！！！！！！！1            
(3星)	 好了，肥皂剧到此结束。哥要来点儿严肃的先！            
(3星)	 自从发现不小心漏了一集也完全不影响观看后，就丧失热情了。就算是MaggieQ吧，这剧情也太疲软太老套了。            
(4星)	 Maggie Q值得一看。            
(5星)	 不错~~            
(4星)	 唯一让我不解的是为什么每次对方的机枪都扫射不到他们            
(5星)	 我觉得很好看也！！！            
(NA)	 扯的离谱呀。。。蛮13蛮则劲的。。            
