http://movie.douban.com/subject/1786742/	情深深雨濛濛
(3星)	 你无情 你残酷 你无理取闹            
(4星)	 有的都是回忆，三年二班课间的回忆。            
(3星)	 歌倒是挺好听 只是能不能别叫赵薇唱了啊 她的口音真的好重……            
(NA)	 = =赵薇那时真的好看            
(4星)	 还能说神马呢(摊手~)  感谢有你，琼瑶阿姨。            
(2星)	 琼瑶阿姨，佩服您            
(NA)	 想当年我还看得津津有味= =            
(3星)	 以前觉得还不错，现在看受不鸟了。。。            
(4星)	 好歹也是童年            
(5星)	 一直都爱看~~~            
(5星)	 CCTV1重播，我从小学就开始看了，还记得那时候走在拉萨路的坡子上看到路边杂志上的宣传照片就开始觊觎了，在家关着门偷偷在爸妈出去的时候把书桌旁的电视机打开，声音调到刚好听的到的音量，盖在电视机上的布都不敢掀起来，还用毛巾盖在电视机“后背”上，真是怀念呀。如今看，依旧爱不释手！            
(3星)	 今天中午还看到ccav在播·······            
(3星)	 。。。。。            
(3星)	 死去活来            
(3星)	 各种苦B            
(3星)	 什么刺猬啊遍体鳞伤啊什么的            
(4星)	 琼瑶阿姨的一哭二闹三上吊再次上演...我每次都期待杜飞的搞笑~~            
(3星)	 为了不睡午觉            
(4星)	 台词依旧雷            
(NA)	 书桓你别动！让我扑过去！            
(5星)	 我爱书桓~~~~~~~~~~~~~~            
(5星)	 不管你说它好还是不好，你都看过，而且没看过的 必定遗憾，幼稚的年龄就应该做些幼稚的事儿 这才叫童年            
(3星)	 虽然我们要吐槽 但琼瑶奶奶真的伴随了我们的童年            
(4星)	 古巨基演技大飞跃啊            
(NA)	 寫日記是這麼有風險的事情。            
(2星)	 让人无语的琼瑶大妈=_=            
(3星)	 苏有朋最好看的时候            
(4星)	 我妈超喜欢里面的歌。            
(NA)	 哈哈哈哈            
(3星)	 从还珠之后，对他们就特别不感冒            
(NA)	 Romance in the Rain……穷摇阿姨~这名也晕眩得粉            
(3星)	 琼瑶阿姨的情话我还真听不来。。。            
(1星)	 见不得赵薇那个sb            
(4星)	 多么有趣味            
(3星)	 古巨基太矫情。。            
(NA)	 .....................            
(NA)	 噢~ 小时候好看哭了 和我妈            
(NA)	 补：真的不会评分，哈哈哈哈……            
(1星)	 我爸极其鄙视的一个电视剧.            
(NA)	 琼瑶阿姨。。            
(3星)	 （在钟楼上嘶吼）猛儿！！！猛儿！！！你快回来！！！            
(3星)	 这部剧只看了一半，看不下去。2010.06.01            
(NA)	 小時候很喜歡看啊啊啊！~            
(4星)	 这片子对白狠经典，大家都会申请并茂的诵读！            
(4星)	 这个，我看过两遍多……            
(3星)	 记得当初你侬我侬，车如流水马如龙            
(5星)	 得，我还算是最喜欢的杜飞，原著里压根儿就没这人！            
(3星)	 汗，当初居然很骄傲地借得水痘的名义光明正大的看此剧然后第二天跟所有的同学吧啦吧啦前天的剧情呦。。。PS：月之恋人里面志玲姐姐演得太像可云了！！！MD，就差和木村大叔有个消失不见的孩子了。。。            
(1星)	 恶！！            
(5星)	 能够坦坦荡荡的言情真好            
(3星)	 琼瑶阿姨啊。。。            
(3星)	 噢哟，依萍给五颗星一刚。。。秦五爷我看看也就还行。            
(3星)	 看过的琼瑶剧不多            
(4星)	 又是一部万人空巷的琼瑶剧            
(4星)	 除了主题曲..印像最深的就是那最后一集了..在火车站..那个吻的啊~~            
(NA)	 伟凡家，一大堆孩子们围着看的不亦乐乎。唉，为啥我就是不喜欢。。。            
(4星)	 现在都不拍这种民国偶像剧了- -+            
(2星)	 我当搞笑片看的            
(NA)	 书桓你不要过来！让我奔过去！            
(3星)	    书桓 你好多情            
(3星)	 书桓走的第一天..想他...            
(3星)	 当年的神剧  如今看起来笑点太多了            
(NA)	 瞄过几眼            
(NA)	 书桓 你不要动 让我灰奔过克！            
(4星)	 杜飞很可爱啊~~每次看到他就笑~~            
(1星)	 烂戏一部            
(3星)	 romance in the rain....????            
(NA)	 只为了球霸那个小小的镜头。。。            
(NA)	 陪妈妈一起看的            
(3星)	 凭心而论，古sir的何书桓和赵薇的依萍还是成功的。只是琼瑶阿姨的调子已经在一定程度上成了陈词滥调，而新一代的观众显然回不到80年代的热潮中。            
(NA)	 台词真恶心             
(NA)	 不得不说 我是因为所有台都放这个而被迫看了            
(3星)	 太苦情了 看着累人            
(4星)	 歌曲确实好听，演绎不乏亮点            
(4星)	 傻傻的杜飞，很可爱。那个时候多希望赵薇和苏有朋真的是一对啊！            
(4星)	 情深深雨蒙蒙的年代。。。。多好            
(3星)	 洒狗血啊。。。            
(2星)	 2次。            
(NA)	 书桓，我是依萍~            
(2星)	 人不十三枉少年            
(4星)	 那会儿一直觉得苏有朋和赵薇应该是一对儿...            
(3星)	 喜欢杜飞~            
(NA)	 = =            
(2星)	 哭吧。。。你们都使劲哭。。。            
(4星)	 小时候爱看 哈哈 我很喜欢古巨基 对书桓又爱又恨呐            
(1星)	 因为我个影你，古巨基。你确实很基。            
(2星)	 为什么不爱看但是主题曲和剧情都记得呢...            
(5星)	 故事的结局比书上写的好，超喜欢            
(3星)	 哦杜飞！            
(3星)	 倒背如流            
(3星)	 其实当时我妈要是让我看电视就好了，我也不会一气之下冲到购书中心买了正版的VCD，好贵啊……又不是很好看，但是里面的歌我还是挺喜欢的。            
(4星)	 爱死了赵薇了！！            
(4星)	 看了很多遍=- -真不晓得为什么……            
(4星)	 还是很喜欢。。琼瑶剧            
(3星)	 - -乡            
(3星)	 其实现在电视上重播我无聊时还是会看一看，那时候他们多年轻啊，杜飞傻得好可爱~            
(3星)	 断断续续看过.现在想来这批人真的就这么火了.            
(NA)	 我当时就特别不明白为什么如萍就可以不介意书桓的退而求其次            
(4星)	 看这部电视剧，哭得哗啦啦的。。。            
(5星)	 何书桓。人间极品。哈哈。            
(5星)	 初中时的电视剧，也总有很好的印象            
(5星)	 见播一次看一次            
(3星)	 好吧 当时还是从头到尾陪着妈妈看完了的            
(3星)	 今天翻那些老片。囧片            
(NA)	 舍友的最爱            
(3星)	 恶心的电视剧            
(NA)	 赵薇在里面变得特别老气，咕咕鸡真是格格不入，年轻的几个演技差得惊人，瑶奶奶的本子一被演技差的人演就显得歇斯底里，所以对此剧大大地无爱。            
(5星)	 民国背景好浪漫~~~            
(3星)	 我记得当时上初中，每周一晨会旁边一排教师队伍都会在讨论这电视。。            
(NA)	 大学时喜欢的东西，现在听到好想好想还是莫名其妙的想微笑。            
(3星)	 当伦理片算了            
(3星)	 情在回肠荡气中~哦~            
(3星)	 差不多都很傻比，杜飞还算好            
(3星)	 凑数凑数！话说当年还看了小说            
(NA)	 我跟我妈看的            
(4星)	 我看得不多的电视剧            
(3星)	 哎~~            
(3星)	 立场不坚定的男人……没有好东西……            
(3星)	 好吧。我喜欢看赵薇扬眉吐气那场戏。            
(3星)	 剧情OMG.开始喜欢上薇了。            
(4星)	 书桓就是个混蛋！            
(4星)	 琼瑶里面最喜欢的             
(NA)	 好得很            
(2星)	 做电视剧也有点诚意好不好....            
(3星)	 演员我都挺喜欢的。。。            
(3星)	 其实我想依萍跟杜飞在一起 哦啦啦            
(NA)	 当时我妈很爱~~~            
(3星)	 意犹未尽。。            
(NA)	 哦~~~·依萍~~~~~~~~~~            
(4星)	 觉得还不错            
(2星)	 骚。            
(5星)	 我真的觉得还不错呢            
(5星)	 支持一下 百看不厌的            
(3星)	 这个。虽然现在想想剧情俗套了点。            
(4星)	 好想好想            
(4星)	 小时候觉得真挺好看的~            
(3星)	 天呐  那个时候 觉得 这个电视剧怎么这么老长            
(5星)	 不错，不错，看过两遍。            
(3星)	 看着鸡皮疙瘩一地！～            
(3星)	 肉麻的场景吃不消。我喜欢里面最傻的杜飞            
(NA)	 忽然间霖起果个年代，睇翡翠追剧集。几耐喇。            
(3星)	 苏有朋不错，古巨基还是去唱歌吧！            
(3星)	 某人到KTV必唱曲目            
(3星)	 此片灰常搞笑，嗯。            
(NA)	 不好意思，这部肉麻电视剧我也看过的……            
(1星)	 阿姨...请你告诉我码字的真谛吧!!!!            
(NA)	 古巨基那时候还不太丑。            
(4星)	 不错...            
(3星)	 太迂回了 ……            
(4星)	 打发时间看看挺好的呀            
(NA)	 著名的“八年抗战”            
(4星)	 当时觉得好看来着            
(4星)	 以前觉得很好。            
(4星)	 书桓能给你心动杜飞能给你心跳            
(3星)	 虽然是很恶俗的片子，但怎么也创下了收视率超高的成绩~个人不喜欢而已            
