http://movie.douban.com/subject/3882839/	千谎百计  第二季 Lie to Me Season 2
(3星)	 比犯罪心理差点。 团队里怎么老是各种意见分歧呢，有时看得好烦躁。后来出现的恐怖油轮女主角开始很惊艳，后来越来越恢复本性了……情感关系也很乱，看到17集果断弃追。            
(NA)	 装X专业户!            
(NA)	 lightman在这季开始犯2···            
(3星)	 用力过猛。看完电脑里现成的十多集应该懒得追了。            
(NA)	 说实话看得有点累了，男主越看越喜欢耍帅，更爱福斯特            
(4星)	 后面几集我真的有点坐不住了……            
(4星)	 四星半吧 没第一部好看 虽然有几集绝对是五星哇~            
(4星)	 Tim Roth 无论什么时候看起来都很诱人 有木有 有的心理学家什么的都是神一般的存在 当然 我指的不是砖家            
(4星)	 做爸爸lightman是当之无愧的第一，做测谎专家lightman是少有的王牌，但做爱人，你是让人抓狂的存在。第二季的lightman怎么那么惨呀～各种危险～            
(2星)	 第二季看得我发晕            
(5星)	 还是很精彩。多希望你们俩在一起啊！在一起得了！很喜欢Foster~so 完美~其实除了那个拉美女其他角色都很喜欢，你还太嫩就不要装牛叉了            
(1星)	 纯粹的狗尾续貂            
(2星)	 弃            
(3星)	 3+.我总觉得这里的老爸和女儿不纯洁。。。            
(4星)	 精彩与乏味并存。            
(4星)	 第二季全都是大制作了咩 更喜欢第一季贴别生活的感觉```   哪集不死个人啊喂 = =   难道这是柯南咩····╮(￣▽￣&#34;)╭不过还是好精彩啊！！            
(4星)	 Cal对Em的过度保护真是怪蜀黍们的典范。虽然各种暧昧关系一直是边角料不过还真是挺混乱的。            
(4星)	 这季有好几集的确是很吸引很吸引我！            
(NA)	 NoTim2Follow            
(3星)	 我爱LOKER T_T            
(5星)	 其实我爱上DrLightman了哈哈XD！            
(3星)	 没第一季好            
(4星)	 情节性加强了很多。。。人物形象饱满不少。。。但故事的逻辑性也差了很多。。。            
(5星)	 表情学            
(3星)	 不太喜欢那点自以为是的做派。。cal 和foster 不适合。我更欣赏他们在第一季里保持的距离。            
(4星)	 你真的天下无敌！            
(4星)	 大叔你确实越来越痞了，痞得魂飞魄散！            
(5星)	 英美口音听着好混乱            
(4星)	 有几个故事不错，整体有些疲了。            
(4星)	 我就喜欢看lie to me            
(4星)	 后面的故事不大好看啊~            
(4星)	 相比第一季差一些！各类人物表情的细节剖析少了很多！正逐渐沦落为普通的侦探片·······            
(4星)	 it&#39;s magic.            
(NA)	 感觉不如第一季啊            
(3星)	 TR越来越得瑟的赶脚···            
(NA)	 越来越不喜欢这个时常抽搐的怪蜀黍了            
(4星)	 没看完            
(4星)	 总之……心理剧么……总是喜欢的……            
(3星)	 审美疲劳了。听说被砍后，弃。            
(3星)	 不好看了            
(3星)	 早些时候看的，比1要逊色些，估计也可能是我自己看疲了            
(5星)	 Cal太像Tim了，结果演员就叫Tim            
(4星)	 比第一季好。            
(2星)	 偏离重心的第二季            
(5星)	 莱特曼。。。            
(NA)	 哎……什么东西都好得不持久……再也不想看了            
(5星)	 Dr.Lightman行路的确好笑！！            
(5星)	 喜爱            
(4星)	 没有一新鲜            
(3星)	 审美疲劳            
(3星)	 跟第一季差太多了            
(4星)	 CAL太man啦            
(5星)	 tim roth，还有他女儿            
(3星)	 看到最后多少有点儿食之无味弃之可惜的意思            
(3星)	 为了看loker，可他就是个酱油哥，悲伤啊。。。            
(3星)	 一般般，不如第一季。在剧中Lightman活生生地变成了一个不会犯错的救世主，另外很多情节也都有点牵强夸张。            
(5星)	 迷恋Tim Roth那含糊而急速的英国口音            
(3星)	 第二季真的没那么好了            
(5星)	 一如既往的紧张。            
(3星)	 到后面只剩下肉丝可以看了            
(3星)	 没第一季好看 太过模式化和套路化 但是大树还是那么萌【9集弃】            
(3星)	 追过            
(3星)	 没有第一季好            
(4星)	 光明使者的痞子形式            
(3星)	 乏味了 一样的套路啊亲            
(4星)	 观察人你很在行，做情人你差太多。            
(4星)	 B            
(NA)	 TIM ROTH太性感了~~~被迷晕了~~~            
(4星)	 感觉没有第一季那么精彩了            
(4星)	 往好老爸坏老板方向发展            
(4星)	 我真是越来越爱这个老男人了。            
(5星)	 萌大叔 萌丫头            
(NA)	 因为圣诞节，我拖拉了大半年今天才算真正看完第二季。这是迄今为止我跟的最久的一部美剧啦。            
(4星)	 让我找到当年看刑事侦缉档案的感嚼，又精彩又温情。追定了。            
(3星)	 09            
(3星)	 如果生活没有谎言，其实也挺boring的            
(4星)	 依然对lightman的行为姿势有种勉强忍受的感觉。不过剧情很好。            
(4星)	 不如第一季。            
(4星)	 要突破阿~            
(2星)	 然后我发现我被骗了。            
(NA)	 剧情越来越复杂了~~            
(4星)	 又看完了..            
(3星)	 越看越觉得鸡肋……对3完全没兴趣了            
(NA)	 一度让我拿来做实验            
(4星)	 TIM ROTH就不敢演点正常的角色-第十七集真逗~loker和em在一起也不错哇~\(≧▽≦)/~            
(5星)	 大叔~大叔~我爱大叔！            
(NA)	 it&#39;s just sex, dad~哈哈，这季驱魔效果明显降低了，而且柯南化了，万年不变的案子模式和该死的迷人的暧昧，哇啊啊啊啊啊，为什么这两个人的暧昧这么迷人啊，气死我了~            
(4星)	 算是伪科学吗？            
(3星)	 既然撒谎可以表演，这本身就说明，Leightman的分析系统并不可靠。 .            
(5星)	 奇葩            
(NA)	 越到考试的时候越是控制不住自己 一集一集看的飞快            
(5星)	 真是不明白 1900怎么就变成走路摇摇晃晃的博士 我最钟意的那位黑人阿ben不要太帅呀             
(NA)	 有点腻了            
(4星)	 第二季lightman的性格特征更加清晰，各种表情、动作、思路、冷笑话的体现也更统一。            
(3星)	 “做父亲，你是当之无愧的第一；做测谎，你是天下少有的王牌；做爱人，你是令人崩溃的所在。”            
(3星)	 看头啊～都是没意思的开始就知道结尾的剧情            
(4星)	 看到后面不是很喜欢。。。还有lightman你搞什么啊，又与前妻混了？？？            
(5星)	 我喜欢lightman博士。            
(4星)	 开始有点没意思了            
(4星)	 最后一集有些“慌张”            
(5星)	 稍微再过一点就不行了...            
(5星)	 第二季沒像之前那樣科普測謊知識所以不好看嗎?....在破案解謎的過程中,在探究真相的道路上,真正需要我們關注的既不是案件本身,也不是手段而非目的的微表情研究法.而是潛藏在人類內心深處的情感.正如萊特曼所說:&#34;我能知道你們是否說謊,但我想知道的事你們爲什麽說謊,這仍是你們的秘密.&#34;            
(5星)	 19集很惊艳             
(4星)	 没有第一季精彩 不过足够吸引眼球 Emily变得好美啊~            
(4星)	 没有高潮的就结束了，没有高潮的又开始了新一季            
(3星)	 总觉得第二季比第一季强，大概是因为案子更加千奇百怪。但是另一方面来说，再千奇百怪的案子也不过是美国多拉马流水线的产物啊。            
(4星)	 小品化了，闲着看一集热闹挺好，也不用追什么的            
(5星)	 我拜倒在TIM ROTH华丽丽的演技下~~~~~~            
(2星)	 很多美剧都是同一个套路例如&lt;HOUSE&gt;，但这部实在太失败了，看了三集就熬不下去了。 第一季明明不错的呀，可惜了。            
(3星)	 比第一部强了不少。            
(4星)	 第二季就是感情剧啊~~~~            
(3星)	 强忍着看完了。。。            
(4星)	 风格更美剧 没有第一季那么有教育意义             
(5星)	 继续保持关注！            
(4星)	 Tim哥愈发嚣张，剧情愈加离谱。            
(5星)	 LTM 别装了 真闹心            
(3星)	 所以Foster和Lightman到底想怎样啊，在一起在一起吧~~            
(4星)	 比第一季更注意情节了。反正不知道为啥就推出来对方表情的含义            
(NA)	 roth大叔啊            
(3星)	 不好看了            
(5星)	 准备开始二周目~            
(3星)	 还不錯啦            
(NA)	 这一季完全为了大叔在撑。。而且我的智商也完全跟不上你的思路了。。。            
(5星)	 EMILY，为什么会这样            
(5星)	 还不错，喜欢Foster大气的性格。            
