http://movie.douban.com/subject/4861422/	怪侠一枝梅
(4星)	 闷骚颓废帅哥+傲娇女+伪娘+无脑筋肉男+SM，果然够重口！这么瞎编多好，别去搞我的仙剑轩辕剑了            
(5星)	 我已经不知道用啥来形容啦~其实我最想肯定的是他们的演技，和剧中的华丽丽的囧囧~真的蛮喜欢的，期待第二部~            
(5星)	 霍建华那是没得说了，另一个沉稳的长卿。  我看过诗诗的射雕英雄传， 扬康的老婆。 演得挺柔弱的 这片子你的表情更加丰富了，- -            
(4星)	 霍建华好帅哟。。。。马天宇简直就是- -。。。诶~各种受受各种萌萌。有爱呀有爱~。。最高也只能四星了。。            
(4星)	 哪天才能拥有离歌笑般的智慧啊。。。多吃鱼多吃鱼            
(NA)	 好吧  彦彦看我伤心推荐的  应该是小成本拍摄  结尾的对打总有草率之嫌            
(NA)	 .......            
(5星)	 霍建华还是古装好看~还是喜欢头上顶着叉烧包的样子帅气~这样就又看见长卿的样子了 呵呵            
(4星)	 这片拍得相当不错，作为电视剧，节奏感和整体故事的发展能把握到这种地步太不易了。尤其开始几集，即使灵感借习了美剧，却也拍出了自身的味道。故事的叙述方式很有特点，叫人看着不腻味。霍建华和刘诗诗的感情戏也少了以往武侠剧里的误会矛盾冲突。推荐。            
(4星)	 比韩版的好看！            
(4星)	 好爱贺小梅这个设定！为梅梅加一星            
(5星)	 好看的 不解释            
(4星)	 我就萌古装片~            
(4星)	 难得的国产精品。            
(4星)	 颜够正。剧够腐。            
(5星)	 在《宫》那天雷滚滚地雷阵阵的雷剧面前，此剧只应海外有，大陆哪得几回闻啊！！！            
(5星)	 感动啊……终于盼到了一部不按常理出牌的剧了呀呀呀~！            
(4星)	 算创新吧，腐萌什么一样不缺……            
(5星)	 久违了的江湖的味道，尤其是和张纪中大爷的武侠剧一对比~~            
(4星)	 新概念武侠，人物生动，故事精彩！             
(5星)	 燕三娘啊燕三娘。            
(5星)	 有剧情 有速度 有靓点的电视剧             
(4星)	 其实不见得多么好 但就是不想舍弃 有喜感 有霍建华 有诗诗            
(4星)	  这个是不是应该是电视剧才好            
(4星)	 啧啧  追了两天 可算完了唐人继续卖腐  马天宇伪娘极致啊  虽然剧本台词什么的是弱了点 但霍建华刘诗诗感情戏值得追  无硬哥也腹黑的好可爱啊               
(4星)	 刘诗诗挺漂亮的啊。。如忆真是个好女人。。。而且还有这种带漫画式的风格也是我所喜欢的呀            
(NA)	 为了男人连自己孩子都残忍杀害的SB女人如意            
(5星)	 还不错！            
(4星)	 常用标签：介个不是腐剧还能怎么解释！！！！！！！！！！！！！            
(3星)	 13喊我去看的。。。挺好笑的。。一直觉得霍建华好帅神马的=V=            
(NA)	 周末下午档...痛大姨妈...有大猫儿暖脚~            
(5星)	 应无求！！            
(3星)	 古德！就差剧情！            
(5星)	 马天宇好棒啊！！！！            
(5星)	 梅梅真有爱！！            
(5星)	 很久没有看这么精彩的武侠剧了~~过瘾~~哈哈            
(3星)	 演员都不错呀~~~ 但是这剧情。。。。            
(4星)	 我又开始几倍速的中文电视剧了   o(*￣▽￣*)ゞ             
(4星)	 典型的英雄情节，我是为了贺小梅去的啊！！！！            
(5星)	 给力一枝梅。            
(3星)	 前面还挺给力的  后头就疲软了  亚洲电视剧的通病  中间部分不用看            
(4星)	 梅梅~            
(5星)	 出乎意料的 还不错五星给此出乎意料顺便哭一下我的来硬TT            
(5星)	 小霍很帅            
(5星)	 霍建华真的很有爱。。。            
(5星)	 这啥虽然槽点很多但是看着倒也挺欢的(～￣▽￣)～一边花痴男主角一边吐槽好生精分的感觉啊（趴            
(4星)	 腐到可以直接忽略女主角..馬天宇全身都籠罩著可愛的gay氣息..            
(3星)	 =-=我承认的 我是为了小霍看的。但萧正楠和马天宇亮了，特别是后者。            
(5星)	 纯私心给5星，我能理解剧中人是个肿么心情啊！！！歌笑神马的，说的一些话为什么那么像他！！！为神马我可以理解三娘的心情！！！我是肿么了！！我是有多么悲催！！！！宅过头了么我！！！控制回忆啊！！！！！！！！！！！！！！自勉！！！！！            
(3星)	 .....不解释不解释            
(3星)	 不如，我们就叫：一枝梅 吧！            
(4星)	 马天宇让我另眼相看了~！！诗诗~~诗诗~~            
(2星)	 看了五集，中规中矩之作。这种题材拍的再无新意了。            
(5星)	 第一个和最后一个是经典，中间的案子暗伤太多！！！我爱上了贺小梅，其他的就不多提了~~~            
(4星)	 剧情不是卖点 卖腐才是真的  不过很不错了             
(4星)	 伪娘赢了            
(4星)	 好像很腐的样子 - - 我总觉得是徐长卿和龙葵勾搭上了、。            
(4星)	 霍先生证明了这些年我在他身上的观望绝非虚耗，刘诗诗姑娘长得可像［Q10］的红发Yamamoto了。结果后来变得很萌很萌这对BG……一见钟情而追完的剧。            
(4星)	 西皮很多            
(5星)	 其实我比较喜欢小梅……            
(3星)	 三哥說想看我要關注一下......順便注意到了李國立.......這傢伙毀了仙劍...            
(4星)	 马天宇才是女主，绝对的~            
(5星)	 唐人总是能给我惊喜！！霍建华是能有多帅啊……我是内人控……            
(5星)	 就是为了看霍建华....             
(4星)	 四颗星鼓励下~            
(4星)	 很不错的电视剧 霍建华的演技，刘诗诗的可爱，马天宇的妩媚都很让人惊喜。用心的做的电视剧一定会好看~~            
(4星)	 跟着酱油仔 人群力 看了2天  能消遣            
(4星)	 其实还不错啊 ==比仙三之类好多了~额。不过白豆腐比较萌。。另外。。我觉得我怎么伪娘向啊。。梅梅好萌~ps。。我总是想说一枝梅不就是加强版的万事无咩。没，梅梅是比较好看的新八几，柴胡。。。是定春？lllll            
(3星)	 弃剧。马天宇长得几乖            
(NA)	 还不错诶            
(5星)	 锅的心事一片苍凉，我不懂，我真是不懂。我看来看去看不出他对三娘有多爱……也许是太内敛了，也许如忆的部分真的太多了。搞得太过于隐藏了，于是我就被蒙蔽了。也可能是因为我还小，我不懂。其他什么没啥好说的，很久没看过这么精彩的电视剧，腐片萌片鬼片悬疑……满足你不同需要。^^尤其锅很有爱~            
(4星)	 再烂的戏也是演员用心唱的，我们作为观众要学会包容，亮点啊~~严嵩是暴力狂吧，老是踹人啊            
(4星)	 霍建华你帅回来了！。。。。= =            
(4星)	 妖魔乱世行，邪终不敌正。            
(NA)	 看完了看完了，好看            
(4星)	 虽然剧情有点老套，不过我还是看完了，给4星吧            
(4星)	 梅花林子有点假，特技有点假……不过漫画形式的插入有加分！适当搞笑又加分~霍美人很好看！644也不错，虽然偶尔还是木了些……MTY意外的不怎么讨厌，柴胡感觉好本色 哈哈~            
(3星)	 好可爱好可爱啊~            
(5星)	 人物颇具各种萌点，漫画和写实的有爱结合，三娘同学的强攻之势叫人忍俊不禁XDDD 一枝梅四人帮大好=V=            
(4星)	 前面几个案子很紧凑，中间有点无聊，结尾有力可是也太短了。但比起仙剑一流的吵闹还是可看的。霍叔这般落拓美人我见尤怜，可惜鹦鹉球配不上。诗诗姑娘终于演了个痛快点的角色。柴胡和小梅极配。一枝梅就是三个弯男和一个腐女的幸福生活吧吧吧吧吧吧……胡猫的主题曲让我看到了闪闪发光的JQ啊~            
(5星)	 最爱华哥~            
(5星)	 配图很亮点！故事好，节奏快！ 还是喜欢SS这种造型，武打漂亮！              
(4星)	 卖腐卖萌还卖帅哥皮囊~难得追部国剧还真给力啊~            
(3星)	 挺好的其实            
(4星)	 头尾不错 可惜又让我看到八墓村的情节了            
(3星)	 身为腐女表示没有看到腐 很失望             
(3星)	 腐女们可以看的电视哦，仙剑导演总是挑帅哥美女演=。=            
(4星)	 我的偏执依偎着龙葵附生，我的欢喜寄托着小梅独活。            
(4星)	 湿湿特别美，马天宇是萌物。            
(5星)	 好看的 大陆剧。开年就有。唐人真是给力。            
(2星)	 我不明白为毛打分那么高。当然剪过的剧场版前后连不上也不能太苛刻。但是真觉得很无聊啊……            
(4星)	 木有看完            
(5星)	 的确25集开始就有些雷了。适合做成美剧的模式，不停地演～            
(4星)	 虽然编剧的脑子时常秀逗。BUG一大堆。但是画面够美，主角够养眼.漫画超可爱.            
(5星)	 gooooooooooood            
(5星)	 我是颜控，我爱帅锅小霍；跟老公说我怀孕的时候就买张小霍的海报放家里天天看；嘎嘎~~小梅不错，娘娘腔一点不讨嫌，让我顿时对马天宇有了好感；三娘跟歌先生很有爱，但诗诗演技有待再提高，Fighting~~            
(4星)	 剧情相当紧凑，霍建华老灵的呀~            
(3星)	 35            
(5星)	 很久没看到这么好看的国产剧了~刘诗诗呀~霍建华呀~才发现马天宇也很不错~！李国立真给力···少年杨家将，仙剑3全是我的爱。妈呀！            
(4星)	 山寨了都市侠盗，但是还是不错的~至少养眼……            
(5星)	 我一向不怎么看电视剧的都看            
(5星)	 很精彩！            
(4星)	 大陆武侠片拍成这样真不错            
(5星)	 霍建华从正太变大叔依然很萌，马天宇的扮相真是帅。几集一个故事，全片又衔接甚好，故事不新颖但绝不俗套。其实，我是看人的啦……所以，很美好。            
(5星)	 支持国产，哟西，更支持明朝F4，哈哈哈哈哈~~~~~            
(5星)	 无聊的时候看看还挺好的···            
(NA)	 5分钟之内迅速喜欢上贺小梅，不对，是贺小梅的CV！！！轻薄攻，轻薄攻啊！！！跟柴胡的河南话太般配了……霍建华的角色应该又是沈磊配的？求问贺小梅的cv是谁啊TTATT            
(4星)	 感情戏不给力啊~            
(4星)	 主角们很萌很有爱，官服做得还可以，剧情气氛到了，漏洞也不少。            
