http://movie.douban.com/subject/2978224/	流星花园 流星花園
(5星)	有人能够忘得了它吗？它是框定了我们心目中温柔的白马王子。我还记得大结局的那时候，曼，丹，珩和我在曼的家里，很鲜少呢，四人同堂，吃着曼爸爸精心炮制的西餐，一起哼着歌，一起来看这集大结局的。这部剧，也是我偶像剧的启蒙。尽管多年以后，我再次回首，发现这是多么地，令人面红耳赤的事情。
(NA)	我当初还借了一套碟 我太神奇了
(4星)	我还记得我最开始看的时候，这个还没有流行，我一个人在电脑前被寺感动，哭得死去活来。等大家都开始看了，我突然觉得这个故事怎么那么的幼稚可笑。开始喜欢花泽类。忧郁少话的男子果然比较好啊。
(3星)	刚出道的F4演技真的烂到可以...
(NA)	边当小二边看完滴
(5星)	开山鼻祖，开启男色时代。虽然现在想来情节各种烂。。。
(3星)	没有在最火的时间看，平心而论就是一般的偶像剧啊
(4星)	这尼玛是我三年级的时候看的？？？
(4星)	小学的时候火到不行...
(5星)	好好看啊
(4星)	完全就是打开了我对帅哥花痴之门的一个跨时代性的电视剧好么，类似与还珠格格的经典纯在啊
(4星)	第一部也是最后一部一集一集追完的台湾偶像剧
(5星)	终于在10年后完整的看了一遍
(3星)	当年广电那傻逼还禁播
(4星)	我的少女心啊操
(3星)	小时候的优点就是年少无知
(5星)	这绝对是偶像剧的最经典！
(4星)	最近看太多青春题材剧集了....
(NA)	【2001-04-21】
(4星)	第一次疯狂追的台湾偶像剧！！！初二？
(5星)	当年看这个 还是租的VCD 现在VCD也没有了 F4也没有了
(5星)	流星滑落，我们都已不再年轻。。。。
(4星)	时代意义偶像剧
(5星)	永远的青春
(5星)	小时候我们每一集都能背 我和我的小伙伴~ 重温一遍
(5星)	从那时候开始看当代歌坛 所有公共汽车的钱早上买牛奶的钱体育课买水的钱买参考书的钱都用来买封面是仔仔的杂志
(3星)	好笨蛋的剧啊⋯⋯
(5星)	流星花园系列还真是台版最好看！日版都傻傻的。
(NA)	当年全家一起看的= =
(3星)	=。=小时候陪妈一起看的，她一边看一边哭我一边看一边笑，猥琐的是道明寺追公交车那段我居然还记得很清楚。。。
(5星)	看这部剧的时候是初三毕业的那个夏天，那个夏天我算是正式接触互联网，有了自己第一个QQ。也有了这部剧。后来很多年都会念念不忘那个镜头，有一集，道明寺送杉菜回家，关门的一刹那表情突然变化，前一秒还在很享受爱情的甜蜜后一秒就风起云涌了。我还记得那年被这部剧弄得吃不下饭一直流泪。
(5星)	当年真的爱
(4星)	瓦每年都重看一遍是闹哪样。。。
(5星)	偶像剧始祖。流星花园！！！！！！
(3星)	当时觉得好好看，现在看来怎么那么傻，尤其是大S, 好乡土。兜兜说，以前看觉得很好看，现在觉得很傻的，一般都是脑残片。说得好！
(5星)	唯一完整看得很入戏的台偶。。
(5星)	初中时候每天掐点看，最后还禁播，当然我喜欢道明寺这一卦
(5星)	都是青春的回忆
(5星)	绝对的经典……
(5星)	经典中的经典。
(5星)	毋庸置疑 台剧经典 偶像剧开山之作
(4星)	那时候的大S很美好
(NA)	小时候看过八遍，每一遍都是为了看花泽类。
(5星)	台版经典不解释~！
(3星)	 哇  已经10年了·
(NA)	大家都对我表示很无语=皿= 虽然拍的很简陋 但是真的蛮纯情啊喂【好怀念我的初中时代哦
(5星)	各种回忆！
(5星)	鼻祖就是鼻祖……
(5星)	还是VCD时代的记忆啊
(5星)	尽管出现了很多的版本，但最喜欢的还是台湾F4的这一版。是一个经典。
(NA)	吊爆了，當年連街邊翻版DVD都能被炒賣的神作。評分不能。
(5星)	沖那時候那麼紅，也要五星艾。
(5星)	绝对是第一部看的偶像剧 
(5星)	那是一个时代
(5星)	好吧 初中看 还是很经典的 而且这vcd还是我爹给租回来的- - 我爹真潮- -||
(3星)	╮(╯_╰)╭ ╮(╯_╰)╭ ╮(╯_╰)╭
(5星)	看了两遍呀！！两遍！！
(4星)	这是小学的时候我跟我奶奶一起熬了2天夜看得！
(5星)	哈哈哈哈哈想起一个人 因为天天躲在被子里看流星花园而渐渐近视
(NA)	初一看的！太火了！
(4星)	偶像剧启蒙之作。。。
(4星)	我从来不认为自己的记忆力有多好，但是在那些零零碎碎的偶像剧里总能想起四个男生和一个黑长发姑娘坐在沙滩上看流星的画面，主题曲是那首红了半边天的情非得已，哪怕是很多年以后我还是能从头哼到尾。
(4星)	咳咳
(4星)	我第一部台剧。意义非凡阿
(5星)	2008年才第一次看。
(5星)	我就是这样迷上仔仔的……
(5星)	五颗星的是青春//初恋是周渝民还是花泽类
(2星)	当当年几乎所有同学都在看《流星花园》，迷F4的时候，我居然还是对四个人一点也不喜欢，电视剧也只看了半集。只能说偶们比普通童鞋要晚熟啊~~ 
(5星)	绝对经典！
(5星)	绝对冠军。演技，细节，笑点，感动，全部满分。
(NA)	喜欢的人都长着一张脸
(3星)	已经忘记剧情了。- -
(4星)	当年真是超级爱看啊！！4星给曾经美好的回忆！而且当年的F4，确实帅！
(5星)	时隔10后再看 觉得时间还是没有改变 花泽仍然是我见过最干净的男孩子 看到他笑感觉像躲在夏天的阴凉里一样 道明寺的霸道跟杉菜的顽强 在偶像剧里仍事最有先驱的一部
(NA)	我好像看过~获得时候我好像还在傻乎乎的年纪~我记不清楚了
(4星)	多迷啊当时
(4星)	台剧在大陆流行的始祖吧
(4星)	别管俗不俗，装不装，假不假，扯不扯。依然是个经典的台湾偶像剧。
(NA)	咳…
(4星)	启蒙。。什么的。。
(4星)	高中时候最美好的梦。
(3星)	我居然没标这个！！
(5星)	人生中第一部台湾偶像剧。。。
(NA)	你玛的F4啊
(5星)	那时候看的那个疯狂的类~
(4星)	哎呀 我的类～～
(5星)	这片子还是不错的 
(5星)	喜欢花泽类
(4星)	这绝对是经典！
(5星)	台湾偶像剧的经典之作！
(5星)	内地那群脑残没得比
(4星)	当时看到道明寺强吻杉菜的时候还得捂眼睛……
(4星)	嗷嗷嗷类┭┮﹏┭┮我的仔仔我的类┭┮﹏┭┮
(5星)	偶像剧的先河，F4当年还是相当惊艳的
(5星)	怀念！绝对经典！！！
(5星)	大s那时候长相顶不错的，很邻家，很舒服，估计她自己回头看这部戏以及那时候的照片，再照照那被玻尿酸等东西堆出来的脸心里一定在流血……不过也有可能她根本就不敢回首过去的容貌
(5星)	经典啊~~~
(5星)	这才是偶像剧的经典
(5星)	我给五颗星，不解释
(NA)	道明寺长得好像焦恩俊！
(5星)	初中就想嫁道明寺~
(5星)	好友说 一到夏天就想看流星花园啊 然后连续三年的夏天我们都在看呢 一边吐槽服装太挫了 一边被里面的白痴台词笑到肚痛 明年夏天 还会一起看吗？
(5星)	今天和阿赤谈到这个原来不是我一个人希望类和杉菜在一起啊
(5星)	现在一想起OST都好激动
(4星)	开始也是结束了唉
(5星)	仔仔真的好帅啊！
(4星)	都是在教室的电脑里下课放学的时间看完的，太牛了，真是不浪费啊。
(NA)	道歉有用的话，要警察干什么？
(3星)	上小学时候陪花痴的老姐看的。
(5星)	经典！！！！
(5星)	This is my moment~~~~~
(5星)	这是属于我们这代人的记忆...
(5星)	十年后的今天再看，依旧是经典
(4星)	偶像剧的鼻祖，从此爱上周渝民
(5星)	这个是偶像剧的鼻祖……
(5星)	看得第一部偶像剧，是我走过的青春，最近再重看，无法言语 ，太怀念了
(5星)	今天晚上我忽然想听起流星雨，翻出来听出了一身鸡皮疙瘩。算一算都九年了，日子他妈的怎么过的，台词还可以倒背，角色的动作都可以想起，感动他妈的九年了还是没走。
(5星)	经典 看了好几遍
(4星)	我妈居然说这好看，还不错啦其实
(5星)	经典好不好。
(4星)	虽然我不想评这么三俗的，但是以前真的看过。
(4星)	现在看很傻！
(4星)	我中午跑回家看这个电视看到下午上学迟到。
(5星)	最爱的还是这个版。
(5星)	跟我后爷爷的儿子的二女儿一起看的，她还请我喝了一盒牛奶，为什么能记这么清楚，当时觉得杉菜能吃米饭，我喜欢
(4星)	花泽类啊啊！
(NA)	又是一部从头看到尾的电视剧
(5星)	哈哈重温初二时的少年情怀！依旧灰常好看。
(4星)	我的2002年，我的高一。
(4星)	现在再看很挫哈 不过开创了偶像剧时代
(4星)	高中回忆。当年确实看得心潮澎湃。
(4星)	考虑到这部片引发一阵改编日本漫画潮还是不好打太低分的
(5星)	一见钟情情非得已
(5星)	小学时的经典啊，现在不能再看，往事不堪回首，哈哈
(NA)	高中
(5星)	对于男生长相好看的感觉，是从周渝民开始的
(5星)	哈哈哈~~其实每次不开心都会偷偷看这部剧，笑点巨多无比，还有我那遥远的花痴年代啊，娃哈哈哈~~
(4星)	嘿嘿嘿嘿嘿
(NA)	那时候的一切，都已十年
(5星)	台湾偶像剧的鼻祖啊！当时十分迷这部剧，也因此喜欢了F4的言承旭和仔仔。那时最喜欢言承旭，也觉得他最帅，现在仔仔已经完胜了其他人。故事很好，拍得很清新，虽然F4当时的演技一般，但当时很为道明寺和杉菜纠结。这部是台湾偶像剧的最经典。
(5星)	矮油那个喂！！！
(NA)	记忆。
(5星)	当年的我很喜欢看……看的太早，别人都还不知道这部片子，我一个人也乐不起来，等所有的人都看了，开始热切讨论的时候，我的热切已经冷却了……
(4星)	01年我就是腐女了。
(5星)	每次听到 你要的爱 就想起流星花园了。
(5星)	最经典的偶像剧。
(5星)	看过好几遍了，每次看都好爱......道明寺花泽类好帅的！！！
(NA)	小时候，第一次迷上的电视剧。两天看完。记得总共有20集的。台版没有看过第二部。。。
(NA)	最喜欢日版的 其次这个版本的 韩国的垃圾
(4星)	第一遍看的时候,喜欢到死.第二遍看的时候,不确定自己是不是还活着.去年看的时候.真想死啊...好假啊...刚刚又看了一遍.其实很美好.
(5星)	没有这个哪来的今天的狗血贵族言情小说？！！！！
(3星)	就仔仔好看
(3星)	在风靡后的N年被逼科普。。。
(5星)	挺怀念
(5星)	花泽类。
(NA)	这！
(5星)	爱Jerry~~
(4星)	流行的时候没有看·几年以后再看·竟然还是给了四星
(3星)	有些东西现在看也许没有什么了不起 当时确实影响了一代人
(NA)	矮由~我足足晚了好几年才被周渝民杀到呢
(4星)	台湾偶像剧鼻祖
(4星)	時隔六年翻出來。還是那麼的經典。
(3星)	人家都八九年前看得，我前段时间说搜来看两眼，自然觉得粗制烂糙了......
(5星)	因為看了那期言承旭的《快樂大本營》，又完整的看了一遍，真好看。
(NA)	经典啊经典
(5星)	这还是看的第一部偶像剧呢。。这得多少年了 小学时候的偶像啊
(4星)	某年我重新看了次，被人鄙视！！！
(5星)	经典，无法超越
(NA)	经典。
(4星)	我的评价里面好像没有台剧，那就由这个流星花园开始吧。我喜欢这偶像剧 —— 偶像的很纯粹，也偶像得很真诚。好吧，低俗的我给了四个星，如何？
(4星)	当年，还是挺好看的。
(4星)	不管是jerry是暴龙是道明寺是小白兔是难搞的坏脾气还是笑起来的阳光都是让我爱了许多许多年的言承旭呀。
(NA)	我喜欢下部
(5星)	我必须要承认！~ 我初中那年看的时候 真的是非常喜欢看~~ 囧   。。。。这是离我有8年的光阴了吧。。。。。。囧
(5星)	曾经的灰姑娘梦。
(4星)	虽然我忒不待见大S了
(4星)	我的青春！我的阿寺！
(4星)	好吧 台湾偶像剧鼻祖
(NA)	重温总是梦。
(4星)	现在看片头还是会激动。
(5星)	大二大二，满学校疯传
(4星)	原来看过这部电视剧已经10年过去了啊！！！！
(5星)	虽然后来重看时觉得里面的人变得怪怪的了可是依然再次迷恋了起来!
(5星)	偶像剧的始祖。之后模仿的通通都很恶俗
(NA)	下面都是盲目追求和发小的同步率加上的=-=
(5星)	六年级
(4星)	隔一段时间就想重看一遍。。。
(5星)	想到了六年级被他们迷得七荤八素的。。。 至今为止流星花园还是心中的偶像剧之王。
(4星)	我老妈都看了三遍。。。
(5星)	这应该是台湾偶像剧的一个里程碑吧。
(4星)	小学时候看的觉得挺好看的= =然后一直没有勇气去看第二遍~~
(5星)	我真是看十遍都不嫌腻
(NA)	初中的记忆、
(4星)	那年  青涩得情非得已、、、 
(5星)	看完了看完了看完了。。。。好想再看一遍。。。。。。。= =
(5星)	其它版本统统见鬼去吧 我就是偏心 怎样
(4星)	中考结束后看了这部片，看得很high。
(NA)	哎
(4星)	人生中第一部台湾偶像剧。
(NA)	在芬家里看的。那时候到现在，一直觉得大s假天真，扮年轻。看到她和帅哥谈恋爱，真的不太能接受。这时候喜欢花泽类。但是后来他竟然和大s谈朋友了。╮(╯▽╰)╭
(3星)	杂草杉菜是这个作品的魂，无论哪一部
(NA)	我也有loli年代  = =  当年我好喜欢大S啊扶额
(5星)	还是觉得是最好的台剧
(5星)	耶，哈哈哈！！
(5星)	算你不迷也别告诉你没看过，就算你没看过也别告诉我你没听过OST，就算你们没听过OST也别告诉我你不知道F4……一首《你要的爱》，一首《情非得已》，一首《流星雨》，现在再听到虽然觉得很土，但当时为了一张卡带跑遍全城的情景依旧能够清晰的记得。
