http://movie.douban.com/subject/4751653/	怒火街头 怒火街頭
(3星)	老套剧情。
(3星)	我真的讨厌胡杏儿啊，不漂亮也没演技啊，希望续集换了她吧~~ 感觉看这剧完全就是在看郑嘉颖啊，痞痞的和印象中不一样。剧情挺扯也挺假的，闲着没事儿可以一看。新认识了个林子善，哈，米佐治最可爱了~~ 
(NA)	一直把李璨琛的名字念成李璀璨
(5星)	各种好男人 各种不介意 各种不可能啊 =。=   主题曲很给力
(2星)	居然能把这么狗血的TVB看完。要不是为了练广东话。。我才不。。。
(4星)	最近几部TVB片子里面最好的一部
(4星)	不错不错。
(NA)	咋都死了。。
(4星)	滕滕现在还是好萌=v= 老怀安慰哦
(3星)	郑嘉颖突破蛮大。结局。。。。。。
(3星)	劇情什麽的都一般，但對KC好感劇增，對胡杏兒的角色從始至終不帶感，也算是微型律政題材吧，但并不期待此劇廳內鬥法的可看性，個人感覺，沒有短評中說的那麼好看。
(3星)	n久没看过电视剧了，李灿森的角色太不出众了。
(4星)	有李灿森是不是要多加一颗星= =
(NA)	看看口水剧选这部还是不错的~
(3星)	李灿森好有爱！！！！
(NA)	不敢相信週休二日就這樣貢獻給港劇，一貫的催淚媽呀我喜歡陳敏之嘛。
(4星)	胡杏儿演的这个面部表情僵硬，喜欢郑痞痞的样子。法律究竟是谁的法律？有些思考还是挺有深度的
(4星)	近期的水准来说算是不错了！虽然主角都很讨厌，但剧情还能看看，不过编剧的价值观还是那么传统，做鸡的就算再好人也没好下场。
(4星)	里面的每一个主要角色都那么可爱。良心，自食其力，公益，胆量，人权，等等。他们在生活的过程中找到了自己需要的答案，不知道我们有没有这样的运气。
(4星)	草根律师  呵呵
(4星)	阵容比较强大。开始喜欢郑嘉颖。
(4星)	终于看出些郑嘉颖的视帝范儿了
(3星)	虎头蛇尾。。。剧情无新意。。。
(3星)	郑嘉颖是越发帅了,笑起来猥琐得恰到好处. 感觉这个片子还是有点儿虎头蛇尾,最后的case不应该是法庭抗辩之类的么?本来可以更精彩的吧.这是所有我拿来学粤语的近期TVB剧集里最好看的一部了.
(4星)	郑嘉颖就适合这么邋遢。。
(4星)	贞贞死了感觉阿钉情绪平复得好快啊是不是因为没睡过啊= =
(3星)	胡某人的头发 实在惨了点
(4星)	撇开TVB惯有的毛病们，还是不错的，值得一看。。特别是李灿森难得来一次
(3星)	不喜欢这种似搞笑非搞笑的。诶。
(NA)	今年看过最好看的TVB剧。
(4星)	不错。不过编剧不忍心写个童话来骗大家，所以没有让贞贞和阿丁在一起。只好让贞贞死了。。套路啊套路
(5星)	超级好看！！！！
(5星)	传媒总算为社会价值观做贡献了
(4星)	除了男女主，其他人都演的好可爱诶
(4星)	李灿森真是又可爱又性感啊。
(4星)	说实话，胡包子在我心里的形象跟她在这剧里开始表现的差不多。。。势利眼，不挺的攀关系，想找后台神马的。。。。。当然，还有TVB女主常常必备的自以为是。。。。
(3星)	李灿森。。。嗯哼。。。。
(5星)	剧情完整，有爱有恨，好人很好，坏人很坏，有喜欢的人在里面，又真实，又虚假。好爱郑嘉颖。
(5星)	矮油我爱TVB
(4星)	本来可以拍起码30集的，不应该在20集就结束啊，不过瘾！
(3星)	好吧 李灿森是亮点
(3星)	结尾不错，罗大状感觉还是不给力
(NA)	诶，滕丽名啊。
(4星)	郑嘉颖  不解释
(3星)	许久未现的典型TVB
(4星)	2011-7-6，frog。结局对手戏很精彩~~~贞贞可以不用死啊。。。何苦何苦
(4星)	samlee赞呀 哈哈
(NA)	呃。。还好
(3星)	2011
(4星)	期待第二部
(4星)	这剧名取得  差点我都没看~
(4星)	还不错的说。最后一幕蛮有创意的。
(4星)	如果不是胡杏儿主演，早就看了……
(4星)	我喜欢李灿森的角色啦！！
(5星)	几乎每个人的演技都有了质的飞跃，并且打破了他们以往所有的塑造单一形象。
(3星)	冲着李灿森看的~~还行吧~~~tvb确实不行了····
(3星)	期望太高失望有点大。。感觉过于浮夸。。。男女主之间除了表白那段基本上木有火花啊。。。
(2星)	无力吐嘈...
(3星)	虽然很多人赞这部剧但我真觉得一般。两主角都浮夸，尤其是很多人都说有突破的郑嘉颖，我依然觉得很做作
(4星)	双面浪子形象还真适合KC。
(4星)	samlee很不错阿~~&gt;3&lt;
(3星)	有一号法庭的感觉
(4星)	剧情幽默、案件高潮迭起~ 同样喜欢李灿森那件一边红一边蓝的格子衬衫~ 今次这部戏深水埗4位港男都演得十分出色，还有各位配角，差人毕直，社工阿钉，律师米佐治，师奶师爷第五婷，凤姐贞贞全部都好有实力。这些配角中其中不乏以前的当家花旦小生，转型好成功哦~
(4星)	见不得胡杏儿搞郑嘉颖！
(4星)	郑嘉颖真的老了啊，笑起来眼角的皱纹能夹死蚊子~~可是，春风再美也比不上你的笑啊啊啊啊啊~~阿丁的衬衫很美！
(3星)	看了3集，弃掉。
(4星)	我早就猜到后面会死人 剧情已经太容易猜了。。。。
(4星)	莫名其妙就上床了。。。莫名其妙就结束了
(4星)	啊~好多爱，算是今年看到比较满意的剧啦~
(4星)	真心喜欢kc邋遢的造型~
(5星)	不知道是不是今年唯一看下来的TVB剧，郑嘉颖好帅啊！
(3星)	开始看的时候是被八点几分忽悠的 没觉得有那么高分
(3星)	前面好看。。。。。
(4星)	还不错呦！
(4星)	李灿森，其实蛮帅的
(4星)	看到最后，贞贞怎么死了，为什么苦尽甘来的时候就被上帝带走，为什么不能和爱的人在一起~~~~忍不住在睡前哭一下
(4星)	流氓KC很惊喜啊~这应该是胡杏儿最讨好的角色了吧~陈敏之的长腿~啧啧~
(4星)	今年来难得的好剧啊
(3星)	受不了郑嘉颖演戏方式 痞子就只是嘴里边含着东西边说话？？
(3星)	剧情一直是TVB的硬伤。又是一个伪高潮。
(3星)	亲，最后一集结束的好突然！！妈的，一定要结束吗？？好多情节都没写完，感觉像来了个急刹车啊！
(4星)	好久没看TVB了 这部还挺惊喜 
(2星)	KC这角色延续《ONLY U》的痞子风，但是一看到他在法庭上的辩论手势就觉得真是演技弱到爆！！！胡杏儿发型奇怪眼妆浓法令纹深整个囧，李灿森莫名其妙乱冲动，陈敏之命苦的美腿啦。剧情不顺，逻辑有不通，看惯美剧律政剧的再看这里的上庭简直要笑死。TVB的剧还真是只给师奶看啊！！！
(4星)	嗯，么想像中好看，但是算是還不錯的!!!有續集的說····有些地方如果能再深刻那麼幾下就好了!!!看完最後一集覺得KC最適合戴草帽!!!
(4星)	郑演技大爆发，总算摆脱江玉郎鸟~~短发的杏儿很漂亮~~
(NA)	完
(3星)	一开始可真难看。。。后来还不错。。。
(5星)	李灿森怎么看都好潮咯。
(4星)	电视剧总有狗血的地方，不过卡司能弥补收视率~
(NA)	李灿森换个发型也显老了。喜欢郑嘉颖穿个卷边裤帆布鞋，在路边吃拉面的情景。=     =
(4星)	今年看过的TVB最佳 看来是逃不掉了  配角们好出彩噢
(NA)	亮点在兄弟情。
(3星)	三星半吧！前期都很ok，但不喜歡個結局，還有貞貞的死好不合邏輯。。。
(5星)	入戏比较慢，前几集断断续续，后面一口气看完。可能还是因为天气吧
(3星)	还行，故事其实我觉得蛮牵强的，也是TVB老套的那种没深度的可以消遣时间的片子。为了陪某人打发时间看的啦。
(3星)	还行吧，算是最近TVB比较好的剧集了~
(4星)	律师是破案的主力么？
(4星)	开始蛮好很搞笑的 后面越开越苦逼 结局更是狗血啊。。。。。不过KC还是很适合演这种吊儿郎当的角色 
(4星)	期待第二部的嘛。
(4星)	近段时间看到的最好看的TVB电视剧！！！“蒋玉郎”演技大爆发！！！忽然发现宫斗戏码会非常的适合胡杏儿！！！石修真是天然的霸气！！！
(4星)	虽然案件弱了一点~但是无视那粒讨厌的那颗杏仁，这群男人都好萌啊！KC啊KC啊，我爱的KC回来了啊啊啊！！！虽然不是最最爱的那一款啊&gt;&lt;
(3星)	这结局气到我了~~
(4星)	可惜胡杏儿是个污点
(3星)	6.26-7.5 还可以啦~不过我以为是更劲爆的那种~这个片名合适吗？郑嘉颖的表情和手势有点太单一~
(4星)	何丽贞的死，让我觉得很难过
(4星)	结局是不是太仓促了点？
(4星)	TVB剧的确比大陆的好看。。。
(5星)	好久没有看TVB了，此片甚好，一口气追完。@20110625
(4星)	三星半，还能看的剧。阿Sam是惊喜啊，完了我开始不讨厌KC跟X2了
(NA)	TVB现在的剧总归觉得没以前的好看。。
(NA)	喜欢。
(4星)	今年唯一能看的tvb
(4星)	等续集
(4星)	好喜欢阿钉❤
(4星)	卡斯是我的菜!!! 郑嘉颖和李璨琛!
(NA)	又是草草收尾，之前苦心建立的角色最后两集一并摧毁。
(4星)	四星是给郑嘉颖的 近来好爱他~~香港律师剧和美剧的实在没法比···李灿森演戏退步啊，假的要死，他的服装估计都是他自己的吧，潮的来来
(4星)	郑嘉颖，李灿森。第一次看李灿森演这种角色
(4星)	郑嘉颖越发长进了
(4星)	就知道她会死，像极了以前的一部港剧
(5星)	有以前那种TVB剧的感觉
(4星)	歌不错演员不错喜欢树懒李灿森~
(5星)	熟悉的深水埗
(3星)	又烂尾 胡小姐这么多年 演技一点都没变 永远一副苦大仇深样
(4星)	简洁有力度，不得不说港产剧越来越懂得将美剧的优点打散开了有选择地吸收并且本土化了
(3星)	去屎吧，这么仓促的结局。阿Sam，CoCute~~~~
(3星)	能让我追的TVB剧确实已经很少了呀，幸好我不讨厌胡杏儿。哎，bug啊~无法忽视的逻辑漏洞啊~编剧们一定都是熬夜熬太久不清醒了。
(3星)	这类型的片子 还是无比怀念壹号皇庭什么的
(5星)	追完很空虚有没有~
(4星)	绝对不能当律政剧来看，因为吐槽点多到爆。不过都几有剧情，看起来又轻松。
(4星)	李灿森~
(4星)	算是这个时期里TVB的好作品了。
(3星)	起先可评四星。16集之后开始拖沓。总体三星。
(3星)	又是匆匆结尾。
(3星)	哪有传说那么好看。慢吞吞，又老套。社工题材新是新但完全没深度，新瓶里装得还不是那些大律师的旧酒？况且最终贞贞和阿钉的悲剧就是价值取向的最好说明。郑嘉颖七情上面的表演方法真是令人看了不寒而栗。
(4星)	看完了~原来郑嘉颖可以是这样的角色~原来是胡杏儿也还挺有范儿~我很喜欢这部片子
(3星)	没说得那么好，三星给李璨琛和陈敏之
(3星)	师奶台的剧真是师奶都看不下去了，samlee挫着也很帅
(4星)	这个ending我都不知如何讲好- -。贞贞你死得好不值啊。阿钉你确定你伤心？
(5星)	框架和绝代商娇很类似
(3星)	男人们都够可爱~可以不帅，可以邋遢，但是一定要有❤~
(4星)	近两年TVB里还算不错的一部了 关键是题材喜欢
(4星)	难得对郑嘉颖和囧杏改观的片子
(4星)	 连编剧和这个社会都不信一个妓女可以和个有为青年天长地久。这到底是妓女的悲哀还是社会的悲哀。其实和妓女终成眷属这回事儿只能出现在如风月俏佳人一般的电影里了。其实这部剧是最近几个月最满意的一部TVB剧。
(3星)	最后是X2牺牲自己让蒋柏奇入罪吧？我在想是不是LA之前那招当庭宣布退出呢？这招《酒店风云》我就见过了，TVB还真爱用，不过这部都好过今年其它烂剧啦。
(4星)	跟以前TVB的那种律师片感觉很不一样
(4星)	不错，可以追着看，大爱四人兄弟团
(4星)	很久没有完完整整的看完一部港剧了 
(3星)	SAM你一点都没老..
(3星)	好白痴啊，怎么案件都成了律师去查的啦，警方吃屎去啦
(3星)	喜歡的關禮傑和李燦森相對地沒有多少戲 :(
(4星)	还不错
(3星)	好希望贞贞和那个小警察在一起啊~~~
(NA)	看到18集都感觉才开始，19九集急转结局，tvb收尾太歃血了。。。
(4星)	不要拍续集啦，短短二十集刚好。
(4星)	郑嘉颖就适合这种双面浪子的角色 剧情是TVB老套路子 三星半 
(4星)	TVB近来难得好看的剧啊！不过最后的结局我不喜欢啊，好人没有好报！= =
(3星)	真嘅幾老套 但作為無聊娛樂來說 我還是很喜歡滴
(4星)	喜欢郑嘉颖在里面的贱样
(4星)	结局如此仓促 草草了事!!!!!!!!!!!!!!!!!
(NA)	打发时间可以看几集
(4星)	编剧你不走寻常路也不需要阿腿死掉吧！！！T T
(5星)	近期最给力的港剧，其他的真的连看的欲望都没有。
(4星)	这个牺牲真的大了点
(3星)	其实质量不错的片子，只是我激情不再
(4星)	啊sam啊sam啊sam
(4星)	好看好看~~！
(4星)	现在的港剧都经不起回炉
(4星)	今年至今唯一眼前一亮的港剧。
(4星)	还行 有点新意
(NA)	20集不够过瘾，一般吧
(4星)	等著看續集了，別讓人失望
(3星)	痞死了。。。
(5星)	贞贞死的让人很奇怪很奇怪很奇怪啊，难道这个不应该是喜剧吗？？？？
(4星)	电视剧能有个好到百看不厌的序幕也不容易，怪侠一枝梅很合口味，这片头曲也是。
(3星)	郑童鞋总算捞着个可爱点儿的角色了
(4星)	無線最近太多白癡戲了~這部稍微正常以至於我開始每晚追,而不上網了!!!當然,我一直都主張程序正義,維護當事人利益為大前提等,但偶爾看看這些良心戲來balance一下內心~再回想我當初對公平與正義的追求和現在差多少~
