http://movie.douban.com/subject/5247088/	法证先锋3 法證先鋒Ⅲ
(3星)	 其实我只看了开头几集和最后几集            
(4星)	 从1和2看过来。。要突然转变下演员阵容的全新班底。。介种港剧总是有一两对的感情线跟着，最后死一两个2号角色，再贯穿下离奇的女主身世揭秘，最后完美ENDING。。            
(2星)	 给。两。颗。星。剧。情。很。柯。南。演。员。不。招。我。喜。欢。            
(5星)	 有点抄袭《识骨寻踪》            
(3星)	 剧情什么的真心好弱            
(NA)	 坑爹啊！！！            
(4星)	 要是是原班人马就更好了！            
(4星)	 粤语学起来 XD            
(3星)	 有了梅小青。保三星            
(4星)	 很是中意黎耀祥            
(3星)	 不要有4！千万不要有4！！！            
(5星)	 喜欢徐子珊！            
(5星)	 这片不错, 我挺喜欢徐子珊的..应该看看, 内容还挺紧凑的.            
(NA)	 首先我知道我为什么先前中意mandy后来就讨厌她了 因为我真的是讨厌装模作样的长脸女人 相比起来着装超有品位的eva可爱多了..pro sir啊你这是造孽啊！还有看到黎耀祥就想起猪八戒这实在是太违和了！！中意徐子珊吴卓羲萧正楠陈茵媺到爆！！还有这片子教会了我直面父母离婚的童年阴影 挺好的╯▽╰            
(2星)	 因为3才去看1,2的，3差好多，太过注重角色，剧情案情都平淡            
(4星)	 值得一看 徐子珊依旧吐槽无力 “thank you 5该 88” 经典3句半贯穿整剧 可取的只有藏青色小夹克 case中规中矩不要要求TVB刑侦片太多过程中的提示基本恰到好处 价值观ok 正统不腻味 没有过多煽情 符合潮流得来火候刚好             
(3星)	 最后一集拖了半个月才收想起来看完，还可以看看吧            
(3星)	 比起第一部和第二部逊色了不是一星半点儿的            
(4星)	 还是1好看！！！            
(3星)	 情节我还是比较喜欢的 就是细节 有点假 双面胶的指纹啊神马的三个并排在正中间也太那个了吧……            
(3星)	 好·但不够经典            
(3星)	 剧情进展太慢，剧情大都可猜（美剧后遗症么），明显感情戏是重点。            
(4星)	None
(4星)	 3天搞定，害得我做梦都是剧情。。。            
(3星)	 徐子珊怎么演都像在走模特步。。。            
(5星)	 只有Common law is the law for common man那段是亮点！剧情案件实在太小儿科了！！！！            
(3星)	 还行吧……            
(3星)	 各种吐槽点啊，感情感情说不深刻，人物人物没亮点，只是不停的带着墨镜在走秀。            
(3星)	 嚯~还给4留点悬念            
(3星)	 沒看完。。。。。。有法政還要警察作甚唉            
(5星)	 TVB现在不搞掉几条人命不开心啊            
(5星)	 我知道它为什么这么红了。            
(4星)	 我觉得会有4，会有4。。            
(5星)	 一连几个星期都在看法证先锋，真好看，没看够，应该还有第四部。            
(NA)	 我看的第一部TVB剧，终于走出不知何来的讨厌了。不过不喜欢结局。            
(3星)	 还是第一集最经典，第二集为了碰佘诗曼把别人不是写死了就是写残了。这部有的地方老装受不了。而且间或剧情太狗血。最后大结局内一帮警察法政是走秀还是查案啊我说？            
(3星)	 这也太牵强了            
(5星)	 so cool~~~~~看来港剧的警片还是我的最爱~真心喜欢mandy，如果能做一个像mandy那种可以走在街上随便看一眼就知道对面那个姑娘带的首饰是否真假，什么材质，金银含量多少，我觉得我此生应该可以很了不起。奋斗的目标仅此而已。！            
(4星)	 我实在是看不了徐子珊！！！            
(NA)	 【2011-10-10】            
(3星)	 装逼            
(3星)	 一到大结局就狂死人             
(4星)	 看的我废寝忘食的~~~主要是它的成片手段每集都留个尾巴导致人们就这么一集一集到天明了……╮(╯﹏╰）╭            
(3星)	 唉。。很一般很一般很一般。。。要不是可颐童鞋在里面那么charming，我是不会看完的。。            
(4星)	 结尾太牵强，刻意安排男女主角在一起            
(3星)	 黎叔因何气场不如欧阳震华？            
(3星)	 感情戏真无聊            
(4星)	 不要因为演员而产生偏见嘛，纵然我也很喜欢欧震和慧慧的组合。。可是黎哥和MAGGIE姐姐也很NICE啊。。故事也很精彩。要求不要太高嘛。。            
(4星)	 第一眼真没认出张可颐。《楚汉骄雄》的那个吕雉啊，跟韩信是无论如何不来电的。柴九跟九姑娘更有情侣感。如果《大太监》真换张可颐，这搭档也是不错的，如果，只是如果......            
(NA)	 还是喜欢欧阳胖胖。。            
(3星)	 angle死了TAT            
(3星)	 TVB的老套路就是所有办案人员的亲戚都要死几个或者出点别的事啊。不然编不出故事来了            
(NA)	 法官閣下，我說完了。            
(4星)	 考前开新剧真是不应该啊应该有4吧            
(3星)	 从手把手教你制作心形牛排到心理学、遗传病学、植物学、法学、医学、微生物学、化学等各种fancy名词解析，人类已经不能阻止它科普大众的强烈使命感了            
(4星)	 明年看发证4了要。            
(3星)	None
(3星)	 为什么徐子珊除了第一集楼梯那段很英勇外，剩下的都像是个花瓶高级督察？为什么一直是法证搜证外加破案，重案组是打酱油的么？我差点忘了这部戏吴卓羲也出演了啊！看完了最喜欢的居然是胡定欣- -            
(2星)	 法证和法医原来才是破案灵魂。            
(4星)	 挺好的呀            
(3星)	 一半一半。感情剧只能感慨官配无敌，要真的有那么配合默契的合作伙伴，还是结婚好了~~~情节前几集还行，后面就太扯。而且看完了以后我眼前老晃着那个什么高级督察的那双漆黑发亮的靴子。            
(3星)	 比起《巾帼枭雄》还是差了很多，根本就在于编剧所要立足的那个自己以为的信仰是非常飘渺的，不存在的，使得许多人物的个性和剧情无法牢固搭配，因为角色本身缺乏灵动的气息。纵然是真材实料的视帝出马，也要遇到好的剧本才能最大限度发挥实力啊。可惜。            
(NA)	 还好吧~~~只是觉得拍的有写过，最后，呜呜，angle死了！！！！            
(4星)	 珍惜眼前人。            
(3星)	 熊猫说看多了美剧日剧，偶尔走走港剧的路线调剂一下也不错。            
(3星)	 二小姐啊……柴九还是和海棠吧            
(4星)	 喜欢            
(NA)	 就去SZ两天就被拐着看完了。。。            
(4星)	 法1那么普通的，明显是法3的案子比较先进一点咩~~~            
(4星)	 第一集不大好看 越看越好看哇            
(3星)	 4是必须的            
(3星)	 每部连续剧追完以后都是一阵落寞            
(4星)	 港版CSI，技术看上去非常的美帝，满口专业术语和满屏的墨镜有卖弄CHOK之嫌，不过港剧胜在能抓住当下最热题材，同性恋者和通灵少女都很吸引人。徐子珊依旧讨厌，吴卓羲略显奶油，雯雯长的像是陈奕迅和徐濠萦生的，黎耀祥装过头了...            
(NA)	 我只能说看过美剧之后，这片子实在是太小儿科了            
(2星)	 为什么我觉得有一个吴看徐的眼神很真实恋人的感觉呢？难道真暧昧？            
(3星)	 最烂的一部法证，没一个人能hold住场面。故事搞点小血腥，就以为会恐怖死。            
(5星)	 那样的结局意味着还有4么？            
(1星)	 太做作了！！！！！            
(5星)	None
(4星)	 还不错，柴九哥挺hold得住场的，不过张可颐老了好多，眼袋好明显，看上去比柴九哥老多了，看着难受。徐子珊这边好看多了。不明白为什么tvb总爱安排这种那么好那么争议的角色给吴卓羲演，真有点过火了。            
(NA)	 看完了3  其实觉得 3真的挺不错的 梅小青厉害！            
(2星)	 两星给萧正楠，其他可真囧            
(3星)	 又是胡定欣啊 ！！！            
(3星)	 室友搞什么鬼啊 看过好港片没啊 一直叫唤好看好看好看 我看了就真的只能呵呵啊！ 什么案子一出来就破 毫无悬念的细节 柯南都胜过这个编剧。。。            
(4星)	 最精彩的案子还是天眼少女跟光明居士= =最后一个案子真是法证先锋老路数，要有自己人在案中，并且最后一定是找信号推理地理知识然后患难见真情，不过Angela真的没有死的必要啊。倒是最后一集为第四部的伏笔埋得蛮精彩的，下一部总有个故事肯定跟那个华老板有关啦，还是期待一下。            
(3星)	 后面的案子基本都没什么意思，结局也是tvb的基本结局，过于平凡。            
(3星)	 远不如前两部            
(3星)	 只是觉得最后一集大结局太过于狗血了，最后一个案子死了几个主要配角，完了几次爆炸，甚至黎耀祥还晚爬车高难度动作，TVB开始狗血化了么。            
(3星)	 （6.6）人全换完了，看见徐子珊有点想弃之，完全木有气场啊，但法证类的片子又是喜欢的，没办法了。。。虽然人手一部PAD看起来很NB但看着感觉好SB。。。1204还行吧，案子其实都太普通了。。。现在TVB都流行死个主角结束整部剧了吗。。。结尾是要有第四部的意思吗。。。1224            
(NA)	 程英与老顽童;阿ken和angel！            
(3星)	 集中几集破案，集中几集注水，节奏尚可接受            
(3星)	 案情不棘手啊            
(5星)	 徐子珊真是太有爱了            
(4星)	 每一对都要生离死别下。            
(3星)	 。。。就是差点，是在演技还是剪切还是编剧呢？？！！            
(5星)	 好看好看喜欢喜欢！！            
(3星)	 好一般。。。            
(4星)	 靠剧透支持一路看完~虽然不太明白但是，好厉害啊！！            
(3星)	 最后还弄一悬疑结局，哎            
(3星)	 普普通通勉勉强强还能看吧，话说看法政2的时候觉得没1好看是断然放弃的，这部居然撑到现在，足见我最近多么的寂寞空虚冷。。谁跟我说吴卓羲会屎的？最后一集担心屎了好么！            
(5星)	 老男人惹人爱啊~            
